,TSS_1::NC_013691.1:27792-27992(-),TSS_2::NC_013691.1:29587-29787(-),TSS_3::NC_013691.1:36871-37071(-),TSS_4::NC_013691.1:41017-41217(-),TSS_5::NC_013691.1:53132-53332(-),TSS_6::NC_013691.1:53953-54153(-),TSS_7::NC_013691.1:55711-55911(-),TSS_8::NC_013691.1:57205-57405(-),TSS_9::NC_013691.1:62400-62600(-),TSS_10::NC_013691.1:62718-62918(-),TSS_11::NC_013691.1:64944-65144(-),TSS_12::NC_013691.1:65569-65769(-),TSS_13::NC_013691.1:68555-68755(-),mean
20,0.09853356053111985,0.11898861580927181,0.06657049556222146,0.07099323463279991,0.10571940723709523,0.07209869426693283,0.1800757419625993,0.08402890168059626,0.07535482521596243,0.13118487986586955,0.20682550470571842,0.07719038287666746,0.12103412247352288,0.10835372052464441
21,0.09819242414688628,0.12013831834203215,0.06641761656620553,0.07132926254484762,0.10828296090809537,0.07882159879219376,0.1756711050986916,0.07687130712793042,0.07264163305697273,0.1296109295361635,0.20474404589975995,0.07677312331448972,0.12879062489570584,0.10832961155615187
22,0.09846185965619395,0.12117218938996255,0.06675501738446914,0.07273705086972125,0.1103547385583695,0.08615256670619881,0.1699613333819483,0.07137653155687418,0.07027236638923154,0.12910888354329284,0.1995865925656262,0.07905312819041321,0.13586046574133107,0.10852713261027944
23,0.09982889715491942,0.12202889050634658,0.06723913169431478,0.07437863970361744,0.11187716028437922,0.09461768593477411,0.16286764879072002,0.06696284167206124,0.06899549250882085,0.12916727184532462,0.19125181798414848,0.08441800154461851,0.1419175355466697,0.10888853962851655
24,0.10247356559132877,0.1227650295814671,0.06758344412288173,0.07514820717281298,0.11268127867283358,0.10401765398222176,0.1570719398203744,0.06295761276256925,0.0682882652479447,0.12980184240783807,0.18083005600161334,0.09200521333747082,0.14712380048539492,0.10944214686051935
25,0.10598101164407563,0.12331811656046916,0.06745219668707267,0.07447395243408311,0.11174218929399046,0.11325051462486573,0.1548989745615782,0.05916706235157504,0.06761937030695706,0.13148187589173319,0.16903478420342405,0.10127627811226643,0.15262320266435733,0.11017842533357293
26,0.10868484885475786,0.12492560206844139,0.0666687717784778,0.07222000625290609,0.10953694201005253,0.1206910731703991,0.1556420596421046,0.056077896604116564,0.06558394916988367,0.13370441109518588,0.15620568946252847,0.11213639933386918,0.15861003140692445,0.11082212929612674
27,0.11023316096438399,0.12697334508630673,0.06470006826088993,0.06860236807530044,0.10726562571343776,0.12612650574472953,0.15970442287662812,0.05417558331668097,0.06180473548292389,0.13548127952779915,0.1425336033423311,0.12341930124808602,0.16403868291281604,0.11115836019633181
28,0.11057470070036532,0.12862415421535942,0.06166452008721011,0.06436227884076902,0.1051067639544963,0.12930861500636387,0.16379450038262497,0.05367430922883358,0.0581479772151182,0.13661190821790584,0.12885673493024893,0.13390208720975796,0.16811786651328414,0.1109804935771029
29,0.1097218899876539,0.12943866797811607,0.058385370242689014,0.06014166057512912,0.10355019781109667,0.1302092515393699,0.16639212466518202,0.05229236499538783,0.055411592078793405,0.1368838781745727,0.11517683200808015,0.14264405528949692,0.1703467857720153,0.11004574393212178
30,0.10793407558051789,0.12943067498231495,0.05645491803838844,0.05612861518181267,0.10294771815334366,0.12959767354087665,0.16703587004758952,0.050363872029381626,0.05345696894983827,0.13613803413972175,0.10116451929685413,0.14930002245322932,0.17058174283406052,0.10850266963291766
31,0.10545346624439571,0.12860439908732196,0.05586480600248468,0.05304011003139235,0.10276602640529475,0.12909660593271793,0.16547191918849796,0.0483249873237904,0.052015136699181064,0.1345339099338228,0.08777897952021238,0.15465734123343025,0.1693029506936478,0.10668543371509154
32,0.10250650086191745,0.1263896650063477,0.056479897804831224,0.05124440277582112,0.10254256117123958,0.12893757219414936,0.1620754327079071,0.046428754604927534,0.05069931339578808,0.13228639077202592,0.07617047867766875,0.1597006989814812,0.16699160292567536,0.10480409783690617
33,0.09891481454445054,0.12284261853942824,0.05832504112752692,0.05090803744659135,0.10185519204407781,0.12908561607218283,0.15673451899821872,0.04474891829797352,0.05055024405074364,0.12876845348318075,0.0668369195674753,0.1646969328810249,0.16355627809237486,0.10290950654963457
34,0.09471800304003816,0.11816466966255423,0.06166735139554179,0.05208040123471713,0.10087808112223609,0.12973330544183276,0.1501466270445772,0.043306745677255565,0.05245702227595128,0.12484328182559093,0.05902296540734296,0.1700906064487152,0.15920995296201465,0.1012553087337206
35,0.09092486590803331,0.11371117289222372,0.06581199181265004,0.05441744403975622,0.09978295946453375,0.13176868304310446,0.14222331091533855,0.042366899411161674,0.05541744843803189,0.12113467922894756,0.052684656250496384,0.1754475247091068,0.1546064789466379,0.10002293192769401
36,0.0867776454240967,0.11096135852439962,0.07033954330795192,0.057749411069767206,0.09878818598021323,0.13667969175994507,0.1347077270864847,0.04205114339066601,0.059245376415405074,0.11775048056994442,0.048356347667240764,0.18099549708161006,0.14949367018554932,0.099530467574098
37,0.08283235238253532,0.11016472128675392,0.07540520913262895,0.06175810718147616,0.09728799488698446,0.14320619407076415,0.1278578857029876,0.042513989721989935,0.06415494076017589,0.11483642549531921,0.04580028991616935,0.18558922962161004,0.14434660472405264,0.09967338037564982
38,0.08005651523851118,0.11103751311055632,0.07922699883785743,0.06592276153890461,0.09501227704389116,0.148698847991261,0.12178119441082962,0.04349928729093371,0.0692085556847841,0.11226770907061989,0.04451359947910723,0.18890822778677727,0.13906118214364918,0.09993805150982174
39,0.07793915928141543,0.11272217844560777,0.081645373714581,0.07037830744330735,0.0917468318068665,0.15222255631125317,0.11656613740174566,0.044653172243492203,0.07386282083793862,0.1100707094959725,0.044099516283037196,0.1908308786077349,0.13371611714286308,0.1000349045396781
40,0.07661290805991959,0.11530700069063685,0.08338935283342443,0.07499209362443464,0.08749153227557929,0.15423813277192006,0.113758874621852,0.045824124683738754,0.078651622089664,0.10795937350707192,0.044689069914941364,0.19071001906340793,0.12840634884305852,0.10015618869074226
41,0.07612247473886555,0.11873840566651847,0.08473737142803202,0.07978356269490287,0.08511665065727717,0.15456005991425226,0.11396313369942386,0.04693377466003667,0.08346756510896713,0.10521775268160027,0.04585723959003722,0.18795549344745585,0.1232092351134858,0.10043559380006578
42,0.07640228872987005,0.12220684547451857,0.08517902595999093,0.08553004169781371,0.08477133163775916,0.15288049292795763,0.1169249783052811,0.047480921171295605,0.08766786601675658,0.10235079034952048,0.0475385502702801,0.18167379589628058,0.118020829355073,0.10066367367633829
43,0.07712141452513852,0.12508685297361272,0.08540394316927115,0.09173214426861316,0.08480543686838517,0.14951184587461444,0.1223822247377628,0.04752137264205207,0.09183190351492801,0.09985171529596305,0.05038764264250443,0.171817345004361,0.112337038818481,0.10075314464120673
44,0.07810957165901337,0.12740295591536893,0.0855392641724406,0.09870835111809084,0.08505261657342707,0.14506633967398005,0.12846655228616458,0.047620194356139844,0.09535414218303243,0.0979872693056361,0.05416457220047116,0.16022148483452658,0.10633148623893632,0.10077113850132524
45,0.07953204237775231,0.12911698341826416,0.08533305516916985,0.10683537062615363,0.08650812967640667,0.14076131153635738,0.13420344771617335,0.0479021581287392,0.09842498105017909,0.09722439185942879,0.05764083933229066,0.15082604534152635,0.09960794990191538,0.10107051585648899
46,0.08172704612129299,0.12969899202751742,0.08426717473987334,0.11619541794324584,0.08828654249736914,0.13807667773464893,0.1404795492503909,0.0483953773510239,0.10170584590880263,0.09823018200286542,0.06102359257081326,0.14374569414957963,0.09236830814563182,0.1018615692648504
47,0.08420362187532537,0.12951621301575328,0.08219904276799915,0.12629088770618815,0.08942339479931134,0.13724432599362524,0.1467538028977776,0.04899652436245454,0.1061218753716064,0.10150663713041119,0.06414594693411119,0.13794917663288211,0.086181765998257,0.10311793965274638
48,0.08666702179148482,0.12850992380359347,0.07952439330323346,0.13542301891131758,0.09061446786851395,0.13802587060316407,0.15306192416685122,0.04934549105614821,0.11071148391020073,0.10649382702138536,0.06741440130158606,0.13330173957276928,0.08194991775596075,0.10469565238970839
49,0.08942653157608935,0.12723770332688794,0.07697176347094817,0.14248026547595766,0.09246596935444432,0.14018403831327422,0.1591636849072521,0.050394951171331547,0.11462389053156721,0.11247049534642309,0.07167359278574623,0.1306789157604193,0.07957967974409139,0.10671934475111018
50,0.09235739271240256,0.12550940752675438,0.07497579074175023,0.14760113942343117,0.09507316370550772,0.143516496013475,0.16470904617352905,0.05168689535919006,0.11754830684538134,0.11948814811896964,0.07787811137959329,0.1297218254022666,0.07891579212590692,0.10915242427139675
51,0.09425794419180847,0.12325821070883228,0.07315291424901649,0.15051491001477746,0.09915246020583593,0.1471605327515257,0.17007468613419272,0.05332930526063252,0.11952862918532758,0.127242059541523,0.08604898529707038,0.12979635204463494,0.07975104991703676,0.11178984919247803
52,0.09498323358665647,0.12114019782814345,0.07128022304013945,0.15057903801494169,0.10502659098136018,0.1512800811582074,0.17518365971718175,0.055084429718611314,0.12109663180930537,0.1345510973271698,0.095040682743917,0.1301354908755698,0.08093903808756679,0.11433233806836696
53,0.09458478022745505,0.12031551342013642,0.06990042958611839,0.1484765728482318,0.1112455337965125,0.15585300533869625,0.18011623666655305,0.05636051563090394,0.12162835004917025,0.1413125214689452,0.10401296072515173,0.13058075576944309,0.08110371916343828,0.11657622266851969
54,0.09425183002545862,0.12055928430981717,0.06918282996449694,0.1447298234631591,0.11679488980698045,0.16084000278126406,0.18396337958497508,0.057363516485260516,0.12080949913148169,0.1470713232026775,0.1129348245330205,0.13061327153968902,0.08045725550574981,0.11842859464107926
55,0.09557170264317164,0.12063679847714634,0.0692116690834463,0.14201286841558228,0.12145184943958962,0.16550163131857024,0.18701367329954005,0.058024490165263086,0.11946958294319768,0.15176880094501616,0.12126147208070889,0.1295769366467822,0.07869244829990868,0.12001491721214794
56,0.09864274444752807,0.11962908352608223,0.07067368046530015,0.14070426398240607,0.1259018486693009,0.16906560324501535,0.18899164255850434,0.058096086582091123,0.11654649951933997,0.1555616331564041,0.12827068687807902,0.12703650777259576,0.07618574521760277,0.12117738661694227
57,0.10193074960879409,0.11729387036825882,0.07278318505855595,0.1404678895656053,0.1301656563869358,0.17149802001592546,0.189433632588543,0.0575963058263676,0.11222997806558359,0.15798460342977555,0.13408726781436936,0.12362052260922933,0.07252420892356871,0.12166276078934714
58,0.10428300178646795,0.11408057487611427,0.07530853565760257,0.14078032240560406,0.13365724025070186,0.1727723756971941,0.18800132410916165,0.05651834729429221,0.10840712631378283,0.15928110770458942,0.13804293382371854,0.11953927424025357,0.06824680880158321,0.12145530561238974
59,0.10574835619222418,0.11034787492581302,0.07860767260279596,0.14033109553040707,0.13712880452614257,0.17310207501769143,0.1846611504328068,0.05525060787526752,0.10627163115272883,0.15976499587040308,0.14029986474971112,0.11441987489890049,0.0643240599007003,0.1207890818211994
60,0.10615113160300786,0.10635175446132947,0.08247915011766485,0.13918763977974064,0.1399171353013664,0.17218210195600422,0.17913973789455653,0.05399832169424941,0.10552683648435841,0.15955114851216784,0.1408852393880854,0.1085261687140581,0.061000169999813,0.11960742583895403
61,0.1046908498679631,0.10221928466544968,0.08679064744154026,0.1373531787271543,0.139086194728722,0.17122068938790452,0.1742036869584583,0.0527781415227398,0.10624419225842067,0.1595407936605758,0.13978270344479574,0.10294930146301925,0.05870605195837973,0.11812043969885562
62,0.10176373057264368,0.0981439010089746,0.09163782303355152,0.13399555202050728,0.13774327127771296,0.1693995862089578,0.17092473429979735,0.0517520414727188,0.10952913086227307,0.16011447379197014,0.13783375855857383,0.10061071064695981,0.05803257733773202,0.11703702239172098
63,0.09812679067123574,0.09409959368619628,0.09625246971391324,0.13068068100472963,0.13762419103205453,0.16624705084660868,0.16941894972556393,0.05142403098333154,0.11430753327285811,0.16101386219587438,0.13534659577859884,0.1017586775079494,0.05929474403602462,0.11658424388114913
64,0.09435108673151332,0.08961361393758624,0.10042968316247054,0.12797809289013165,0.137986228551049,0.16167866088072497,0.1689231426290235,0.05211320621859574,0.12019841795811384,0.1619256229315447,0.13226396425833106,0.10536980458045542,0.06260993384857359,0.1165724198906241
65,0.09112772831074503,0.08431959413105215,0.10456000075748843,0.12545884109039498,0.13877562898394824,0.15624384215110657,0.16747000065684575,0.053779832727596864,0.12689934402630634,0.16239789828818152,0.12995145808399572,0.1079137545855096,0.06739684521776654,0.11663805915468752
66,0.08931511821827776,0.07852852041273203,0.10839792470688454,0.12243266417324286,0.14017533603205035,0.1511444143449985,0.16508870867976205,0.05605116051641407,0.13349640948208447,0.16091142338057138,0.12770400861031647,0.10911855923488731,0.073143826758458,0.11657754419620615
67,0.08963052617805845,0.07315183380932844,0.1121828439985815,0.11946291391633321,0.14115134061427811,0.14709752610279173,0.16219780316121662,0.05899135525031433,0.13919374787395672,0.15716593707317825,0.12496679098926915,0.10889214977447603,0.07875046106015526,0.11637194075399522
68,0.09237173885341343,0.06934284276651084,0.11547641377760128,0.11762420981016428,0.1402943067735581,0.14484144609381205,0.15847579190708833,0.06239480590872824,0.14383499265831995,0.15148350337274286,0.12086201685733808,0.10696610942708193,0.08331863765430869,0.11594513968158984
69,0.09750197177417808,0.06697091104778954,0.1171807599179476,0.11781439409348968,0.13696102251238657,0.1445172118451375,0.15388776212524444,0.06568839340494846,0.14744548725154202,0.14453656655561972,0.11573402754287246,0.10324883361322142,0.0867458193706224,0.11524870469653845
70,0.1044454687156374,0.06609111895178402,0.11662399670037323,0.11962424263189293,0.13144307251623918,0.1454000178405606,0.14909077632775733,0.06861625424660832,0.15042218901092486,0.1361761583966701,0.11008972818210497,0.09847917965869642,0.0888617646759714,0.11425876675809388
71,0.11373302750485484,0.06635771373341487,0.11433634401624906,0.12248515490916675,0.1237609011333052,0.1474050473724363,0.1433065768662972,0.07108873794801324,0.15337105755457475,0.12632460631234682,0.10416157819435254,0.09384496946995455,0.08842061819908856,0.11296894870877344
72,0.12515674296438636,0.06849383866631217,0.11191864240171719,0.12673773637619873,0.1143074934165749,0.14932827939443127,0.13734177377441276,0.07295844086987278,0.15681529124624394,0.11586997181431509,0.09871101538766458,0.0895468411760301,0.0862095217463521,0.11179966071034707
73,0.13887611598161137,0.07175605092281,0.10948215822574447,0.1316509838008941,0.10488460817301352,0.15056521559972763,0.13216709717017874,0.07444125717891079,0.16029112185121097,0.1055272516596855,0.09470820099707308,0.0857199835967543,0.08401862078638375,0.1110837435341537
74,0.15335086111114438,0.07556064254737774,0.10714559909474224,0.13672887914533635,0.09642070672813506,0.15131888368273955,0.12906714743806488,0.07558718776018755,0.1634272346057436,0.09632942525413042,0.09266360665838472,0.0826591059997516,0.08291889424766777,0.11101370571333892
75,0.1655296070732074,0.07900289988833827,0.10531206521549445,0.13955103749156103,0.08904084496650685,0.1520922010187945,0.12892101679929716,0.0761174909753706,0.1666648119849769,0.08878195983668072,0.09253578541070218,0.08055756330465624,0.08390650650020838,0.11138567618967654
76,0.17514105937407254,0.08209721921274622,0.10343711539132738,0.1403269710395303,0.08279243510613189,0.1536999165669286,0.1318056779409865,0.07610891673213593,0.17162485969924823,0.08243359682773857,0.09346230865915696,0.07993885783046925,0.08701179826091437,0.11229851789549129
77,0.18297932861387964,0.08467118972104923,0.10205875509352239,0.13899461765786142,0.07801128372379343,0.15511212132023483,0.13765493226351955,0.07563688733259842,0.17816154418204033,0.07746683612078738,0.09449806206353913,0.0807340576311981,0.09221899611950543,0.11370758552642533
78,0.1889817418558749,0.0866076658567942,0.10125799896536296,0.13648888059169068,0.0754084615515544,0.15598479283410288,0.14576908059937838,0.07474488509510546,0.18419564175950012,0.07389211452473506,0.09633305295862175,0.08253319079950264,0.09882610867270576,0.11546335508191762
79,0.19304471601497963,0.08837862048892527,0.10100730813213257,0.13353282478772158,0.07517557859734837,0.15601487137897796,0.154845270279692,0.07372423556356954,0.18865158861850423,0.07121175797037357,0.09938099300893521,0.08594463348714287,0.10510178544898603,0.11738570644440682
80,0.19544411428670086,0.0895304165620012,0.10120263653225392,0.13018405494932078,0.07729474287388045,0.15556653445965996,0.1643995433967832,0.07269034399143381,0.19158619525153042,0.06950505763542567,0.10331591045006712,0.09027522738581154,0.1101943038601689,0.11932223704884906
81,0.19715805693134195,0.08938681443639153,0.10150393190177887,0.12675617089091362,0.08062337489025735,0.15452513832722908,0.17234838594369103,0.07186305249482641,0.1929599839237926,0.06825989255110496,0.10772068625261019,0.09490322484923738,0.11294604179197516,0.12084267347578076
82,0.19817887415493293,0.08799714923019139,0.10175094473123067,0.12380204663323882,0.08229665294851075,0.15419126429496038,0.17695484419963256,0.07162985227129601,0.19223054622378583,0.06673054473878334,0.11158182910438134,0.09780761577005741,0.11334441830678108,0.12142281404675251
83,0.197903650787397,0.08581924737264356,0.10231556874737016,0.1207810985519088,0.08195560797788404,0.15470704502867505,0.17834837739827247,0.07224712815343706,0.19016347982650453,0.06450084833018796,0.11348276580803426,0.09814204412425212,0.11175296169087054,0.12093229413826442
84,0.19607794726782543,0.08327390333889781,0.10294656037113714,0.11757978010206152,0.08010815932308972,0.15597299318649077,0.17793641676246652,0.07285921601129178,0.18767128479983947,0.06120345373640288,0.11366435000117266,0.09615177816564,0.10774706893185804,0.11947637784601337
85,0.19356629089166155,0.08089231853993943,0.10357120901918508,0.11463098261229768,0.0765239757854502,0.15774172536058056,0.17695285979775094,0.07317894606936169,0.18509788968357227,0.05658992644894034,0.11279317261975486,0.09227912428932211,0.10288589463765418,0.1174387935196516
86,0.1906345938593373,0.07867305981306792,0.10435153648596954,0.1125544709401384,0.07287056588008328,0.15922125511320717,0.17589983497941256,0.07361898014165452,0.18290167253255488,0.05189874790026594,0.11278183854571067,0.08680139239604295,0.09802356494578711,0.11540242411794092
87,0.1870622451201776,0.07719536594535249,0.10548323048896757,0.11179248564521005,0.07056136639863506,0.16022065407260125,0.1747682549830839,0.07409589070420365,0.18067883191992018,0.047396994631617825,0.11381379180293752,0.0810587250500757,0.09311619894409034,0.11363415659283639
88,0.18219144190241696,0.07645810375946338,0.10731048878572173,0.1121257074897712,0.06991911417296073,0.1604029837913535,0.17397100968366042,0.07451971987789377,0.1786601685133749,0.04353482544960825,0.11589146631532202,0.07638912016108772,0.0878222727145975,0.11224587866286401
89,0.17465499437093218,0.07559223495177478,0.1104781211885906,0.11209769611312656,0.07125945245908341,0.1584362219280509,0.17302987223102284,0.07427879424202279,0.17647788242417492,0.04059477531478508,0.11792339675606364,0.07250394962004283,0.0829553819854986,0.11079098258347454
90,0.1609878155563833,0.07167058623738486,0.10885723175011275,0.10284444823161965,0.06793639639926717,0.14949139934727812,0.16551626844672235,0.06938454709450721,0.16746494619725055,0.03681715297965057,0.11644269177198723,0.06841672056212214,0.07677500925197792,0.10481578567894337
91,0.14673083083553268,0.06760177576987919,0.1081056824761188,0.09411702038743583,0.06442913476934663,0.13898832218548146,0.15912909446180956,0.06405202155762055,0.1583905817028404,0.03365480989742349,0.11374589056988585,0.06432386838911572,0.07197967522008633,0.09886528524789048
92,0.1320171120119183,0.06259885524074946,0.10686448972674585,0.0863660166825417,0.06060982108487273,0.12790832033602,0.15296085052537747,0.058636217642785496,0.14863202482821125,0.03121551091181231,0.10964146116653817,0.060307689413433244,0.06831972721788225,0.09277523821452986
93,0.11677083261451335,0.056647655518086835,0.1047081012399776,0.07956709512241,0.0564177058659059,0.11671317773837513,0.14605906166653265,0.05336311861794317,0.13912957249833655,0.02935840680994236,0.10385570099668144,0.056104190284407905,0.06534957590174523,0.0864649380672968
94,0.10132090158379621,0.05021050280298643,0.10151062896661671,0.07370653543985448,0.05208817174067223,0.10528399086751312,0.138040710586485,0.048260256869130026,0.1302474910046356,0.027615063347788477,0.09636148845171731,0.05139112725077122,0.06177094019852517,0.07983136993157632
95,0.08629779431028282,0.04416519534565237,0.09719418332043689,0.0688014912076317,0.04749221040493147,0.09370340507779637,0.12866567099253629,0.04364270292208015,0.12193467253009556,0.025496714207995225,0.08717360976203414,0.046375843096780986,0.05713284448833571,0.07292894905127613
96,0.07232616683646749,0.03854756133605514,0.09204410987649604,0.06420213501130348,0.04259770597695478,0.08174344459892746,0.11772537933388927,0.03964260926081736,0.11376193623926334,0.023293551645449308,0.07713902644933687,0.040841992751356616,0.051421183152532045,0.06579129249760379
97,0.05978480397081184,0.033361642697350063,0.08611727476241791,0.06013239253202183,0.03752638372694456,0.07041064833249223,0.10549627384352744,0.036172873725204516,0.10534117413092547,0.02115881935102354,0.0671628514043923,0.03503202205746227,0.04457895610816297,0.058636624357133606
98,0.04914572832279264,0.02842956763440338,0.0796475017498789,0.05648206011594979,0.03269025878776672,0.05995823903326234,0.093005512320822,0.03340716123903538,0.0966489434087445,0.018992190770891853,0.05723268957893275,0.029421016505599012,0.036872116133910254,0.051687152738614586
99,0.04063537792554128,0.023541786002143072,0.07259650255493828,0.05342089904081758,0.027470110446098574,0.050743584652194994,0.08133441746562373,0.03121468975226374,0.0878467634835307,0.016779635946375042,0.04729739651919737,0.02361820304032915,0.029181195549573952,0.04505235095220212
