,TSS_1::Pseudomonas_phage_phiKZ:12384-12584(),TSS_2::Pseudomonas_phage_phiKZ:73986-74186(),TSS_3::Pseudomonas_phage_phiKZ:114822-115022(),TSS_4::Pseudomonas_phage_phiKZ:117462-117662(),TSS_5::Pseudomonas_phage_phiKZ:160060-160260(),TSS_6::Pseudomonas_phage_phiKZ:187935-188135(),TSS_7::Pseudomonas_phage_phiKZ:265839-266039(),TSS_8::Pseudomonas_phage_phiKZ:266294-266494(),TSS_9::Pseudomonas_phage_phiKZ:266709-266909(),TSS_10::Pseudomonas_phage_phiKZ:269656-269856(),TSS_11::Pseudomonas_phage_phiKZ:271571-271771(),TSS_12::Pseudomonas_phage_phiKZ:271823-272023(),TSS_13::Pseudomonas_phage_phiKZ:273355-273555(),TSS_14::Pseudomonas_phage_phiKZ:273878-274078(),TSS_15::Pseudomonas_phage_phiKZ:277698-277898(),TSS_16::Pseudomonas_phage_phiKZ:280102-280302(),mean
-4,-1.3073333333333332,-1.1066666666666665,-1.1613333333333336,-1.1433333333333333,-1.1986666666666668,-1.5073333333333332,-1.482,-1.2273333333333334,-1.4653333333333334,-1.0246666666666668,-1.3893333333333333,-1.3573333333333333,-1.370666666666667,-1.1313333333333333,-0.9653333333333334,-1.1733333333333333,-1.2507083333333333
-3,-1.248,-1.1066666666666665,-1.1333333333333333,-1.1633333333333333,-1.1993333333333331,-1.4446666666666665,-1.398,-1.1993333333333331,-1.4173333333333331,-1.0246666666666668,-1.3693333333333335,-1.3373333333333333,-1.2866666666666666,-1.0733333333333335,-0.9373333333333334,-1.144,-1.2176666666666667
-2,-1.212,-1.1366666666666667,-1.1713333333333333,-1.2006666666666668,-1.1886666666666668,-1.456,-1.3453333333333333,-1.1993333333333331,-1.3646666666666667,-1.0346666666666666,-1.3973333333333333,-1.338,-1.2339999999999998,-1.0846666666666667,-0.9673333333333333,-1.1446666666666665,-1.2172083333333332
-1,-1.1706666666666665,-1.1566666666666665,-1.1726666666666667,-1.23,-1.1273333333333333,-1.4466666666666665,-1.3453333333333333,-1.2006666666666668,-1.3066666666666664,-1.0213333333333334,-1.3973333333333333,-1.302,-1.2340000000000002,-1.0859999999999999,-1.0153333333333334,-1.1353333333333333,-1.20925
0,-1.1506666666666667,-1.1486666666666667,-1.1446666666666667,-1.2873333333333332,-1.1553333333333333,-1.4053333333333333,-1.3373333333333333,-1.174,-1.2426666666666664,-1.0213333333333334,-1.336,-1.2606666666666666,-1.2339999999999998,-1.0593333333333335,-1.0153333333333334,-1.094,-1.1916666666666667
1,-1.1239999999999999,-1.1286666666666667,-1.0966666666666667,-1.2593333333333332,-1.1700000000000002,-1.3573333333333333,-1.3173333333333335,-1.0899999999999999,-1.1320000000000001,-1.0213333333333334,-1.316,-1.2026666666666668,-1.206,-1.0593333333333335,-1.0073333333333332,-1.066,-1.1596250000000001
2,-1.046,-1.0913333333333333,-1.0553333333333332,-1.2313333333333334,-1.0839999999999999,-1.358,-1.3286666666666667,-1.0633333333333332,-1.046,-1.0213333333333334,-1.2866666666666666,-1.2026666666666666,-1.1766666666666667,-1.0593333333333332,-0.9793333333333333,-1.058,-1.1305
3,-0.9886666666666667,-1.03,-1.0553333333333332,-1.2166666666666666,-1.0226666666666666,-1.3766666666666667,-1.2913333333333334,-1.0633333333333332,-0.9886666666666667,-0.9920000000000001,-1.2493333333333334,-1.24,-1.1773333333333333,-1.03,-0.9793333333333333,-1.0766666666666667,-1.111125
4,-0.97,-1.03,-1.0926666666666667,-1.2166666666666666,-1.0306666666666666,-1.3766666666666667,-1.1853333333333333,-1.0353333333333332,-1.0366666666666666,-0.9346666666666668,-1.2386666666666668,-1.1826666666666668,-1.168,-1.0006666666666668,-0.9873333333333333,-1.0953333333333333,-1.0988333333333333
5,-0.9433333333333334,-1.03,-1.0926666666666667,-1.1753333333333333,-1.0226666666666666,-1.3193333333333332,-1.1226666666666667,-1.006,-1.066,-0.9546666666666667,-1.2293333333333334,-1.1413333333333333,-1.0773333333333333,-1.0006666666666668,-1.0073333333333332,-1.0753333333333333,-1.079
6,-0.9713333333333334,-1.058,-1.0593333333333335,-1.1833333333333333,-1.0226666666666666,-1.29,-1.1,-0.9726666666666667,-1.1033333333333333,-0.9546666666666667,-1.1386666666666667,-1.1113333333333333,-1.088,-0.9433333333333334,-0.9873333333333334,-1.046,-1.064375
7,-0.99,-1.01,-1.0393333333333332,-1.154,-0.9926666666666667,-1.2820000000000003,-1.0733333333333333,-0.9726666666666667,-1.114,-0.9346666666666666,-1.12,-1.0646666666666667,-1.1173333333333333,-0.914,-0.9873333333333334,-1.046,-1.0507499999999999
8,-0.9786666666666668,-0.9806666666666666,-1.0206666666666666,-1.0966666666666667,-0.966,-1.282,-1.0733333333333335,-0.9259999999999999,-1.0673333333333332,-0.9926666666666667,-1.1013333333333335,-1.0946666666666667,-1.0706666666666667,-0.906,-0.9793333333333333,-1.074,-1.0381250000000002
9,-0.932,-1.0106666666666666,-0.9926666666666667,-1.1446666666666667,-0.994,-1.26,-1.0733333333333335,-0.906,-1.0593333333333332,-1.0126666666666666,-1.0826666666666669,-1.096,-1.0506666666666666,-0.878,-0.9326666666666665,-1.1073333333333333,-1.0332916666666667
10,-0.9600000000000001,-1.012,-0.9646666666666667,-1.148,-1.0126666666666666,-1.1973333333333334,-1.1266666666666665,-0.898,-1.0126666666666666,-0.9826666666666667,-1.036,-1.032,-1.0426666666666666,-0.898,-0.9339999999999999,-1.0806666666666667,-1.021125
11,-0.998,-1.022,-0.9726666666666667,-1.12,-1.0313333333333332,-1.1713333333333333,-1.1453333333333333,-0.9246666666666666,-0.986,-0.956,-1.016,-0.9853333333333333,-1.0799999999999998,-0.8780000000000001,-0.9673333333333333,-1.0793333333333335,-1.0208333333333333
12,-0.998,-1.042,-0.9926666666666667,-1.0719999999999998,-0.9733333333333333,-1.1700000000000002,-1.2026666666666666,-0.9713333333333333,-1.0433333333333334,-1.0026666666666666,-1.008,-1.0133333333333332,-1.1906666666666665,-0.936,-1.0153333333333334,-1.0993333333333335,-1.0456666666666667
13,-0.9966666666666667,-1.004,-0.9813333333333334,-1.0626666666666666,-0.9746666666666666,-1.1693333333333336,-1.2019999999999997,-0.9706666666666667,-1.0466666666666666,-0.9913333333333333,-0.988,-1.0133333333333332,-1.1793333333333333,-0.926,-1.0413333333333334,-1.0693333333333332,-1.0385416666666667
14,-1.0606666666666666,-0.984,-0.98,-1.116,-1.0853333333333335,-1.1826666666666668,-1.154,-1.0066666666666666,-1.0266666666666666,-1.0006666666666666,-0.9773333333333334,-1.0493333333333335,-1.1313333333333335,-0.898,-1.0506666666666666,-1.0793333333333335,-1.0489166666666667
15,-1.1086666666666667,-0.9920000000000001,-0.9600000000000001,-1.1053333333333333,-1.0853333333333335,-1.2106666666666668,-1.162,-1.048,-1.0346666666666666,-1.042,-1.0253333333333334,-1.0773333333333333,-1.1593333333333333,-0.878,-1.0506666666666666,-1.106,-1.0653333333333332
16,-1.1366666666666667,-1.0493333333333335,-1.008,-1.1053333333333333,-1.052,-1.2946666666666669,-1.2100000000000002,-1.096,-1.0826666666666667,-1.09,-1.0173333333333334,-1.1253333333333333,-1.2433333333333332,-0.9359999999999999,-1.0306666666666666,-1.1060000000000003,-1.0989583333333335
17,-1.1660000000000001,-1.1133333333333333,-1.0453333333333332,-1.1333333333333333,-1.0799999999999998,-1.294,-1.2093333333333334,-1.1333333333333333,-1.12,-1.1273333333333333,-0.9893333333333334,-1.1346666666666667,-1.2726666666666666,-1.022,-1.0786666666666667,-1.114,-1.1270833333333334
18,-1.166,-1.1706666666666667,-1.0173333333333334,-1.144,-1.1373333333333333,-1.2473333333333334,-1.1626666666666667,-1.1053333333333333,-1.1199999999999999,-1.0993333333333333,-0.9973333333333334,-1.0773333333333333,-1.2146666666666668,-1.0513333333333335,-1.108,-1.1153333333333333,-1.1208749999999998
19,-1.166,-1.1506666666666665,-0.9800000000000001,-1.096,-1.1093333333333333,-1.2473333333333334,-1.1826666666666665,-1.1253333333333333,-1.0919999999999999,-1.1193333333333333,-0.9986666666666667,-1.1053333333333333,-1.1866666666666668,-1.0233333333333334,-1.0799999999999998,-1.1260000000000001,-1.1117916666666665
20,-1.166,-1.1506666666666665,-0.9226666666666667,-1.1039999999999999,-1.1173333333333335,-1.2753333333333334,-1.1626666666666665,-1.1253333333333333,-1.0626666666666666,-1.1273333333333333,-1.012,-1.1053333333333333,-1.1946666666666668,-1.0233333333333334,-1.0799999999999998,-1.0979999999999999,-1.1079583333333334
21,-1.1846666666666665,-1.1426666666666665,-0.9146666666666666,-1.096,-1.1453333333333333,-1.3053333333333335,-1.1293333333333335,-1.0973333333333335,-1.0053333333333334,-1.0993333333333333,-1.012,-1.0773333333333333,-1.1653333333333333,-1.0513333333333335,-1.0799999999999998,-1.09,-1.09975
22,-1.1846666666666665,-1.1706666666666665,-0.9426666666666667,-1.096,-1.1373333333333333,-1.3319999999999999,-1.1373333333333335,-1.0973333333333335,-0.968,-1.1193333333333333,-0.984,-1.0973333333333335,-1.1360000000000001,-1.0513333333333335,-1.0799999999999998,-1.1179999999999999,-1.10325
23,-1.1660000000000001,-1.1706666666666665,-0.9146666666666667,-1.1239999999999999,-1.1453333333333333,-1.2853333333333334,-1.1373333333333333,-1.1253333333333333,-0.996,-1.0893333333333333,-0.984,-1.0673333333333335,-1.136,-1.0593333333333335,-1.088,-1.0979999999999999,-1.0991666666666666
24,-1.194,-1.1406666666666667,-0.9146666666666667,-1.104,-1.1173333333333333,-1.2293333333333334,-1.1173333333333335,-1.1253333333333333,-1.004,-1.0693333333333332,-1.014,-1.0473333333333332,-1.1280000000000001,-1.1173333333333333,-1.108,-1.0646666666666667,-1.0934583333333334
25,-1.194,-1.0926666666666667,-0.9426666666666667,-1.0426666666666666,-1.1286666666666667,-1.2393333333333334,-1.0266666666666666,-1.1520000000000001,-1.032,-1.0413333333333332,-1.0979999999999999,-1.0553333333333332,-1.1360000000000001,-1.1453333333333333,-1.088,-1.0726666666666667,-1.0929583333333333
26,-1.1933333333333331,-1.0926666666666667,-0.9146666666666667,-1.0706666666666667,-1.1286666666666667,-1.2280000000000002,-1.0266666666666666,-1.152,-1.012,-1.0413333333333332,-1.154,-1.0553333333333332,-1.0786666666666667,-1.1733333333333331,-1.0839999999999999,-1.026,-1.0894583333333332
27,-1.204,-1.0926666666666667,-0.9526666666666667,-1.1280000000000001,-1.1753333333333336,-1.2280000000000002,-1.0533333333333332,-1.1333333333333333,-0.9826666666666667,-1.0226666666666666,-1.182,-1.0473333333333334,-1.026,-1.1433333333333333,-1.12,-1.036,-1.0954583333333332
28,-1.1853333333333333,-1.1306666666666667,-0.99,-1.1373333333333333,-1.1753333333333333,-1.2186666666666666,-1.102,-1.1039999999999999,-0.9413333333333332,-1.004,-1.174,-1.0173333333333334,-1.0273333333333334,-1.1233333333333335,-1.12,-1.114,-1.0977916666666665
29,-1.148,-1.1493333333333333,-0.9913333333333334,-1.088,-1.0846666666666667,-1.2053333333333331,-1.1593333333333333,-1.0773333333333333,-0.9413333333333332,-0.9933333333333333,-1.1846666666666665,-0.9333333333333332,-1.0553333333333332,-1.1233333333333335,-1.1239999999999999,-1.1173333333333333,-1.0859999999999999
30,-1.206,-1.1213333333333333,-1.0393333333333332,-1.0693333333333332,-1.0833333333333333,-1.2680000000000002,-1.1593333333333333,-1.0733333333333333,-0.9413333333333332,-0.9786666666666667,-1.2206666666666666,-0.9433333333333334,-1.0653333333333335,-1.1233333333333335,-1.1239999999999999,-1.1286666666666667,-1.0965833333333332
31,-1.2686666666666668,-1.0839999999999999,-1.0486666666666666,-1.0893333333333333,-1.1033333333333333,-1.2899999999999998,-1.1113333333333333,-1.0253333333333332,-0.8933333333333332,-0.9586666666666667,-1.3113333333333335,-1.0013333333333334,-1.028,-1.0853333333333335,-1.144,-1.2126666666666666,-1.1034583333333332
32,-1.2579999999999998,-1.0,-0.9913333333333334,-1.0986666666666665,-1.1133333333333333,-1.29,-1.1119999999999999,-0.996,-0.856,-0.9586666666666667,-1.3593333333333335,-1.028,-0.9986666666666667,-0.9793333333333334,-1.096,-1.2686666666666666,-1.0877500000000002
33,-1.258,-0.9626666666666667,-1.0113333333333334,-1.0986666666666667,-1.1039999999999999,-1.2899999999999998,-1.1600000000000001,-1.0159999999999998,-0.884,-1.016,-1.3593333333333335,-1.1119999999999999,-0.9986666666666667,-0.9500000000000001,-1.0666666666666667,-1.2686666666666668,-1.0972499999999998
34,-1.278,-0.9906666666666666,-1.038,-1.0986666666666667,-1.162,-1.2819999999999998,-1.168,-0.996,-0.8640000000000001,-1.024,-1.3693333333333335,-1.1946666666666668,-0.9986666666666667,-0.9780000000000001,-1.1246666666666667,-1.2313333333333332,-1.112375
35,-1.3193333333333335,-0.9626666666666667,-1.0859999999999999,-1.0906666666666667,-1.1806666666666665,-1.3113333333333332,-1.16,-1.026,-0.856,-0.996,-1.3560000000000003,-1.2806666666666666,-0.9986666666666667,-0.998,-1.1526666666666665,-1.2593333333333334,-1.127125
36,-1.3206666666666669,-0.9706666666666666,-1.0859999999999999,-1.0986666666666667,-1.1806666666666665,-1.3106666666666666,-1.1320000000000001,-1.1320000000000001,-0.856,-1.016,-1.3560000000000003,-1.3419999999999999,-0.9986666666666667,-1.0806666666666667,-1.2106666666666668,-1.2673333333333332,-1.1474166666666665
37,-1.3313333333333333,-0.9706666666666666,-1.0859999999999999,-1.0986666666666667,-1.1886666666666665,-1.3213333333333332,-1.1239999999999999,-1.1733333333333333,-0.864,-1.0533333333333332,-1.356,-1.3419999999999999,-0.9986666666666667,-1.1366666666666667,-1.2666666666666666,-1.2673333333333332,-1.1611666666666667
38,-1.3313333333333333,-0.9906666666666666,-1.1433333333333333,-1.1280000000000001,-1.218,-1.3826666666666665,-1.1706666666666665,-1.1653333333333333,-0.856,-1.0866666666666667,-1.356,-1.3606666666666667,-0.9986666666666667,-1.1553333333333335,-1.3226666666666667,-1.2393333333333334,-1.1815833333333332
39,-1.3606666666666667,-1.024,-1.184666666666667,-1.2106666666666668,-1.3286666666666667,-1.3746666666666667,-1.1893333333333334,-1.1373333333333335,-0.8279999999999998,-1.1166666666666667,-1.326,-1.3806666666666667,-1.0066666666666666,-1.144,-1.3493333333333333,-1.2393333333333334,-1.2000416666666665
40,-1.4433333333333331,-1.052,-1.2046666666666668,-1.2573333333333332,-1.3186666666666664,-1.3166666666666667,-1.2266666666666666,-1.1186666666666667,-0.8279999999999998,-1.1646666666666665,-1.27,-1.4006666666666667,-1.0066666666666666,-1.1800000000000002,-1.3679999999999999,-1.2393333333333334,-1.2122083333333333
41,-1.4326666666666668,-1.014,-1.262,-1.2093333333333334,-1.3300000000000003,-1.318,-1.2639999999999998,-1.13,-0.856,-1.1646666666666665,-1.2340000000000002,-1.458,-1.0266666666666666,-1.2360000000000002,-1.3946666666666665,-1.2593333333333334,-1.2243333333333333
42,-1.4033333333333333,-0.9659999999999999,-1.204,-1.172,-1.3893333333333333,-1.3553333333333335,-1.2413333333333332,-1.186,-0.848,-1.1646666666666665,-1.2473333333333334,-1.4846666666666666,-0.9966666666666667,-1.2920000000000003,-1.3946666666666665,-1.2586666666666668,-1.22525
43,-1.3753333333333333,-0.9359999999999999,-1.148,-1.1146666666666667,-1.4520000000000002,-1.364666666666667,-1.1553333333333335,-1.206,-0.828,-1.1366666666666667,-1.2753333333333334,-1.5406666666666666,-0.9953333333333333,-1.37,-1.3586666666666667,-1.214,-1.2169166666666666
44,-1.3566666666666665,-0.9473333333333332,-1.12,-1.0733333333333335,-1.5160000000000002,-1.3633333333333333,-1.0979999999999999,-1.1766666666666667,-0.828,-1.1099999999999999,-1.2753333333333334,-1.588666666666667,-1.0153333333333334,-1.4113333333333336,-1.3253333333333333,-1.1806666666666668,-1.211625
45,-1.3086666666666669,-0.994,-1.072,-1.0733333333333335,-1.5173333333333332,-1.2993333333333332,-1.0979999999999999,-1.1773333333333333,-0.828,-1.1206666666666665,-1.1913333333333334,-1.5786666666666669,-0.9853333333333334,-1.4393333333333334,-1.3173333333333332,-1.1426666666666667,-1.1964583333333334
46,-1.2446666666666666,-0.974,-1.0726666666666667,-1.1106666666666667,-1.4893333333333334,-1.2213333333333334,-1.156,-1.224,-0.876,-1.15,-1.1286666666666667,-1.53,-0.9966666666666666,-1.4673333333333334,-1.3253333333333333,-1.0866666666666667,-1.1908333333333334
47,-1.226,-0.994,-1.1193333333333333,-1.1640000000000001,-1.4593333333333334,-1.164,-1.204,-1.2533333333333332,-0.9133333333333333,-1.0926666666666667,-1.1913333333333334,-1.5033333333333334,-1.0746666666666667,-1.5513333333333332,-1.3253333333333335,-1.0306666666666666,-1.2041666666666666
48,-1.2726666666666666,-1.0206666666666666,-1.1566666666666667,-1.153333333333333,-1.4579999999999997,-1.2220000000000002,-1.2133333333333334,-1.2946666666666666,-0.9133333333333333,-1.0633333333333332,-1.2473333333333334,-1.53,-1.1320000000000001,-1.6073333333333333,-1.3253333333333335,-0.9826666666666667,-1.2245416666666666
49,-1.2726666666666666,-1.0393333333333332,-1.194,-1.1533333333333333,-1.4466666666666665,-1.25,-1.2133333333333334,-1.3526666666666667,-0.9133333333333333,-1.0633333333333332,-1.2953333333333332,-1.4660000000000002,-1.1693333333333333,-1.6406666666666667,-1.315333333333333,-1.0106666666666666,-1.23725
50,-1.2393333333333334,-1.0966666666666667,-1.2033333333333331,-1.1533333333333333,-1.428,-1.2206666666666666,-1.24,-1.3786666666666665,-0.9133333333333333,-1.0833333333333333,-1.3086666666666669,-1.3880000000000001,-1.2253333333333332,-1.640666666666667,-1.3513333333333335,-1.04,-1.2444166666666665
51,-1.2193333333333336,-1.1260000000000001,-1.1833333333333333,-1.1826666666666668,-1.4466666666666665,-1.1913333333333331,-1.288,-1.3206666666666667,-0.9133333333333333,-1.0633333333333332,-1.3166666666666667,-1.3840000000000001,-1.308,-1.614,-1.3773333333333333,-1.04,-1.2484166666666667
52,-1.182,-1.1446666666666667,-1.1833333333333333,-1.212,-1.4666666666666666,-1.1920000000000002,-1.288,-1.2793333333333334,-0.9053333333333333,-1.034,-1.3646666666666667,-1.4253333333333336,-1.364,-1.6406666666666667,-1.3546666666666667,-1.0693333333333332,-1.256625
53,-1.1540000000000001,-1.1806666666666668,-1.1460000000000001,-1.1546666666666667,-1.4293333333333333,-1.1773333333333333,-1.288,-1.2593333333333334,-0.9133333333333333,-1.0306666666666666,-1.4473333333333334,-1.4066666666666667,-1.412,-1.7,-1.3186666666666664,-1.1306666666666667,-1.2592916666666667
54,-1.1546666666666667,-1.1673333333333331,-1.1313333333333333,-1.0919999999999999,-1.3186666666666664,-1.1853333333333331,-1.2893333333333332,-1.2873333333333332,-0.9599999999999999,-1.0786666666666667,-1.466,-1.3866666666666667,-1.404,-1.7146666666666668,-1.3560000000000003,-1.1226666666666667,-1.2571666666666665
55,-1.128,-1.1673333333333331,-1.1313333333333333,-1.1066666666666667,-1.2906666666666666,-1.232,-1.26,-1.2873333333333332,-0.98,-1.088,-1.438,-1.3586666666666667,-1.404,-1.6506666666666667,-1.3933333333333335,-1.1413333333333333,-1.2535833333333333
56,-1.1653333333333333,-1.2053333333333334,-1.102,-1.1646666666666665,-1.2899999999999998,-1.2306666666666668,-1.196,-1.2493333333333332,-0.98,-1.1253333333333333,-1.4480000000000002,-1.3013333333333332,-1.4413333333333334,-1.5666666666666667,-1.3666666666666667,-1.168,-1.2500416666666667
57,-1.184,-1.2893333333333332,-1.13,-1.1926666666666668,-1.2946666666666669,-1.1746666666666667,-1.1626666666666665,-1.212,-0.988,-1.1546666666666667,-1.4333333333333336,-1.3026666666666666,-1.4706666666666666,-1.5026666666666666,-1.34,-1.1106666666666667,-1.2464166666666667
58,-1.2306666666666668,-1.3453333333333333,-1.1219999999999999,-1.2406666666666668,-1.2306666666666666,-1.1173333333333333,-1.1426666666666667,-1.2106666666666668,-1.046,-1.1546666666666667,-1.4320000000000002,-1.276,-1.4240000000000002,-1.396666666666667,-1.3493333333333333,-1.0693333333333332,-1.2367500000000002
59,-1.2493333333333334,-1.3339999999999999,-1.102,-1.2779999999999998,-1.1746666666666665,-1.0906666666666667,-1.1706666666666667,-1.1826666666666665,-1.102,-1.1826666666666665,-1.4213333333333333,-1.256,-1.4040000000000001,-1.3553333333333335,-1.3213333333333332,-1.0693333333333332,-1.2308750000000002
60,-1.2193333333333334,-1.2873333333333332,-1.122,-1.2779999999999998,-1.184,-1.0719999999999998,-1.1626666666666667,-1.1826666666666665,-1.1206666666666665,-1.1826666666666668,-1.4493333333333334,-1.2079999999999997,-1.4040000000000001,-1.3739999999999999,-1.3213333333333332,-1.1066666666666665,-1.2296666666666667
61,-1.2193333333333336,-1.3073333333333332,-1.0919999999999999,-1.2673333333333334,-1.2746666666666664,-1.0719999999999998,-1.162,-1.184,-1.0726666666666667,-1.153333333333333,-1.4293333333333333,-1.2086666666666668,-1.394,-1.432,-1.2933333333333334,-1.136,-1.231125
62,-1.2393333333333334,-1.3446666666666667,-1.0453333333333332,-1.2406666666666666,-1.2933333333333332,-1.0719999999999998,-1.1173333333333333,-1.1846666666666665,-1.0353333333333332,-1.1533333333333333,-1.3186666666666667,-1.2353333333333334,-1.3493333333333335,-1.4053333333333335,-1.3513333333333333,-1.108,-1.218375
63,-1.2126666666666668,-1.3553333333333333,-1.046,-1.278,-1.2933333333333332,-1.062,-1.0799999999999998,-1.2293333333333334,-1.0353333333333332,-1.1533333333333333,-1.2826666666666668,-1.1726666666666667,-1.32,-1.3679999999999999,-1.3713333333333333,-1.1360000000000001,-1.21225
64,-1.1926666666666668,-1.3366666666666664,-1.0086666666666668,-1.326,-1.2946666666666669,-1.0979999999999999,-1.0799999999999998,-1.2553333333333334,-1.0633333333333332,-1.1453333333333333,-1.238,-1.1460000000000001,-1.3106666666666666,-1.3546666666666667,-1.3813333333333335,-1.116,-1.2092083333333332
65,-1.222,-1.2793333333333334,-0.9979999999999999,-1.334,-1.2946666666666669,-1.1273333333333333,-1.0613333333333332,-1.2326666666666666,-1.0433333333333332,-1.172,-1.2046666666666668,-1.1646666666666665,-1.284,-1.3266666666666667,-1.344,-1.0866666666666667,-1.1984583333333332
66,-1.3046666666666666,-1.25,-1.046,-1.3046666666666666,-1.268,-1.1273333333333333,-1.06,-1.2426666666666668,-1.0713333333333332,-1.2186666666666668,-1.1966666666666668,-1.1913333333333331,-1.2013333333333334,-1.2706666666666666,-1.288,-1.1066666666666665,-1.1967499999999998
67,-1.3906666666666667,-1.2233333333333332,-1.0379999999999998,-1.2753333333333334,-1.248,-1.0973333333333335,-1.1239999999999999,-1.3286666666666667,-1.0793333333333335,-1.2186666666666668,-1.1486666666666667,-1.1766666666666665,-1.1173333333333335,-1.1600000000000001,-1.2266666666666666,-1.16,-1.1882916666666667
68,-1.4520000000000002,-1.1393333333333333,-1.0753333333333333,-1.3233333333333335,-1.256,-1.108,-1.1239999999999999,-1.3900000000000001,-1.0793333333333335,-1.1606666666666667,-1.058,-1.1766666666666665,-1.0893333333333333,-1.082,-1.2066666666666668,-1.1466666666666667,-1.1792083333333334
69,-1.422,-1.1193333333333333,-1.0899999999999999,-1.386,-1.2839999999999998,-1.1373333333333333,-1.076,-1.3900000000000001,-1.0806666666666664,-1.0746666666666664,-1.0686666666666667,-1.206,-1.116,-1.0406666666666666,-1.1506666666666665,-1.1466666666666667,-1.1742916666666665
70,-1.386,-1.1113333333333335,-1.07,-1.4086666666666665,-1.2639999999999998,-1.0906666666666667,-1.068,-1.3900000000000001,-1.1166666666666667,-1.0453333333333332,-1.152666666666667,-1.27,-1.1346666666666667,-1.0779999999999998,-1.1146666666666667,-1.1,-1.1750416666666665
71,-1.3633333333333333,-1.0813333333333333,-1.062,-1.3973333333333333,-1.2546666666666664,-1.092,-1.048,-1.4280000000000002,-1.1460000000000001,-0.988,-1.2053333333333334,-1.354,-1.1053333333333335,-1.1886666666666668,-1.1186666666666667,-1.0733333333333335,-1.181625
72,-1.364666666666667,-1.0439999999999998,-1.0806666666666667,-1.3493333333333333,-1.2546666666666666,-1.1480000000000001,-1.04,-1.4653333333333334,-1.1179999999999999,-0.9786666666666667,-1.2053333333333331,-1.3673333333333335,-1.048,-1.2526666666666666,-1.1093333333333333,-1.1013333333333333,-1.1829583333333331
73,-1.4020000000000001,-1.044,-1.1073333333333333,-1.3293333333333333,-1.3139999999999998,-1.2053333333333331,-1.0973333333333335,-1.4653333333333334,-1.0799999999999998,-1.04,-1.2053333333333334,-1.3679999999999999,-1.068,-1.3366666666666667,-1.1093333333333333,-1.0813333333333333,-1.2033333333333334
74,-1.4393333333333334,-1.1033333333333333,-1.1353333333333333,-1.3,-1.3966666666666667,-1.1853333333333333,-1.18,-1.4933333333333334,-0.996,-1.02,-1.2426666666666668,-1.446,-1.068,-1.364666666666667,-1.1666666666666667,-1.0733333333333333,-1.2256666666666667
75,-1.4686666666666668,-1.1606666666666667,-1.1153333333333333,-1.32,-1.4453333333333334,-1.1853333333333333,-1.208,-1.4633333333333336,-0.9693333333333333,-0.9906666666666666,-1.3206666666666669,-1.5073333333333332,-1.04,-1.366,-1.2573333333333332,-1.0733333333333335,-1.2432083333333335
76,-1.422,-1.1406666666666667,-1.1453333333333333,-1.3306666666666667,-1.4453333333333334,-1.1773333333333333,-1.1786666666666668,-1.4433333333333336,-0.9973333333333333,-1.0206666666666666,-1.35,-1.4693333333333334,-1.05,-1.3706666666666665,-1.3053333333333335,-1.1,-1.2466666666666668
77,-1.4020000000000001,-1.1033333333333333,-1.2293333333333332,-1.2746666666666668,-1.4453333333333334,-1.2053333333333334,-1.1453333333333333,-1.432,-0.9773333333333333,-1.0673333333333332,-1.4073333333333335,-1.4319999999999997,-1.0726666666666667,-1.3613333333333335,-1.3053333333333335,-1.1573333333333333,-1.251125
78,-1.44,-1.046,-1.218,-1.1906666666666665,-1.4453333333333334,-1.2040000000000002,-1.1833333333333333,-1.41,-1.0073333333333332,-1.0393333333333332,-1.4206666666666667,-1.49,-1.0926666666666667,-1.3426666666666667,-1.3633333333333333,-1.1293333333333335,-1.2514166666666666
79,-1.518,-1.046,-1.1713333333333333,-1.2006666666666665,-1.4453333333333334,-1.226,-1.2020000000000002,-1.3739999999999999,-1.0273333333333334,-1.0393333333333332,-1.4173333333333333,-1.5273333333333334,-1.0646666666666667,-1.3226666666666667,-1.3666666666666667,-1.1593333333333333,-1.25675
80,-1.518,-1.074,-1.1526666666666665,-1.2206666666666666,-1.4653333333333334,-1.226,-1.2206666666666668,-1.3326666666666667,-1.0553333333333332,-1.0393333333333332,-1.4733333333333334,-1.4806666666666668,-1.0353333333333334,-1.3506666666666667,-1.3479999999999999,-1.1793333333333333,-1.26075
81,-1.4073333333333333,-1.074,-1.1246666666666667,-1.2206666666666666,-1.5066666666666668,-1.2446666666666666,-1.222,-1.3213333333333332,-1.0553333333333332,-1.0406666666666666,-1.5,-1.4546666666666668,-1.0073333333333332,-1.3840000000000001,-1.3780000000000001,-1.1513333333333333,-1.2557916666666666
82,-1.3213333333333332,-1.082,-1.162,-1.2126666666666668,-1.4986666666666666,-1.2646666666666666,-1.1960000000000002,-1.2633333333333332,-1.0473333333333332,-1.0406666666666666,-1.5573333333333335,-1.4546666666666668,-1.0353333333333334,-1.432,-1.462,-1.0686666666666667,-1.2561666666666667
83,-1.288,-1.13,-1.162,-1.1646666666666665,-1.4706666666666668,-1.2353333333333332,-1.2553333333333332,-1.222,-1.0766666666666667,-1.0686666666666667,-1.6213333333333335,-1.4546666666666668,-1.0353333333333334,-1.4613333333333334,-1.5399999999999998,-1.078,-1.2664999999999997
