,TSS_1::Pseudomonas_phage_phiKZ:3,TSS_2::Pseudomonas_phage_phiKZ:2,TSS_3::Pseudomonas_phage_phiKZ:2,TSS_4::Pseudomonas_phage_phiKZ:4,TSS_5::Pseudomonas_phage_phiKZ:4,TSS_6::Pseudomonas_phage_phiKZ:2,TSS_7::Pseudomonas_phage_phiKZ:2,TSS_8::Pseudomonas_phage_phiKZ:2,TSS_9::Pseudomonas_phage_phiKZ:3,TSS_10::Pseudomonas_phage_phiKZ:,TSS_11::Pseudomonas_phage_phiKZ:,TSS_12::Pseudomonas_phage_phiKZ:,TSS_13::Pseudomonas_phage_phiKZ:,TSS_14::Pseudomonas_phage_phiKZ:,TSS_15::Pseudomonas_phage_phiKZ:,TSS_16::Pseudomonas_phage_phiKZ:,TSS_17::Pseudomonas_phage_phiKZ:,TSS_18::Pseudomonas_phage_phiKZ:,TSS_19::Pseudomonas_phage_phiKZ:,TSS_20::Pseudomonas_phage_phiKZ:,TSS_21::Pseudomonas_phage_phiKZ:,TSS_22::Pseudomonas_phage_phiKZ:,TSS_23::Pseudomonas_phage_phiKZ:,TSS_24::Pseudomonas_phage_phiKZ:,TSS_25::Pseudomonas_phage_phiKZ:,TSS_26::Pseudomonas_phage_phiKZ:,TSS_27::Pseudomonas_phage_phiKZ:,TSS_28::Pseudomonas_phage_phiKZ:,TSS_29::Pseudomonas_phage_phiKZ:,TSS_30::Pseudomonas_phage_phiKZ:,TSS_31::Pseudomonas_phage_phiKZ:,TSS_32::Pseudomonas_phage_phiKZ:,TSS_33::Pseudomonas_phage_phiKZ:,TSS_34::Pseudomonas_phage_phiKZ:,TSS_35::Pseudomonas_phage_phiKZ:,TSS_36::Pseudomonas_phage_phiKZ:,TSS_37::Pseudomonas_phage_phiKZ:,TSS_38::Pseudomonas_phage_phiKZ:,TSS_39::Pseudomonas_phage_phiKZ:,TSS_40::Pseudomonas_phage_phiKZ:,TSS_41::Pseudomonas_phage_phiKZ:,TSS_42::Pseudomonas_phage_phiKZ:,TSS_43::Pseudomonas_phage_phiKZ:,TSS_44::Pseudomonas_phage_phiKZ:,TSS_45::Pseudomonas_phage_phiKZ:,TSS_46::Pseudomonas_phage_phiKZ:,TSS_47::Pseudomonas_phage_phiKZ:,TSS_48::Pseudomonas_phage_phiKZ:,TSS_49::Pseudomonas_phage_phiKZ:,mean
-37,0.309498615316423,0.14362695803111672,0.0894624888992724,0.08830728135491331,0.22135331367631692,0.26129090735997407,0.22607802715215972,0.16571177917580895,0.16487035707852582,0.1893156935685611,0.1443208415599341,0.18438198399920092,0.1881397283698442,0.16313709283084707,0.24235022271264134,0.17498146993909997,0.1434711351158447,0.17994940539912646,0.183103117858005,0.1958356001236466,0.3679638485203252,0.36852515475887193,0.13877939445072646,0.15383688417802482,0.14222177366460062,0.25980320665943357,0.14103344219079209,0.13569762194380702,0.17421743185126753,0.2574853084008588,0.22618543214727568,0.2815900165996436,0.2068642528773462,0.242313275708438,0.21959589399190005,0.2951804673275916,0.2689475493670694,0.20886084443039105,0.1685990218794605,0.3725836691190698,0.20774643299159026,0.42204841192927073,0.4274983757843767,0.09712738273107677,0.24074674346031294,0.16248194583924783,0.18352520211601397,0.22853985580670408,0.19758379866805348,0.21340344201866945
-36,0.31717281709275247,0.14820390128869257,0.09120996046544479,0.09637501312276418,0.2174770197508995,0.2737878936988486,0.2186763937191643,0.17646775728627026,0.1579311255909344,0.21393707450028362,0.15547591347580386,0.1759806571269334,0.1878348216160392,0.15954586712307284,0.2354877129078953,0.17097477077739906,0.14603124069766057,0.16577202560478535,0.19706772315339607,0.20376573098227285,0.3724705508920677,0.3748568567701772,0.1402561096748676,0.13745746739672338,0.14976199143175956,0.2521826948497927,0.14278316125855883,0.13067295516071048,0.17346581715251982,0.2645882973662178,0.2270144562719585,0.2781561442289492,0.20735157153312142,0.24049622377477134,0.22492105929755352,0.29725400570261085,0.2760416926276422,0.21423674195058823,0.16791433185601748,0.36527870168338133,0.21480378570588096,0.4232178000565373,0.4235381061587022,0.1040440544391605,0.25663136911867895,0.16546280027504318,0.18911835400170504,0.2282653646735356,0.20306607016195954,0.2153976317439287
-35,0.32561471387306995,0.15487876023431144,0.09377286672927956,0.10675923777350578,0.21355497367792603,0.2863620961041436,0.21207980416896532,0.18832126453458864,0.1509971969715449,0.24016755229059691,0.17074579748347113,0.17031548925798093,0.19242296693059818,0.15536691720034573,0.22964024190622498,0.16699679737465106,0.15176935232897942,0.15398680067648735,0.21474576768332657,0.21167913204141722,0.37342649506335573,0.3808663148653828,0.14320940229014373,0.12323000826157608,0.15954721304665487,0.244409322731876,0.1463393643027674,0.1272751946319867,0.17318893474820732,0.2709444888245531,0.2352352296548641,0.2736080565262506,0.2088322206008022,0.2371284464042227,0.22989248798751097,0.2996111599190186,0.28054157013230296,0.22457624929183248,0.16554610608945702,0.35606317958289285,0.22581213788375934,0.42215899146551433,0.4196021576871625,0.11392055545919147,0.27040121174033926,0.16818734001648533,0.19164522704004616,0.229658308063313,0.20785532555115252,0.2182222536551844
-34,0.33369139647717877,0.16324630448877125,0.09590960056313183,0.11573298315169164,0.21045010058653463,0.30066039428463404,0.20522317029183737,0.20166317470102327,0.14330183782985237,0.2676661842454379,0.19019941444377347,0.16602303803082527,0.2009031885562193,0.1511852475789448,0.22245942142633607,0.16382533243305322,0.15906652887061778,0.1462619095434526,0.2369701700373937,0.21874468520040136,0.3695892382047359,0.384544110533317,0.1475047190792687,0.11190109267675212,0.1702611480569085,0.23601210670218772,0.1507608677851812,0.12665094420274497,0.17720595482825188,0.2786019532117544,0.25172632011661294,0.2667123395684477,0.21134511128679426,0.23504488566585321,0.23453892912163116,0.3009550500276753,0.28381242394579415,0.24062246515457275,0.1594637790575371,0.3437894986223359,0.2413431156563603,0.41899366852687925,0.4137107581938615,0.12318770061354947,0.2789268761827949,0.17071305870504494,0.1909408853102051,0.23174339290573207,0.2117518693317047,0.22154159889827757
-33,0.3399504934197942,0.172894162997936,0.09851953805059806,0.12391008721591354,0.20886427397794344,0.3169296907622846,0.20364688914016732,0.218434146520572,0.13713554378882226,0.29255408604177846,0.210096837548189,0.1649067633973927,0.21441114687694673,0.14836161080692484,0.21445385783714932,0.1592439509716485,0.1679752108288074,0.14262472134655335,0.26236478352041115,0.22584802152289063,0.36170614440011783,0.38599254544142647,0.15167773682694233,0.10413221535584616,0.18287462699511708,0.226775486165947,0.15602914670067491,0.12943750450807265,0.18275271914472307,0.2853034430286362,0.2738044352647001,0.2573800153958775,0.2134102032036938,0.23222835788880883,0.2384234262001217,0.3004174423892662,0.2822659863743477,0.2580560950020843,0.1549086498868178,0.3333371641624462,0.2580560950020848,0.4150547615102725,0.40613020286838947,0.13020805528262713,0.281918783597057,0.17397938173105232,0.18743305994246331,0.23459907409555036,0.21521092763846558,0.2252373367872725
-32,0.3430089919067011,0.18327806644989403,0.10187804383129384,0.13063075260437873,0.20862465160626162,0.3341470117071407,0.20530885212356176,0.23431692073281346,0.13174114492447098,0.31589290759318783,0.23046657796475647,0.1663063878697809,0.23276038933916882,0.1475634816973866,0.20733823496511974,0.15267512768785577,0.17502169275646312,0.14110543849798324,0.2852218885188674,0.23331157281432846,0.35013709338379245,0.3850633418981341,0.15318310844349722,0.09847819445966587,0.1959636358649808,0.21696603228319974,0.16172638357340127,0.13434343335960225,0.1891113402171017,0.29181781085449143,0.2987714641600097,0.2456391413277018,0.21473060645991904,0.23180316551649072,0.2420714048382353,0.297959222092776,0.2765343625086489,0.275566203841245,0.154569778252232,0.32453567602667066,0.27556620384124403,0.4108614278374815,0.3972962150794721,0.13757696835214386,0.2800657507894334,0.1772973287392025,0.18061306731918503,0.23523238765623775,0.21884526440002613,0.22883518671362527
-31,0.3419023043697452,0.19225073991671113,0.10477956381837057,0.13567379624231019,0.20832351730974435,0.35249867961465775,0.21130652220080712,0.24852298078945934,0.12762148504400378,0.336264953490053,0.249140537548365,0.17020551589137362,0.2552373020678445,0.1497544657220371,0.2027233457832321,0.14554362807649945,0.180432723015839,0.14271809844833355,0.303976675622345,0.24081237062181887,0.33693416739258386,0.3826014956800867,0.15331098067701962,0.09630519183989876,0.20694750755389651,0.20695239744208171,0.16574104907897583,0.14084818035150926,0.1975317452329439,0.2973363876628107,0.3220861556913227,0.23270620749829596,0.21601439246519555,0.23393479359079916,0.24298256635559543,0.29601413380783875,0.2708519162240671,0.29386513771714584,0.16086223356948368,0.31520554055633465,0.2938651377171443,0.4070015816191471,0.3882875644055983,0.14236472158661762,0.27632665629991043,0.17997053348172565,0.17362635014846142,0.2354570570035066,0.22519012813424083,0.23246553298730177
-30,0.336884700615142,0.20057224203540885,0.10692108035625023,0.13813213227995458,0.20722715985022835,0.3728198774731782,0.22055985437467288,0.2600606735380114,0.12516973813031768,0.3517786141172409,0.2671621400533378,0.17501723171902833,0.27558095547611394,0.15430648094102564,0.2004506588335902,0.13877866504719813,0.18523444165052488,0.14607767912547936,0.3165899911045728,0.24930134811735213,0.32416429333348956,0.377725488301142,0.15557498989141835,0.09731154140007225,0.2179962767475661,0.19692871995791347,0.16860544380198866,0.1466731970904992,0.2089730376986158,0.3027196157399925,0.3407573573413985,0.21843105464733803,0.21648939012699703,0.2384621272105043,0.24247117905169152,0.29480582986634896,0.2674239997365574,0.30936525717743446,0.17228551862911368,0.3044754721768423,0.30936525717743285,0.40285208823546526,0.3770128587054734,0.14837603349228318,0.2734386223297491,0.18488885791000978,0.1682085105395308,0.23598388909663895,0.23181564836656116,0.2359634126656877
-29,0.3287282755439375,0.2056789693559231,0.10878763908345605,0.1363383864360425,0.20506246481530122,0.38972386207323273,0.22781444475566476,0.2686252075408547,0.12413560614088943,0.3594021217198193,0.2814884988878674,0.17831985006117135,0.29379672532293283,0.1620923591636853,0.19818343716853892,0.13523686706732255,0.19013819594023898,0.15061045877720636,0.3226732537818114,0.2573494400744019,0.313854703736183,0.37103842155491884,0.15648193464727964,0.09987066507342497,0.2297779018866229,0.1884613756603413,0.16771658430680395,0.15190486250606833,0.2220399963971725,0.30500178260009364,0.3523030310701,0.20427445916083803,0.217162737598889,0.2466862170437789,0.24031669423840524,0.2932311702592652,0.2645120084158935,0.3215846113354237,0.18495244724206567,0.29344093485594147,0.32158461133542227,0.39860148310177507,0.36553998893814177,0.15755634050765122,0.27237663193173145,0.19200817807699583,0.16262993296509543,0.2349469564862971,0.23806800773796294,0.23861450478328328
-28,0.317988249019295,0.20758202008725032,0.11056391115706228,0.13272398602982727,0.2020828021806454,0.3999897643463023,0.23229098120400637,0.2730491280898932,0.12445964586698977,0.36024174097314987,0.2904446447648765,0.17915671984067627,0.31007852448016654,0.1737664597267395,0.19997603761014096,0.13582882919045974,0.1942840826411027,0.1551256195186413,0.3254650466817998,0.26400912722871317,0.3033834427622717,0.362287336296803,0.1583084393700061,0.1037087792303231,0.24173489213892774,0.183175875500023,0.16287421042747818,0.15714524945416783,0.23891071357705576,0.3036658807275721,0.35753371344514195,0.19338817952618076,0.22094524645476166,0.25909743310963984,0.23579203252555656,0.28897408537012914,0.2607963387115992,0.32912099975213455,0.19667774562381768,0.2847871578408903,0.32912099975213194,0.39221889275292654,0.35606230624716345,0.17030051234884824,0.2717800206662872,0.19944948811638208,0.15930456412139168,0.23384676237364319,0.24472300144677042,0.2405759514348523
-27,0.30850158021745977,0.20595065473135904,0.1114687094843517,0.1323025471757435,0.19952350795158358,0.4030167854617351,0.23667850427931175,0.2718032720470026,0.12486104118147182,0.3558740013805711,0.2935762115298136,0.1762325645018027,0.3249082159148401,0.18714608967837315,0.20435588191166648,0.13900964374361297,0.1973074653257493,0.1613155917727622,0.3255694772636826,0.26797797763038755,0.29463394122397996,0.3506801626348765,0.1615811914333878,0.10691207303497854,0.25380049712923036,0.18102994193525226,0.15418984449740442,0.16091589376334586,0.25952520654458644,0.2985731314741879,0.3549878547274282,0.1869722891565338,0.2265286346745145,0.2762116334731613,0.2285134589552303,0.2835788739269739,0.25945132801135407,0.32989249527322884,0.20553418220842504,0.2776412871640035,0.3298924952732273,0.38283578378318706,0.3478925647868939,0.18560470104279142,0.27386052003761713,0.20578519174080237,0.1598816684460973,0.23326477896972012,0.25197858859350314,0.24182714157345314
-26,0.30105528285357874,0.20312159502188684,0.11301818147610118,0.13548542684020012,0.1965837398737847,0.39891101854786026,0.24160793307364542,0.26559043685634026,0.12481116217588754,0.35798037321143295,0.2925258012005384,0.17004391539924324,0.3397436845567853,0.20233534873909087,0.21126907917627955,0.14436865413165215,0.2009059913879027,0.16767796683608055,0.3263483612428622,0.26800298582470344,0.2873329874605257,0.3349422935558022,0.16734142721415218,0.11123966816968289,0.2669968626688943,0.1833060180964517,0.14618164357854277,0.16288913485121997,0.28291622330583055,0.29156291427263537,0.34541290387745494,0.18301534813166445,0.23367006963064937,0.29597278266160953,0.21831350375485886,0.27822530814567853,0.25779506600408886,0.32388591618608564,0.21231830696833817,0.27342449625983434,0.32398714815196217,0.37028375960333004,0.34117920622005776,0.2042635923298743,0.27699349100262427,0.2122019898887771,0.1645983163731624,0.23331537911777378,0.25988425643039526,0.2429558561701594
-25,0.294611601218653,0.20054986518063572,0.1164947550553778,0.1444279076147273,0.19267935246023166,0.38673304370536776,0.2446960875800169,0.2554887317593851,0.12416620083740888,0.36765690740975476,0.28832657961282676,0.1683829991272179,0.3548597658616596,0.21801822597407255,0.22165821614359418,0.1515157819672785,0.20229364518203807,0.17454228000009397,0.33035541957360853,0.26357676325439294,0.28010649846585495,0.31629369113475625,0.17622994044761192,0.11560665037239504,0.28035880260244256,0.18962856420610147,0.14082260894765825,0.16448903078128266,0.30451749714203696,0.2849096783272053,0.3291903120463997,0.18208033703266596,0.24202554909124743,0.3162834335612275,0.2068141185767683,0.27351370339482556,0.25232874512856546,0.315340501824665,0.21669611726335591,0.27084138916817085,0.3147989680384728,0.35524866593025317,0.33564028345739705,0.2258466823871271,0.27891950045153435,0.2176658447113024,0.1737799171800593,0.23302592258445487,0.2695522106985847,0.24415488356066867
-24,0.2901739967760884,0.19813450858799103,0.12105442301863485,0.15608539509436553,0.18937537296038814,0.37176467229130655,0.24370264609002615,0.24683925718196162,0.1252635766042298,0.38326894103002485,0.28389118840970234,0.17078388260319896,0.3676688782185059,0.23571860150742388,0.23514250290241673,0.16083624139852862,0.20474553921588634,0.17897602332305018,0.33939775743768286,0.25477685950846335,0.27185123005710304,0.2947354589654846,0.18647854570191325,0.12134224882092773,0.29246863505504095,0.20074930566345645,0.13738989366729573,0.168039101836556,0.32309549099943013,0.28151748391654596,0.3145428766397136,0.18268869722978645,0.25193000384843334,0.3355649557664921,0.19393007496064524,0.26760357144628466,0.24387716027658937,0.3148145484090357,0.21647710910203483,0.2692700507120268,0.3136078601131981,0.3403754267461238,0.32994151483459133,0.24917019566878026,0.27684663791066727,0.21996721079032805,0.18802273996648317,0.23468592306689612,0.27888605014582063,0.24607082176484818
-23,0.2873639782992262,0.19662902446032154,0.12773921822413412,0.16791850311711817,0.18754055175521328,0.35686341539855754,0.24027058463198045,0.2421116803209514,0.1285576522346675,0.3991481522250042,0.27991046393110014,0.17740629488641912,0.3773111300075167,0.25338759050737913,0.24816333789730066,0.1697187053539034,0.2074281198430535,0.18170322767979646,0.3534035895059996,0.24776520252315676,0.26221455917349773,0.272673951565655,0.19733431237685617,0.12874704643662055,0.30280993293243774,0.2145827775954537,0.1349129047396828,0.17397039705682035,0.3366906100921409,0.2823839134547145,0.3040699428531866,0.18309357547266478,0.26403663387578524,0.3523864823250809,0.18262284755903047,0.25943589216845264,0.23163441534132087,0.3185637841880792,0.21187418678007922,0.26628481862204767,0.31618318352409724,0.32683931379035636,0.32411243805725226,0.27148862902717374,0.26969607241584975,0.22147940871490382,0.20476401056195423,0.23913314656020504,0.28572405471180606,0.24836905438318377
-22,0.2848182223443053,0.19741535299239285,0.1341551534817043,0.17910299158783205,0.18696926589147725,0.3424012962522422,0.2352081738974469,0.23972850401830575,0.13283257854901528,0.41367699937117164,0.2765487384837154,0.1863233825284255,0.38626042252077775,0.27046973838339733,0.26098403252255825,0.1766789549961066,0.21074571419935687,0.18340848750691255,0.3706280050202805,0.24106832614747492,0.2505880531555146,0.25102327729459245,0.20621053045839344,0.13809208176270538,0.31058923466474003,0.22861922324982936,0.1336590977658701,0.1809712505012868,0.34655995924205485,0.28443351701888087,0.2976116150323214,0.18284171772504854,0.2771834454666297,0.36561897598486565,0.17403191806157042,0.24852036394553237,0.21694891628433893,0.32417010229622345,0.20404645384027117,0.2624816243942758,0.3202542973235223,0.3146677398985671,0.31764374825781777,0.2917143281939355,0.25757375133575955,0.222968798072042,0.21903157378253413,0.24238867361073266,0.2915221399050943,0.2504365459024459
-21,0.28172108713483635,0.20014806547320502,0.140066229498599,0.18890004612478603,0.1882346930843433,0.32954982870800453,0.2286191040374293,0.23897871726934783,0.13624403959380643,0.4262448061692199,0.27186306148093087,0.19732482813795116,0.3960062639631458,0.28679281401262513,0.27162202990103923,0.18402029784085133,0.21486881101124009,0.1843596726230937,0.39015238571214805,0.23590142178976548,0.23791012292493602,0.231914068408775,0.21409781851020168,0.14878340428918746,0.31373012750907725,0.24083774023103852,0.13415457293702454,0.189002785370347,0.35645099972127825,0.2875094080186136,0.2957042533703687,0.18157509800592048,0.28865613387021644,0.37586489077779445,0.1661506573247254,0.23677585249958302,0.2018988892632791,0.33113359770759215,0.19241789660274497,0.25742452549592987,0.3253546378952368,0.3038541176902524,0.3065092961985271,0.31008494848462875,0.24297570057460893,0.22621081523026043,0.23089495798301002,0.2447219925875975,0.29796985582515484,0.2522895381402914
-20,0.2780365425098088,0.20554534728423693,0.14541678131659946,0.1964690041884865,0.19228308792809468,0.31908873258670434,0.2219239975537597,0.2410297985822693,0.1398020476093887,0.4340423812509921,0.2673204039568218,0.20955769112209524,0.4070175835312254,0.3002115749495207,0.2807394513854452,0.1882379118312892,0.21956014072521,0.18456053404456613,0.4097791429952298,0.2326591265105232,0.22538603955597297,0.21656457590991188,0.22304012522646416,0.15918925558322744,0.31125679320012745,0.2501903404888536,0.13759364966633325,0.19861700964797183,0.3646417653164663,0.2910462269954269,0.29984240133723133,0.17887822131342287,0.2980719844264355,0.38391683207615945,0.15989456172127178,0.22587149136910362,0.18582942126366075,0.338551728635172,0.18063873160089156,0.2500799947570055,0.3305565692930915,0.2951413325247274,0.2914329404516665,0.3240802762912804,0.2282965985285586,0.2349503852180547,0.24028796326051372,0.24718068343785102,0.3027470483800763,0.2540215557008
-19,0.27249279102970825,0.21301016233901607,0.15087086181801274,0.20010234265696747,0.19773457910219397,0.31034972673716343,0.21478693607383317,0.24373469039573242,0.1434526319246841,0.43347216368321934,0.26166454077199447,0.22214989968493368,0.4138283148758924,0.3077847167363069,0.2870388336676525,0.18808136745157408,0.22270754206010257,0.18688116225068263,0.42254092287747913,0.23029383589971936,0.2135404314681591,0.20463894857341902,0.2319157091935815,0.16785060747250846,0.3035675871966938,0.25693596502286165,0.1449090108341574,0.20822688406588635,0.37236168643352696,0.29383755891388713,0.307071048858834,0.17446848308177945,0.3032765070147355,0.3884158631184136,0.15530276015310476,0.21650886475391076,0.17247542540525918,0.3452504270334357,0.1713839300511719,0.2408860999453586,0.33472879182022913,0.2882802196009186,0.2749568204279587,0.33156661248109187,0.21490881776349635,0.24530577307533785,0.24844474018171195,0.24825298967472884,0.30433469450930206,0.25482818939106794
-18,0.26450781971172355,0.21987068188369005,0.1560139557531841,0.20043772507573956,0.20428734963617737,0.3023305441949701,0.2097873058101885,0.2460983635024947,0.148191236840969,0.425107742255541,0.2561328984461577,0.23461373999136398,0.4157807999817983,0.3114754563285372,0.2918371522272171,0.18605801487484097,0.2247858835769045,0.19227840195423834,0.42927095525294306,0.22874230243706295,0.20327999234099323,0.19501234029776376,0.2389940851149442,0.1736182845506162,0.29248664513864714,0.2620257534652537,0.1533565597732075,0.2169253571430158,0.3780710591343711,0.29404918047330303,0.3129694452573765,0.16748775793480777,0.3032277108542699,0.38957883088692186,0.15186004122208144,0.2086183667090422,0.1626077661707745,0.3516651473681237,0.16415996538906313,0.22999103062061743,0.3381269021311708,0.2833708173822783,0.2579646933094445,0.33384779609137294,0.20347799664907887,0.25511152536255044,0.25287337922293085,0.2487107778676127,0.303446809330517,0.25458212952914067
-17,0.2516949302350367,0.2258018865898405,0.16126839614651037,0.19888833227057628,0.21104654113376725,0.29327561075021413,0.20719587565663344,0.24739742460100916,0.15526875111724725,0.4107088004706879,0.25256672630069665,0.24375760486490905,0.41593473127217584,0.31265747697383434,0.29594443009385263,0.1841900326104042,0.22644274776887183,0.20104627295913144,0.4299018599630964,0.22590723784196132,0.19521603445181768,0.1872241355209912,0.2435624303179253,0.1775110423056149,0.2825976877542786,0.26533507728724126,0.15956440662571308,0.22356068926387787,0.38214015569106724,0.29122666553839777,0.3143696011514254,0.16012906765900897,0.30009418157913625,0.3893754545978352,0.15058983468289455,0.2027522240941056,0.1545869666089586,0.3558206960938194,0.15902539839497246,0.2227587003515326,0.3388202929763978,0.2804437093509824,0.24376568219528277,0.32992085347926914,0.19490068331414317,0.26358424989665885,0.2535913013460659,0.24696858944578226,0.2994696153300588,0.25346532850868797
-16,0.2384251511873574,0.22784864658506726,0.16504158367270463,0.19358847856798267,0.21756235265267293,0.28310196604488047,0.20516305934734805,0.24809936081606368,0.16435171303762286,0.3915356384706073,0.24825511455949317,0.2489529154718022,0.41406210137617255,0.3120676403636409,0.29984838563583766,0.1818547870043096,0.2278045650754434,0.20769240647679998,0.4259406777874733,0.22299912155611534,0.1874223132526658,0.1803836869219436,0.2450137111300427,0.1806568776425954,0.2742480762393162,0.26650074940588175,0.16295766995873107,0.22925207476532794,0.3837140625372878,0.28551903350935987,0.3122064184511699,0.1562953563752818,0.29562239763714604,0.38788880600685965,0.15216270782868085,0.1962342560753893,0.14815819859788074,0.35717221914143527,0.15659501337136056,0.21825511428605152,0.3353865553802624,0.2789935846389918,0.23323179099308372,0.3237809799854654,0.1873271877850582,0.27244066615963175,0.24992486324319163,0.24338621072629724,0.29289376539512124,0.2513840819006307
-15,0.22531405847352648,0.22612711026568375,0.16689985833601323,0.18677652115531893,0.22240110010009229,0.2720056502795095,0.20440293906101462,0.2460739013489787,0.17322108079249865,0.36747253088062853,0.24170833342559642,0.2489357633005987,0.4088712882510862,0.3104367735379406,0.30377422707958623,0.1782704993836133,0.22826801313082717,0.21259470323910595,0.41801668760597294,0.2186410165185789,0.1803971954859732,0.1750914877219031,0.24398051720033131,0.18303122273646227,0.2657708832481945,0.2663529453343572,0.1641225627185128,0.23163587190272658,0.38225065644669415,0.2767867470454034,0.30432436911517496,0.15500307460401383,0.28812209627594443,0.3873756684427302,0.153507502439401,0.19033172936665813,0.1460369680229278,0.35337122733432663,0.15624748514044148,0.21489621002129314,0.32657922919345517,0.27687791012196356,0.22465292102699852,0.31963742126626216,0.18039719548597194,0.2813590038750938,0.24635100258397777,0.2367166086269321,0.28416848442566317,0.2480732296607339
-14,0.21394327106138183,0.22173700717129013,0.16697693423813595,0.18179162735861135,0.2242027500472518,0.25889130574977115,0.20600232643500363,0.24179529847756326,0.1807920696460525,0.34078496284236065,0.23293146136627252,0.24576322605668482,0.3999436026545945,0.30680335435576184,0.3094194378108147,0.17269122123253003,0.22641587674368338,0.21583681931266052,0.40522022466980073,0.21142237466789499,0.17446075016061102,0.17175776528508346,0.2426708632778268,0.18294268335733693,0.2575402126632641,0.2645457879076449,0.1627790174302358,0.23138492784572726,0.3762555424320527,0.26641662892904827,0.2910787338363726,0.1572666850813242,0.2782755502427979,0.3873429669316745,0.15353962958281137,0.18604138201327625,0.14765305491090447,0.34418901710970273,0.15900289373835863,0.2127096093755411,0.3122392732784684,0.2741444619613564,0.21835995827612517,0.31753810742291655,0.17446075016060972,0.28887691014962075,0.24306815192336728,0.22765857565628198,0.27388398850481155,0.24370304145598518
-13,0.20617941579075133,0.21326198921300876,0.16482642168326503,0.1785740214631712,0.2222009668441538,0.2440197047968593,0.20533375690803485,0.23461078242544575,0.18414989299733803,0.31527103022239944,0.2231879103886325,0.23721419264552326,0.3866027505128321,0.3015814198428421,0.3169069231227008,0.1672778258887091,0.22171524629370154,0.21773588892933277,0.3908763007074918,0.20103594620314325,0.16863248848335646,0.17113266474352423,0.24260161287439663,0.1819937449806734,0.24817550511079672,0.2625558072837681,0.1575961517968746,0.2285554805872474,0.36756467313338803,0.2551840993382402,0.2758026066505586,0.16172747932501297,0.26898320689557875,0.39005229702859495,0.1520524214353796,0.18397058572649266,0.15416930716127808,0.3321429757457431,0.16073050375587555,0.20812971158315946,0.2950015456058358,0.2697334880105139,0.21218268219005632,0.31726011378260865,0.1686324884833545,0.29537311411346967,0.24318515281248962,0.21664234169712732,0.26076570007727107,0.23843045586310213
-12,0.20409968457841615,0.2024397263322702,0.16300779762061562,0.17736480428380863,0.2186256306666407,0.22829576441688554,0.20454271286993048,0.22650500157032466,0.18391888197954845,0.2929658925530778,0.2129438204728326,0.22481253203279242,0.36957759777063737,0.2968368970707019,0.324413703608866,0.1624595354904323,0.21641729303218474,0.2184733319655457,0.37683386838713695,0.1873019794149877,0.16246381403210236,0.17289264180393735,0.2451600465598845,0.1828891019143088,0.2380230436248652,0.261048593365623,0.15035156472249378,0.22496199484354026,0.3572743044620541,0.24446651390351426,0.26030789793763504,0.16857399221075015,0.2618967510194622,0.39001020675781395,0.14857834289346958,0.18462662236730262,0.16319726164195106,0.31863821631697253,0.15943238074116947,0.20167795706765085,0.2766124205933855,0.2641490922866456,0.2068210250550714,0.3181550025756922,0.16246381403210067,0.3007521554394469,0.2468406575145933,0.20534358436751815,0.24567670451061496,0.2329616767485552
-11,0.20928209055223937,0.18963810453682425,0.16324543340836023,0.17861602582560326,0.2157459890761078,0.21271878026603647,0.2031646302219666,0.21958373502906853,0.1806514959440963,0.2751308527312524,0.20352156956250012,0.2112693541888846,0.3505397877136337,0.29236185461000985,0.3289422605315716,0.16109476628886407,0.21097621770252037,0.21891393761649086,0.3636923866406722,0.17176322552366835,0.15878181074492176,0.17576929545632686,0.2502039980304607,0.1832879512336052,0.22641258457533026,0.26003945308716836,0.1416435564708673,0.22153959522222816,0.34655034046999156,0.23489721110736278,0.24529364064867734,0.17462028269760496,0.2569456166257101,0.3880031428382581,0.1463421281209745,0.18765634678333978,0.16912556017828168,0.3047635343279391,0.15488082954485385,0.19533720615283834,0.2584768241624379,0.25638661820543845,0.20400605645315908,0.32041421059726816,0.15878181074491965,0.3037501335875104,0.2529116027573776,0.194303719809281,0.23045990819719933,0.22780484626125927
-10,0.2204973590499495,0.17896247546432392,0.16623270545006893,0.18299609347744028,0.2138375685576516,0.19684544744313548,0.199958145230955,0.2140249449406381,0.17930709121053937,0.26196944634372615,0.19416684648773175,0.19955943238047208,0.3307526607329022,0.2892409103819144,0.33127652561514326,0.16240866181719066,0.20472691275186156,0.21781061179916264,0.352086720390581,0.15831151033394242,0.15749048407076258,0.18023270478561465,0.25498151285314447,0.18420884047488856,0.21209513795622748,0.25876855216811767,0.13679243541477162,0.2179601165073463,0.33509676848088926,0.22557445366633622,0.2303361701659338,0.17952161939638603,0.25330445250155503,0.38226171885968707,0.14424874475807792,0.19225255246709155,0.16944754417556832,0.291810823521559,0.146406253005098,0.1908127445094113,0.2414722963470429,0.2500523484567165,0.20349097934538918,0.3218681412189831,0.15749048407076022,0.303072914965079,0.25851198830386257,0.1821284745043804,0.21931590658271224,0.223183249661076
