,TSS_1::Pseudomonas_phage_phiKZ:12288-12488(),TSS_2::Pseudomonas_phage_phiKZ:12382-12582(),TSS_3::Pseudomonas_phage_phiKZ:14712-14912(),TSS_4::Pseudomonas_phage_phiKZ:15991-16191(),TSS_5::Pseudomonas_phage_phiKZ:19791-19991(),TSS_6::Pseudomonas_phage_phiKZ:81676-81876(),TSS_7::Pseudomonas_phage_phiKZ:81869-82069(),TSS_8::Pseudomonas_phage_phiKZ:114356-114556(),TSS_9::Pseudomonas_phage_phiKZ:114822-115022(),TSS_10::Pseudomonas_phage_phiKZ:172065-172265(),TSS_11::Pseudomonas_phage_phiKZ:187688-187888(),TSS_12::Pseudomonas_phage_phiKZ:265838-266038(),TSS_13::Pseudomonas_phage_phiKZ:271586-271786(),TSS_14::Pseudomonas_phage_phiKZ:271822-272022(),TSS_15::Pseudomonas_phage_phiKZ:274048-274248(),TSS_16::Pseudomonas_phage_phiKZ:278654-278854(),TSS_17::Pseudomonas_phage_phiKZ:280101-280301(),mean
-9,-1.1786666666666668,-1.4780000000000002,-1.338666666666667,-1.3413333333333335,-1.424666666666667,-1.1573333333333333,-1.14,-1.3906666666666667,-1.1926666666666668,-1.2439999999999998,-1.0353333333333334,-1.4573333333333334,-1.1386666666666667,-1.3246666666666667,-1.4286666666666668,-1.292,-1.2213333333333334,-1.2814117647058825
-8,-1.1706666666666665,-1.4406666666666665,-1.2806666666666666,-1.3053333333333335,-1.3686666666666667,-1.2213333333333334,-1.1213333333333333,-1.4200000000000002,-1.1513333333333333,-1.2346666666666666,-0.9886666666666667,-1.4833333333333334,-1.12,-1.3546666666666667,-1.370666666666667,-1.2719999999999998,-1.2306666666666668,-1.2667450980392159
-7,-1.1786666666666668,-1.3793333333333335,-1.1946666666666668,-1.3093333333333335,-1.340666666666667,-1.268,-1.084,-1.476,-1.1400000000000001,-1.2346666666666666,-1.0466666666666666,-1.482,-1.1013333333333333,-1.3733333333333335,-1.3426666666666667,-1.2726666666666668,-1.1733333333333331,-1.2586666666666666
-6,-1.1786666666666668,-1.3873333333333333,-1.1106666666666667,-1.3293333333333335,-1.3206666666666667,-1.238,-1.0573333333333335,-1.4906666666666666,-1.1413333333333333,-1.2079999999999997,-1.0466666666666666,-1.454,-1.0826666666666669,-1.3433333333333335,-1.3426666666666667,-1.3506666666666667,-1.1653333333333333,-1.249843137254902
-5,-1.2280000000000002,-1.4173333333333331,-1.0480000000000003,-1.3093333333333335,-1.3206666666666667,-1.2473333333333334,-1.1106666666666667,-1.4626666666666666,-1.1413333333333333,-1.208,-1.0133333333333332,-1.474,-1.036,-1.2839999999999998,-1.3226666666666667,-1.3800000000000001,-1.146666666666667,-1.2441176470588236
-4,-1.2266666666666666,-1.4066666666666667,-1.0573333333333335,-1.3373333333333335,-1.2940000000000003,-1.2766666666666666,-1.1573333333333333,-1.4813333333333332,-1.1613333333333336,-1.1973333333333334,-1.0133333333333332,-1.5113333333333334,-1.016,-1.3106666666666669,-1.2853333333333334,-1.3506666666666667,-1.1453333333333333,-1.2487450980392159
-3,-1.1733333333333333,-1.3453333333333333,-1.076,-1.3093333333333335,-1.2346666666666666,-1.2953333333333332,-1.1093333333333335,-1.4813333333333334,-1.1333333333333333,-1.16,-1.0413333333333334,-1.482,-1.008,-1.3573333333333333,-1.2480000000000002,-1.24,-1.1733333333333333,-1.2275294117647058
-2,-1.1840000000000002,-1.3073333333333335,-1.102666666666667,-1.28,-1.2613333333333332,-1.3213333333333332,-1.106,-1.448,-1.1713333333333333,-1.1453333333333333,-1.0213333333333332,-1.398,-0.988,-1.3373333333333335,-1.1640000000000001,-1.2133333333333334,-1.144,-1.211372549019608
-1,-1.1840000000000002,-1.248,-1.1213333333333335,-1.2519999999999998,-1.2800000000000002,-1.3213333333333332,-1.106,-1.458,-1.1726666666666667,-1.1813333333333333,-1.0493333333333332,-1.3453333333333333,-0.9773333333333334,-1.338,-1.1380000000000001,-1.232,-1.1446666666666665,-1.20878431372549
0,-1.176,-1.212,-1.1119999999999999,-1.2526666666666668,-1.2333333333333334,-1.3226666666666667,-1.0646666666666667,-1.4806666666666668,-1.1446666666666667,-1.168,-1.0113333333333334,-1.3453333333333333,-1.0253333333333334,-1.302,-1.1246666666666667,-1.3159999999999998,-1.1353333333333333,-1.2015686274509803
1,-1.156,-1.1706666666666665,-1.0746666666666667,-1.2526666666666668,-1.2346666666666666,-1.370666666666667,-1.0446666666666669,-1.5066666666666666,-1.0966666666666667,-1.168,-1.0100000000000002,-1.3373333333333333,-1.0173333333333334,-1.2606666666666666,-1.1166666666666667,-1.344,-1.094,-1.1914901960784314
2,-1.1293333333333335,-1.1506666666666667,-1.0746666666666667,-1.19,-1.2613333333333332,-1.4533333333333334,-1.1026666666666667,-1.4706666666666666,-1.0553333333333332,-1.168,-1.046,-1.3173333333333335,-0.9893333333333333,-1.2026666666666666,-1.0686666666666667,-1.3553333333333333,-1.066,-1.1824313725490196
3,-1.1386666666666667,-1.1239999999999999,-1.0666666666666667,-1.154,-1.212,-1.4800000000000002,-1.1886666666666665,-1.4066666666666665,-1.0553333333333332,-1.168,-1.0946666666666667,-1.3286666666666667,-0.9973333333333334,-1.2026666666666666,-1.0126666666666668,-1.354,-1.058,-1.1789411764705882
4,-1.1720000000000002,-1.046,-1.096,-1.1806666666666668,-1.1933333333333331,-1.4520000000000002,-1.25,-1.3006666666666669,-1.0926666666666667,-1.168,-1.2053333333333334,-1.2913333333333334,-0.9986666666666667,-1.24,-0.9713333333333334,-1.3633333333333333,-1.0766666666666667,-1.1822352941176473
5,-1.1640000000000001,-0.9886666666666667,-1.1320000000000003,-1.182,-1.1560000000000001,-1.4253333333333336,-1.2420000000000002,-1.2873333333333334,-1.0926666666666667,-1.1680000000000001,-1.2693333333333334,-1.1853333333333333,-1.012,-1.1826666666666665,-0.9513333333333333,-1.3900000000000001,-1.0953333333333333,-1.172
6,-1.136,-0.97,-1.1360000000000001,-1.2020000000000002,-1.0946666666666667,-1.3880000000000001,-1.214,-1.3780000000000001,-1.0593333333333335,-1.1600000000000001,-1.3253333333333335,-1.1226666666666667,-1.012,-1.1413333333333333,-0.9433333333333334,-1.3766666666666667,-1.0753333333333333,-1.1608627450980393
7,-1.144,-0.9433333333333334,-1.1560000000000001,-1.182,-1.1246666666666667,-1.352,-1.2340000000000002,-1.3686666666666667,-1.0393333333333332,-1.1586666666666667,-1.4093333333333333,-1.1,-0.9840000000000001,-1.1113333333333335,-0.9713333333333334,-1.3766666666666667,-1.046,-1.1589019607843138
8,-1.136,-0.9713333333333334,-1.136,-1.1206666666666665,-1.1886666666666668,-1.3533333333333333,-1.2753333333333332,-1.3046666666666666,-1.0206666666666666,-1.1493333333333333,-1.4353333333333333,-1.0733333333333333,-0.9840000000000001,-1.0646666666666667,-0.9513333333333335,-1.338666666666667,-1.046,-1.1499607843137254
9,-1.0786666666666667,-0.99,-1.1640000000000001,-1.120666666666667,-1.2366666666666668,-1.3826666666666667,-1.246,-1.3006666666666669,-0.9926666666666667,-1.12,-1.4353333333333333,-1.0733333333333335,-1.014,-1.0946666666666665,-0.9713333333333334,-1.2326666666666668,-1.074,-1.1486666666666667
10,-0.996,-0.9786666666666668,-1.1360000000000001,-1.1673333333333331,-1.2566666666666666,-1.3826666666666667,-1.1633333333333333,-1.338,-0.9646666666666667,-1.0826666666666669,-1.4353333333333333,-1.0733333333333335,-1.0979999999999999,-1.096,-1.0046666666666666,-1.2233333333333332,-1.1073333333333333,-1.1472941176470588
11,-0.9773333333333333,-0.932,-1.1360000000000001,-1.1873333333333334,-1.294,-1.3826666666666667,-1.1366666666666667,-1.338,-0.9726666666666667,-1.0826666666666667,-1.4353333333333333,-1.1266666666666665,-1.1540000000000001,-1.032,-0.978,-1.306,-1.0806666666666667,-1.1501176470588235
12,-0.948,-0.9600000000000001,-1.146666666666667,-1.1873333333333334,-1.2473333333333336,-1.364,-1.1833333333333333,-1.396,-0.9926666666666667,-1.142,-1.4646666666666668,-1.1453333333333333,-1.182,-0.9853333333333334,-0.9313333333333333,-1.354,-1.0793333333333335,-1.159372549019608
13,-0.9486666666666667,-0.998,-1.1573333333333333,-1.1593333333333333,-1.2213333333333334,-1.308,-1.1720000000000002,-1.4520000000000002,-0.9813333333333334,-1.1526666666666665,-1.5486666666666666,-1.2026666666666666,-1.1740000000000002,-1.0133333333333334,-0.9893333333333333,-1.3820000000000003,-1.0993333333333335,-1.1741176470588235
14,-0.9953333333333333,-0.998,-1.1680000000000001,-1.2073333333333336,-1.2806666666666666,-1.252,-1.1706666666666665,-1.4513333333333334,-0.98,-1.0686666666666667,-1.6313333333333333,-1.2019999999999997,-1.1846666666666665,-1.0133333333333332,-0.9793333333333334,-1.4460000000000002,-1.0693333333333335,-1.182235294117647
15,-1.0033333333333332,-0.9966666666666667,-1.1480000000000001,-1.2106666666666668,-1.338,-1.204,-1.1973333333333334,-1.3953333333333333,-0.9600000000000001,-1.0406666666666666,-1.7173333333333334,-1.154,-1.2206666666666666,-1.0493333333333335,-0.9513333333333333,-1.4460000000000002,-1.0793333333333335,-1.183058823529412
16,-1.0313333333333332,-1.0606666666666666,-1.1280000000000001,-1.1546666666666667,-1.3180000000000003,-1.2040000000000002,-1.1973333333333334,-1.3686666666666667,-1.008,-1.0486666666666666,-1.7813333333333332,-1.162,-1.3113333333333335,-1.0773333333333333,-0.9593333333333334,-1.4460000000000002,-1.106,-1.1978039215686276
17,-1.058,-1.1086666666666667,-1.1560000000000001,-1.1646666666666667,-1.2913333333333332,-1.1773333333333333,-1.1673333333333333,-1.4313333333333333,-1.0453333333333332,-1.0486666666666666,-1.8033333333333335,-1.2100000000000002,-1.3593333333333335,-1.1253333333333333,-0.9593333333333334,-1.4360000000000002,-1.106,-1.2145882352941177
18,-1.0846666666666667,-1.1366666666666667,-1.1640000000000004,-1.1646666666666667,-1.2873333333333332,-1.192,-1.0813333333333333,-1.5173333333333334,-1.0173333333333334,-1.0866666666666667,-1.7586666666666668,-1.2093333333333334,-1.3593333333333333,-1.1346666666666667,-0.9893333333333333,-1.4466666666666665,-1.114,-1.220235294117647
19,-1.07,-1.1660000000000001,-1.134666666666667,-1.1019999999999999,-1.2873333333333332,-1.25,-1.0773333333333333,-1.5786666666666667,-0.9800000000000001,-1.1053333333333335,-1.6960000000000002,-1.1626666666666667,-1.3693333333333335,-1.0773333333333333,-1.016,-1.4466666666666668,-1.1153333333333333,-1.2138039215686276
20,-1.05,-1.166,-1.0986666666666667,-1.1380000000000001,-1.314,-1.314,-1.1186666666666667,-1.5586666666666669,-0.9226666666666667,-1.1626666666666665,-1.6733333333333333,-1.1826666666666665,-1.3560000000000003,-1.1053333333333333,-1.0733333333333335,-1.3973333333333333,-1.1260000000000001,-1.2210196078431377
21,-1.0979999999999999,-1.166,-1.0986666666666667,-1.2020000000000002,-1.3620000000000003,-1.314,-1.1466666666666667,-1.476,-0.9146666666666666,-1.2266666666666666,-1.6173333333333335,-1.1626666666666665,-1.356,-1.1053333333333335,-1.1373333333333335,-1.3773333333333333,-1.0979999999999999,-1.2269803921568627
22,-1.154,-1.166,-1.136666666666667,-1.2353333333333334,-1.3320000000000003,-1.3233333333333335,-1.1466666666666667,-1.456,-0.9426666666666667,-1.2413333333333332,-1.5533333333333335,-1.1293333333333335,-1.356,-1.0773333333333333,-1.1666666666666667,-1.4073333333333333,-1.09,-1.230235294117647
23,-1.1913333333333334,-1.1846666666666665,-1.2426666666666668,-1.2633333333333332,-1.268,-1.3593333333333333,-1.1426666666666667,-1.494,-0.9146666666666667,-1.2413333333333334,-1.4693333333333334,-1.1373333333333335,-1.356,-1.0973333333333335,-1.1666666666666667,-1.4353333333333333,-1.1179999999999999,-1.2401176470588235
24,-1.2193333333333334,-1.1846666666666665,-1.272,-1.2713333333333334,-1.2666666666666668,-1.3633333333333335,-1.172,-1.5426666666666666,-0.9146666666666667,-1.2706666666666668,-1.4693333333333334,-1.1373333333333333,-1.326,-1.0673333333333335,-1.1666666666666667,-1.4633333333333334,-1.0979999999999999,-1.247372549019608
25,-1.1913333333333331,-1.1660000000000001,-1.2800000000000002,-1.2446666666666666,-1.2653333333333334,-1.326,-1.2013333333333334,-1.596,-0.9426666666666667,-1.2506666666666666,-1.5026666666666666,-1.1173333333333335,-1.27,-1.0473333333333334,-1.1626666666666667,-1.4633333333333336,-1.0646666666666667,-1.2407058823529413
26,-1.2213333333333334,-1.194,-1.2226666666666666,-1.2433333333333332,-1.236,-1.2686666666666668,-1.2093333333333334,-1.5973333333333335,-0.9146666666666667,-1.224,-1.5106666666666666,-1.0266666666666666,-1.2340000000000002,-1.0553333333333332,-1.1706666666666667,-1.41,-1.0726666666666667,-1.2241960784313726
27,-1.2413333333333332,-1.194,-1.1853333333333333,-1.2713333333333334,-1.264,-1.2686666666666668,-1.1626666666666667,-1.5193333333333332,-0.9526666666666667,-1.1646666666666665,-1.5013333333333334,-1.0266666666666666,-1.2473333333333334,-1.0553333333333332,-1.1986666666666668,-1.3619999999999999,-1.026,-1.2141960784313726
28,-1.2033333333333334,-1.1933333333333331,-1.1280000000000001,-1.3293333333333335,-1.2339999999999998,-1.2886666666666666,-1.164,-1.4833333333333334,-0.99,-1.1540000000000001,-1.5013333333333334,-1.0533333333333332,-1.2753333333333334,-1.0473333333333332,-1.1686666666666667,-1.3620000000000003,-1.036,-1.2124705882352942
29,-1.1846666666666665,-1.204,-1.0986666666666667,-1.328,-1.156,-1.3446666666666665,-1.1786666666666668,-1.5366666666666666,-0.9913333333333334,-1.2113333333333332,-1.5013333333333336,-1.102,-1.2753333333333334,-1.0173333333333334,-1.1673333333333331,-1.3619999999999999,-1.114,-1.2219607843137257
30,-1.2139999999999997,-1.1853333333333333,-1.0986666666666667,-1.2946666666666669,-1.0986666666666667,-1.406,-1.1520000000000001,-1.5926666666666667,-1.0393333333333332,-1.302,-1.5013333333333334,-1.1593333333333333,-1.1913333333333334,-0.9333333333333333,-1.1953333333333334,-1.326,-1.1173333333333335,-1.2239607843137255
31,-1.2699999999999998,-1.148,-1.146666666666667,-1.2946666666666669,-1.090666666666667,-1.3780000000000001,-1.2093333333333334,-1.6413333333333333,-1.0486666666666666,-1.322,-1.4520000000000002,-1.1593333333333333,-1.1286666666666667,-0.9433333333333332,-1.1873333333333334,-1.306,-1.1286666666666667,-1.2267450980392156
32,-1.334,-1.206,-1.2293333333333334,-1.2366666666666668,-1.0333333333333334,-1.3406666666666667,-1.2386666666666668,-1.592,-0.9913333333333334,-1.35,-1.3659999999999999,-1.1113333333333333,-1.1913333333333334,-1.0013333333333334,-1.2153333333333334,-1.2779999999999998,-1.2126666666666668,-1.2310588235294118
33,-1.2980000000000003,-1.2686666666666668,-1.2853333333333334,-1.2466666666666666,-0.9960000000000001,-1.3853333333333333,-1.276,-1.506,-1.0113333333333334,-1.32,-1.3046666666666666,-1.1119999999999999,-1.2473333333333334,-1.028,-1.1573333333333333,-1.2673333333333334,-1.2686666666666668,-1.2340392156862747
34,-1.2793333333333334,-1.2579999999999998,-1.3413333333333335,-1.2826666666666666,-0.9680000000000001,-1.4113333333333336,-1.2800000000000002,-1.4446666666666668,-1.038,-1.2933333333333332,-1.2766666666666666,-1.1600000000000001,-1.2953333333333332,-1.1119999999999999,-1.1686666666666667,-1.2566666666666668,-1.2686666666666668,-1.2432156862745098
35,-1.2993333333333335,-1.258,-1.3773333333333333,-1.2466666666666666,-0.9693333333333334,-1.3886666666666667,-1.2466666666666668,-1.4446666666666668,-1.0859999999999999,-1.2360000000000002,-1.2726666666666666,-1.168,-1.3086666666666669,-1.1946666666666665,-1.1953333333333334,-1.242,-1.2313333333333332,-1.245019607843137
36,-1.3086666666666669,-1.278,-1.4,-1.1826666666666668,-0.9826666666666667,-1.37,-1.2386666666666668,-1.4366666666666668,-1.0859999999999999,-1.1720000000000002,-1.3286666666666667,-1.16,-1.3166666666666667,-1.2806666666666666,-1.1953333333333334,-1.262,-1.2593333333333334,-1.2504705882352942
37,-1.3086666666666669,-1.3193333333333335,-1.3886666666666667,-1.1786666666666668,-1.0126666666666668,-1.3326666666666667,-1.248,-1.466,-1.0859999999999999,-1.1106666666666667,-1.37,-1.1320000000000001,-1.3646666666666667,-1.3419999999999999,-1.186,-1.262,-1.2673333333333332,-1.257372549019608
38,-1.3086666666666666,-1.3206666666666669,-1.282666666666667,-1.208,-1.0986666666666667,-1.2486666666666666,-1.248,-1.4653333333333334,-1.1433333333333333,-1.1106666666666667,-1.3900000000000001,-1.1239999999999999,-1.4473333333333334,-1.3419999999999999,-1.206,-1.2979999999999998,-1.2673333333333332,-1.2652549019607844
39,-1.3273333333333333,-1.3313333333333333,-1.2733333333333334,-1.18,-1.1133333333333333,-1.2073333333333334,-1.2186666666666668,-1.3873333333333335,-1.184666666666667,-1.114666666666667,-1.3419999999999999,-1.1706666666666665,-1.466,-1.3606666666666667,-1.186,-1.3760000000000001,-1.2393333333333334,-1.263450980392157
40,-1.3753333333333335,-1.3313333333333333,-1.3293333333333337,-1.1800000000000002,-1.114666666666667,-1.1873333333333334,-1.161333333333333,-1.2766666666666666,-1.2046666666666668,-1.1346666666666667,-1.338666666666667,-1.1893333333333334,-1.438,-1.3806666666666667,-1.1860000000000002,-1.4386666666666665,-1.2393333333333334,-1.265058823529412
41,-1.3653333333333333,-1.3606666666666667,-1.390666666666667,-1.1613333333333336,-1.1973333333333334,-1.2073333333333336,-1.1613333333333336,-1.2486666666666666,-1.262,-1.1146666666666667,-1.3573333333333333,-1.2266666666666666,-1.448,-1.4006666666666665,-1.2686666666666666,-1.4873333333333334,-1.2393333333333334,-1.288078431372549
42,-1.4280000000000002,-1.4433333333333331,-1.398666666666667,-1.141333333333333,-1.2173333333333334,-1.1793333333333333,-1.2093333333333334,-1.2673333333333332,-1.204,-1.1260000000000001,-1.3666666666666667,-1.2639999999999998,-1.4333333333333333,-1.458,-1.2873333333333334,-1.5979999999999999,-1.2593333333333334,-1.3106666666666666
43,-1.4546666666666668,-1.4326666666666668,-1.456666666666667,-1.13,-1.2093333333333334,-1.1793333333333333,-1.272,-1.3033333333333332,-1.148,-1.1853333333333333,-1.344,-1.2413333333333332,-1.4320000000000002,-1.4846666666666666,-1.2593333333333336,-1.634,-1.2586666666666668,-1.3191372549019609
44,-1.4546666666666668,-1.4033333333333333,-1.512666666666667,-1.13,-1.2280000000000002,-1.1793333333333333,-1.3166666666666667,-1.2406666666666666,-1.12,-1.2386666666666668,-1.2813333333333334,-1.1553333333333335,-1.4213333333333333,-1.5406666666666666,-1.2406666666666668,-1.6073333333333333,-1.214,-1.3108627450980392
45,-1.454666666666667,-1.3753333333333333,-1.532666666666667,-1.1593333333333333,-1.276,-1.2286666666666666,-1.3539999999999999,-1.1846666666666665,-1.072,-1.176,-1.2326666666666666,-1.0979999999999999,-1.4493333333333331,-1.588666666666667,-1.2506666666666668,-1.6653333333333333,-1.1806666666666668,-1.3105098039215686
46,-1.4280000000000002,-1.3566666666666665,-1.5426666666666669,-1.1926666666666668,-1.284,-1.3146666666666669,-1.354,-1.0986666666666667,-1.0726666666666667,-1.156,-1.218,-1.0979999999999999,-1.4293333333333333,-1.5786666666666667,-1.3146666666666669,-1.6946666666666668,-1.1426666666666667,-1.3103529411764705
47,-1.3173333333333335,-1.3086666666666669,-1.5160000000000002,-1.2126666666666668,-1.342,-1.3253333333333335,-1.3579999999999999,-1.0946666666666665,-1.1193333333333333,-1.148,-1.304,-1.156,-1.3186666666666667,-1.53,-1.3333333333333333,-1.732,-1.0866666666666667,-1.3060392156862743
48,-1.2973333333333334,-1.2446666666666666,-1.4786666666666668,-1.1546666666666667,-1.428,-1.2193333333333334,-1.358666666666667,-1.1320000000000001,-1.1566666666666667,-1.148,-1.3613333333333333,-1.204,-1.2826666666666668,-1.5033333333333334,-1.3333333333333333,-1.7466666666666666,-1.0306666666666666,-1.2988235294117647
49,-1.2973333333333334,-1.226,-1.3946666666666667,-1.0906666666666667,-1.4893333333333334,-1.1553333333333333,-1.344,-1.1786666666666668,-1.194,-1.1746666666666667,-1.3986666666666667,-1.2133333333333334,-1.238,-1.53,-1.3333333333333333,-1.7199999999999998,-0.9826666666666666,-1.2918039215686274
50,-1.3353333333333335,-1.2726666666666666,-1.358666666666667,-1.0426666666666666,-1.4993333333333332,-1.122,-1.344,-1.2566666666666666,-1.2033333333333331,-1.2226666666666666,-1.4519999999999997,-1.2133333333333334,-1.2046666666666668,-1.4660000000000002,-1.3333333333333333,-1.72,-1.0106666666666666,-1.2974901960784313
51,-1.326,-1.2726666666666666,-1.358666666666667,-1.0426666666666666,-1.4846666666666666,-1.122,-1.324,-1.2979999999999998,-1.1833333333333333,-1.2306666666666668,-1.4519999999999997,-1.24,-1.1966666666666665,-1.3880000000000001,-1.296,-1.756,-1.04,-1.2947843137254902
52,-1.27,-1.2393333333333334,-1.3960000000000001,-1.0319999999999998,-1.4266666666666667,-1.1593333333333333,-1.3146666666666669,-1.2886666666666668,-1.1833333333333333,-1.2886666666666668,-1.4386666666666665,-1.288,-1.1486666666666667,-1.3840000000000001,-1.276,-1.7446666666666668,-1.04,-1.2893333333333334
53,-1.2606666666666668,-1.2193333333333336,-1.4800000000000002,-1.0213333333333332,-1.3686666666666667,-1.216666666666667,-1.3413333333333335,-1.2926666666666666,-1.1460000000000001,-1.2873333333333334,-1.4766666666666666,-1.288,-1.058,-1.4253333333333336,-1.284,-1.7073333333333336,-1.0693333333333332,-1.2907450980392157
54,-1.2753333333333334,-1.182,-1.5160000000000002,-1.0786666666666667,-1.4180000000000001,-1.2246666666666668,-1.3706666666666665,-1.2846666666666666,-1.1313333333333333,-1.2833333333333334,-1.5233333333333334,-1.288,-1.0686666666666667,-1.4066666666666667,-1.284,-1.6493333333333333,-1.1306666666666667,-1.300901960784314
55,-1.2473333333333334,-1.1540000000000001,-1.5426666666666669,-1.12,-1.416666666666667,-1.2246666666666668,-1.4173333333333333,-1.3313333333333335,-1.1313333333333333,-1.3206666666666669,-1.5226666666666666,-1.2893333333333332,-1.1526666666666665,-1.3866666666666667,-1.2266666666666666,-1.596666666666667,-1.1226666666666667,-1.306078431372549
56,-1.2273333333333334,-1.1546666666666667,-1.528,-1.12,-1.334,-1.2526666666666668,-1.4733333333333334,-1.4173333333333331,-1.102,-1.378,-1.56,-1.26,-1.2053333333333334,-1.3586666666666667,-1.1360000000000001,-1.5373333333333332,-1.1413333333333333,-1.3050588235294116
57,-1.1446666666666667,-1.128,-1.528,-1.15,-1.286,-1.3099999999999998,-1.4733333333333334,-1.4280000000000002,-1.13,-1.3813333333333333,-1.5866666666666667,-1.196,-1.2053333333333331,-1.3013333333333332,-1.0893333333333333,-1.4266666666666667,-1.168,-1.290156862745098
58,-1.1446666666666667,-1.1653333333333333,-1.4980000000000002,-1.1873333333333334,-1.314,-1.3086666666666666,-1.3826666666666665,-1.3439999999999999,-1.1219999999999999,-1.2953333333333332,-1.636,-1.1626666666666665,-1.2053333333333331,-1.3026666666666666,-1.1373333333333333,-1.3906666666666667,-1.1106666666666667,-1.2769019607843135
59,-1.1633333333333333,-1.184,-1.4140000000000004,-1.1873333333333336,-1.3513333333333333,-1.3086666666666666,-1.3046666666666666,-1.344,-1.102,-1.2126666666666668,-1.6346666666666667,-1.1426666666666667,-1.2426666666666668,-1.276,-1.1706666666666665,-1.368,-1.0693333333333332,-1.2632941176470587
60,-1.1633333333333333,-1.2306666666666668,-1.3860000000000001,-1.13,-1.364666666666667,-1.246,-1.3046666666666666,-1.3773333333333333,-1.122,-1.2113333333333332,-1.634666666666667,-1.1706666666666667,-1.3206666666666669,-1.256,-1.1706666666666667,-1.29,-1.0693333333333332,-1.2616470588235293
61,-1.1673333333333333,-1.2493333333333334,-1.3280000000000003,-1.1166666666666667,-1.3566666666666667,-1.188,-1.3086666666666669,-1.4053333333333333,-1.0919999999999999,-1.23,-1.6720000000000002,-1.1626666666666667,-1.35,-1.2079999999999997,-1.1706666666666667,-1.2526666666666668,-1.1066666666666665,-1.2567450980392159
62,-1.1873333333333334,-1.2193333333333334,-1.2640000000000002,-1.1806666666666668,-1.3266666666666667,-1.1920000000000002,-1.2673333333333334,-1.432,-1.0453333333333332,-1.238,-1.6233333333333335,-1.162,-1.4073333333333333,-1.2086666666666666,-1.23,-1.1953333333333334,-1.136,-1.2538431372549022
63,-1.2166666666666666,-1.2193333333333336,-1.2453333333333336,-1.2420000000000002,-1.2206666666666668,-1.22,-1.256,-1.432,-1.046,-1.238,-1.594,-1.1173333333333333,-1.4206666666666667,-1.2353333333333332,-1.2913333333333334,-1.162,-1.1079999999999999,-1.2508627450980392
64,-1.2993333333333332,-1.2393333333333334,-1.2733333333333334,-1.25,-1.1793333333333333,-1.2480000000000002,-1.3153333333333335,-1.385333333333333,-1.0086666666666668,-1.2193333333333334,-1.5646666666666667,-1.0799999999999998,-1.4173333333333333,-1.1726666666666667,-1.2533333333333334,-1.1700000000000002,-1.136,-1.2477647058823529
65,-1.288,-1.2126666666666668,-1.2253333333333336,-1.278,-1.1680000000000001,-1.2813333333333334,-1.3486666666666667,-1.3073333333333332,-0.9979999999999999,-1.1993333333333331,-1.4540000000000002,-1.0799999999999998,-1.4733333333333332,-1.1460000000000001,-1.216,-1.1713333333333333,-1.1159999999999999,-1.2331372549019606
66,-1.2399999999999998,-1.1926666666666668,-1.1693333333333336,-1.2860000000000003,-1.1693333333333333,-1.3113333333333335,-1.3766666666666665,-1.3039999999999998,-1.046,-1.1713333333333333,-1.3900000000000001,-1.0613333333333332,-1.5,-1.1646666666666665,-1.2160000000000002,-1.1486666666666667,-1.0866666666666667,-1.2255294117647058
67,-1.2399999999999998,-1.222,-1.1433333333333335,-1.2973333333333334,-1.2273333333333336,-1.302,-1.3766666666666665,-1.3026666666666666,-1.0379999999999998,-1.1713333333333333,-1.37,-1.06,-1.5573333333333335,-1.1913333333333331,-1.188,-1.1219999999999999,-1.1066666666666667,-1.2303529411764706
68,-1.2199999999999998,-1.3046666666666666,-1.1653333333333336,-1.2973333333333332,-1.2853333333333334,-1.2726666666666668,-1.3539999999999999,-1.2693333333333332,-1.0753333333333333,-1.1713333333333331,-1.34,-1.1239999999999999,-1.6213333333333333,-1.1766666666666665,-1.2180000000000002,-1.1219999999999999,-1.16,-1.2457254901960784
69,-1.1786666666666668,-1.3906666666666667,-1.1386666666666667,-1.268,-1.236,-1.3026666666666669,-1.3246666666666667,-1.296,-1.0899999999999999,-1.1606666666666667,-1.2933333333333332,-1.1239999999999999,-1.6253333333333335,-1.1766666666666665,-1.2740000000000002,-1.1206666666666665,-1.1466666666666667,-1.2439215686274512
70,-1.216,-1.4520000000000002,-1.056,-1.2346666666666666,-1.2093333333333336,-1.3506666666666667,-1.3359999999999999,-1.2973333333333334,-1.07,-1.15,-1.264,-1.076,-1.5993333333333335,-1.206,-1.358,-1.0906666666666667,-1.1466666666666667,-1.2419215686274512
71,-1.2719999999999998,-1.422,-1.0666666666666667,-1.2066666666666668,-1.2280000000000002,-1.3306666666666667,-1.3,-1.2113333333333334,-1.062,-1.15,-1.2,-1.068,-1.5353333333333334,-1.27,-1.386,-1.0906666666666667,-1.1,-1.229372549019608
72,-1.3053333333333332,-1.386,-1.096,-1.1686666666666665,-1.276,-1.2933333333333334,-1.2719999999999998,-1.182,-1.0806666666666667,-1.1460000000000001,-1.144,-1.048,-1.5353333333333334,-1.354,-1.4060000000000001,-1.1746666666666667,-1.0733333333333335,-1.2318431372549021
73,-1.2786666666666666,-1.3633333333333333,-1.068,-1.0846666666666667,-1.286,-1.2466666666666666,-1.2986666666666666,-1.2393333333333334,-1.1073333333333333,-1.1540000000000001,-1.0800000000000003,-1.04,-1.5946666666666667,-1.3673333333333335,-1.3860000000000001,-1.1746666666666667,-1.1013333333333333,-1.227686274509804
