,TSS_1::NC_011703.1:607-807(),TSS_2::NC_011703.1:4379-4579(),TSS_3::NC_011703.1:6537-6737(),TSS_4::NC_011703.1:8584-8784(),TSS_5::NC_011703.1:9016-9216(),TSS_6::NC_011703.1:39381-39581(),TSS_7::NC_011703.1:49134-49334(),TSS_8::NC_011703.1:51217-51417(),TSS_9::NC_011703.1:52973-53173(),TSS_10::NC_011703.1:61200-61400(),TSS_11::NC_011703.1:62317-62517(),TSS_12::NC_011703.1:65140-65340(),mean
24,-1.5193333333333334,-1.3013333333333332,-1.402666666666667,-1.3980000000000001,-1.3299999999999998,-1.3806666666666665,-1.5286666666666666,-1.122,-1.248,-1.49,-1.3593333333333333,-1.2713333333333334,-1.362611111111111
25,-1.5193333333333332,-1.3013333333333335,-1.4306666666666668,-1.482,-1.3579999999999999,-1.4273333333333333,-1.5766666666666669,-1.1033333333333333,-1.2746666666666668,-1.5166666666666666,-1.2753333333333332,-1.2913333333333334,-1.3797222222222223
26,-1.4926666666666664,-1.2746666666666668,-1.4006666666666667,-1.51,-1.3766666666666665,-1.3993333333333335,-1.5666666666666667,-1.1046666666666667,-1.3806666666666667,-1.5166666666666666,-1.1846666666666665,-1.2333333333333334,-1.3700555555555554
27,-1.4699999999999998,-1.252,-1.352666666666667,-1.53,-1.4406666666666665,-1.3693333333333335,-1.5219999999999998,-1.1193333333333333,-1.4333333333333333,-1.5166666666666666,-1.1473333333333333,-1.1973333333333334,-1.3625555555555557
28,-1.392,-1.2333333333333334,-1.3479999999999999,-1.5673333333333332,-1.478,-1.3113333333333332,-1.4393333333333334,-1.1006666666666667,-1.4706666666666668,-1.5386666666666668,-1.2053333333333331,-1.212,-1.3580555555555558
29,-1.3786666666666667,-1.2533333333333332,-1.3479999999999999,-1.5446666666666666,-1.5373333333333334,-1.2846666666666666,-1.4033333333333333,-1.1486666666666667,-1.5186666666666668,-1.5493333333333332,-1.2313333333333334,-1.2133333333333334,-1.3676111111111113
30,-1.3780000000000001,-1.264,-1.3573333333333333,-1.5446666666666666,-1.5373333333333332,-1.2233333333333332,-1.3766666666666667,-1.2046666666666668,-1.5266666666666668,-1.6066666666666667,-1.246,-1.2226666666666666,-1.3739999999999999
31,-1.3299999999999998,-1.216,-1.3093333333333335,-1.582,-1.4266666666666667,-1.2233333333333334,-1.3286666666666667,-1.2606666666666666,-1.508,-1.616,-1.276,-1.1746666666666667,-1.3542777777777777
32,-1.3099999999999998,-1.224,-1.2959999999999998,-1.5353333333333334,-1.3706666666666665,-1.2033333333333331,-1.2986666666666666,-1.264,-1.508,-1.5786666666666667,-1.296,-1.1453333333333333,-1.3358333333333332
33,-1.2806666666666666,-1.224,-1.3786666666666667,-1.5166666666666666,-1.2926666666666666,-1.194,-1.2426666666666668,-1.2453333333333334,-1.5706666666666669,-1.568,-1.2586666666666666,-1.1266666666666665,-1.324888888888889
34,-1.282,-1.2253333333333332,-1.3986666666666667,-1.4873333333333332,-1.2793333333333334,-1.2766666666666668,-1.244,-1.2653333333333334,-1.566,-1.5213333333333332,-1.2013333333333334,-1.1266666666666665,-1.3228333333333333
35,-1.2913333333333334,-1.288,-1.4366666666666668,-1.4246666666666667,-1.3126666666666666,-1.2673333333333334,-1.2973333333333334,-1.2373333333333334,-1.5806666666666667,-1.4733333333333334,-1.2013333333333334,-1.2173333333333334,-1.3356666666666666
36,-1.3006666666666666,-1.288,-1.426,-1.4886666666666666,-1.3126666666666666,-1.184666666666667,-1.284,-1.2753333333333332,-1.5713333333333332,-1.46,-1.2026666666666666,-1.2186666666666668,-1.3343888888888886
37,-1.2966666666666666,-1.2466666666666666,-1.37,-1.5479999999999998,-1.3046666666666666,-1.1646666666666667,-1.322,-1.3313333333333333,-1.620666666666667,-1.4600000000000002,-1.2666666666666666,-1.2300000000000002,-1.3467777777777779
38,-1.2853333333333334,-1.2466666666666666,-1.3366666666666667,-1.5526666666666666,-1.2846666666666666,-1.1566666666666667,-1.3219999999999998,-1.3206666666666669,-1.6686666666666667,-1.4493333333333331,-1.2853333333333332,-1.23,-1.3448888888888888
39,-1.2853333333333332,-1.2546666666666666,-1.3553333333333333,-1.4886666666666666,-1.2273333333333334,-1.1266666666666665,-1.2659999999999998,-1.2873333333333334,-1.6833333333333333,-1.3853333333333333,-1.3146666666666669,-1.21,-1.3237222222222222
40,-1.2853333333333334,-1.2253333333333336,-1.4333333333333333,-1.4326666666666665,-1.2193333333333336,-1.0799999999999998,-1.2459999999999998,-1.2873333333333334,-1.6646666666666665,-1.338666666666667,-1.4253333333333336,-1.2366666666666668,-1.322888888888889
41,-1.2626666666666668,-1.188,-1.5159999999999998,-1.4126666666666665,-1.2006666666666668,-1.1380000000000001,-1.226,-1.286,-1.5786666666666669,-1.3013333333333332,-1.4893333333333336,-1.2833333333333334,-1.3235555555555556
42,-1.2213333333333334,-1.1733333333333331,-1.506,-1.3926666666666667,-1.1446666666666667,-1.1580000000000001,-1.2220000000000002,-1.3306666666666667,-1.496,-1.2186666666666668,-1.5266666666666668,-1.2926666666666666,-1.3068888888888892
43,-1.24,-1.1733333333333331,-1.458,-1.3553333333333335,-1.1073333333333333,-1.13,-1.2513333333333336,-1.4133333333333333,-1.4400000000000002,-1.1406666666666667,-1.4673333333333334,-1.2926666666666666,-1.289111111111111
44,-1.2979999999999998,-1.1720000000000002,-1.4206666666666667,-1.4,-1.0479999999999998,-1.0726666666666667,-1.2033333333333334,-1.4493333333333331,-1.392,-1.13,-1.43,-1.2926666666666666,-1.2757222222222222
45,-1.3019999999999998,-1.1986666666666668,-1.3633333333333333,-1.4093333333333333,-1.0373333333333332,-1.0926666666666667,-1.174,-1.412,-1.392,-1.1206666666666665,-1.4526666666666666,-1.3193333333333332,-1.272833333333333
46,-1.3299999999999998,-1.2466666666666668,-1.4213333333333333,-1.3986666666666667,-1.0853333333333335,-1.0926666666666667,-1.2020000000000002,-1.3853333333333333,-1.384,-1.0833333333333333,-1.4426666666666668,-1.3806666666666667,-1.2877222222222222
47,-1.35,-1.2766666666666668,-1.4573333333333336,-1.5046666666666666,-1.1053333333333333,-1.0646666666666667,-1.194,-1.3853333333333333,-1.3826666666666667,-1.0833333333333333,-1.4226666666666667,-1.3806666666666667,-1.3006111111111112
48,-1.3833333333333333,-1.2953333333333332,-1.4526666666666666,-1.5606666666666666,-1.1386666666666665,-1.0446666666666669,-1.194,-1.3853333333333333,-1.356,-1.0846666666666667,-1.4226666666666667,-1.410666666666667,-1.3107222222222223
49,-1.3633333333333333,-1.2473333333333334,-1.462,-1.6166666666666667,-1.1186666666666667,-0.9819999999999999,-1.1460000000000001,-1.4233333333333333,-1.2980000000000003,-1.1326666666666665,-1.4800000000000002,-1.4093333333333333,-1.3066111111111112
50,-1.3339999999999999,-1.1566666666666665,-1.432,-1.63,-1.1153333333333333,-0.9953333333333333,-1.0933333333333333,-1.47,-1.2646666666666666,-1.136,-1.5133333333333334,-1.2986666666666666,-1.2866111111111111
51,-1.2966666666666666,-1.1366666666666665,-1.432,-1.5393333333333337,-1.1340000000000001,-0.9873333333333334,-1.0919999999999999,-1.4400000000000002,-1.2746666666666668,-1.108,-1.5133333333333334,-1.2706666666666666,-1.2687222222222223
52,-1.2673333333333332,-1.1446666666666665,-1.51,-1.4333333333333333,-1.1713333333333333,-0.9873333333333334,-1.062,-1.4026666666666665,-1.2106666666666668,-1.116,-1.464,-1.2593333333333334,-1.2523888888888888
53,-1.2486666666666664,-1.1633333333333333,-1.5393333333333332,-1.3506666666666665,-1.2046666666666668,-0.9953333333333333,-1.062,-1.4026666666666665,-1.1326666666666667,-1.1266666666666665,-1.4453333333333336,-1.2593333333333334,-1.2442222222222223
54,-1.2486666666666666,-1.2413333333333332,-1.5393333333333332,-1.332,-1.2246666666666668,-1.0246666666666666,-1.082,-1.4213333333333333,-1.0993333333333335,-1.1413333333333333,-1.4160000000000001,-1.2886666666666668,-1.2549444444444446
55,-1.238,-1.2973333333333334,-1.5393333333333332,-1.324,-1.2326666666666668,-1.1353333333333333,-1.1119999999999999,-1.44,-1.0713333333333332,-1.161333333333333,-1.353333333333333,-1.3033333333333335,-1.2673333333333334
56,-1.2339999999999998,-1.3613333333333333,-1.5126666666666668,-1.3533333333333333,-1.2046666666666668,-1.1239999999999999,-1.19,-1.3933333333333335,-1.1093333333333333,-1.188,-1.38,-1.2846666666666666,-1.2779444444444445
57,-1.2713333333333334,-1.3626666666666667,-1.526,-1.436,-1.2246666666666668,-1.1226666666666667,-1.1939999999999997,-1.3153333333333335,-1.1280000000000001,-1.208,-1.38,-1.2553333333333334,-1.2853333333333332
58,-1.2246666666666668,-1.3546666666666667,-1.488,-1.4733333333333334,-1.2353333333333334,-1.1493333333333335,-1.1646666666666665,-1.2326666666666668,-1.1280000000000001,-1.238,-1.3800000000000001,-1.214,-1.2735555555555556
59,-1.1766666666666667,-1.3359999999999999,-1.488,-1.4733333333333334,-1.2166666666666666,-1.1773333333333333,-1.2226666666666666,-1.1686666666666667,-1.1746666666666667,-1.2393333333333334,-1.38,-1.194,-1.2706111111111111
60,-1.1633333333333336,-1.3093333333333335,-1.594,-1.4773333333333334,-1.2273333333333334,-1.1853333333333333,-1.2426666666666664,-1.122,-1.2526666666666666,-1.2193333333333336,-1.3426666666666667,-1.1380000000000001,-1.2728333333333333
61,-1.1933333333333336,-1.3226666666666667,-1.6466666666666667,-1.4506666666666665,-1.2366666666666668,-1.1853333333333333,-1.2346666666666666,-1.0846666666666667,-1.3166666666666667,-1.2273333333333334,-1.352,-1.1233333333333333,-1.2811666666666668
62,-1.2293333333333334,-1.3226666666666667,-1.6106666666666667,-1.4020000000000001,-1.1886666666666665,-1.2133333333333336,-1.2613333333333332,-1.0513333333333335,-1.3806666666666665,-1.2286666666666666,-1.4346666666666665,-1.142,-1.2887777777777778
63,-1.274,-1.3226666666666667,-1.5526666666666666,-1.3793333333333335,-1.1553333333333333,-1.232,-1.28,-1.0513333333333335,-1.3446666666666665,-1.2913333333333334,-1.4986666666666666,-1.1413333333333333,-1.2936111111111113
64,-1.3073333333333332,-1.38,-1.5566666666666664,-1.3153333333333335,-1.1853333333333331,-1.232,-1.3373333333333335,-1.0213333333333334,-1.3446666666666667,-1.3273333333333333,-1.5473333333333334,-1.1786666666666668,-1.3111111111111111
65,-1.3373333333333333,-1.444,-1.5766666666666667,-1.3113333333333335,-1.174,-1.2286666666666666,-1.39,-1.0026666666666668,-1.4006666666666667,-1.3719999999999999,-1.5473333333333334,-1.2399999999999998,-1.3353888888888887
66,-1.4233333333333333,-1.4773333333333334,-1.6139999999999999,-1.3486666666666665,-1.1846666666666665,-1.2926666666666666,-1.3900000000000001,-1.0213333333333334,-1.404,-1.4133333333333336,-1.5473333333333334,-1.248,-1.3637222222222223
67,-1.4566666666666668,-1.4773333333333334,-1.5919999999999999,-1.3953333333333333,-1.1846666666666665,-1.3113333333333335,-1.3900000000000001,-1.0213333333333334,-1.3853333333333333,-1.4433333333333336,-1.5433333333333332,-1.2493333333333332,-1.3708333333333333
68,-1.4566666666666668,-1.4786666666666666,-1.5919999999999999,-1.4140000000000001,-1.1513333333333333,-1.3113333333333335,-1.4006666666666667,-1.0026666666666666,-1.3853333333333333,-1.492,-1.562,-1.3133333333333335,-1.38
69,-1.468,-1.434,-1.592,-1.4433333333333331,-1.1313333333333333,-1.3006666666666669,-1.4366666666666668,-0.9840000000000001,-1.4053333333333335,-1.492,-1.64,-1.34,-1.3889444444444445
70,-1.5273333333333334,-1.378,-1.5339999999999998,-1.534,-1.1313333333333333,-1.296,-1.4893333333333334,-0.984,-1.4626666666666666,-1.5,-1.7026666666666668,-1.3266666666666667,-1.4055
71,-1.5539999999999998,-1.2953333333333332,-1.498,-1.5826666666666667,-1.1513333333333333,-1.3333333333333333,-1.4673333333333334,-1.09,-1.462,-1.5113333333333332,-1.6400000000000001,-1.3466666666666667,-1.4109999999999998
72,-1.5539999999999998,-1.2673333333333332,-1.5206666666666666,-1.5293333333333334,-1.15,-1.344,-1.4526666666666666,-1.1460000000000001,-1.4993333333333332,-1.5693333333333332,-1.604,-1.4026666666666665,-1.419944444444444
73,-1.5819999999999999,-1.2753333333333332,-1.6113333333333335,-1.492,-1.1393333333333333,-1.3253333333333333,-1.4526666666666666,-1.2020000000000002,-1.5819999999999999,-1.5953333333333333,-1.6186666666666667,-1.444,-1.4433333333333331
74,-1.5813333333333333,-1.294,-1.6113333333333333,-1.492,-1.1686666666666667,-1.3253333333333333,-1.4413333333333334,-1.2433333333333332,-1.6193333333333335,-1.6046666666666667,-1.62,-1.444,-1.4537777777777778
75,-1.5906666666666667,-1.3206666666666667,-1.5053333333333334,-1.492,-1.1726666666666667,-1.344,-1.44,-1.2713333333333334,-1.6193333333333333,-1.6046666666666667,-1.6573333333333333,-1.4360000000000002,-1.4545000000000001
76,-1.5899999999999999,-1.3073333333333332,-1.4526666666666666,-1.52,-1.1353333333333333,-1.422,-1.4773333333333334,-1.2793333333333334,-1.5966666666666667,-1.634,-1.7106666666666668,-1.4173333333333333,-1.4618888888888888
77,-1.6166666666666667,-1.2973333333333334,-1.4526666666666666,-1.5733333333333335,-1.1926666666666668,-1.4513333333333334,-1.4920000000000002,-1.2993333333333335,-1.506,-1.6433333333333335,-1.646666666666667,-1.428,-1.4666111111111115
78,-1.5573333333333332,-1.312,-1.4626666666666668,-1.5599999999999998,-1.222,-1.462,-1.4653333333333334,-1.3286666666666669,-1.458,-1.5793333333333335,-1.62,-1.4280000000000002,-1.4546111111111113
79,-1.5426666666666666,-1.2746666666666668,-1.5073333333333336,-1.56,-1.1640000000000001,-1.4753333333333332,-1.4080000000000001,-1.3473333333333335,-1.468,-1.542,-1.5979999999999999,-1.390666666666667,-1.4398333333333335
80,-1.590666666666667,-1.2373333333333334,-1.5433333333333334,-1.5493333333333332,-1.1373333333333333,-1.4373333333333336,-1.3253333333333335,-1.4033333333333333,-1.4306666666666668,-1.4933333333333334,-1.594,-1.4353333333333333,-1.4314444444444445
81,-1.546,-1.2600000000000002,-1.5206666666666668,-1.576,-1.1373333333333335,-1.3813333333333335,-1.3266666666666667,-1.4046666666666667,-1.3693333333333333,-1.4933333333333332,-1.574,-1.5180000000000002,-1.4256111111111112
82,-1.5426666666666666,-1.2800000000000002,-1.4566666666666668,-1.5773333333333333,-1.1373333333333333,-1.3626666666666667,-1.3599999999999999,-1.406,-1.3893333333333333,-1.4553333333333331,-1.574,-1.554,-1.424611111111111
83,-1.5986666666666667,-1.2600000000000002,-1.4460000000000002,-1.5586666666666666,-1.1666666666666667,-1.3626666666666667,-1.3606666666666667,-1.4393333333333334,-1.4226666666666667,-1.4066666666666667,-1.5846666666666667,-1.4913333333333332,-1.4248333333333332
84,-1.6466666666666667,-1.2186666666666668,-1.4473333333333331,-1.5293333333333334,-1.224,-1.3733333333333333,-1.3826666666666665,-1.4693333333333334,-1.4226666666666667,-1.4026666666666665,-1.5066666666666668,-1.4553333333333331,-1.4232222222222222
85,-1.5979999999999999,-1.2373333333333334,-1.4273333333333333,-1.4386666666666665,-1.224,-1.3513333333333333,-1.3333333333333333,-1.4693333333333336,-1.476,-1.432,-1.4533333333333334,-1.4686666666666668,-1.409111111111111
86,-1.5606666666666666,-1.3153333333333335,-1.4373333333333336,-1.3900000000000001,-1.2319999999999998,-1.3780000000000001,-1.2773333333333334,-1.41,-1.5026666666666666,-1.4353333333333333,-1.4626666666666666,-1.4686666666666668,-1.4058333333333335
87,-1.55,-1.4060000000000001,-1.4,-1.3900000000000001,-1.2426666666666668,-1.4046666666666667,-1.2786666666666666,-1.4100000000000001,-1.5246666666666668,-1.3573333333333333,-1.4426666666666668,-1.4953333333333334,-1.4085
88,-1.5793333333333335,-1.4620000000000002,-1.3466666666666667,-1.39,-1.2573333333333332,-1.4233333333333333,-1.312,-1.3739999999999999,-1.5246666666666668,-1.3013333333333332,-1.3813333333333335,-1.5180000000000002,-1.4058333333333335
89,-1.6326666666666667,-1.462,-1.410666666666667,-1.3679999999999999,-1.228,-1.442,-1.2933333333333332,-1.3606666666666667,-1.5246666666666664,-1.2719999999999998,-1.3813333333333335,-1.538,-1.4094444444444445
90,-1.6219999999999999,-1.4353333333333333,-1.5166666666666666,-1.3546666666666667,-1.1866666666666665,-1.442,-1.2946666666666669,-1.4166666666666667,-1.5246666666666668,-1.3019999999999998,-1.3546666666666667,-1.5659999999999998,-1.418
91,-1.622,-1.498,-1.52,-1.3646666666666667,-1.2133333333333334,-1.364,-1.2946666666666666,-1.4726666666666666,-1.574,-1.2926666666666666,-1.2906666666666666,-1.5953333333333333,-1.4251666666666667
92,-1.6219999999999999,-1.4966666666666666,-1.53,-1.3599999999999999,-1.2026666666666666,-1.3346666666666667,-1.28,-1.486,-1.6380000000000001,-1.2933333333333332,-1.35,-1.584666666666667,-1.4314999999999998
93,-1.6813333333333336,-1.4353333333333333,-1.52,-1.3960000000000001,-1.192,-1.334666666666667,-1.308,-1.4566666666666668,-1.6846666666666665,-1.3306666666666664,-1.4033333333333333,-1.6333333333333333,-1.4480000000000002
94,-1.7186666666666668,-1.4733333333333334,-1.434,-1.4373333333333334,-1.2386666666666666,-1.3306666666666667,-1.3279999999999998,-1.4680000000000002,-1.6840000000000002,-1.3900000000000001,-1.4253333333333336,-1.648,-1.464666666666667
95,-1.6699999999999997,-1.5106666666666666,-1.4073333333333333,-1.4486666666666668,-1.2466666666666666,-1.3106666666666666,-1.3466666666666667,-1.4306666666666668,-1.6946666666666665,-1.4433333333333331,-1.4786666666666666,-1.562,-1.4625000000000001
96,-1.666,-1.4746666666666668,-1.4073333333333333,-1.4706666666666668,-1.2173333333333332,-1.3026666666666666,-1.346666666666667,-1.4106666666666667,-1.6946666666666668,-1.43,-1.4973333333333334,-1.5086666666666666,-1.452222222222222
97,-1.6653333333333333,-1.4746666666666668,-1.4453333333333334,-1.5066666666666668,-1.188,-1.3026666666666666,-1.3333333333333333,-1.3626666666666667,-1.7046666666666668,-1.458,-1.4680000000000002,-1.4819999999999998,-1.4492777777777777
98,-1.628,-1.5573333333333332,-1.4453333333333334,-1.54,-1.188,-1.3213333333333332,-1.3593333333333333,-1.3213333333333332,-1.6900000000000002,-1.462,-1.4573333333333334,-1.4913333333333334,-1.455111111111111
