,TSS_1::Pseudomonas_phage_phiKZ:34-234(),TSS_2::Pseudomonas_phage_phiKZ:2075-2275(),TSS_3::Pseudomonas_phage_phiKZ:2579-2779(),TSS_4::Pseudomonas_phage_phiKZ:4080-4280(),TSS_5::Pseudomonas_phage_phiKZ:4430-4630(),TSS_6::Pseudomonas_phage_phiKZ:23499-23699(),TSS_7::Pseudomonas_phage_phiKZ:26443-26643(),TSS_8::Pseudomonas_phage_phiKZ:29312-29512(),TSS_9::Pseudomonas_phage_phiKZ:34498-34698(),TSS_10::Pseudomonas_phage_phiKZ:35790-35990(),TSS_11::Pseudomonas_phage_phiKZ:42741-42941(),TSS_12::Pseudomonas_phage_phiKZ:44836-45036(),TSS_13::Pseudomonas_phage_phiKZ:45277-45477(),TSS_14::Pseudomonas_phage_phiKZ:45482-45682(),TSS_15::Pseudomonas_phage_phiKZ:49068-49268(),TSS_16::Pseudomonas_phage_phiKZ:51629-51829(),TSS_17::Pseudomonas_phage_phiKZ:53598-53798(),TSS_18::Pseudomonas_phage_phiKZ:57000-57200(),TSS_19::Pseudomonas_phage_phiKZ:57898-58098(),TSS_20::Pseudomonas_phage_phiKZ:62977-63177(),TSS_21::Pseudomonas_phage_phiKZ:70253-70453(),TSS_22::Pseudomonas_phage_phiKZ:74050-74250(),TSS_23::Pseudomonas_phage_phiKZ:77825-78025(),TSS_24::Pseudomonas_phage_phiKZ:81832-82032(),TSS_25::Pseudomonas_phage_phiKZ:88430-88630(),TSS_26::Pseudomonas_phage_phiKZ:106789-106989(),TSS_27::Pseudomonas_phage_phiKZ:107977-108177(),TSS_28::Pseudomonas_phage_phiKZ:120571-120771(),TSS_29::Pseudomonas_phage_phiKZ:137415-137615(),TSS_30::Pseudomonas_phage_phiKZ:171768-171968(),TSS_31::Pseudomonas_phage_phiKZ:172284-172484(),TSS_32::Pseudomonas_phage_phiKZ:198020-198220(),TSS_33::Pseudomonas_phage_phiKZ:199131-199331(),TSS_34::Pseudomonas_phage_phiKZ:204064-204264(),TSS_35::Pseudomonas_phage_phiKZ:212978-213178(),TSS_36::Pseudomonas_phage_phiKZ:220695-220895(),TSS_37::Pseudomonas_phage_phiKZ:221407-221607(),TSS_38::Pseudomonas_phage_phiKZ:221762-221962(),TSS_39::Pseudomonas_phage_phiKZ:226720-226920(),TSS_40::Pseudomonas_phage_phiKZ:228506-228706(),TSS_41::Pseudomonas_phage_phiKZ:237201-237401(),TSS_42::Pseudomonas_phage_phiKZ:240272-240472(),TSS_43::Pseudomonas_phage_phiKZ:243936-244136(),TSS_44::Pseudomonas_phage_phiKZ:245599-245799(),TSS_45::Pseudomonas_phage_phiKZ:246621-246821(),TSS_46::Pseudomonas_phage_phiKZ:250558-250758(),TSS_47::Pseudomonas_phage_phiKZ:254647-254847(),TSS_48::Pseudomonas_phage_phiKZ:257484-257684(),TSS_49::Pseudomonas_phage_phiKZ:266796-266996(),mean
-64,-1.3359999999999999,-1.1193333333333333,-0.9866666666666667,-1.2346666666666666,-1.434666666666667,-1.456,-1.1653333333333333,-1.1213333333333333,-0.906,-1.046,-1.0093333333333334,-1.4413333333333334,-1.3439999999999999,-1.3993333333333333,-1.0433333333333334,-1.4573333333333334,-1.0926666666666667,-1.2373333333333334,-1.5273333333333337,-1.364,-1.3840000000000001,-1.1486666666666667,-1.142,-1.2913333333333334,-1.3633333333333335,-1.2880000000000003,-1.2860000000000003,-1.4873333333333332,-1.3806666666666665,-1.2786666666666666,-1.5979999999999999,-1.5433333333333332,-1.0913333333333333,-0.9966666666666666,-1.0793333333333333,-1.1913333333333331,-1.0473333333333332,-1.1693333333333333,-1.1473333333333333,-1.0346666666666666,-1.0933333333333333,-1.4206666666666667,-0.9879999999999999,-1.2126666666666668,-1.4893333333333336,-1.1273333333333333,-1.0133333333333332,-1.264,-0.996,-1.2301088435374148
-63,-1.2519999999999998,-1.108,-0.9573333333333333,-1.1933333333333331,-1.4213333333333333,-1.52,-1.1946666666666668,-1.212,-0.906,-1.018,-0.9826666666666667,-1.384,-1.3159999999999998,-1.4286666666666668,-0.9966666666666667,-1.4460000000000002,-1.1193333333333333,-1.2186666666666668,-1.5006666666666668,-1.344,-1.4213333333333333,-1.1286666666666667,-1.1153333333333333,-1.3493333333333333,-1.3633333333333333,-1.2600000000000002,-1.2753333333333332,-1.4860000000000002,-1.3900000000000001,-1.2893333333333332,-1.6086666666666667,-1.5433333333333332,-1.1446666666666667,-1.0046666666666666,-1.1900000000000002,-1.1713333333333333,-1.0846666666666667,-1.1133333333333333,-1.1473333333333333,-1.0906666666666667,-1.0893333333333333,-1.4846666666666668,-1.046,-1.2126666666666668,-1.5753333333333333,-1.1353333333333333,-1.0613333333333332,-1.254,-1.004,-1.2359047619047618
-62,-1.216,-1.144,-1.0053333333333332,-1.1633333333333333,-1.4593333333333334,-1.604,-1.2506666666666668,-1.2959999999999998,-0.934,-0.99,-0.9546666666666667,-1.3546666666666667,-1.3159999999999998,-1.4433333333333331,-0.978,-1.3993333333333333,-1.0913333333333333,-1.2093333333333334,-1.3946666666666665,-1.3253333333333333,-1.4586666666666666,-1.0913333333333335,-1.0859999999999999,-1.432,-1.3353333333333333,-1.248666666666667,-1.3313333333333333,-1.4526666666666668,-1.3860000000000001,-1.2613333333333334,-1.59,-1.5699999999999998,-1.2286666666666666,-0.9966666666666666,-1.254,-1.134,-1.1460000000000001,-1.1039999999999999,-1.1953333333333334,-1.1239999999999999,-1.1533333333333333,-1.5686666666666667,-1.102,-1.1546666666666667,-1.6313333333333333,-1.1653333333333333,-1.144,-1.2673333333333332,-1.032,-1.2484489795918365
-61,-1.2519999999999998,-1.208,-1.0693333333333332,-1.1726666666666667,-1.508,-1.668,-1.334666666666667,-1.3146666666666667,-1.0166666666666666,-0.99,-0.956,-1.3213333333333332,-1.3159999999999998,-1.3573333333333333,-0.978,-1.3726666666666667,-1.0833333333333333,-1.16,-1.3533333333333333,-1.3366666666666667,-1.436,-1.03,-1.0593333333333335,-1.488,-1.2793333333333332,-1.2860000000000003,-1.3873333333333335,-1.4413333333333331,-1.4126666666666665,-1.2533333333333334,-1.534,-1.5606666666666666,-1.2473333333333332,-1.026,-1.31,-1.13,-1.1540000000000001,-1.2146666666666666,-1.2153333333333332,-1.1520000000000001,-1.264,-1.5946666666666667,-1.1580000000000001,-1.1186666666666667,-1.6580000000000001,-1.1653333333333333,-1.1706666666666667,-1.2573333333333332,-1.012,-1.2609115646258504
-60,-1.2513333333333334,-1.292,-1.1253333333333333,-1.21,-1.508,-1.6826666666666668,-1.368,-1.3333333333333333,-1.0633333333333335,-0.9913333333333333,-1.02,-1.2833333333333337,-1.2786666666666666,-1.3,-0.978,-1.3526666666666667,-1.0833333333333333,-1.161333333333333,-1.3826666666666665,-1.3273333333333333,-1.3719999999999999,-1.03,-1.1126666666666665,-1.4766666666666666,-1.2233333333333332,-1.3339999999999999,-1.434,-1.4993333333333334,-1.4613333333333334,-1.2253333333333336,-1.4873333333333334,-1.5613333333333335,-1.274,-1.0873333333333333,-1.358,-1.1633333333333333,-1.1540000000000001,-1.2706666666666666,-1.2486666666666664,-1.2133333333333334,-1.32,-1.608,-1.1846666666666665,-1.1813333333333333,-1.6086666666666667,-1.1186666666666667,-1.1133333333333333,-1.2573333333333332,-0.9826666666666667,-1.272530612244898
-59,-1.2326666666666668,-1.3479999999999999,-1.1826666666666665,-1.1993333333333331,-1.48,-1.6246666666666667,-1.3760000000000001,-1.3973333333333333,-1.082,-1.0113333333333334,-1.1039999999999999,-1.1773333333333333,-1.1946666666666668,-1.32,-1.026,-1.3900000000000001,-1.082,-1.1906666666666665,-1.4453333333333336,-1.2913333333333334,-1.353333333333333,-1.03,-1.1966666666666665,-1.4753333333333332,-1.2126666666666668,-1.3039999999999998,-1.4526666666666666,-1.5633333333333332,-1.4346666666666665,-1.2453333333333334,-1.4793333333333334,-1.5466666666666666,-1.3299999999999998,-1.0493333333333335,-1.358,-1.1253333333333333,-1.212,-1.3346666666666667,-1.2386666666666666,-1.2333333333333334,-1.3840000000000001,-1.5979999999999999,-1.2313333333333332,-1.2093333333333334,-1.5726666666666667,-1.1386666666666665,-1.114,-1.32,-0.9413333333333332,-1.2824489795918368
-58,-1.2606666666666666,-1.3760000000000001,-1.1546666666666665,-1.248,-1.4186666666666667,-1.598,-1.4040000000000001,-1.4240000000000002,-1.1019999999999999,-1.03,-1.1306666666666667,-1.1213333333333333,-1.1533333333333333,-1.4306666666666668,-1.0673333333333335,-1.4166666666666667,-1.062,-1.2186666666666668,-1.4720000000000002,-1.238,-1.3253333333333333,-1.058,-1.2233333333333334,-1.502,-1.2719999999999998,-1.268,-1.4426666666666668,-1.6473333333333333,-1.4453333333333334,-1.2153333333333334,-1.4326666666666665,-1.5186666666666668,-1.3566666666666667,-1.0013333333333334,-1.394,-1.0693333333333332,-1.268,-1.324,-1.2746666666666664,-1.296,-1.4306666666666668,-1.598,-1.25,-1.2293333333333334,-1.5726666666666667,-1.1386666666666665,-1.1980000000000002,-1.3466666666666667,-0.9413333333333332,-1.2931972789115649
-57,-1.2686666666666668,-1.4240000000000002,-1.1546666666666667,-1.3053333333333332,-1.3806666666666667,-1.6246666666666667,-1.3840000000000001,-1.4466666666666665,-1.094,-1.088,-1.1493333333333335,-1.088,-1.1253333333333333,-1.4206666666666667,-1.0593333333333335,-1.394,-1.09,-1.1986666666666665,-1.556,-1.2486666666666664,-1.3453333333333333,-1.01,-1.2126666666666668,-1.502,-1.308,-1.2826666666666666,-1.4426666666666668,-1.6833333333333333,-1.492,-1.2153333333333334,-1.346666666666667,-1.4806666666666668,-1.342,-1.0293333333333332,-1.4220000000000002,-1.0786666666666667,-1.2566666666666668,-1.3133333333333335,-1.3079999999999998,-1.232,-1.4493333333333334,-1.598,-1.2686666666666668,-1.2853333333333334,-1.6099999999999999,-1.168,-1.2340000000000002,-1.3466666666666667,-0.9413333333333332,-1.300108843537415
-56,-1.2113333333333332,-1.4800000000000002,-1.1846666666666665,-1.3039999999999998,-1.354,-1.6246666666666667,-1.3846666666666667,-1.4653333333333336,-1.1126666666666665,-1.088,-1.2333333333333334,-1.06,-1.0873333333333333,-1.3626666666666667,-1.1166666666666667,-1.3946666666666665,-1.052,-1.1693333333333333,-1.5546666666666666,-1.2486666666666666,-1.3546666666666667,-0.9806666666666666,-1.2393333333333334,-1.502,-1.3113333333333335,-1.3406666666666667,-1.5066666666666668,-1.6606666666666667,-1.492,-1.2993333333333335,-1.3093333333333335,-1.4433333333333336,-1.312,-1.0333333333333334,-1.4420000000000002,-1.12,-1.1726666666666667,-1.3693333333333335,-1.2800000000000002,-1.184,-1.4853333333333334,-1.6086666666666667,-1.3046666666666666,-1.2959999999999998,-1.6740000000000002,-1.2586666666666668,-1.2566666666666668,-1.3173333333333332,-0.8933333333333332,-1.3048299319727892
-55,-1.174,-1.544,-1.2406666666666666,-1.2893333333333332,-1.3646666666666667,-1.606,-1.4406666666666665,-1.4073333333333333,-1.1606666666666667,-1.1413333333333333,-1.2893333333333332,-0.9773333333333334,-1.0966666666666667,-1.3626666666666667,-1.12,-1.3853333333333333,-1.052,-1.1133333333333333,-1.5173333333333334,-1.2446666666666668,-1.4080000000000001,-1.0106666666666666,-1.3233333333333335,-1.502,-1.2553333333333334,-1.3766666666666665,-1.5626666666666666,-1.598,-1.4626666666666668,-1.2979999999999998,-1.3313333333333335,-1.4793333333333334,-1.3106666666666666,-1.02,-1.526,-1.15,-1.1526666666666665,-1.3960000000000001,-1.1960000000000002,-1.1840000000000002,-1.508,-1.59,-1.3313333333333335,-1.2693333333333332,-1.6366666666666667,-1.3426666666666667,-1.2833333333333334,-1.2333333333333334,-0.856,-1.3085986394557823
-54,-1.2020000000000002,-1.6280000000000001,-1.2766666666666668,-1.3266666666666667,-1.3646666666666667,-1.55,-1.4300000000000002,-1.4073333333333335,-1.2233333333333332,-1.188,-1.3253333333333333,-0.9293333333333335,-1.1593333333333333,-1.3626666666666667,-1.1313333333333333,-1.3760000000000001,-1.108,-1.0839999999999999,-1.4546666666666668,-1.2860000000000003,-1.4266666666666665,-1.012,-1.3793333333333335,-1.4446666666666665,-1.2566666666666666,-1.3393333333333333,-1.5893333333333333,-1.5979999999999999,-1.4533333333333334,-1.2606666666666666,-1.3806666666666667,-1.5373333333333332,-1.3966666666666667,-1.0613333333333332,-1.582,-1.1873333333333336,-1.1526666666666665,-1.385333333333333,-1.1586666666666665,-1.212,-1.5066666666666668,-1.5339999999999998,-1.3326666666666669,-1.284,-1.5806666666666667,-1.3326666666666667,-1.3126666666666664,-1.1426666666666665,-0.884,-1.3170884353741497
-53,-1.1720000000000002,-1.6413333333333333,-1.2660000000000002,-1.3266666666666667,-1.3346666666666667,-1.466,-1.3659999999999999,-1.4713333333333334,-1.25,-1.196,-1.3106666666666669,-0.9293333333333333,-1.15,-1.344,-1.1793333333333333,-1.376,-1.1093333333333333,-1.1039999999999999,-1.4546666666666668,-1.286,-1.3973333333333333,-1.022,-1.3980000000000001,-1.4073333333333333,-1.3393333333333333,-1.282,-1.5666666666666667,-1.5979999999999999,-1.4040000000000001,-1.1966666666666668,-1.3806666666666667,-1.5373333333333334,-1.4806666666666668,-1.0813333333333333,-1.6380000000000001,-1.1886666666666665,-1.2100000000000002,-1.3666666666666667,-1.1866666666666665,-1.212,-1.4240000000000002,-1.478,-1.3126666666666666,-1.304,-1.5326666666666668,-1.3046666666666666,-1.3966666666666667,-1.141333333333333,-0.8640000000000001,-1.3139727891156465
-52,-1.116,-1.5586666666666669,-1.2846666666666666,-1.3226666666666667,-1.2706666666666666,-1.4393333333333336,-1.3659999999999999,-1.5553333333333335,-1.2500000000000002,-1.1960000000000002,-1.2826666666666668,-0.9013333333333333,-1.15,-1.2973333333333332,-1.1713333333333333,-1.3199999999999998,-1.0813333333333333,-1.1186666666666667,-1.454,-1.306,-1.3413333333333335,-1.042,-1.34,-1.35,-1.3393333333333335,-1.2933333333333334,-1.4840000000000002,-1.6620000000000001,-1.326,-1.1486666666666667,-1.3166666666666667,-1.5373333333333334,-1.5366666666666666,-1.0533333333333332,-1.7006666666666668,-1.2166666666666666,-1.2926666666666664,-1.3653333333333333,-1.1866666666666665,-1.184,-1.422666666666667,-1.4313333333333336,-1.3206666666666669,-1.3653333333333333,-1.5326666666666668,-1.2566666666666668,-1.4340000000000002,-1.168,-0.856,-1.3050204081632655
-51,-1.032,-1.5226666666666668,-1.3686666666666667,-1.3486666666666667,-1.2240000000000002,-1.4686666666666668,-1.3646666666666667,-1.6193333333333333,-1.25,-1.226,-1.3026666666666669,-0.9126666666666667,-1.1313333333333333,-1.2600000000000002,-1.1713333333333333,-1.3159999999999998,-1.108,-1.1,-1.37,-1.3153333333333335,-1.2853333333333334,-1.004,-1.34,-1.3206666666666669,-1.2833333333333334,-1.2560000000000002,-1.4480000000000002,-1.662,-1.2966666666666666,-1.1566666666666665,-1.2606666666666666,-1.4993333333333334,-1.5926666666666667,-1.0453333333333332,-1.6633333333333333,-1.2546666666666666,-1.2913333333333334,-1.4513333333333336,-1.2133333333333334,-1.212,-1.5086666666666668,-1.4233333333333333,-1.3686666666666665,-1.3453333333333333,-1.5046666666666668,-1.2273333333333334,-1.4446666666666668,-1.168,-0.856,-1.3019455782312925
-50,-1.0053333333333334,-1.56,-1.4246666666666667,-1.3633333333333335,-1.1946666666666668,-1.4793333333333334,-1.4020000000000001,-1.6340000000000001,-1.3073333333333332,-1.29,-1.34,-0.9139999999999999,-1.0733333333333335,-1.1493333333333333,-1.1233333333333335,-1.3686666666666667,-1.1640000000000001,-1.148,-1.322,-1.3153333333333335,-1.252,-0.984,-1.404,-1.2833333333333334,-1.2926666666666666,-1.2093333333333334,-1.4853333333333334,-1.606,-1.3166666666666667,-1.1580000000000001,-1.1766666666666667,-1.4213333333333333,-1.6340000000000001,-1.0533333333333335,-1.6486666666666667,-1.256,-1.2340000000000002,-1.5353333333333334,-1.2506666666666668,-1.3226666666666669,-1.5926666666666667,-1.4046666666666667,-1.4246666666666665,-1.316,-1.4673333333333334,-1.19,-1.4593333333333334,-1.168,-0.864,-1.305904761904762
-49,-1.024,-1.6426666666666667,-1.4806666666666666,-1.3913333333333333,-1.142,-1.4013333333333333,-1.458,-1.576,-1.3713333333333333,-1.338,-1.3973333333333333,-0.906,-1.0733333333333335,-1.1506666666666665,-1.094,-1.3906666666666667,-1.2013333333333334,-1.2306666666666668,-1.3073333333333332,-1.3526666666666667,-1.232,-0.9920000000000001,-1.488,-1.1726666666666667,-1.3833333333333333,-1.2373333333333334,-1.568,-1.55,-1.2966666666666669,-1.1093333333333333,-1.1206666666666665,-1.3920000000000001,-1.6246666666666667,-1.1106666666666667,-1.684666666666667,-1.2293333333333334,-1.2340000000000002,-1.5913333333333335,-1.252,-1.3213333333333332,-1.6566666666666667,-1.3266666666666667,-1.4579999999999997,-1.346,-1.3846666666666667,-1.186,-1.4873333333333334,-1.1960000000000002,-0.856,-1.3146258503401362
-48,-1.0719999999999998,-1.6426666666666667,-1.4993333333333334,-1.3993333333333335,-1.1406666666666667,-1.3746666666666667,-1.462,-1.5493333333333335,-1.4553333333333334,-1.3760000000000001,-1.4613333333333332,-0.9633333333333333,-1.0733333333333335,-1.2040000000000002,-1.114,-1.4546666666666668,-1.2026666666666666,-1.2506666666666668,-1.2873333333333332,-1.4006666666666667,-1.176,-1.0493333333333335,-1.552,-1.1246666666666667,-1.43,-1.2373333333333332,-1.5680000000000003,-1.5033333333333334,-1.2593333333333334,-1.0799999999999998,-1.0833333333333333,-1.3920000000000001,-1.5979999999999999,-1.144,-1.620666666666667,-1.2293333333333334,-1.2246666666666666,-1.6473333333333333,-1.2253333333333332,-1.284,-1.6833333333333333,-1.2426666666666664,-1.448,-1.4020000000000001,-1.3066666666666669,-1.2686666666666668,-1.4673333333333334,-1.176,-0.828,-1.319074829931973
-47,-1.052,-1.5866666666666667,-1.4513333333333336,-1.3913333333333333,-1.0826666666666667,-1.3479999999999999,-1.426,-1.576,-1.4913333333333334,-1.482,-1.5453333333333332,-1.0193333333333332,-1.0733333333333335,-1.2486666666666666,-1.1433333333333333,-1.5386666666666668,-1.2306666666666668,-1.2226666666666666,-1.3153333333333335,-1.3926666666666667,-1.12,-1.1133333333333333,-1.5853333333333335,-1.12,-1.438,-1.2186666666666668,-1.512,-1.4953333333333334,-1.2593333333333332,-1.108,-1.0833333333333333,-1.392,-1.6246666666666665,-1.144,-1.5646666666666667,-1.2573333333333332,-1.2246666666666666,-1.6606666666666667,-1.2053333333333331,-1.2693333333333334,-1.6606666666666667,-1.1786666666666668,-1.4253333333333333,-1.4486666666666668,-1.2506666666666668,-1.2586666666666666,-1.384666666666667,-1.1426666666666667,-0.828,-1.3181904761904764
-46,-1.026,-1.5306666666666666,-1.4253333333333336,-1.3913333333333333,-1.0346666666666666,-1.292,-1.403333333333333,-1.576,-1.438,-1.4853333333333334,-1.5586666666666666,-1.0486666666666666,-1.0733333333333335,-1.2860000000000003,-1.1766666666666665,-1.6246666666666667,-1.2586666666666668,-1.1613333333333336,-1.3233333333333333,-1.3346666666666667,-1.0866666666666667,-1.1706666666666667,-1.576,-1.0933333333333333,-1.4673333333333334,-1.192,-1.456,-1.506,-1.27,-1.116,-1.0833333333333333,-1.390666666666667,-1.6246666666666667,-1.144,-1.5086666666666668,-1.2573333333333332,-1.2546666666666666,-1.598,-1.1573333333333335,-1.268,-1.598,-1.1413333333333333,-1.3893333333333333,-1.4579999999999997,-1.1666666666666667,-1.232,-1.366,-1.0946666666666665,-0.856,-1.3055374149659866
-45,-1.0166666666666666,-1.4466666666666665,-1.4253333333333336,-1.3953333333333333,-1.02,-1.2306666666666668,-1.3699999999999999,-1.5573333333333332,-1.4193333333333333,-1.4653333333333334,-1.496,-1.0566666666666666,-1.0733333333333335,-1.3326666666666667,-1.1686666666666665,-1.6540000000000001,-1.2733333333333334,-1.1713333333333333,-1.286,-1.3146666666666669,-1.0666666666666667,-1.1506666666666665,-1.5493333333333335,-1.0466666666666666,-1.55,-1.2280000000000002,-1.4093333333333333,-1.4573333333333334,-1.192,-1.1626666666666665,-1.1113333333333335,-1.3326666666666669,-1.606,-1.1666666666666667,-1.4606666666666668,-1.2533333333333334,-1.2746666666666664,-1.598,-1.116,-1.2906666666666666,-1.5979999999999999,-1.1266666666666667,-1.4266666666666665,-1.4046666666666667,-1.1253333333333335,-1.232,-1.386,-1.0386666666666666,-0.848,-1.2935102040816329
-44,-1.0166666666666666,-1.3826666666666667,-1.474,-1.3766666666666667,-1.0,-1.2106666666666668,-1.3619999999999999,-1.5013333333333334,-1.4006666666666665,-1.5033333333333334,-1.496,-1.0566666666666666,-1.1306666666666667,-1.3313333333333333,-1.1206666666666665,-1.654,-1.2466666666666666,-1.1620000000000001,-1.2326666666666666,-1.2866666666666666,-1.0586666666666666,-1.1506666666666665,-1.576,-1.0479999999999998,-1.5513333333333332,-1.2613333333333334,-1.3826666666666667,-1.4013333333333333,-1.1546666666666667,-1.1906666666666665,-1.1193333333333333,-1.314,-1.55,-1.2573333333333332,-1.4226666666666667,-1.3173333333333332,-1.2446666666666666,-1.598,-1.1253333333333333,-1.2893333333333332,-1.5979999999999999,-1.1066666666666667,-1.464,-1.3846666666666667,-1.1053333333333335,-1.24,-1.356,-0.956,-0.828,-1.285659863945578
-43,-1.0086666666666666,-1.392,-1.5353333333333332,-1.2986666666666666,-1.058,-1.1546666666666667,-1.3806666666666667,-1.4173333333333333,-1.352666666666667,-1.5046666666666666,-1.56,-1.0486666666666666,-1.172,-1.2206666666666666,-1.0873333333333333,-1.6313333333333333,-1.2466666666666668,-1.162,-1.2593333333333334,-1.2293333333333332,-1.0866666666666667,-1.1426666666666665,-1.576,-1.0586666666666666,-1.4733333333333334,-1.2413333333333334,-1.392,-1.3746666666666667,-1.1453333333333333,-1.2206666666666666,-1.1473333333333333,-1.3719999999999999,-1.4660000000000002,-1.3633333333333333,-1.3960000000000001,-1.3466666666666667,-1.1886666666666665,-1.662,-1.1026666666666667,-1.2066666666666668,-1.6620000000000001,-1.0506666666666666,-1.528,-1.3366666666666667,-1.0493333333333335,-1.24,-1.2719999999999998,-0.9293333333333333,-0.828,-1.2771156462585034
-42,-0.9806666666666666,-1.4013333333333333,-1.5273333333333334,-1.2613333333333334,-1.0846666666666667,-1.072,-1.4006666666666665,-1.3533333333333333,-1.3606666666666667,-1.4466666666666668,-1.5599999999999998,-1.0486666666666666,-1.192,-1.1926666666666668,-1.0873333333333333,-1.5979999999999999,-1.2386666666666668,-1.21,-1.2593333333333334,-1.2,-1.0946666666666667,-1.1706666666666665,-1.5573333333333332,-1.088,-1.4173333333333331,-1.208,-1.4013333333333333,-1.348,-1.1466666666666667,-1.222,-1.1553333333333333,-1.4,-1.4393333333333334,-1.3766666666666665,-1.4586666666666666,-1.3173333333333335,-1.1699999999999997,-1.662,-1.0613333333333332,-1.188,-1.662,-0.9946666666666667,-1.5279999999999998,-1.2806666666666666,-0.9933333333333334,-1.2026666666666666,-1.216,-0.9586666666666666,-0.828,-1.2657551020408164
-41,-1.0006666666666666,-1.364,-1.4693333333333334,-1.2146666666666666,-1.074,-1.0533333333333332,-1.3706666666666665,-1.364,-1.334,-1.4240000000000002,-1.504,-1.0286666666666666,-1.1720000000000002,-1.2019999999999997,-1.058,-1.588,-1.2466666666666666,-1.2433333333333332,-1.3186666666666667,-1.1706666666666667,-1.0653333333333335,-1.1706666666666665,-1.5013333333333334,-1.1706666666666665,-1.3760000000000001,-1.1980000000000002,-1.364,-1.2866666666666666,-1.2093333333333334,-1.166,-1.108666666666667,-1.411333333333333,-1.4393333333333334,-1.3433333333333333,-1.4946666666666666,-1.284,-1.1900000000000002,-1.5779999999999998,-1.0986666666666667,-1.188,-1.578,-0.9653333333333334,-1.472,-1.2713333333333334,-0.9106666666666666,-1.1493333333333335,-1.16,-1.0146666666666666,-0.876,-1.2498367346938775
-40,-0.9806666666666667,-1.3279999999999998,-1.4133333333333333,-1.196,-1.1006666666666665,-1.0833333333333333,-1.3146666666666667,-1.4746666666666668,-1.228,-1.3333333333333333,-1.4200000000000002,-1.0206666666666666,-1.1426666666666667,-1.198,-1.0433333333333334,-1.5973333333333335,-1.2,-1.2433333333333332,-1.3293333333333335,-1.1333333333333333,-0.9826666666666667,-1.1406666666666667,-1.4173333333333333,-1.1906666666666665,-1.3946666666666665,-1.1980000000000002,-1.386,-1.2586666666666666,-1.2293333333333334,-1.1773333333333333,-1.0226666666666666,-1.411333333333333,-1.4206666666666665,-1.3153333333333335,-1.4586666666666666,-1.226,-1.1900000000000002,-1.514,-1.16,-1.188,-1.514,-0.9653333333333334,-1.416,-1.2713333333333334,-0.8919999999999999,-1.1493333333333335,-1.141333333333333,-1.0719999999999998,-0.9133333333333333,-1.2325986394557824
-39,-1.0006666666666666,-1.264,-1.3493333333333333,-1.1586666666666667,-1.1846666666666665,-1.102,-1.288,-1.4733333333333334,-1.1453333333333333,-1.3146666666666669,-1.356,-1.0673333333333335,-1.0899999999999999,-1.206,-1.032,-1.5773333333333333,-1.1360000000000001,-1.2433333333333332,-1.3093333333333335,-1.1,-0.9640000000000001,-1.0926666666666667,-1.3533333333333333,-1.2106666666666668,-1.3946666666666667,-1.2086666666666666,-1.3593333333333333,-1.2026666666666666,-1.2093333333333334,-1.1773333333333333,-0.9400000000000001,-1.3533333333333333,-1.3613333333333335,-1.2540000000000002,-1.3946666666666667,-1.162,-1.1700000000000002,-1.4953333333333336,-1.188,-1.188,-1.4953333333333334,-0.9653333333333334,-1.396,-1.21,-0.8919999999999999,-1.1586666666666665,-1.1320000000000001,-1.0799999999999998,-0.9133333333333333,-1.2106122448979593
-38,-1.0833333333333333,-1.26,-1.3026666666666666,-1.1013333333333333,-1.2033333333333334,-1.102,-1.288,-1.4466666666666665,-1.1266666666666665,-1.3146666666666669,-1.3093333333333335,-1.1313333333333333,-1.088666666666667,-1.2353333333333334,-0.984,-1.52,-1.116,-1.2153333333333334,-1.2613333333333332,-1.1186666666666667,-0.9933333333333334,-1.0926666666666667,-1.364,-1.1906666666666668,-1.312,-1.2659999999999998,-1.2979999999999998,-1.1186666666666667,-1.168,-1.1306666666666665,-0.892,-1.3006666666666666,-1.3833333333333333,-1.292,-1.338666666666667,-1.114,-1.1406666666666667,-1.5246666666666668,-1.2173333333333334,-1.2173333333333332,-1.5246666666666668,-0.9946666666666668,-1.3679999999999999,-1.182,-0.9493333333333334,-1.1666666666666667,-1.1093333333333333,-1.0333333333333334,-0.9133333333333333,-1.200095238095238
-37,-1.102,-1.2893333333333332,-1.314,-1.102,-1.2113333333333334,-1.102,-1.252,-1.424,-1.1466666666666667,-1.3719999999999999,-1.3293333333333335,-1.2373333333333334,-1.1179999999999999,-1.2926666666666666,-0.9839999999999999,-1.512,-1.0959999999999999,-1.182,-1.224,-1.1826666666666668,-1.0226666666666666,-1.0926666666666667,-1.4746666666666668,-1.2186666666666668,-1.2933333333333332,-1.2653333333333334,-1.2899999999999998,-1.066,-1.168,-1.1886666666666668,-0.9299999999999999,-1.2993333333333332,-1.3566666666666667,-1.3760000000000001,-1.2746666666666668,-1.144,-1.088,-1.588666666666667,-1.1893333333333334,-1.328,-1.588666666666667,-1.052,-1.398,-1.1486666666666667,-0.9866666666666667,-1.1946666666666665,-1.0799999999999998,-1.0346666666666666,-0.9133333333333334,-1.2147891156462585
