,TSS_1::NC_013691.1:27792-27992(-),TSS_2::NC_013691.1:29587-29787(-),TSS_3::NC_013691.1:36871-37071(-),TSS_4::NC_013691.1:41017-41217(-),TSS_5::NC_013691.1:53132-53332(-),TSS_6::NC_013691.1:53953-54153(-),TSS_7::NC_013691.1:55711-55911(-),TSS_8::NC_013691.1:57205-57405(-),TSS_9::NC_013691.1:62400-62600(-),TSS_10::NC_013691.1:62718-62918(-),TSS_11::NC_013691.1:64944-65144(-),TSS_12::NC_013691.1:65569-65769(-),TSS_13::NC_013691.1:68555-68755(-),mean
82,4.85,5.635,5.95,5.535,5.75,5.109999999999999,4.705,5.82,5.709999999999999,5.52,5.785,5.25,5.220000000000001,5.449230769230768
83,4.6049999999999995,5.720000000000001,5.9799999999999995,5.665,5.65,5.015,5.1049999999999995,5.82,5.81,5.45,5.6899999999999995,5.285,5.33,5.471153846153846
84,4.795,5.720000000000001,5.88,5.64,5.795,4.93,5.425,5.865,5.534999999999999,5.35,5.86,5.495,5.574999999999999,5.528076923076923
85,4.51,5.52,5.59,5.665,5.665,4.76,5.445,5.6899999999999995,5.424999999999999,5.45,5.95,5.375,5.5200000000000005,5.428076923076923
86,4.38,5.68,5.555000000000001,5.8100000000000005,6.084999999999999,5.055000000000001,5.3950000000000005,5.795,5.654999999999999,5.675,6.075,5.32,5.23,5.516153846153847
87,4.425,5.75,5.685,5.62,6.135,4.9799999999999995,5.35,5.52,5.63,5.675,6.075,5.34,5.05,5.479615384615385
88,4.43,5.725,5.4,5.675,6.055,5.209999999999999,5.325,5.765,5.924999999999999,5.62,5.904999999999999,5.265,5.069999999999999,5.489999999999998
89,4.4350000000000005,5.635,5.16,5.645,6.2,5.09,5.475,5.5200000000000005,5.779999999999999,5.619999999999999,5.88,5.49,5.2299999999999995,5.473846153846154
90,4.405,5.484999999999999,5.15,5.68,6.02,5.195,5.335,5.49,5.635,5.755,5.67,5.545,5.055000000000001,5.416923076923077
91,4.3549999999999995,5.53,5.234999999999999,6.08,6.194999999999999,5.015000000000001,5.265,5.49,5.779999999999999,5.785,5.42,5.555,4.89,5.430384615384616
92,4.51,5.305,5.21,6.1450000000000005,6.26,4.984999999999999,5.22,5.49,5.8549999999999995,5.5649999999999995,5.494999999999999,5.71,4.72,5.4207692307692295
93,4.79,5.49,5.235,6.29,6.26,4.995,5.2299999999999995,5.3149999999999995,6.025,5.345,5.609999999999999,6.045,4.77,5.4923076923076914
94,5.095000000000001,5.39,4.99,6.385,6.02,4.96,5.2299999999999995,5.359999999999999,5.9799999999999995,5.279999999999999,5.665,6.205,4.9,5.4969230769230775
95,5.27,5.435,5.1,6.13,5.6899999999999995,4.86,5.475,5.425,5.8549999999999995,5.279999999999999,5.609999999999999,6.034999999999999,4.79,5.458076923076923
96,5.445,5.385,5.375,6.2,5.59,5.17,5.665,5.720000000000001,6.084999999999999,5.279999999999999,5.61,5.88,4.904999999999999,5.562307692307693
97,5.75,5.465,5.51,6.51,5.6850000000000005,5.235,6.1450000000000005,5.67,6.1899999999999995,5.4350000000000005,5.58,6.08,4.905,5.704615384615384
98,5.385,5.23,5.01,6.029999999999999,5.205,5.2,6.1450000000000005,5.36,5.865,5.125,5.1,5.9799999999999995,4.905,5.426153846153847
99,4.9,5.0200000000000005,4.67,5.529999999999999,4.83,4.89,5.835,5.03,5.535,5.09,4.784999999999999,5.589999999999999,4.905,5.123846153846153
