,TSS_1::Pseudomonas_phage_phiKZ:1,TSS_2::Pseudomonas_phage_phiKZ:2,TSS_3::Pseudomonas_phage_phiKZ:3,TSS_4::Pseudomonas_phage_phiKZ:3,TSS_5::Pseudomonas_phage_phiKZ:4,TSS_6::Pseudomonas_phage_phiKZ:4,TSS_7::Pseudomonas_phage_phiKZ:4,TSS_8::Pseudomonas_phage_phiKZ:5,TSS_9::Pseudomonas_phage_phiKZ:5,TSS_10::Pseudomonas_phage_phiKZ:,TSS_11::Pseudomonas_phage_phiKZ:,TSS_12::Pseudomonas_phage_phiKZ:,TSS_13::Pseudomonas_phage_phiKZ:,TSS_14::Pseudomonas_phage_phiKZ:,TSS_15::Pseudomonas_phage_phiKZ:,TSS_16::Pseudomonas_phage_phiKZ:,TSS_17::Pseudomonas_phage_phiKZ:,TSS_18::Pseudomonas_phage_phiKZ:,TSS_19::Pseudomonas_phage_phiKZ:,TSS_20::Pseudomonas_phage_phiKZ:,TSS_21::Pseudomonas_phage_phiKZ:,TSS_22::Pseudomonas_phage_phiKZ:,TSS_23::Pseudomonas_phage_phiKZ:,TSS_24::Pseudomonas_phage_phiKZ:,TSS_25::Pseudomonas_phage_phiKZ:,TSS_26::Pseudomonas_phage_phiKZ:,TSS_27::Pseudomonas_phage_phiKZ:,TSS_28::Pseudomonas_phage_phiKZ:,TSS_29::Pseudomonas_phage_phiKZ:,TSS_30::Pseudomonas_phage_phiKZ:,TSS_31::Pseudomonas_phage_phiKZ:,TSS_32::Pseudomonas_phage_phiKZ:,TSS_33::Pseudomonas_phage_phiKZ:,TSS_34::Pseudomonas_phage_phiKZ:,TSS_35::Pseudomonas_phage_phiKZ:,TSS_36::Pseudomonas_phage_phiKZ:,TSS_37::Pseudomonas_phage_phiKZ:,TSS_38::Pseudomonas_phage_phiKZ:,TSS_39::Pseudomonas_phage_phiKZ:,TSS_40::Pseudomonas_phage_phiKZ:,TSS_41::Pseudomonas_phage_phiKZ:,TSS_42::Pseudomonas_phage_phiKZ:,TSS_43::Pseudomonas_phage_phiKZ:,TSS_44::Pseudomonas_phage_phiKZ:,mean
-55,0.16849481258473104,0.22574241967090053,0.19430983308022054,0.2898899587308911,0.1788159387609379,0.37761705130280143,0.18781147111636964,0.2185530268278249,0.3228518202800455,0.15574990250314516,0.260697697546115,0.1616043103784047,0.14436135927098423,0.278024422867251,0.18571969250551568,0.17127320002923357,0.3595785362036785,0.23252355558162333,0.14154388187865105,0.20964527069342073,0.16881564503209295,0.11925988192559858,0.22273053432200776,0.15066139415760643,0.08931161588106461,0.1444467862549644,0.1850912562639026,0.4342626235482352,0.2566918482203463,0.17262215337494696,0.1357949133943613,0.3153015730190546,0.1843222264573252,0.17732401196821335,0.17007028836284901,0.35718387949122354,0.2888369508210057,0.18277065263425285,0.24943730143506038,0.1880977860135427,0.09268268006240907,0.2671755818049324,0.1240500277465936,0.25062909840528425,0.21346315619112774
-54,0.1748647444909638,0.2181664020347128,0.1820466282482461,0.30241153369822943,0.1814901308883999,0.37659094589738046,0.19010667486160066,0.2235415854480211,0.32972170787875477,0.15477257817955156,0.2557721994785795,0.15376201242639748,0.14306899555868974,0.2816787231972673,0.17566907713368993,0.17328593730858155,0.35575454066986933,0.22929942738881381,0.14120114684691804,0.1999382744126364,0.16497330239010238,0.12320143206273973,0.22243575717095374,0.1483197797577809,0.08901607924307743,0.14944728634217533,0.18403154080490344,0.432869789127881,0.2765838667646815,0.17767652020570246,0.14084792024244722,0.3080240607706823,0.18364054124202805,0.17788661213040252,0.17777965844142568,0.3430856592553964,0.2946289590222505,0.1775789356251878,0.2522250415466599,0.19936712997401193,0.0884203063521162,0.26545665422271253,0.13067133578646734,0.2594847416782599,0.21388173127743973
-53,0.18120094698209355,0.2138653594154849,0.16778609346751377,0.31325107438183375,0.18268259698898345,0.3732666523045468,0.19185307844506877,0.229589629111069,0.3349065813479187,0.1522634898299652,0.25068606205866184,0.14596317485827337,0.1445796805061503,0.2886237575231456,0.1643493568666694,0.17812412911074044,0.354270170809247,0.22611654560082836,0.14314750482741037,0.19193211159318588,0.16321847676815715,0.13284751278485685,0.2227197515831028,0.14784655485260229,0.09293141332157975,0.15839069205247353,0.18287101241714068,0.42829370146812884,0.2988903611515167,0.18564575335106165,0.14473043183088155,0.2988076745839735,0.18324351140189016,0.1797881738435359,0.18800392558765397,0.33013737656473785,0.3022894477725694,0.17676542167533169,0.2551490887565092,0.20925855494613232,0.0857462069620312,0.26304466529593307,0.13879903174515693,0.27065193628348955,0.21519383347793716
-52,0.1855812879830511,0.21456322119300367,0.15418692169880616,0.3237193849405845,0.18240296758875565,0.3695362570277118,0.19254909246904856,0.23625803982245586,0.3389561204027336,0.14949518143797985,0.24666283528634617,0.13732682669639532,0.1481682049480178,0.2988373740767098,0.15203662419071298,0.18449332188947168,0.35480884332579293,0.22508827262474246,0.14688637445253264,0.1874254197397917,0.16360374838568026,0.1478514770120917,0.22350652803015553,0.14968221736305004,0.09763481295540322,0.16962675397222338,0.18197418646086655,0.418284054604863,0.3192956640798369,0.19340243356588213,0.14689718747541886,0.2896749716729861,0.18324942932043325,0.18124624774955295,0.2002411681517379,0.31807125229790134,0.3101176270674939,0.17844711711731248,0.25895920087954455,0.21672707736002658,0.08407159114353067,0.2592577750162114,0.1477473588384084,0.2834829117677315,0.2170917128200678
-51,0.18956811210611085,0.21943255032154085,0.14186379232350524,0.3332758075991889,0.18278934625092508,0.36686335154646976,0.19343032482821335,0.2435846054669745,0.3417838545107899,0.14777247937231694,0.24473818629215965,0.12560419778741352,0.15456714096927274,0.3101241030705352,0.14112931186086494,0.19329778552963658,0.35696577373241445,0.2251203633701427,0.15022226148341083,0.18277419709409795,0.16735977397154828,0.16591830782232792,0.2238159234967776,0.15312823020449007,0.10091392836480417,0.18427457223481766,0.18209652041495858,0.40488142968003055,0.3364447710721864,0.2030243778366815,0.14810134754122162,0.28233106223772325,0.1856942834880938,0.1832690970525841,0.21426255829514637,0.3067808977038521,0.3170669796489019,0.1814101316567735,0.26248154156160447,0.2212681608566564,0.08328352254341484,0.2543108463204844,0.156917031836124,0.2942285607193783,0.21950389550174015
-50,0.1933188882623302,0.2266027715324947,0.13037791377275265,0.34260188277840553,0.18292616497987427,0.36628134257269424,0.19394689499674606,0.24933432576512268,0.34348679608786525,0.14694101748549387,0.24609489047350958,0.11511997850009162,0.1633264860421018,0.31799836237739204,0.13415067798931507,0.2001898042445148,0.35824272404105256,0.22586843385059044,0.15346231774799168,0.17573335208767119,0.17337034199955972,0.1875504483915022,0.22507766121693368,0.1558634184500855,0.10241831157269485,0.1990441153614672,0.18237980702532744,0.38906651278600846,0.35172038013295015,0.21232579513270805,0.14973604759045706,0.2768615991732827,0.18753329865380894,0.1863407916292164,0.2289696347162741,0.29621791665515323,0.32302807174075254,0.18506678163864568,0.26638823883891055,0.22633094418264782,0.08270736942569415,0.24644355219403943,0.1650240020659355,0.30253256544216905,0.22200005980918716
-49,0.19700726481299136,0.23542225338924525,0.1210961637201801,0.3498284998704745,0.18381883007626348,0.36740713270110154,0.19251742944722322,0.25201489109648645,0.3432528981725023,0.1475139365687862,0.24869798302635818,0.1067971787241763,0.17341569632536494,0.3226645634241421,0.12968228061657888,0.2051506867671407,0.3578684158878644,0.2275443981921564,0.15605126158101196,0.16798296280159267,0.18231501088686305,0.21232491081479057,0.22683212603274372,0.15653516714925086,0.10218996451213039,0.21368352706395025,0.18432910440659245,0.36960925166097586,0.36599574557963466,0.21951731574125985,0.15069783272317633,0.2733638901380148,0.18997528394894134,0.1915111408733951,0.24296858088599826,0.28430895315759147,0.32573270162593043,0.18897532706488776,0.2689427516798923,0.23204167494851338,0.08360480490066703,0.236993192387077,0.17040247986719673,0.307279725712963,0.22422420888554717
-48,0.20097507455226218,0.24244866474498297,0.11290058188694455,0.3560345257904415,0.1859535623961596,0.36806435945499194,0.1918268422005776,0.2521357749436137,0.3418855202358414,0.15057139521442847,0.25303118773347844,0.10424692760416851,0.1852274547502442,0.32340722508976133,0.12823634445239077,0.2107707009157423,0.3539834974293625,0.22936094069584817,0.16032417258628245,0.15923977269779782,0.1938784158748659,0.23908581533055046,0.22853397576930692,0.15726759895418807,0.10258826085561676,0.22578835385758836,0.18963964466326905,0.3480556351302203,0.3789986353739905,0.22587863527394023,0.15182284743400018,0.27271775779583274,0.19225541508038588,0.1991190639165706,0.2551652342530633,0.2713842756560584,0.3255357261720793,0.19180033031411692,0.2732366854797933,0.2387211118992779,0.08465024779488281,0.22859169381711114,0.17389934876187657,0.30963614163468856,0.22656534946519538
-47,0.20463896198230316,0.24682097700257866,0.10467465586319598,0.36046374973026235,0.19082457717957899,0.3682036114916693,0.19033181475635827,0.2508923582422014,0.34063014779694195,0.1555999332113817,0.25893571138357035,0.10658153307065572,0.19752754967606964,0.320544271833895,0.1286911817926542,0.21428282338525456,0.3450606530689491,0.2307925386392482,0.1659767916704435,0.15155933786884104,0.20590328478005424,0.2645429947131242,0.23045096455380074,0.15979144173481033,0.10529459895285698,0.23651077486529454,0.19751385981770336,0.3243568632263144,0.39064237256988543,0.23011741179911396,0.15108542312625242,0.2741316241148859,0.19626703238431534,0.20660814155921484,0.26739854994559537,0.25975696013032035,0.3223691685447624,0.19246497315513267,0.27672078472394857,0.24427792737347304,0.08605171378151381,0.21991171636575282,0.1765211006047678,0.308313315083735,0.22863718585347
-46,0.2065128438479468,0.2493379289013887,0.09786613446783415,0.36380000960858927,0.19743774453090232,0.36812563699791345,0.18870542151402708,0.2474162647478519,0.33741788523764094,0.16344878964531653,0.26757633247349527,0.11262591739970977,0.21210425523031512,0.3142227751562888,0.12995416923959707,0.21567976948260484,0.3320100190889234,0.23069781208586568,0.1738198890432172,0.14502521603015972,0.21573140634184304,0.2875980988543869,0.23060391535353925,0.16597441140448826,0.11062934786375726,0.24752226419227794,0.2066110689311989,0.30049887153069077,0.40086619093763637,0.233474971545763,0.14743499793136694,0.2767627313470313,0.20354978640012628,0.21353961493188184,0.27729579796511244,0.24986902760806445,0.31711211111604976,0.19372276813081674,0.27955406816629536,0.24960429103616838,0.09020883524285114,0.2127883773979254,0.17758078128963178,0.3043630669552046,0.2306064003909931
-45,0.20644718084697225,0.24826644454431812,0.09327010880045614,0.366054449565653,0.2032924864394093,0.3644997074772881,0.18749576702563603,0.24188075756245286,0.3348116536904741,0.1707448682020301,0.2777168225533639,0.12107265069827529,0.22756938757856263,0.30450335762802155,0.13344283702160195,0.21337861397358604,0.31532858116624957,0.23126058616788908,0.18262979281955555,0.14082201424844712,0.22397650390879237,0.30870057796846695,0.22822034216307982,0.1717729908550808,0.11696775699737871,0.25530563126256395,0.21703737324585437,0.2777557979635019,0.41003517107170373,0.23633440749361018,0.14277399132013333,0.2785921704178848,0.21185598420429477,0.21924855191909648,0.28440606372845284,0.24128941173865442,0.3110045238767117,0.1953854504394894,0.28025514324753775,0.2553826537747006,0.095384098631257,0.20568583025517911,0.17912335807800067,0.2957543349513165,0.23197127698915876
-44,0.20352646000832925,0.2461306423901995,0.09132895298473447,0.36967170230957447,0.2083381721351322,0.35828023889744093,0.18524682763839553,0.2344693679586057,0.33205946943010733,0.1759441815749951,0.2889665525964074,0.12767803646935444,0.24227518042578441,0.29052985525453284,0.13851818999888596,0.211009819649709,0.2941532862955006,0.23338642620487599,0.19290718462061923,0.13900516029996246,0.23146730195189927,0.32767520577155634,0.22571026362231486,0.1763029238342025,0.12374174070217722,0.26151647758714064,0.22748279215461217,0.25849313770792237,0.41884487790100267,0.23964269973611652,0.13718759218794113,0.27740101701869785,0.22014415046415498,0.22426631501430516,0.28932810628178385,0.23308747304192842,0.30314443091490395,0.19575681204180267,0.27805054495144654,0.2628974732439738,0.10088587745368753,0.19876387727809028,0.18308727095896818,0.2847603223883361,0.23279691798527527
-43,0.19646469049533183,0.24413275174016008,0.09140515238155975,0.3742581586978605,0.21199493833412736,0.34913257189485314,0.18165009898098883,0.22429868754613488,0.329579212957502,0.1770361546806192,0.30177178703316654,0.1328055190180666,0.2543768735342534,0.2730191057895162,0.14259138853313025,0.20779969388005362,0.270297027702775,0.2356855359845106,0.20266658460271633,0.13676794025250424,0.23722906412823774,0.34351556033512304,0.2239001489433167,0.1812647892147872,0.132418478417994,0.2653624343209392,0.2356732500768719,0.2430946753007468,0.42687064310228306,0.24111269911659544,0.13472312203356449,0.2716594593209932,0.22849468679139484,0.22688438133310868,0.2919333739081829,0.22463816545899723,0.29486696396838846,0.19590074756808265,0.2730996228246515,0.2718407275651731,0.10824846038670896,0.19220358223628425,0.18847166153496003,0.2741499628219351,0.23284751215338986
-42,0.18611838474681228,0.24154087312584904,0.09185944779366569,0.3791902185143955,0.2136663511219134,0.33803144564793963,0.1774003189873204,0.21347045233516426,0.32762478515129023,0.17552609474489056,0.3164749773691823,0.13720663916049114,0.2664561196612375,0.25538397657450357,0.1431102251906184,0.2054165312777624,0.2459106233257268,0.24016683598211333,0.211987315604698,0.1358279471635876,0.24229815704295246,0.3552345085444671,0.22190293275198675,0.1833187104302399,0.14439410395508853,0.268454561859293,0.24274045259657379,0.23172204929508505,0.4374829936260015,0.2436985186884355,0.13337075333197806,0.2632172567132569,0.236742941994415,0.22608483008701744,0.2925817887177915,0.21704003863722737,0.2856489512418633,0.19651020221749466,0.26298628811248664,0.28031599728719747,0.11514363993538228,0.18606666660325172,0.19646730223759779,0.26430345318698156,0.23250219687666424
-41,0.17377836408675867,0.23982728738690207,0.09430530657758847,0.385109423809181,0.21257854247740937,0.32482285223262497,0.17323259405276897,0.2022084204615508,0.3255637211104852,0.17099779399222637,0.3312138602733929,0.13977118766550073,0.2764933917611813,0.23947214288426194,0.1421054324544707,0.203366881242166,0.22424748732362304,0.24578360872581095,0.21870338335498088,0.13496130882409357,0.24812508816740958,0.36656084742269146,0.2195460350952101,0.18412067990642406,0.15804231403886787,0.26864768520737714,0.2478865566592182,0.22258960175722997,0.4514077596196519,0.24521115715032676,0.1341356832575588,0.25213167119256785,0.24394405123326396,0.22331014579200398,0.29097719708727865,0.2113333768439391,0.2762649930478635,0.19650798569745587,0.24975245459133855,0.2870469014458362,0.12300995726032268,0.17954441075911118,0.20669555897874128,0.2540190573758153,0.23180350364282915
-40,0.16102088231046321,0.23960358532174747,0.09743976833655935,0.3909173371245992,0.2064939141560524,0.3108372057316568,0.17012235083809787,0.19271862922354763,0.3234630967002276,0.1661540321281487,0.343762075527674,0.13997793412150145,0.2867684663640091,0.22764293057667245,0.14131156492587588,0.20326398127727355,0.2073654254179599,0.25006960336965534,0.22454339147851038,0.13278091575786946,0.2558534509708905,0.37539698759919016,0.21681400142933746,0.18210094373428995,0.17103004992936208,0.270781962350073,0.25200175997112156,0.21529466680473774,0.4657857297847915,0.24601646834475735,0.1362791838836283,0.2398909351398709,0.2518372759751722,0.21857951704059211,0.28743777865012754,0.20727681707996354,0.26691509257616763,0.19621898879627053,0.23443173641170256,0.29144877834749394,0.12984156055443757,0.17038533901159586,0.2191241597533234,0.24574597310538956,0.230971505634827
-39,0.14882995752289443,0.24291168628538537,0.10170592828648886,0.3961773757627358,0.19533228718365675,0.29845272032371273,0.16711139512837375,0.18549531735744895,0.31898073741493604,0.16199227807523303,0.3538782343610974,0.13917756636613027,0.2945789402178812,0.21985483788495505,0.14264290408641897,0.20465632671981324,0.19536116288695698,0.2532222120273916,0.22893085821048867,0.12922971447424836,0.2689054864941323,0.3833599133050793,0.21243031227270817,0.17845512804166144,0.1821628625253832,0.2717632950645984,0.2533793350748886,0.2108886860432734,0.47733454110545204,0.24654605225956736,0.13845758626972643,0.23091662653299688,0.26149447921297403,0.21207932490499917,0.28433109531135753,0.20610263546611832,0.2585801403475177,0.19604697352385456,0.21845342239292317,0.2938698127404298,0.13562886539228494,0.16062922218318892,0.2338586625084081,0.24272014872084996,0.23038447836978682
-38,0.13825435816946846,0.2506984597284424,0.1061222997301688,0.39936321171800665,0.18438198399920067,0.28848993221754504,0.16313709283084726,0.17981441142525487,0.31402187366187845,0.15822479473800594,0.3615160119521226,0.13877939445072676,0.3023929664657802,0.21722045919152091,0.14590561571664296,0.20599545261943408,0.18929672829009392,0.25411298788141906,0.23496579212050897,0.12270020302503441,0.28589409098131735,0.3909140299010966,0.2106676314532748,0.17369928299884702,0.1900548770254599,0.2702397640501818,0.25254738773474467,0.21082763857155334,0.4840049703776468,0.24657327178286823,0.14155364887480942,0.22618543214727502,0.2738332655665502,0.20728416368879338,0.28159001659964344,0.2068642528773462,0.24897312518635717,0.1975173751873507,0.20488126898645906,0.2951804673275916,0.14010746607723662,0.15219908249253528,0.24841043280424654,0.24468082808958766,0.23045631365261077
-37,0.12994728322101734,0.26152510615994917,0.11021434658898406,0.3985302630596858,0.175980657126933,0.2799448621727794,0.1595458671230733,0.17498146993909997,0.30728367433334824,0.15249631840068292,0.36852515475887193,0.14025610967486776,0.30932561211804266,0.2171717263733371,0.15225380857258505,0.20653045176725562,0.18812824471039985,0.25122596495299204,0.24155800987574869,0.1150112992569099,0.3066446172754925,0.39264652823551194,0.21123580549388707,0.16974086160170201,0.19650141722599657,0.2669033490031748,0.2515913638047874,0.2117559645061001,0.4856899392663143,0.24658470992514717,0.14667220641025283,0.22701445627195782,0.28602876715454634,0.20189102334874626,0.278156144228949,0.20735157153312156,0.2392986575683181,0.2005878669984698,0.19111227248599033,0.297254005702611,0.1434941881224904,0.14658659470732813,0.2596912145761552,0.2490095415275822,0.2307699840263908
-36,0.12471558359951447,0.2720373517893878,0.1140573661523159,0.3947175775460107,0.17031548925798065,0.27290535534657445,0.15536691720034632,0.17097477077739906,0.2973076880392772,0.1471393698093944,0.3748568567701772,0.1432094022901439,0.317171441704185,0.21775738918994164,0.1615290281488959,0.20605313699589795,0.1913368703483135,0.2439147956195309,0.24759469606540968,0.10667258132112815,0.3289226385649747,0.3915999806901861,0.2099929195449898,0.17011456562295663,0.2020599256192212,0.26230779266927184,0.25177633322003573,0.21251528333715006,0.48336690437648605,0.24649663423572168,0.15309169720153998,0.23523522965486338,0.2978286682329546,0.19696328288719547,0.2736080565262504,0.20883222060080248,0.22941319650700356,0.20534809549686733,0.17783401322221554,0.2996111599190185,0.1484322604852928,0.14266147795346923,0.2685324033383497,0.2553537568767628,0.2313984582898956
-35,0.12277968173864076,0.2796422788766454,0.11813113153559704,0.3890182506765433,0.16602303803082505,0.2687831474100572,0.15118524757894553,0.16699679737465106,0.2870859851237089,0.13924068076847979,0.3808663148653828,0.14750471907926893,0.3241172506493205,0.2199143431787558,0.17380539404458364,0.20418760708104483,0.19959362791337187,0.23545489450587703,0.2556419217953488,0.09802755560744984,0.3515491842495828,0.38697720157707227,0.20827326701580304,0.17475834022208997,0.20720317550517747,0.2556864373929964,0.25152899825818337,0.21110912454109912,0.4780344942648343,0.24495079839868628,0.15766478052532057,0.25172632011661233,0.3110859723159134,0.19091306468178112,0.26671233956844753,0.21134511128679428,0.22067812922077099,0.2100731122488594,0.1651738528779379,0.3009550500276749,0.153876384689648,0.13892830803892228,0.2739578344118057,0.26045096013965613,0.23208209339568564
-34,0.12200580654677821,0.28406527275040483,0.12365699741042586,0.3803246828409341,0.16490676339739252,0.26402064274554105,0.1483616108069257,0.16382533243305322,0.27903639877141573,0.13132824216677857,0.384544110533317,0.15167773682694258,0.3290195281605088,0.22194242343529055,0.1896498911975137,0.20338779024994813,0.20794614698843755,0.22653114270277458,0.264622398038388,0.08987240349989775,0.3723144944459607,0.381077355367795,0.20788948866372547,0.18354548344125424,0.21292855145555728,0.2478341921275063,0.2504117289480018,0.20863563696815762,0.4707324558376387,0.23941036958404477,0.16291456919336847,0.27380443526469944,0.32470770642836755,0.1849138259522816,0.2573800153958773,0.21341020320369397,0.21155381359173506,0.20934978454780717,0.15320853549894237,0.30041744238926604,0.15703424599269405,0.13415024825266988,0.27844878680462815,0.26488768798752205,0.23253832679195147
-33,0.12267451208749056,0.286071320393707,0.130361599446815,0.37005549250529557,0.16630638786978064,0.2606603591647335,0.1475634816973873,0.1592439509716485,0.2712181607870053,0.1240091892317932,0.38599254544142647,0.15318310844349736,0.3333985904740115,0.22162476140744536,0.20586977633321632,0.20343409096658432,0.21122315671217806,0.21853889532030046,0.27339127552786013,0.08573281634174644,0.39085168063536757,0.3721746751258568,0.20958210155859924,0.19684223250607538,0.21797992095682722,0.23953515047154972,0.2487818136670848,0.20533102114314197,0.46235604886717085,0.22857514589251857,0.16755133754448726,0.29877146416000905,0.33738409211834625,0.17964457489098012,0.24563914132770165,0.21473060645991932,0.20155686600803097,0.2044094360419531,0.14173054931744217,0.2979592220927755,0.15767358428271125,0.12828543529665104,0.2818954058794208,0.26845149010497976,0.23246014698803458
-32,0.1269996732356778,0.28490824828931016,0.1367916609032581,0.35756634878952553,0.17020551589137328,0.257900634833288,0.14975446572203777,0.15267512768785577,0.2620291739697701,0.11557468889977429,0.3850633418981341,0.15331098067701993,0.3355451851759628,0.21977890726049898,0.222790815583313,0.20503298147037824,0.20947991273472835,0.210862655853547,0.28240560773077344,0.083111387661307,0.4067592935065771,0.35975408875716114,0.21164011129958027,0.21209970670740486,0.22133888078637526,0.23163966380395945,0.24512639764150226,0.20356886872004565,0.4530112016738002,0.21756822287487224,0.17190447105374895,0.3220861556913222,0.35036987222466137,0.17608119924094282,0.23270620749829582,0.21601439246519552,0.19105120194368422,0.19689838626745562,0.13097811275678123,0.2960141338078386,0.1568609525664947,0.12209722068079647,0.2841574992512543,0.270273284272391,0.23185879181271993
-31,0.13180079129684644,0.28076577524827656,0.14166334595713664,0.3428206289355094,0.17501723171902814,0.2544739538116684,0.1543064809410263,0.14554362807649945,0.251371517005588,0.10640975797126917,0.3826014956800867,0.1555749898914186,0.33523094441656687,0.2175589130353334,0.23854798492836102,0.20638701982476867,0.20283821176646155,0.20369426413381558,0.2935594976149791,0.08272627426170624,0.4188417865958948,0.34628496630810235,0.21203557412644844,0.22811525918321504,0.2257470005079258,0.22179706026817964,0.23978696334083355,0.20302717678467178,0.44331699353762727,0.20869108558295052,0.17520825979729332,0.34075735734139784,0.3626071069624691,0.17363793637794536,0.21843105464733797,0.216489390126997,0.17918968942919047,0.18637608747389806,0.12066329221865073,0.29480582986634885,0.15444845931575774,0.11976343930764088,0.28343698192591404,0.2711498373829685,0.23062502943013652
-30,0.13692466406644596,0.27501710314301625,0.1444641243776532,0.3261907494360808,0.17831985006117101,0.24882196460903513,0.16209235916368597,0.13877866504719813,0.2387809203536834,0.09920228642264757,0.377725488301142,0.1564819346472795,0.3310728901050378,0.21434393217904976,0.24921975194296192,0.2094839206608289,0.1957111013457322,0.19873787073196453,0.3051357866843181,0.08645234663315257,0.4260331848265165,0.32890167629600364,0.21191470337111973,0.2455946891640004,0.23349981363974764,0.2118272157043704,0.23194643274492904,0.2041159174264986,0.431693354780277,0.20129018894467085,0.17786774768504,0.3523030310700994,0.37437538912385815,0.17268578711375057,0.20427445916083795,0.21716273759888902,0.16605074117971413,0.17428741344730703,0.10845131721387835,0.2932311702592648,0.15293292908893788,0.12330641027170178,0.2812432384317015,0.2707861957156684,0.22883485123115604
-29,0.14273177933559494,0.2672193033362598,0.1445271825078182,0.3091394937765901,0.17915671984067588,0.23991908305576706,0.17376645972673996,0.13523686706732255,0.2262222474811494,0.09265738595363651,0.37103842155491884,0.1583084393700061,0.32342324314466997,0.21183269677353636,0.2572978362370805,0.21448347134599186,0.18816921111403814,0.19482902988836912,0.31728888411969586,0.09159807120910993,0.42759153655399834,0.31105152486946847,0.2096762233514121,0.26301124200646986,0.24354974005072405,0.20186448472409188,0.22299031546762688,0.2071097561318279,0.4184074890935773,0.1942889351773038,0.1808498700774666,0.3575337134451414,0.38156357416825437,0.17404606810828774,0.19338817952618065,0.22094524645476166,0.1544729171121842,0.1621104283001441,0.09866878638609791,0.28897408537012853,0.1533380384839123,0.13102603268239396,0.2785725885936984,0.26977617623830025,0.22690119952755514
-28,0.14668028563645913,0.2596779749649135,0.1421366967855976,0.29412061281244106,0.17623256450180225,0.22839853812802327,0.1871460896783739,0.13582882919045974,0.21244445522520072,0.08779980805247208,0.362287336296803,0.16158119143338792,0.31466964628219646,0.2099232533102789,0.2624734564660965,0.22044639757458087,0.18061346723307506,0.1923027327731201,0.326832580739399,0.09750327438064725,0.42428005675224467,0.2940888407106026,0.20584139542662988,0.27843728151797886,0.25452223559951037,0.19379101634982676,0.21111993886374805,0.20957191246545687,0.40266241357462224,0.18808693044743757,0.1829457626549628,0.3549878547274277,0.3844397050909477,0.17275075916357738,0.1869722891565338,0.22652863467451448,0.14550317411310612,0.15324631022426832,0.09002785964713562,0.2835788739269733,0.15585280661223866,0.14035841864520818,0.274599113182398,0.26771470322188107,0.22456835177760362
-27,0.1480316806012491,0.2543233808468842,0.13955754317596775,0.2819589372207525,0.17004391539924296,0.21541478066302652,0.2023353487390919,0.13900964374361297,0.2004395592489408,0.083670480091202,0.3506801626348765,0.16734142721415232,0.30556379979720166,0.208080455265328,0.2653796557057724,0.22973091400882523,0.17491982329094355,0.19168900504667769,0.33296667387582723,0.10192087066486451,0.41608326174235855,0.2775046745584655,0.20156173493784948,0.2892029010036649,0.26478581812697144,0.18693914253152216,0.19699504628090656,0.21201922094631498,0.3859660572748179,0.1858440013911847,0.18337229876847957,0.3454129038774543,0.383229519949635,0.1709447327882761,0.1830153481316644,0.23367006963064935,0.13813758533951442,0.14831393925974676,0.0850253087377504,0.27822530814567814,0.15915556192098,0.1514303188989763,0.26889026793692866,0.26589020364649757,0.2221516655241074
-26,0.14927966113663743,0.25055067325385977,0.13591217766827057,0.2714012629778536,0.16838299912721755,0.20386995735244967,0.21801822597407364,0.14436865413165215,0.1909495274812087,0.08027237509339867,0.3349422935558022,0.17622994044761203,0.29276732281821716,0.2064845734011608,0.26672891624704365,0.2424586887276113,0.16869568705761684,0.19405574401374884,0.33663811053301296,0.10611151044492742,0.405993764924781,0.2613991747916974,0.1976622887007486,0.2947608772369498,0.2731482750482582,0.18174255440885423,0.18179930867339408,0.21373419452328565,0.3668335131669658,0.18476532776462867,0.18156055110356256,0.32919031204639926,0.3768567317616385,0.1693318736855851,0.18208033703266585,0.24202554909124746,0.1321263926417346,0.14470020365553934,0.08227024360962687,0.2735137033948253,0.1620580168379799,0.16347234526811263,0.2617876009935718,0.2609859537790975,0.21958903171783015
-25,0.15017503015353403,0.24965709685791793,0.1315624088036641,0.26318394709793747,0.1707838826031986,0.1933078174292905,0.23571860150742516,0.1515157819672785,0.1833521677940496,0.07926008769208168,0.31629369113475625,0.18647854570191344,0.28048403395082566,0.20633501919928351,0.26723712724077975,0.2595610934206816,0.16399776991604945,0.19470757857776544,0.3375348347785397,0.10843100201909986,0.3942171895829848,0.24682298424824153,0.1929757379519688,0.2962755509138487,0.2787501850521398,0.1769481389598077,0.16497602761614294,0.2151108973256278,0.3464986602530906,0.18284585125454547,0.18017426647034313,0.31454287663971325,0.3662611578504952,0.1695866756530752,0.18268869722978626,0.2519300038484335,0.12756784457159145,0.1409605874839257,0.08535839160511827,0.26760357144628444,0.16516002982980976,0.17635955688183375,0.25339581690034174,0.25674970888757576,0.2173485892341545
