,TTS_POS_1::NC_013691.1:415-515(+),TTS_POS_2::NC_013691.1:1484-1584(+),TTS_POS_3::NC_013691.1:2651-2751(+),TTS_POS_4::NC_013691.1:4049-4149(+),TTS_POS_5::NC_013691.1:4353-4453(+),TTS_POS_6::NC_013691.1:5568-5668(+),TTS_POS_7::NC_013691.1:6895-6995(+),TTS_POS_8::NC_013691.1:8773-8873(+),TTS_POS_9::NC_013691.1:9914-10014(+),TTS_POS_10::NC_013691.1:10461-10561(+),TTS_POS_11::NC_013691.1:11433-11533(+),TTS_POS_12::NC_013691.1:12691-12791(+),TTS_POS_13::NC_013691.1:17317-17417(+),TTS_POS_14::NC_013691.1:20134-20234(+),TTS_POS_15::NC_013691.1:21004-21104(+),TTS_POS_16::NC_013691.1:21152-21252(+),TTS_POS_17::NC_013691.1:22038-22138(+),TTS_POS_18::NC_013691.1:26268-26368(+),TTS_POS_19::NC_013691.1:26946-27046(+),TTS_POS_20::NC_013691.1:27806-27906(+),TTS_POS_21::NC_013691.1:28895-28995(+),TTS_POS_22::NC_013691.1:35254-35354(+),TTS_POS_23::NC_013691.1:39324-39424(+),TTS_POS_24::NC_013691.1:40088-40188(+),TTS_POS_25::NC_013691.1:40975-41075(+),TTS_POS_26::NC_013691.1:42179-42279(+),TTS_POS_27::NC_013691.1:42691-42791(+),TTS_POS_28::NC_013691.1:42861-42961(+),TTS_POS_29::NC_013691.1:42960-43060(+),TTS_POS_30::NC_013691.1:43576-43676(+),TTS_POS_31::NC_013691.1:43754-43854(+),TTS_POS_32::NC_013691.1:44836-44936(+),TTS_POS_33::NC_013691.1:47860-47960(+),TTS_POS_34::NC_013691.1:59924-60024(+),TTS_POS_35::NC_013691.1:65396-65496(+),TTS_NEG_1::NC_013691.1:3299-3399(-),TTS_NEG_2::NC_013691.1:11384-11484(-),TTS_NEG_3::NC_013691.1:12555-12655(-),TTS_NEG_4::NC_013691.1:12619-12719(-),TTS_NEG_5::NC_013691.1:27766-27866(-),TTS_NEG_6::NC_013691.1:28175-28275(-),TTS_NEG_7::NC_013691.1:33525-33625(-),TTS_NEG_8::NC_013691.1:36571-36671(-),TTS_NEG_9::NC_013691.1:38624-38724(-),TTS_NEG_10::NC_013691.1:40906-41006(-),TTS_NEG_11::NC_013691.1:53890-53990(-),TTS_NEG_12::NC_013691.1:55368-55468(-),TTS_NEG_13::NC_013691.1:55451-55551(-),TTS_NEG_14::NC_013691.1:59058-59158(-),TTS_NEG_15::NC_013691.1:59893-59993(-),TTS_NEG_16::NC_013691.1:61283-61383(-),TTS_NEG_17::NC_013691.1:62256-62356(-),TTS_NEG_18::NC_013691.1:65400-65500(-)
-18,0.04801197016379891,0.055057468707767995,0.1282230995163642,0.06925868621069944,0.3560549651113005,0.20337198945562412,0.08244654118417091,0.054117139354832935,0.05126862689821502,0.16638522168195702,0.06065329270296932,0.10780273730498091,0.0830138221679584,0.10974848356312181,0.04779780431070925,0.08130636833248765,0.2507386423965108,0.10973748463506305,0.07057243653991176,0.07200290738255692,0.11734697106412381,0.0942439144418364,0.22985649709152334,0.21143923088671648,0.15504958462969737,0.1706729299778806,0.11676004981853275,0.1922838485846173,0.05431489362732861,0.16750825784125917,0.1555622408287119,0.11673614268590926,0.14792249558222823,0.20450672523303526,0.050272077935640244,0.020900359257733866,0.06216208218111082,0.06583181953401077,0.12929302808892434,0.08282644795596575,0.22812982083455582,0.05907809154438519,0.10447232298160296,0.13482088800517222,0.10922959099613912,0.09711670631203276,0.11006457515523649,0.08424937831424044,0.03657154042403861,0.0980181542128565,0.1916801924079785,0.07872755590374457,0.05347566810486826
-17,0.05218607637579333,0.04753517063195337,0.13465358097475102,0.07111709983623485,0.34295530846270683,0.2122284719922649,0.08075602821784306,0.052199738238671925,0.05974438389396639,0.1711070348909856,0.0672305366846473,0.09801526213556595,0.06933823979798075,0.11272387967018638,0.04579433948536378,0.08249961772187751,0.23504956787771764,0.10256565342844084,0.0729406007307864,0.07854149461170996,0.10928192678785001,0.07910371578374835,0.2413176009211407,0.20650463860863608,0.13661211242636453,0.18180722966299084,0.1305270264615238,0.2060171419824775,0.050188958995926035,0.1581506373574689,0.16558603344883152,0.11207424862695803,0.13865952687721367,0.19331089143311336,0.05431120006258725,0.02093481364105896,0.07045067534846508,0.05782987660895693,0.12078983270307937,0.076953744409179,0.23835561104417038,0.05373915225432337,0.10276488267576105,0.14093914534019003,0.10295369046957636,0.09690310391814264,0.10581986715012752,0.08732089000410093,0.038965496873267745,0.1032471658523491,0.19907483397925246,0.07944048342417939,0.054856184521514736
-16,0.057252469009540216,0.04198355189788613,0.1401604264300232,0.0760825755304857,0.32886630879511874,0.22162819228732467,0.0816275970867382,0.052819387397002406,0.07018126997883543,0.17777458248762318,0.07406540822092582,0.09198521564420645,0.05727891645894616,0.11688538178730326,0.043135413463039465,0.08047907372902706,0.2145124798033545,0.09733253753569227,0.07461905942766398,0.08572437741385312,0.09975780856376337,0.06583289523091404,0.24775646410463376,0.19876034969008405,0.117987822435344,0.1904157258927192,0.1458160731721199,0.22118175609743687,0.04775544619275102,0.15011376869686713,0.1725717537663538,0.10630892710795628,0.1301425998200734,0.18215839879602883,0.060780648916146277,0.023781005584954176,0.07919568895630699,0.05302678892027997,0.1077690863967365,0.07171932331917681,0.25257484569375627,0.050134130829704956,0.09917298620858717,0.1454118047895982,0.09453890459488513,0.09298275278787302,0.10338944646667303,0.08881917269501584,0.04294535550100952,0.11131070152866107,0.20137566145981567,0.07810068910138535,0.05593651633577712
-15,0.06349904744250343,0.03877475306421707,0.1442185296337522,0.08370067141051696,0.3180349352152506,0.230210271381417,0.08489600330304409,0.05685755018081472,0.08199733618241252,0.18589928196730426,0.08098539986162759,0.09008245845982416,0.04676788322738985,0.12230455055503739,0.04054818406393847,0.07594016754311902,0.19121125469960992,0.09335318537848988,0.07509159789201224,0.09351993339710002,0.09071386433704692,0.05512512378930836,0.24989404741422366,0.18793972911782872,0.10025002013854367,0.19524093820544702,0.15818093888453952,0.23342770748896627,0.047010318407530546,0.14302886418728825,0.1761080262045805,0.10331704638698591,0.1223523743907852,0.17090811518231336,0.06993439900341089,0.029499560675456393,0.0881377566213939,0.051290567125444185,0.09325375960051956,0.0680316979194234,0.2703038958008773,0.04759847902917093,0.09627505378423307,0.1478833459908676,0.08450100929209593,0.08713110058161196,0.10327204192065746,0.08843692185038918,0.048068042158109524,0.12163596420367888,0.20019208944890288,0.0745962289685725,0.055771756559654315
-14,0.07151015397570534,0.03788661154436181,0.14487396493252852,0.09278198317452642,0.31095889730742354,0.23777765308649218,0.08953848774354543,0.06318287771140452,0.09424533972540508,0.19463323600771895,0.08725623520026315,0.09159169274705922,0.038629525100225486,0.12832383870124792,0.03956306625542962,0.0688398846982349,0.164721944288236,0.0916770880948185,0.07393870698741119,0.10202482125212413,0.08207954660148646,0.047796098067638564,0.24851124626201515,0.1743360655216318,0.08408506295026957,0.1963400641479756,0.1659883307848395,0.24201302642134986,0.0479497907996259,0.13876382382220143,0.17615672712908592,0.10211138008285334,0.11521962622827506,0.16009490379714794,0.0809892462563312,0.036863068232279,0.09659393441524393,0.05211746600502577,0.08032675039255618,0.06654125109570465,0.2907948100084162,0.04538040161012863,0.09525667418861018,0.14770533031656072,0.0746665530500055,0.08091143982849712,0.10572816964830037,0.08736254324449891,0.05351787870431394,0.1314327341782697,0.1961338040355031,0.07007590947031511,0.05474472761235011
-13,0.07986162566309822,0.039101073155708606,0.14252215757824654,0.10280610674182436,0.30721120025733484,0.24567622955275242,0.0961220957964288,0.0692462790957203,0.10378385308985671,0.20119244554108864,0.09308714718016572,0.09661059700309467,0.032963720132504065,0.13471060263078666,0.039151560261941026,0.05932133759992392,0.13787124795446798,0.09263930166001585,0.07337728252776105,0.11166863514285359,0.07400561663714873,0.043110548242730716,0.2447419526495831,0.15920231893558046,0.07047922495245534,0.19397359437330491,0.17009634706938032,0.24647884498530712,0.04997671248815199,0.13886596639250876,0.17222531453246592,0.10229086191964273,0.10835126931781183,0.14968125046057462,0.0926587724246132,0.04463308458702097,0.10428738425870296,0.05515092614956878,0.07082017304059467,0.0687145497477066,0.3108770659828698,0.04266608994272804,0.09612254732911152,0.1452040541103075,0.06652854805577262,0.07541687159908149,0.11237885445017808,0.08602708303048641,0.05955420293489372,0.14052339451624582,0.18990074737663185,0.06581533682463987,0.05624738378988805
-12,0.08841152587085575,0.0423347178686314,0.13767843074367306,0.11381515389686896,0.30633352097919875,0.252909012331863,0.10398742928995093,0.07373711286441756,0.11073659578201774,0.2030817169868139,0.09892283535707723,0.10476429898011727,0.03021506174658233,0.14158825393358537,0.03847662084173648,0.05013508023568729,0.11330828323914255,0.09653109073050639,0.074305942221512,0.1234248320374948,0.0669467196541855,0.03843830468245442,0.239631136277642,0.14577893684243243,0.05883184117021539,0.19007795929002458,0.17176910462427036,0.24765039051175494,0.05292221007028952,0.14499369355259123,0.1663307758251289,0.10326599794038724,0.101653348545758,0.14052339451624477,0.10429094594466207,0.05439702465765661,0.11015223519336223,0.05950661253148204,0.06552470145500541,0.07343134718593838,0.3275618576179083,0.03983195449244322,0.09766691129744944,0.13950538583524447,0.059792304173667765,0.07027400446123569,0.12291803671501486,0.0851333374350195,0.06545161200969016,0.14968125046057526,0.181216969374495,0.060309873355319246,0.06138426442948784
-11,0.09709978952258161,0.04598286067420443,0.13041008738919552,0.126812087224843,0.30768539996087957,0.2574670058119364,0.10992191636018289,0.07729514598487262,0.11492640743130925,0.1991684071195974,0.10405306285269604,0.11621655357836636,0.029680120668747763,0.14693472459661366,0.03762308119134218,0.042048437568103364,0.09258992608071222,0.10097440006516918,0.07745974007953704,0.13655562863768556,0.06032566790474571,0.033705884473631584,0.23512408199269125,0.13571673534122208,0.049139753428073744,0.18201753652470226,0.17291053911731094,0.24859473379819813,0.055579800447495734,0.1557830392726315,0.15807669071949476,0.10543514831268397,0.09447027439989189,0.1314327341782696,0.11313062942001954,0.06618475940981185,0.11353685549990825,0.06452750615333913,0.06479192212771853,0.07745203054863724,0.3400540323786056,0.0377897455726588,0.09856452323055824,0.13142396076880802,0.053987403649748356,0.06564530382732793,0.132679967307299,0.08432583921511941,0.06986311633758151,0.1600949037971485,0.1707638617512705,0.05366434581287597,0.06993832285112919
-10,0.10493586703120956,0.05042010571281452,0.1206493353141856,0.14144473131381505,0.3102855752663447,0.2609908222861558,0.11090688600837532,0.08025623462557042,0.11723952194742418,0.1919086048147755,0.10845524519223812,0.12965432497631038,0.03223158336202221,0.1503018612237101,0.03760296490895155,0.03515189761842181,0.0764562629986717,0.10470090415850815,0.08372488986085307,0.14526889178909969,0.053889827727885,0.031607162585361954,0.2332016793518806,0.12959629089941951,0.04374311821206415,0.1705158409652859,0.1732059749729407,0.24830670676572408,0.05836305631049016,0.16960584865526096,0.14682072726156775,0.10779155930831082,0.08682051853730993,0.12163596420367986,0.12067781231405987,0.07996815382490785,0.11707395292823412,0.0706971529002545,0.06895161520040616,0.08215012347348169,0.3494632523817272,0.036572164452586,0.09942362939654789,0.121429802846161,0.04951416637091728,0.06203477091969552,0.13849638364278175,0.0847818143801087,0.07360205886438431,0.17090811518231427,0.16126731037719996,0.04896125157274171,0.08215453564314393
-9,0.11099628174242371,0.05537208042987392,0.10956918609965072,0.15566896520682838,0.31416919744221516,0.2643389473956269,0.10832401332335713,0.08223427765826602,0.11871548893823944,0.182838301630389,0.1106732126943097,0.1443160573590806,0.03737994941675343,0.15082646008801898,0.03898928907061139,0.029849367755207072,0.06556237127735862,0.10646811935920619,0.09449120714098169,0.14856772748546737,0.04725833380886282,0.03322794847751333,0.2341661390138074,0.12714723974718092,0.04547115807747322,0.15670955627867839,0.17244214429993532,0.24677066428157657,0.061318412257476564,0.17874189729945983,0.13204376616226232,0.11027846923091056,0.08061785258671708,0.11131070152866218,0.12419828254365113,0.09574468243978113,0.1224189572361315,0.07829432181444676,0.077744548598116,0.08996112590984304,0.3511779988216742,0.035921538319457144,0.09981998564118258,0.11082593446576552,0.04638940957690012,0.059072189423232044,0.1405770524940463,0.08454054237229117,0.07674551084039259,0.1821583987960301,0.15566304275137458,0.048154387817156516,0.09673513989625261
-8,0.1149729724656909,0.05983027555806335,0.09988802549253432,0.1681684626364847,0.319943605538089,0.26747551592919233,0.10088930290898177,0.08538198057993143,0.11822275738784256,0.17180166010164816,0.11105505411471592,0.15858676946776648,0.04383105065611626,0.14911699776010034,0.04320362773444262,0.0257315741495402,0.060955249435372005,0.10984918330557907,0.1087332431597551,0.1464874049523653,0.04035697456344415,0.03932317260881227,0.2351904042335776,0.12893091046732696,0.05451610246498945,0.14281646127904668,0.17322927167420848,0.24576285160272202,0.06286079817345261,0.18106935573444222,0.11542415284987492,0.11274742599152862,0.07640023843567349,0.10324716585235114,0.12638789862844685,0.11373460569190412,0.12730121492612984,0.08708775405864008,0.09102277974327067,0.10191702975086137,0.34402598397015444,0.03607022682354135,0.09914342442626636,0.10022447907350245,0.04368958681150674,0.055345478837480644,0.1416922321861932,0.08375948892807887,0.07969164636511639,0.19331089143311536,0.15432941548682538,0.050808923284436,0.11218997428423345
-7,0.1174754044512033,0.06378710874247347,0.09242932787276219,0.17924684453018705,0.32874406370919435,0.2699911098044378,0.09203480464876149,0.09030886375930106,0.11602138699692685,0.15904406040958932,0.10918726929258145,0.17184250055125228,0.051492251195833914,0.14616421075403285,0.05034696352662806,0.022523736618853592,0.06271554456600935,0.11417125834440231,0.12572596689984833,0.13927902659514052,0.03367277458763498,0.049665908691910156,0.2351873876989951,0.13494179964845127,0.06741332134664668,0.1309697089999491,0.17734657954982347,0.2437240621810514,0.06402846239091811,0.1786623505427894,0.09932278624292655,0.11602705675434788,0.07397717068434398,0.09801815421285916,0.1295566955964397,0.1294295512765075,0.1314707941156967,0.09359352584006433,0.10797880633908212,0.11805019913917732,0.3300201910008867,0.03823198570499483,0.09729668054544945,0.08960948023948191,0.041549675384907454,0.05019934971425762,0.14199017415348247,0.08385124492888385,0.08305097833653756,0.20450672523303734,0.15699197283810057,0.056362541037652834,0.12712996582071007
-6,0.11808747360934627,0.06707843432059221,0.08689590981813022,0.1886257840425409,0.3375152515644412,0.27163484214206524,0.08520591191371188,0.09656646648664535,0.1118808289438524,0.1442739044295284,0.10565369459270135,0.18304561270834688,0.060241380083617804,0.14243319317656705,0.06132648388707925,0.021575816618220868,0.07009788254883782,0.11906136606418201,0.1458024487085602,0.1294317442920578,0.028932976716106097,0.06262056517093664,0.23427808793279495,0.14394132535026186,0.08153107824427641,0.12136934931057415,0.18537105513321123,0.2401854331365124,0.06527195166997424,0.17540558723122474,0.08593723714305888,0.12012909180824996,0.07345228798067698,0.09611448238714385,0.13507782952486985,0.14015271946172358,0.1358646159086356,0.09519241682116233,0.1270452951751268,0.13717161411209797,0.30715415397424206,0.04187400909423319,0.09468861515603604,0.08062322255396188,0.04039811454670624,0.04645259230426667,0.140733686443037,0.08442393325327897,0.08713910558804068,0.2161866772149375,0.16415780607285613,0.06363511813512837,0.1415382771223272
-5,0.116668346134524,0.06927600221334378,0.08373585992811723,0.1963793100732707,0.34449281447239916,0.2736592129238192,0.08168630992853873,0.10412118971902255,0.10776304608283908,0.12821308229091813,0.10073919335647911,0.19235095562879168,0.07053643446333638,0.13699989397853002,0.07423547297489856,0.0217404574406713,0.08202643211745106,0.12515030330301696,0.16845716342385253,0.11733053091587542,0.026407110369222657,0.07638322983154974,0.23276434194945556,0.15548736594162713,0.09617094737566761,0.11465734631799569,0.19774813779328082,0.237521974420951,0.06726000305935957,0.17173931267693954,0.07558127139872982,0.12211965871331631,0.07483853724707686,0.09762632963144348,0.143573870651978,0.14524439195237598,0.14062836062686845,0.09271288974403621,0.14722265192858272,0.15943435709028617,0.2755506318846629,0.04691749498097454,0.08945383109957498,0.07295664397277189,0.04174519183707264,0.04563207051784232,0.13795281387995323,0.08547605221037304,0.09063266703733308,0.22895158412868338,0.1724110212458701,0.07272294128693581,0.15503358532142958
-4,0.1145181166576793,0.07110906279451498,0.08448125471670234,0.20179913578815886,0.3485665416008969,0.2763056182984204,0.08262963424365721,0.11246671831986554,0.10419549298171202,0.11229697525275702,0.09521156231141488,0.19709393312394424,0.08271229785906073,0.12994254979352932,0.08626221259344496,0.02356724412256777,0.0983476742162676,0.1313936650532349,0.19242856653188822,0.10277754994130013,0.026472016182869575,0.08965268151203899,0.23111093774426492,0.1689259662027181,0.11111793608025308,0.11094475970624358,0.2126928908239627,0.23484181077798336,0.0694769675112361,0.16713541299195403,0.06868785081157187,0.1231463855321159,0.07817874296229999,0.10129913270504862,0.15436404406759444,0.14492827864930433,0.14576195865506614,0.08863924365716017,0.16746097403399993,0.183772234833068,0.24026579465802458,0.05241001425234267,0.08257929851436568,0.06686702636889451,0.04465340745475633,0.04703721824806345,0.13582935596517515,0.0870278779058459,0.09326963308031319,0.24381772144827374,0.1814432114594007,0.08349320945825038,0.16452645279176267
-3,0.1139145298473075,0.07266436577001656,0.09008949240726374,0.20495945965152976,0.3507671565434858,0.27920023651770276,0.08909184756150114,0.12290589157985729,0.10145408864673067,0.09951704660740884,0.08992304960320832,0.19559872846486973,0.09622971783827754,0.12154381267565895,0.09786689897463041,0.02797604208735175,0.11640693183547857,0.13780792381792326,0.21397003551308189,0.08764447931677491,0.02871359840950772,0.10262664840720334,0.22752213315499992,0.1832036004031387,0.12643140784386603,0.10919068409034567,0.22643006630449514,0.2321205595831552,0.07302455729566985,0.16269950102989064,0.06597467945019901,0.12314941093418093,0.08452072910839778,0.10438825683999164,0.16458493014342382,0.1401988276003472,0.15082480218673733,0.0845872679417327,0.18635953867315044,0.209037682215516,0.20929600086373518,0.05774974762269314,0.07527290650887092,0.06422855150359001,0.04878980666307571,0.04956285230437482,0.13342121869746534,0.08934252088014785,0.09534868530981534,0.25858274731240133,0.19125788656277165,0.0957827787544289,0.16499035232309128
-2,0.11556626027660588,0.07346124665763833,0.10000442428767471,0.20585192870208208,0.3513326368574123,0.28077563102598757,0.1010125740941548,0.13695160957183986,0.09885303424982407,0.09138164242079444,0.08477193622410915,0.18789610302476914,0.11016965191289682,0.11129184248478156,0.1097663300951057,0.0351732448481656,0.13341502207803263,0.14242633758495596,0.23044520840722268,0.0740027028327562,0.029865766574473134,0.11571644275770057,0.22281882601363087,0.19628569725974648,0.14265527960512359,0.10824515736368856,0.23573776124962448,0.22735542050426466,0.07909552430679521,0.15735895081813903,0.06720273526404157,0.1227918528374174,0.09357687756508434,0.10613003125365958,0.17331843428674754,0.13240358420384285,0.1537366333057406,0.08123129448655528,0.2032004969930085,0.23327037503635015,0.18430616485835982,0.06284615283201138,0.06983307508843703,0.0660918305844143,0.05332921541111383,0.05345756125024799,0.1306647889011497,0.09020614726311196,0.09744336384815512,0.2696945485596823,0.20314469803027674,0.10999005280284832,0.15561550100277935
-1,0.11987723019432177,0.07349557694939104,0.11422762792206831,0.2049539813353758,0.35149531047626414,0.28355578777796236,0.11645133844702862,0.1549033221883455,0.09683781827301752,0.08578458762752644,0.08011633101568591,0.1754853549779481,0.12379083537881859,0.10181809396108395,0.12125326460861237,0.04559562858906259,0.15025665404617544,0.14517989753583752,0.2398867230967486,0.06200498841574217,0.029816981781921874,0.12675796686385737,0.21717621448677024,0.2088102780266216,0.15941687007936015,0.1091326502970078,0.2398118192422627,0.22001149590396302,0.08841749212042697,0.15415850436876383,0.07061162793133036,0.12174539417848865,0.10551824565443765,0.10779613772306748,0.1815454524769357,0.12399176597991776,0.15325263031089523,0.07940438377769857,0.2182830453948536,0.25360718359777756,0.16492636415957623,0.06792449468277885,0.06627500603007244,0.07131450969680589,0.05808589002117304,0.05783877872761761,0.12858428394085408,0.08938940852317881,0.10084940381330065,0.27506475052769463,0.2172351590165392,0.12429712316779781,0.14846436512366235
0,0.12532728135456156,0.07238986426106728,0.1325115617390144,0.20118979555772692,0.35233751473431496,0.28602863328221706,0.1346200865859787,0.17679532658115563,0.0945317970040046,0.08205781633900978,0.0756300173152776,0.16115555005329266,0.13629527260148824,0.09420174963028531,0.13121573343268,0.05918162856630691,0.16813708060969446,0.14743951231448535,0.24181513318628672,0.05310028496503977,0.030088913202454402,0.13191166151124098,0.2097709223348712,0.2208427083301999,0.1741071795889083,0.11166500243436994,0.23886066632426567,0.21063322852693137,0.10119466565559103,0.15287552687549502,0.0755181406761393,0.1203540018188729,0.1181397430120285,0.10955117269923291,0.1884939703509065,0.11677954471232628,0.14699672005316924,0.07959396223229757,0.22915028986158736,0.2681319952746634,0.15115288906165758,0.0731846464669016,0.06456328229620793,0.07919266291850854,0.06297298970322246,0.06237024565546897,0.12478410987851193,0.08819466952275333,0.1038981044311583,0.27448743649269525,0.2310314640110233,0.13548152329729043,0.14531235427148537
1,0.1302967868830515,0.07002997831179897,0.15303541105247015,0.19689762193713506,0.351369930426609,0.28614392476126926,0.15426953074222524,0.20183244658857294,0.09042799138888405,0.07953522214505769,0.07434944383998608,0.14596634686623824,0.14496808055509375,0.0882881990198176,0.14008015062499282,0.07469774849172033,0.18538063344253417,0.15031270119640328,0.2366238380440972,0.04716588656711422,0.03270551409977364,0.1309662284831276,0.20106804036043452,0.23257466990961526,0.18381871008683387,0.11487827602409664,0.23284120500546296,0.1996143068544804,0.11659643248605464,0.1547032307040475,0.08154952241077465,0.1192144119083313,0.12983700097438325,0.11182093413984631,0.19228805524009027,0.11145489149775027,0.13396985985847437,0.08240138909548703,0.23446099170681825,0.2759975313179165,0.1437123549478801,0.0787187556670639,0.06448980036228011,0.08984286270614175,0.06871397174950361,0.06698648640184032,0.11918088039577832,0.08949819940694169,0.10679868857206402,0.26782277512582864,0.24399612364600048,0.1428596896550176,0.14502517055587522
2,0.1360157125445002,0.06672830746002198,0.172217443804683,0.1933379079141287,0.3464009497243045,0.28387863308073774,0.17561518576404658,0.2263206835866573,0.08678706440121067,0.07889326948118627,0.07442685525204275,0.13134781211280772,0.1516405119552318,0.08278828846954098,0.14694824811755428,0.09032606779821252,0.1989532391264807,0.15299728497674656,0.22622285371389314,0.04413184553796648,0.03630134711437897,0.12456039814788875,0.1934685795932537,0.24332103530084007,0.18648167167404267,0.11712945178195037,0.22182746207633705,0.18563175272296994,0.1335324652592192,0.15955543226713456,0.0876650291588554,0.11830756551191471,0.1387345152159425,0.11388273124718826,0.1877968970399042,0.10755282001963526,0.11935489046379692,0.08804461716052968,0.23372582552671045,0.2760464539608885,0.14131219011534357,0.08441188879531539,0.06612157061875457,0.10101208843696377,0.0758813117600492,0.07222278609853268,0.11252168970001031,0.09257798694853756,0.10976481772439806,0.25639943446473884,0.2553473539397606,0.1466818885596588,0.14577139184474236
3,0.1436192611599108,0.0623945498193874,0.18811355145422587,0.189640780476306,0.3371056697068582,0.27916289178825127,0.19689839034826828,0.24796010012328007,0.08468671809958499,0.0802321347416176,0.07627804819052178,0.11782406014018454,0.15635754299950633,0.07773328936149784,0.15080373611642608,0.10699312111022766,0.20761918430650583,0.15671024399592887,0.21194378190461757,0.044310095176910196,0.04240558493339236,0.11559423664554982,0.1863434092706656,0.25110421904648395,0.1833951126309483,0.11767471610599609,0.20532208478767097,0.17162546379374524,0.15052575821140926,0.16589251044290942,0.09155519377802487,0.1172687847536132,0.1450251274403092,0.11593121182845692,0.17507040943491262,0.10589805181214898,0.10492402787812823,0.09840660586309176,0.22807115291238306,0.268039232890782,0.1422108743463057,0.08819333511591573,0.06823785671870954,0.11234760777354189,0.08415716292789069,0.07732401777734992,0.10600147068172575,0.0966061959449383,0.11248040681143716,0.2414918481870342,0.26548750000583926,0.14793355169336703,0.1476757773567946
4,0.15343654274985039,0.05722873280375225,0.19964623038695692,0.1854387896649942,0.3255000775877644,0.2717814988580477,0.21440294520528108,0.2662204289147173,0.08521235753856744,0.08412321966690628,0.07971776872102175,0.10735721223597301,0.16060554099919297,0.07316955575557078,0.149128970255755,0.12230365345699915,0.21141253835467771,0.1618709752779632,0.19433288275986144,0.04759448796600052,0.05058751633182316,0.10763770811949876,0.17812319551111713,0.2564527785819765,0.1773846765172999,0.11780123054911736,0.18349478399526858,0.15812010276400706,0.16791239855046047,0.17116623442594564,0.09086140415402919,0.11531375208213579,0.14839449778355693,0.11656764895675586,0.16551093424196414,0.10629281248570406,0.09125156699539617,0.1141028647447985,0.22080383535804166,0.25371661446130395,0.14878850175451783,0.08924968666063487,0.06990668173770012,0.12309475900011616,0.09317032361672511,0.07943063070134067,0.10026889265278234,0.10118506997858541,0.11483036877724069,0.22527167156059097,0.27355641080932314,0.14872834396258314,0.15106057590074282
5,0.1646136718879658,0.05214421288670236,0.20657157442644794,0.17991500075292977,0.31267162967956175,0.2612641450253325,0.22548385260599274,0.2813388809050895,0.08816371792373034,0.09009255543142942,0.08419329776559147,0.0994651554729397,0.1639188521495479,0.06917343930762918,0.14376820068622215,0.1366901230113612,0.2108130177309558,0.16884397838941365,0.1740944130215581,0.05384567097933781,0.05989035880340371,0.10155700135631637,0.1679832035874905,0.26088512112798334,0.1678545814020675,0.11788857109113442,0.15610862245911186,0.1446818359438879,0.18454512389852062,0.17541907310437796,0.08676558826155492,0.11379036713672577,0.14887397721906656,0.1164828992500564,0.15819228928474577,0.10901789819688452,0.07891352941428317,0.13261289400221027,0.2109663458026152,0.23488175677239784,0.161760070946194,0.08860816694611195,0.07156071269518348,0.13370577687314422,0.1008503411908743,0.07539234975216699,0.09657334643792867,0.10626148841267449,0.11881004751068806,0.20990764594104555,0.28151569277224053,0.1479578940442739,0.15635718366595613
6,0.1737956454694603,0.04920712093151402,0.20953782188942513,0.17314141197388114,0.29973583966903417,0.24636049539673346,0.22968822409346573,0.2944701032704593,0.09348691860616262,0.09678196500471532,0.08778280217629683,0.09543819005224614,0.16715181012922603,0.0653980828327052,0.13563604450508257,0.14963315367461136,0.2062037398949413,0.17621250504517022,0.15313421706612157,0.06264871631060437,0.06980103069090562,0.09678930618031911,0.15555634419319367,0.2653635832581877,0.15484485314963442,0.11793066387299216,0.12893933803841878,0.13246711622531843,0.20084369313517203,0.17833897064642001,0.08296068754251587,0.11286369331611774,0.14676020945557153,0.11719048011238783,0.1522693939104918,0.11375635191799574,0.06813474033904275,0.15108274135378838,0.19974429439198776,0.2125855134767979,0.1751451615868858,0.08693927570654598,0.07314811438671934,0.14321765766105915,0.1059107054766221,0.07132635388502313,0.09402676094647978,0.11162478799398831,0.12583044707619526,0.19544096364217878,0.28933943954370867,0.14447011313410235,0.16291181461226253
7,0.17856602609206912,0.04945564289365897,0.2066450443241306,0.16484794710074746,0.2860558213136203,0.22742208700964447,0.22647095838299108,0.30461060816313684,0.10054044174303052,0.10272208926619389,0.09061367127472472,0.0947494911012549,0.1711112691168727,0.06261130208501876,0.12636474611834791,0.1584865277329781,0.1967050889300473,0.18275184660093644,0.13390683355511263,0.07272410554201449,0.08071134115880459,0.09335477410082067,0.14120143356372566,0.2700415888061777,0.13894306520497782,0.1190091137466355,0.10487526003601284,0.1213655602656365,0.21489290695243346,0.17814599124515162,0.08038109437568774,0.11114897012291425,0.1410690629673072,0.12097335948851493,0.148389821212232,0.12006959420629351,0.059614755101412086,0.16829395326504978,0.18710763826190108,0.1867696193592781,0.18365689161984572,0.0850902567502658,0.07375128287154653,0.14860025768536841,0.10749669612323447,0.06855429993776338,0.09046199890117806,0.1166359160222709,0.13446908507057542,0.18135561004200496,0.29509265530466355,0.13833765235901124,0.1715573620840945
