,TSS_POS_1::NC_011703.1:18629-18729(+),TSS_POS_2::NC_011703.1:23777-23877(+),TSS_POS_3::NC_011703.1:28248-28348(+),TSS_POS_4::NC_011703.1:53027-53127(+),TSS_POS_5::NC_011703.1:53093-53193(+),TSS_NEG_1::NC_011703.1:677-777(-),TSS_NEG_2::NC_011703.1:4449-4549(-),TSS_NEG_3::NC_011703.1:6607-6707(-),TSS_NEG_4::NC_011703.1:8654-8754(-),TSS_NEG_5::NC_011703.1:9086-9186(-),TSS_NEG_6::NC_011703.1:39451-39551(-),TSS_NEG_7::NC_011703.1:40165-40265(-),TSS_NEG_8::NC_011703.1:49204-49304(-),TSS_NEG_9::NC_011703.1:51287-51387(-),TSS_NEG_10::NC_011703.1:53043-53143(-),TSS_NEG_11::NC_011703.1:61270-61370(-),TSS_NEG_12::NC_011703.1:62387-62487(-),TSS_NEG_13::NC_011703.1:65210-65310(-)
17,0.25532707196322424,0.13738129617078995,0.23422467373004877,0.3038488896479127,0.21532219434321848,0.16340001580710584,0.15197297305420998,0.08649851258079944,0.1747815205221694,0.19238906883835105,0.14668473625515188,0.02848559689458403,0.13857115575452333,0.2726995239168209,0.12800416493972272,0.21973049441971843,0.07293949771530596,0.2135032076652572
18,0.26072830622793963,0.12737244190290062,0.23128229348776902,0.3075790434597109,0.2170563817033376,0.15405535085686956,0.13148231265448904,0.0848315317113899,0.1859432153172255,0.20975498521936084,0.15845888770051733,0.021199653263217603,0.1216121763676602,0.24740186089755617,0.12159129715724828,0.21592258011303572,0.07838912618234276,0.22066698750131075
19,0.26211903025032324,0.12180600843414931,0.22315539290543943,0.30802237784090725,0.21646867131735803,0.1442247758635896,0.11227458008721539,0.08523736066387007,0.20220301359364826,0.22513056827721606,0.17604083402582046,0.01537450834749109,0.10450180659363757,0.22330160836091867,0.11501612996156693,0.21371939811510526,0.08312715623699463,0.22948273509948755
20,0.2363330170197578,0.10509787496003184,0.1982012316158394,0.2777966229063879,0.1943975959200687,0.1259444478179999,0.09163599828908034,0.07452612242482977,0.18758516660554836,0.21215551322548304,0.16388515207453053,0.010168460438454376,0.08622147854804789,0.18890540634797473,0.09993555446802557,0.18819495089840088,0.07689694142234797,0.21061908009772945
21,0.20927992339886234,0.09015232111751914,0.1737586939101991,0.2476122658420552,0.1731071514087366,0.107772464447265,0.07272318764469288,0.06403382877976363,0.1732157479416266,0.19688076367413662,0.15531710694429063,0.006783939693787,0.06815339506213888,0.1554793378876454,0.08500859859726331,0.16386951151289825,0.06968627484068583,0.19132242198526572
22,0.18337051257667752,0.0770581283194004,0.14925222381853037,0.21728861758927556,0.1518926709859832,0.09098458390154944,0.056502861997009435,0.053944671412204256,0.15826450350612956,0.1790235460192875,0.15044737739739977,0.005285880268148803,0.05218571179741651,0.12365428603240063,0.07087581428732355,0.14278846789577632,0.062042879615500056,0.17217736954163787
23,0.15764671469185979,0.06526223032461079,0.12533485536327588,0.18679103993725427,0.13090152294690752,0.07569429700981005,0.04308416707823477,0.04634996750397263,0.14254474176209758,0.1581665629468795,0.14438011463996464,0.0041873271934427135,0.03902838375977191,0.09562839423121969,0.05772037810745105,0.12449770551414638,0.05421240618798755,0.15200206457465124
24,0.1316059492603637,0.05456882200645974,0.10246236274653624,0.15597521198823466,0.10993156128524366,0.06024992134953135,0.03112046374275987,0.04137507608482519,0.12548487072085052,0.13438878173126717,0.13324417468824223,0.003502989316184321,0.02725567844303044,0.07162674250859569,0.04604028457705476,0.10687632338068262,0.04602935454893122,0.12972782222785495
25,0.1046757519790936,0.044465822273224556,0.0800635450182198,0.1248963415377081,0.08864099815507276,0.045238215130788365,0.020806594419916637,0.036901203339382946,0.10620409724792297,0.10853210251453102,0.11643737287795539,0.003317840453892544,0.01715533288782876,0.051737132897311765,0.03540431278739068,0.08882715384786137,0.03730771292055425,0.10600542825175019
26,0.07644142503564262,0.034462948369789845,0.0580667842512015,0.09330423277811492,0.06636602689248713,0.03194558119120901,0.013189255161907864,0.030422946734366695,0.08431423673665675,0.08150966432232934,0.09375987533320142,0.0027068744284983797,0.00988607778530058,0.03574167387962266,0.026078261369327515,0.06950397826927426,0.028544833471306662,0.08131120429038705
27,0.04920998966560704,0.02436879353572284,0.036699384773096574,0.06104297629258437,0.04324406154303584,0.020340606961752338,0.008167880953390171,0.021117997562219163,0.05978502105877648,0.05395158384926374,0.06545449533519453,0.002065063963524065,0.0054464977443828225,0.022893090675634532,0.017811308859127385,0.04809740762645577,0.01946333346512296,0.05557259817363878
28,0.024137383869661792,0.013227866962584997,0.01674574229067079,0.02956376100479679,0.02093741423993204,0.009533888688800372,0.0038364636931529986,0.011134379317949862,0.031695426286515414,0.02692370855616242,0.03378703221836109,0.0009435408197026264,0.0022540939080576946,0.011495528963431034,0.009243944439218386,0.02426570124548968,0.009976002859742813,0.028339661225892748
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
