,TTS_1::NC_022970.1:10161-10261(+),TTS_2::NC_022970.1:11219-11319(+),TTS_3::NC_022970.1:18324-18424(+),TTS_4::NC_022970.1:23698-23798(+),TTS_5::NC_022970.1:25974-26074(+),TTS_6::NC_022970.1:27886-27986(+),TTS_7::NC_022970.1:31260-31360(+),TTS_8::NC_022970.1:37460-37560(+),TTS_9::NC_022970.1:41370-41470(+),TTS_10::NC_022970.1:45561-45661(+),TTS_11::NC_022970.1:50229-50329(+),TTS_12::NC_022970.1:50575-50675(+),TTS_13::NC_022970.1:51997-52097(+),TTS_14::NC_022970.1:53096-53196(+),TTS_15::NC_022970.1:53699-53799(+),TTS_16::NC_022970.1:55154-55254(+),TTS_17::NC_022970.1:58558-58658(+),TTS_18::NC_022970.1:61922-62022(+),TTS_19::NC_022970.1:72339-72439(+),TTS_20::NC_022970.1:73190-73290(+),TTS_21::NC_022970.1:85408-85508(+),TTS_22::NC_022970.1:85967-86067(+),TTS_23::NC_022970.1:86376-86476(+),TTS_24::NC_022970.1:86448-86548(+),TTS_25::NC_022970.1:86619-86719(+),TTS_1::NC_022970.1:2577-2677(-),TTS_2::NC_022970.1:5623-5723(-),TTS_3::NC_022970.1:78278-78378(-),TTS_4::NC_022970.1:83180-83280(-),TTS_5::NC_022970.1:83641-83741(-)
5,0.09625450760078799,0.036239362494035886,0.12447744800154863,0.2870291272890815,0.1169275082278625,0.11050993722553379,0.14475532928597434,0.16242303307972478,0.10991900360684952,0.08894052962959621,0.16455569936038844,0.1584397058749441,0.2489618845618314,0.061898710859417616,0.14096745743384226,0.2655003584028181,0.10483448354524187,0.08952944982871038,0.13985799676145994,0.3560620941751411,0.11754203052079829,0.2589104480205987,0.2900640406106141,0.15019711053232004,0.15722572437520382,0.05521911276017656,0.2284700697898386,0.13100648567213893,0.4466373301943348,0.04175130800914575
6,0.10087257794773397,0.03926882834617181,0.1296940325113763,0.2805799571748425,0.1200858998196642,0.10132299852760122,0.11892316808415597,0.16074411263469116,0.10138418248915812,0.09062011118129007,0.18696558655469095,0.1655631024480567,0.26035350313801536,0.0575153552955582,0.15379840741103848,0.2672931687119649,0.10036575073655338,0.07448859263628452,0.13153429128903785,0.362816480273483,0.11792676027036257,0.24223185111217874,0.27629397977878306,0.1555859266150687,0.13022409862196893,0.051069538832459946,0.23794180059332107,0.1244025181166182,0.4319826865722506,0.047477835494209086
7,0.10238338141599837,0.0433456979546031,0.13484853891402132,0.26576496516345927,0.12146934846179684,0.09502811871754316,0.09915557419380314,0.1535292954761228,0.09717164655601834,0.09339598081129183,0.20967712287314733,0.17355874192507603,0.2646927746341668,0.05434397465934234,0.16761526368989896,0.2697412082893978,0.09843301948999499,0.06445589688811196,0.12445128236267233,0.3703848769180908,0.11998515157584573,0.22318131246918532,0.25728219426633603,0.1611236417925112,0.1077595761782485,0.050043141003787,0.2449686906674972,0.12095574931841424,0.4139010870816423,0.0525164922457779
8,0.10269296831847805,0.049027814842703826,0.13902697301364175,0.24250734439097937,0.12088773307521028,0.09074773093381527,0.08548255086323846,0.14322952130441596,0.09755786973747178,0.098282647632595,0.23250159777450655,0.18241349794992662,0.26155010973929727,0.05379817862725311,0.18106609492363238,0.27437991628762337,0.09925639870717246,0.059230310993962906,0.11779088087235975,0.3795776148141366,0.12167797737247302,0.20566248623108133,0.2334195220114798,0.16354188903416594,0.09172966737321994,0.05286854960502237,0.24939236742368184,0.12196509474258213,0.3944846105160063,0.05597741471448229
9,0.10175316896929532,0.055918964479311814,0.14225722730941445,0.21308877529001116,0.11943159086509159,0.08652253565817951,0.0766394317567187,0.132116821518289,0.10235417817050226,0.10487046375103455,0.25218340507177217,0.19268915963762606,0.25254158370007374,0.054253288028532964,0.1925612490589218,0.281199999431094,0.1028837009556169,0.05819680471264509,0.11000387723547493,0.39033434832200486,0.12312344304790146,0.18818622412367578,0.20609761612744468,0.16041330124925454,0.08233101593736591,0.0579453558251373,0.25224962363225145,0.12747509393555603,0.3742367456119192,0.057855827961737064
10,0.10056935260292303,0.06336062591742585,0.14282071832380114,0.18319492077314437,0.11730293111203123,0.08122274582469886,0.07152881438555192,0.12040000193451172,0.11160822775548555,0.11288731570223942,0.2616492502962912,0.2042626375341814,0.23750074089879414,0.05379977474756448,0.19885405134617035,0.2873895958727616,0.10938173235808393,0.06140504277003587,0.10201053836429297,0.4003626291986325,0.12437565170197415,0.16974840689524956,0.17935400131110843,0.1529107819249344,0.0791067802733441,0.06459286172734824,0.25401151677527806,0.1375806163456404,0.35191297942887256,0.058696027629528094
11,0.1018741561608946,0.06941171337028336,0.13881904059128422,0.15455053150574102,0.11439572237100049,0.07715547241014316,0.07046451179870569,0.10696464767661162,0.12401972824943559,0.12042604829221211,0.26191135926220566,0.217667371293768,0.21735549899375578,0.05353246599910637,0.200211073924598,0.2903697100226633,0.11935599458798604,0.06849365851619715,0.0934750916162058,0.4061580449231442,0.12572063902492564,0.15164018314504282,0.1563994132596609,0.1459153740207281,0.08146763625144379,0.07082394393263189,0.2504521502814859,0.15160036726012724,0.3274131496143871,0.062215815094286184
12,0.1040669559832629,0.07433890633450067,0.12893476342788332,0.12851220937706823,0.11196245867673249,0.07567176114772273,0.0732357499135134,0.09156412793691213,0.1379354251422938,0.12910402932531526,0.2556450746064648,0.2316222103595405,0.19357586569736945,0.053884017493586525,0.1959494069904804,0.29033850822385915,0.13264051684960593,0.07896820626228748,0.08417608170762986,0.40694245991958766,0.1259149341542747,0.13531525416517443,0.13937882726359344,0.1428787039052226,0.08822254617944485,0.0756567212122199,0.24167811521953347,0.1681040168878625,0.30117487451405534,0.069839639735566
13,0.10701616239778715,0.07825676634523034,0.11865929263065988,0.10650505976577532,0.11195279561963944,0.07673999046467715,0.07995900712441928,0.07891241143683576,0.1531641547997489,0.13963358213250152,0.2433043707627947,0.24370772195983195,0.16966646200451696,0.0546900893441012,0.1865401153408471,0.2865181945226637,0.1487564478607169,0.0924430307616636,0.0764054644551404,0.40187654360762026,0.1251341322172001,0.12186683421407365,0.1264928444390312,0.1452246314427273,0.09627938682455597,0.0789702385979973,0.22913321156893468,0.18544989243459054,0.27306474502038347,0.07931995663085291
14,0.11012593983669103,0.08079722981693936,0.11220623777992708,0.08848418776237921,0.11388357400430087,0.07965172976787961,0.09110988259093541,0.07014583618076013,0.16944691512481438,0.1520989232521548,0.22681879751955628,0.25156366064307256,0.1478506994303846,0.05547295238019434,0.17224275676979653,0.27828826554074687,0.16280795432108058,0.10701432286272869,0.0714928972139697,0.3916601958988709,0.12375790233824913,0.11145898750954678,0.11726677098770673,0.1524004850807381,0.10583748748440067,0.08096687351886053,0.21280317249988084,0.20243626102974122,0.24491385057863693,0.08966112988574353
15,0.11356604161070535,0.08290823498953678,0.10942906973786519,0.07464618298251476,0.11541536191490846,0.0824518755705138,0.10371248910156186,0.06545659546075804,0.18530589252836743,0.16631108949801698,0.20921103863582036,0.25483031961490105,0.12690816028808793,0.055978299120712685,0.15588853167221622,0.26770014467038805,0.17334967703803061,0.1201451867922841,0.0696900591618838,0.3781392352612766,0.12245652675317069,0.1038166422262119,0.1114311980963624,0.1613716663227094,0.11520484124670065,0.08176322590284682,0.1967358359705425,0.21730345452101502,0.21722093487002753,0.1002748609483702
16,0.11794074419292959,0.08481664238008702,0.11065595383851554,0.06597253192402723,0.11512429139660015,0.08420376611667703,0.11557990422455952,0.06352568116810574,0.19870712320228537,0.1826210488239914,0.19200728371864087,0.25420850001365336,0.10737618043292212,0.05667018104891778,0.1402580459664421,0.25382404255812296,0.18021976938373163,0.1303767722918307,0.07042716134854218,0.3596941436972886,0.12112327054108292,0.09722555055483592,0.1079180775978676,0.17011704707017433,0.12092011382760978,0.08409060409734875,0.18377256414203177,0.22644233782347095,0.19040661603573605,0.10941900420918
17,0.1225154361226413,0.08600142021988141,0.11566686842704035,0.06239585823014961,0.11392436915462915,0.08544169405088473,0.12713111972548927,0.0645451765687325,0.20917600815339538,0.19840226477864298,0.17599106283411614,0.2498719874097292,0.09202276500024135,0.0577372376253361,0.12600551875433805,0.23512154468386628,0.1838912797052495,0.13427375025171537,0.07272813923870133,0.3366584472751984,0.11972473779439471,0.09022990526811046,0.10621376106190575,0.17778299099529046,0.12399559705399921,0.08721002269169846,0.17401970493057714,0.22912292420287844,0.1634070285260021,0.11777710793922377
18,0.12625114835354667,0.08729907533831856,0.12376189792198364,0.06382359055547474,0.11364404595515094,0.08618303970594367,0.13705336817775363,0.0668176996820868,0.21665640654679486,0.21276074444091758,0.1599325590947268,0.2408764356563387,0.08196852743011698,0.05762675839375223,0.11287554270124463,0.21103312477672817,0.18533999303600526,0.13215588435418324,0.07764278489993659,0.3090245054271761,0.12078534224282982,0.08095050839686307,0.10573903275285572,0.18647159433084354,0.12461397551655976,0.09028905153495048,0.16766937338989701,0.22481090299731737,0.13611645966835534,0.12662911117390782
19,0.1293698368955074,0.08962758764734638,0.13410898924785183,0.06840597821402133,0.11448220525337023,0.08565231199890881,0.14532019741332777,0.07027299646491383,0.2208812561252423,0.2254582799079487,0.1447062786656029,0.22610115980959491,0.07726662007511367,0.05686232905854442,0.10212300672807151,0.18225861611902772,0.1858952739466741,0.12562257301867946,0.08660524027454912,0.278353983142669,0.12479793259127454,0.0706998399907031,0.10561236106185826,0.19597889355744397,0.12291843625827763,0.09328548137164387,0.1645307064657536,0.21356156867669857,0.11176795994498634,0.13657292144933603
20,0.13228535652017867,0.09280012454547738,0.14776399822098968,0.07093028673018903,0.11644845271880011,0.08337631472085483,0.15101624774986888,0.07544497088712579,0.22194004601015088,0.2360449846982104,0.1318945788853083,0.20620245035336474,0.07790326498088618,0.05609387526468664,0.09408144426529723,0.15650621016461036,0.18677027684247358,0.11542949632988089,0.0993382209617358,0.24766149004514815,0.13171661063908172,0.062295182765195044,0.10211373777642688,0.20257188316084718,0.11983144200753974,0.09696536578251325,0.16397297653387016,0.196230290320734,0.09227412081384606,0.14701614637701146
21,0.13518525100391307,0.0967128905233858,0.16614015810692687,0.07328039197286934,0.11948679476810398,0.08150366946350887,0.15449397593694383,0.08306984142143865,0.2179952924894984,0.2456237910438884,0.12122674724645717,0.18126881027211494,0.08365292701002278,0.05565865340885136,0.08847193091179736,0.13707710652712596,0.1867767128126136,0.10324993644402514,0.11579333154353502,0.22075831518102218,0.14155750035646414,0.056113854067621836,0.09373934125798579,0.20197578130574137,0.11606592934206679,0.10124032007767284,0.1668251102120107,0.17530541668196933,0.07784995336952619,0.15460206134288515
22,0.139401250731154,0.10070670507356723,0.18970311373408846,0.07663653771593047,0.12308985825060723,0.08086852244669993,0.15705062151524327,0.0923625986723146,0.20914490134508115,0.25119408184313097,0.11140648710166276,0.15423325775272828,0.09320586350147682,0.05583325103031571,0.08538899548467546,0.12416113969208986,0.18561882401046353,0.09170518166491513,0.13354887825505962,0.19851932007995754,0.15459711869887474,0.05156310109698092,0.08124649156567743,0.19485701667271865,0.11177420288417557,0.10631870967698957,0.17026521844537976,0.15253349326695637,0.06818446221713793,0.15666578720776733
23,0.14537466552734918,0.10611614768936524,0.21066130628521912,0.07882376894974359,0.1272381926371223,0.0822667436308892,0.1586400084138036,0.09957505039274597,0.1956031613895127,0.24991213789765557,0.10361315854399947,0.12784914715481122,0.10469943584795213,0.055905637029938116,0.08468323071734417,0.1177735869353274,0.18343778968336294,0.08165708091795323,0.14998164012077422,0.17855579378761166,0.16999135404944293,0.05005386432981903,0.0685753914481056,0.18673355843668007,0.10772907681387575,0.11117819878208275,0.17274297250441784,0.1285433263483864,0.06150966905875521,0.152526290421718
24,0.15344249491932663,0.11282517224070628,0.22724368224773062,0.08070812989180966,0.13219366394074067,0.08544764304091082,0.15615778752866122,0.10388998510908876,0.17812316450650234,0.2410581384751528,0.09944481762405573,0.10377497668672275,0.11758574394005224,0.056684995782265137,0.08645050995644996,0.1177247522244013,0.1796476737509187,0.07356366512793812,0.16333005833734457,0.1606065002258705,0.18574775021992285,0.05159053892208245,0.05678125073953013,0.17970694309084392,0.10456048305633196,0.11627658756786123,0.17419669001104648,0.10619702917437852,0.05681673763258388,0.14363564027408243
25,0.16239911913210375,0.12069435362632593,0.23757853652422148,0.08405285385596452,0.13829632670637498,0.09073591766349987,0.14880138140778626,0.1055936917668682,0.1585398277083105,0.2250922046676563,0.09911883424660861,0.08432991554180733,0.1319946882888825,0.05953865309589066,0.09018824835649872,0.1236224734340804,0.17403959317457848,0.06736187475062196,0.17285027887995957,0.14427788699469396,0.19996395009283421,0.05534744851700244,0.04638089319650317,0.1747039439203073,0.10345671797967333,0.12170622552907344,0.17217949093429516,0.08731513011185331,0.053775811730011,0.13006168724866313
26,0.17047343916046753,0.12963846118717567,0.24339586242092565,0.08948511459130623,0.1449360704966534,0.09827350283514803,0.1361987628400677,0.10668411479486857,0.13940609552231759,0.20410061285335085,0.1024218733063906,0.06953445148834433,0.14706742402688788,0.06453928936021332,0.09501401818738912,0.13553665375125573,0.16691679658145853,0.0625761055633558,0.17865959563992584,0.13117315373416155,0.21164465002656213,0.06269823008768591,0.03620483714914592,0.1717330210494761,0.10699724465064604,0.12637465095565636,0.16607580669002628,0.07339933646802396,0.052090470948362146,0.11572496088825024
27,0.17795289656904437,0.14006781362457468,0.24607318715461252,0.09545933332220748,0.15093906198974197,0.10870580688607032,0.12066420121406729,0.10913423839123311,0.12186554941152661,0.18345172446789573,0.10734840550012537,0.058801071198358035,0.1588885888092283,0.07170009387893453,0.10199239722694615,0.15387712413119053,0.15738993105527166,0.0589631737525518,0.18215980909440882,0.12125125537458081,0.21939379616139107,0.06988301414509336,0.030456519050348362,0.1694625836760319,0.11373287550469077,0.1271013053757098,0.1590291320377022,0.0644565931758478,0.05162264534740054,0.10219256352163475
28,0.185479196147686,0.15062489383483238,0.24703388199503284,0.10150205774225918,0.15440284423354134,0.1213287003223243,0.10796113717782956,0.11317872752114363,0.10606220661428038,0.1653733434767582,0.11296539017752985,0.05300261062915599,0.16634205543496122,0.0809718365274371,0.11085545114168383,0.17823620538812787,0.14667413768703605,0.05622916712953211,0.1815597317656283,0.11449748481668916,0.22196129179749002,0.07451570216239638,0.029218055456620234,0.16842006404788828,0.12150226571653722,0.12296196941689352,0.15144067631409786,0.06042572102166177,0.052477419826573724,0.09073645343615458
29,0.19290537207042538,0.15849751801809434,0.24764041253558394,0.10793680478034115,0.15422233214573822,0.13542066695549942,0.09866608844433324,0.1187475126618391,0.09276580741323905,0.15022461440775597,0.11953728822157235,0.05362078096062169,0.16882537424246585,0.08783322121882951,0.12069240216289615,0.20772593551915314,0.1340318910415041,0.05375784812719696,0.17478021044931005,0.10975528807246837,0.21993786256806308,0.07668444641861401,0.03151203265289898,0.17054300599741173,0.12971019249847865,0.11357378573421513,0.14271868935398566,0.061395515351881,0.05226431562361964,0.08270533520570543
30,0.19823912988383188,0.1639044399358702,0.2474195087666017,0.11475818096029877,0.15021421249415357,0.14933172407284823,0.09280741009841295,0.12405574669383183,0.08203806348376749,0.13758776574716042,0.1272091954142821,0.05951061027146827,0.1666133998755228,0.09284429122790364,0.1319724237379275,0.23599350379056871,0.12086369923540193,0.05172680226767323,0.1609217676577689,0.10480618361289214,0.21331375014824575,0.07693276350982953,0.037426679071001716,0.17565959654416435,0.13834629701354362,0.09915467062377367,0.13297388797507365,0.06733975164202557,0.05014322207563991,0.07885568406911661
31,0.20088951845177835,0.16702583005439817,0.24417879679246454,0.12169701996488091,0.1431717038648043,0.15966151346253446,0.09066769668033495,0.12835294323696195,0.07528997646112154,0.12778960016915056,0.1347683378305234,0.070282678179814,0.16036448872854212,0.0967252994624429,0.14435419382609121,0.259432078266242,0.11044203100600274,0.05105162235609255,0.1452632092550402,0.09609895143946036,0.20110199182291208,0.07661778979994649,0.04559704701576275,0.18244060275422866,0.14664137737612545,0.08380944273283823,0.12192312325078969,0.07790885768403659,0.04580529584071347,0.0786802680261813
32,0.2008763624501236,0.1682628211460002,0.23806324801761933,0.12922198632200588,0.1343253804089558,0.16561888419827206,0.0915846411544191,0.132752767850543,0.0724431950216762,0.12180055198500447,0.14126006119234538,0.08365445649703773,0.1526112050366459,0.09962397142608578,0.15713106958433326,0.27492848559354444,0.10469259248464395,0.0502753772489707,0.1347197846591201,0.0827613673882406,0.182907683490674,0.07703020994900019,0.05432726845593459,0.18686247233883563,0.153966423393955,0.06922259111685622,0.11231938278435247,0.09290642623293113,0.04038869189995743,0.08220581426465276
33,0.19775876402260248,0.1654150731353121,0.23049829684242332,0.13696433920870432,0.1248200580301001,0.16758410793956058,0.09541543993684405,0.1369559319540566,0.07345107642394037,0.12047022839479338,0.14695540284087183,0.09671434120790126,0.14456400005667824,0.10268328337315613,0.17064951464879358,0.28212602702751943,0.10405270008806229,0.04849887170856017,0.13034136818805442,0.07414282149441961,0.1592903868771823,0.07854015519492462,0.062389795479865694,0.18360800444412,0.15896279718673062,0.056190262364331424,0.1036832828607627,0.11215915692363558,0.03666622210899826,0.08838445451214294
34,0.19112679268698884,0.15877273105108425,0.2205149589412932,0.14355844026995035,0.11541460796139295,0.16792981839464693,0.10275674932716494,0.1408517892656922,0.07800762403944081,0.12347518028260311,0.15161370880203653,0.10780544899936026,0.13592968489528875,0.10547223358930388,0.18352185099100263,0.28133110146325385,0.10838724382719789,0.0454797538005835,0.131879404486103,0.07005747561835574,0.139405819757859,0.08163771230053851,0.06925796682635195,0.1719292356995787,0.16071545539617865,0.04514658848365259,0.09618322854100672,0.1324195639909273,0.035454101424874554,0.09642819626929408
35,0.1827072894125044,0.14869295490300918,0.21062199537907156,0.1491413619672879,0.10804125468267516,0.16778752793298804,0.1128300964131641,0.14323275875211058,0.08462046394368546,0.1304577580345166,0.15473286190913635,0.11661906892286936,0.12699360260529677,0.10672372731613881,0.19446517654969114,0.2722803261964878,0.11648575284450383,0.041912681321492555,0.1381984534337844,0.07021502661475977,0.12471682301435341,0.08642097945309911,0.07450162587483602,0.15609723772999723,0.15980865094813917,0.03722069592824339,0.08953073236494083,0.15022917166320632,0.03747989116219967,0.10714411331350981
36,0.17406683027512876,0.13632050804013202,0.19934058177993316,0.15401845560255345,0.103114273788609,0.16832342611789097,0.12415419165701017,0.14282183027423742,0.09230102126029116,0.1391165529693041,0.15549834477693245,0.1237546720023605,0.11852697811515497,0.10823210885152053,0.20301813273140876,0.25548134685004914,0.1270980016606134,0.03976754211061902,0.14827435572977804,0.0742166483814691,0.11491178063498131,0.0924191164657732,0.07840323108386513,0.13929478830417172,0.15617869595856798,0.03193989567856415,0.08376836558773307,0.16485061813697877,0.042285921228232486,0.11834825750110638
37,0.1646013687022708,0.12149031826901754,0.185658947858718,0.16006105970299714,0.09959921878908257,0.16927531475090163,0.1354446230333886,0.13973475125892154,0.10031015911702712,0.1459026514053876,0.15597959728227243,0.12970642273432853,0.11326191416088875,0.11007058335820119,0.20945783040192373,0.23250114903581687,0.1405061799153739,0.041890754660984256,0.16151921884832837,0.08110596626915846,0.11012537222972245,0.0988605653656574,0.07809092037279354,0.12403735520469841,0.1514039768840096,0.028998262041137635,0.07804679321637162,0.17684049944116578,0.05047099304502243,0.1275666358774242
38,0.15413191989743927,0.10572968169615374,0.16871549543444903,0.16837814474291107,0.09789255596614248,0.1714992872286805,0.14228523253339082,0.1346797060907339,0.10762722445898028,0.149372226272453,0.1590885905643966,0.1337572189835266,0.11234237743713879,0.1121560159940577,0.21491437725509024,0.20664761730899697,0.15521582916134644,0.048605610451155024,0.1789444595980683,0.09047361561832887,0.10908819341937963,0.105273136999584,0.07735663314482026,0.11090545836141759,0.14914879547216553,0.028256449031723564,0.07224994583186231,0.18610889223495022,0.06115388194884132,0.13446527020270055
39,0.14322117373542184,0.09224500781300389,0.14763364414391247,0.17560262693889866,0.10009895290794182,0.174778557359863,0.145225610269954,0.12719215864230554,0.11404719035048834,0.15036126012200324,0.1632482252429887,0.1337936691964125,0.11616480489689458,0.11614101896183433,0.2190393912249094,0.18159220607158658,0.17235335533000057,0.05902585898799876,0.2014261911819478,0.10253104535925887,0.1110910656632298,0.1105379977773123,0.07678306337337393,0.10130142186644206,0.15144821564690147,0.02937390437388715,0.06499798050001515,0.1925293821661446,0.07454154286132822,0.1388590919497695
40,0.12429213098749148,0.07555165302166567,0.12425099958946055,0.1607961059470609,0.0913217348436696,0.15798244436853714,0.1348362625312433,0.11076577208045428,0.10670171870090275,0.13676079000919128,0.14904672222007873,0.12198042919320695,0.10502621701169942,0.10656067020813413,0.19874413834122887,0.14872065883121582,0.1651401601467449,0.05851409011473911,0.19682977078442537,0.09547343203784844,0.0982683359180108,0.10571392878811803,0.06647719314210264,0.0819054358873638,0.1343149775669028,0.027221698836328707,0.05528930042223522,0.17914402611445474,0.07182862904889369,0.12813102514671945
41,0.10634271233798212,0.06029965368976249,0.10269567936218012,0.1450666805272908,0.08434721565711263,0.1421614597942228,0.12177962403354695,0.09520571673632654,0.09804157235369676,0.12079918000685157,0.13506826358032126,0.10793270158758553,0.09557298773360814,0.09651833912218388,0.17757648958579375,0.1166710560130512,0.15661775873495568,0.05649842198676438,0.19164283179647207,0.09179419179501654,0.08911063450351586,0.1004535054089333,0.055741654310281864,0.06603272159971066,0.11780757476569689,0.025110319969569604,0.04693963649213136,0.16348034828462993,0.06978034984779061,0.11573183020545315
42,0.08908602545492415,0.04645609865609544,0.08265228612794528,0.1279158197584735,0.07788232164691293,0.1273020117462314,0.10642743776943195,0.08051101791247284,0.08808021414509778,0.10347294357825736,0.12077495846220851,0.09172577083113898,0.08618078102232724,0.08573572576259644,0.15603327355170865,0.08814685173237845,0.1451335583090541,0.05240066639806799,0.18063706679033284,0.09165358911603065,0.08404742726822316,0.09368893215165316,0.04585426321058282,0.054043674506669984,0.10226186616493457,0.023107548660666995,0.03905553128838514,0.14527693070597802,0.06786538739206219,0.10167364377432908
43,0.07275430940730591,0.03516402194005249,0.06414240351021255,0.1112120441598627,0.07054878555690422,0.11274382588846905,0.08860536985156867,0.06640153044515995,0.07688769357065742,0.08602793429851245,0.10562872869736947,0.07531709268362322,0.0760487405473774,0.07369652027151735,0.1335148523046074,0.06388215611765,0.13039317358924032,0.04782734198948117,0.16381330164479568,0.08773733881478099,0.08261419967737374,0.08456819734413049,0.03710136333408165,0.04581805720338068,0.08796599164101811,0.021436063987483583,0.03186667162503183,0.12446616899439625,0.06478906256495258,0.08707319033422434
44,0.05793387862966385,0.02625668551004078,0.04723426750242317,0.09539916972506375,0.06139382148912016,0.09698586396180704,0.0699734534924627,0.052802285210238956,0.06450178583553082,0.06939692491494805,0.08939795349873253,0.06036355788065315,0.0655557805255049,0.06120548211658824,0.11096753877254587,0.044188589821017,0.11251961712646923,0.0434106883127615,0.14218233508739528,0.08009748667018686,0.07670751238786536,0.07264646772047961,0.029384660788358875,0.040303939943785075,0.0749410859164754,0.01951467293763234,0.025021652624019387,0.10159321713380307,0.05998571786098381,0.07222249728332361
45,0.04403979682227294,0.01932961416931398,0.0312597868898109,0.0791456143065884,0.04985413465010631,0.07977886715444966,0.05212574947698484,0.04030539604378838,0.05180519259206593,0.05359856590198338,0.07239154236690228,0.04643038382697571,0.05512776166828235,0.049604276641624055,0.08888242532016767,0.029000906587322073,0.09248475965366758,0.03835298695479344,0.11751787652864601,0.0690209430436036,0.0660296456905731,0.05843128377054595,0.022263669327642614,0.03555451815457439,0.06244842984759108,0.016736609845117986,0.01881942157831696,0.07870822673181564,0.05262519092097577,0.05714460545655849
46,0.0309904148469747,0.01340927997973087,0.01810949146967718,0.06183474049291663,0.03739426806123737,0.061511900940692366,0.03690741376181629,0.029053962472766526,0.038726245678971316,0.03898509678639927,0.055304112587504686,0.03337920212911222,0.04422116613865681,0.037803088118605395,0.06718532666986532,0.01840688386607401,0.07113406150657267,0.031506303711119635,0.09082809535997056,0.054954164517236184,0.05180853760212647,0.04171602327216539,0.016781791437393202,0.02993313423783168,0.049727330243992264,0.0132949793284863,0.013296209312665846,0.05720098316780263,0.042920290828774264,0.04193426162816168
47,0.01945465929782044,0.008717341647270593,0.008330034005572477,0.04273836634543019,0.025466051727175826,0.04212335380452883,0.02334881723185177,0.01876974861025805,0.025373410968102687,0.025405537498249208,0.037813801064763106,0.021123650929630734,0.031798901150223984,0.025730213664845507,0.04541597453760451,0.011818912028640025,0.048537745334539285,0.022951269009956594,0.062232681673239164,0.03875941416401579,0.03503766202767579,0.025165014262690754,0.013123227447205593,0.02254070251206634,0.03596188096243021,0.009408736068696874,0.007775976448042843,0.036893366838103646,0.03072763411451699,0.027306824920746563
48,0.009344356503478635,0.0046794050847521074,0.00226250750878389,0.021182560200186818,0.013489037518841746,0.021209827319955174,0.011162402216946338,0.008933294665867805,0.012626422045923385,0.012702812421223772,0.01896897996975356,0.009685916887026493,0.017074520726971982,0.013437030913486516,0.022807523948280405,0.006839994967456431,0.024946864400911276,0.012187775703216738,0.03171673593203917,0.0204918988695077,0.01764012641952889,0.010948455943320775,0.007629834101244603,0.012848879280368052,0.01980718582810354,0.0047756949241442,0.002841061718437719,0.01784963818004239,0.016492857228821038,0.01329512225015408
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
