,TSS_POS_1::NC_022970.1:30-130(+),TSS_POS_2::NC_022970.1:133-233(+),TSS_POS_3::NC_022970.1:230-330(+),TSS_POS_4::NC_022970.1:6097-6197(+),TSS_POS_5::NC_022970.1:9533-9633(+),TSS_POS_6::NC_022970.1:12908-13008(+),TSS_POS_7::NC_022970.1:12973-13073(+),TSS_POS_8::NC_022970.1:17916-18016(+),TSS_POS_9::NC_022970.1:18076-18176(+),TSS_POS_10::NC_022970.1:18460-18560(+),TSS_POS_11::NC_022970.1:18668-18768(+),TSS_POS_12::NC_022970.1:23052-23152(+),TSS_POS_13::NC_022970.1:24853-24953(+),TSS_POS_14::NC_022970.1:25327-25427(+),TSS_POS_15::NC_022970.1:25919-26019(+),TSS_POS_16::NC_022970.1:26611-26711(+),TSS_POS_17::NC_022970.1:26907-27007(+),TSS_POS_18::NC_022970.1:29685-29785(+),TSS_POS_19::NC_022970.1:29946-30046(+),TSS_POS_20::NC_022970.1:30788-30888(+),TSS_POS_21::NC_022970.1:31243-31343(+),TSS_POS_22::NC_022970.1:31271-31371(+),TSS_POS_23::NC_022970.1:36240-36340(+),TSS_POS_24::NC_022970.1:41126-41226(+),TSS_POS_25::NC_022970.1:41959-42059(+),TSS_POS_26::NC_022970.1:44447-44547(+),TSS_POS_27::NC_022970.1:46590-46690(+),TSS_POS_28::NC_022970.1:46901-47001(+),TSS_POS_29::NC_022970.1:47208-47308(+),TSS_POS_30::NC_022970.1:47869-47969(+),TSS_POS_31::NC_022970.1:48369-48469(+),TSS_POS_32::NC_022970.1:50979-51079(+),TSS_POS_33::NC_022970.1:51701-51801(+),TSS_POS_34::NC_022970.1:51834-51934(+),TSS_POS_35::NC_022970.1:51874-51974(+),TSS_POS_36::NC_022970.1:52594-52694(+),TSS_POS_37::NC_022970.1:52916-53016(+),TSS_POS_38::NC_022970.1:54291-54391(+),TSS_POS_39::NC_022970.1:54406-54506(+),TSS_POS_40::NC_022970.1:55189-55289(+),TSS_POS_41::NC_022970.1:55363-55463(+),TSS_POS_42::NC_022970.1:55582-55682(+),TSS_POS_43::NC_022970.1:56266-56366(+),TSS_POS_44::NC_022970.1:57008-57108(+),TSS_POS_45::NC_022970.1:57338-57438(+),TSS_POS_46::NC_022970.1:57950-58050(+),TSS_POS_47::NC_022970.1:58923-59023(+),TSS_POS_48::NC_022970.1:59299-59399(+),TSS_POS_49::NC_022970.1:59880-59980(+),TSS_POS_50::NC_022970.1:60466-60566(+),TSS_POS_51::NC_022970.1:63642-63742(+),TSS_POS_52::NC_022970.1:63785-63885(+),TSS_POS_53::NC_022970.1:64047-64147(+),TSS_POS_54::NC_022970.1:65102-65202(+),TSS_POS_55::NC_022970.1:66352-66452(+),TSS_POS_56::NC_022970.1:70707-70807(+),TSS_POS_57::NC_022970.1:71468-71568(+),TSS_POS_58::NC_022970.1:72334-72434(+),TSS_POS_59::NC_022970.1:84251-84351(+),TSS_POS_60::NC_022970.1:84563-84663(+),TSS_POS_61::NC_022970.1:84982-85082(+),TSS_POS_62::NC_022970.1:85425-85525(+),TSS_POS_63::NC_022970.1:85903-86003(+),TSS_NEG_1::NC_022970.1:739-839(-),TSS_NEG_2::NC_022970.1:2868-2968(-),TSS_NEG_3::NC_022970.1:5440-5540(-),TSS_NEG_4::NC_022970.1:5784-5884(-),TSS_NEG_5::NC_022970.1:76151-76251(-),TSS_NEG_6::NC_022970.1:78070-78170(-),TSS_NEG_7::NC_022970.1:78911-79011(-),TSS_NEG_8::NC_022970.1:79467-79567(-),TSS_NEG_9::NC_022970.1:80400-80500(-),TSS_NEG_10::NC_022970.1:82074-82174(-),TSS_NEG_11::NC_022970.1:83149-83249(-)
-47,0.13153737358133127,0.22737699306526243,0.13954091844275682,0.2842387709990756,0.17830628195133036,0.07058401140843266,0.0950429763234996,0.13667197599301173,0.31965191466693266,0.09952860154137663,0.1299017237024848,0.07567337219406624,0.2498433756264745,0.1971730489541965,0.10362209621121939,0.08556707136597996,0.08285860936730155,0.1506297467385484,0.19779728605027894,0.04951745819993038,0.0540272948507383,0.28226613370336207,0.19612053459583806,0.09426055459366829,0.21491976266466217,0.1651524668130945,0.11739980841948325,0.06913771771672987,0.1947417619184796,0.16201729277645371,0.28726060369031625,0.14948004741476742,0.15402670738418361,0.13738447150248406,0.14497711675524652,0.13165761838561732,0.14829157952222166,0.25185657060041267,0.14047203595028476,0.2743799162876231,0.2552101094053016,0.17247173416871958,0.07812766842702581,0.08115937654340348,0.29499711716169164,0.14855047340772806,0.19011216342575016,0.16959866274719831,0.16367681728531042,0.19807232486263518,0.13574318798411442,0.046790229716123184,0.12150761858404983,0.06231410026990558,0.08848268362677424,0.13127560708519798,0.08022770229577687,0.07916419810276071,0.08478477681143946,0.09832103302155863,0.07634890332358271,0.04353264184662422,0.24169911534242638,0.21000039568316314,0.02854405935035124,0.1661527390900906,0.12822900172523222,0.1546138481029174,0.13247724088545604,0.14605521944506142,0.08495676317210274,0.12336442424543162,0.17675370290585912,0.45484477002268714
-46,0.1115467921961252,0.24404169807608467,0.14564792289912748,0.2993099540578199,0.17689036665280208,0.06058250383994991,0.1103135159709816,0.1316771266212105,0.3444603999895849,0.09398483631047308,0.11846427028719453,0.06344182741530396,0.22693672266230433,0.18906901949409657,0.10595891390878469,0.09306907604914008,0.07396856105890182,0.1604768893323117,0.205988889411901,0.04664744105532141,0.058211168509856956,0.2913432148470446,0.19390252959197474,0.08826400278272517,0.2162642342252193,0.15394853716618273,0.13379431273405143,0.07313664499699464,0.20944835160211986,0.16782900268136003,0.26119785591493005,0.16114472675062683,0.1749132722564388,0.13073150613546924,0.1404619892727875,0.13843350355608555,0.1540111925016438,0.2709389973524815,0.12895012322543226,0.28119999943109414,0.24781535556108453,0.17709882719999598,0.07851452816835591,0.08308478538438255,0.290276959338727,0.16132206389523893,0.18967030695991519,0.18467341970023912,0.17149970292106084,0.2190431537604566,0.11979349724906141,0.04256846449637218,0.10874472377115378,0.06340052582122417,0.07703535255871873,0.15586481048361983,0.08779528957039631,0.08671673515500525,0.07903912158616713,0.10644721394407322,0.08723271381341355,0.04649921611140825,0.24429740516032034,0.20302620880199046,0.03091802010108846,0.1687380985542206,0.11065119542467339,0.14929946234825692,0.12378476006915337,0.1485362705107771,0.07696257206378607,0.10629819090427298,0.16715177077896234,0.44663733019433627
-45,0.0918694300578814,0.25713635413830727,0.1475589890619599,0.31632920166866024,0.1685977004305193,0.0552207569796264,0.12648528222094807,0.1269289353346996,0.3589656289084316,0.09233821945047313,0.10745688572271114,0.05425958218319281,0.20814184310512757,0.17882382778863776,0.10609710885877233,0.10457320450708238,0.06612467192752941,0.1664797412313222,0.20933530440929093,0.046996438459049335,0.06654549254433492,0.30002775756691324,0.19129650624595293,0.08258143040322558,0.215043193376007,0.14518026335874412,0.15402494080569332,0.0813968949444922,0.2254814436408794,0.17446611141659132,0.22987605425439467,0.1723306342411586,0.19900392774273268,0.12671192922744257,0.1314475459806928,0.14969119916646462,0.16056866722513785,0.2889306479962942,0.1192098050347659,0.2873895958727613,0.23513990172139568,0.17724404665407797,0.07971673241823285,0.08648726730492498,0.28438440241438573,0.17721876807876547,0.1881532229925378,0.19813957227265733,0.1865588635786521,0.2397297037634544,0.10647525488356253,0.04117558052106651,0.09680413544072762,0.06426402523700885,0.06765299526621708,0.1830144536244362,0.09735963441700787,0.09577260562395049,0.0737179785025549,0.11125155446349733,0.10015172635851291,0.05259621913150257,0.24534916938508705,0.1949973103112837,0.0354287205076448,0.16870564998897736,0.09538675017296985,0.14070838967566587,0.11567682413496883,0.14796764900203224,0.07079609308105753,0.09172406218225787,0.157698721651693,0.4319826865722519
-44,0.0749638551035817,0.26721891425675615,0.14474924008836243,0.3333043514762196,0.156078153193723,0.05505844768311596,0.1432481318878648,0.12465750494234573,0.3635351769176539,0.09489527671531475,0.09615798832751835,0.04658735975914742,0.19274296487084447,0.16780613406220607,0.10379709771713579,0.12017901235098591,0.05922655887568824,0.16955783439015043,0.20791144957810456,0.05064210772982549,0.07878170821323752,0.30923907739839884,0.18901605753823497,0.0795163891926209,0.21219846356012018,0.13975597104707835,0.17633104123142102,0.0929264372894972,0.24007334132058142,0.1816582819119285,0.19859055188793656,0.18380355753589642,0.2217066200631607,0.1257730797747653,0.1193841912895297,0.1641179142398934,0.16769728333287354,0.3043921953453414,0.11075717263569078,0.2903697100226629,0.2188311013107631,0.17278530442654752,0.08170722906560299,0.09127223319199154,0.2785187146663878,0.19614786508563287,0.1864968487049342,0.20923249363539687,0.2075390067458819,0.25891986287226876,0.09813002085034775,0.0422340166184903,0.08580120395592031,0.0647639368495547,0.060853195516283286,0.20622878700414837,0.10780871928851535,0.10574329247617761,0.06979465289471135,0.11280690512749281,0.11486008659963905,0.06221820736350121,0.24363145170407371,0.18709249424330837,0.04310624697857331,0.1662401105849477,0.08298428798630605,0.12975668660277317,0.10886601123895842,0.14649439371691816,0.06769135059602807,0.0787369883684731,0.1499653825981724,0.4139010870816424
-43,0.061879105379282554,0.275184912496121,0.13719567489138906,0.346305884415467,0.1411745666114337,0.05858858408404384,0.16041700121356545,0.1255157671714761,0.35757013363678936,0.10124842023287135,0.08364200107791289,0.0398557712357038,0.17925173377993536,0.15542454287153246,0.10033710926299508,0.13792629057169442,0.052976400921307176,0.16979028527378637,0.20058401947545831,0.056403365798184814,0.09231908769218296,0.32139163874055,0.18535571409523313,0.07914824488138192,0.20969017984548807,0.13697520880177597,0.19835994109925206,0.10668973308501964,0.24942051162983497,0.1887455161351589,0.17042728345780334,0.19418285998634527,0.2397075009715996,0.1278487061484957,0.10519965610727466,0.18012957552637812,0.1780557447953243,0.3166137796665211,0.10494163885759619,0.2903385082238589,0.20235270167455668,0.16461816437171511,0.08491617401512738,0.09728133211501477,0.2748145805682872,0.21600939921855217,0.18433086340636434,0.21789350578915948,0.22937214688955815,0.2759155993317056,0.09691685128932269,0.04613309206116628,0.07612165755398939,0.06659052256590019,0.05625231299849567,0.2253002583758715,0.1157242769374947,0.11577861619548235,0.06758278183749916,0.11024880008661656,0.12865081418033494,0.07230347787758104,0.23848592541750024,0.17892422725841403,0.05400844007761553,0.1633213304837122,0.07491133355705983,0.11626823825947921,0.1021012847887092,0.14459686731864782,0.06787749374419591,0.06712837347226622,0.14537313386919556,0.3944846105160077
-42,0.05320013215235042,0.2824063259095159,0.1273585589375343,0.35527312662802607,0.12428605919306315,0.06608440006521356,0.17706911618060486,0.12874114399188022,0.34391144231376,0.1096048763099315,0.07090766213524746,0.037157596691279875,0.1663777019489861,0.14081101251418765,0.09790309477095246,0.15185454220379027,0.04745787711100138,0.16756282626216146,0.1879533744726476,0.06388422451966695,0.10614302374881661,0.3357545619853815,0.17867593673228904,0.08170757364813888,0.2077853744034647,0.1364956881493249,0.21689342437810977,0.12219862101128287,0.25291746102544727,0.19080824226231669,0.14500728161200085,0.20188083831338913,0.25299227479495007,0.13265746965531652,0.08976256838842236,0.1962369304549029,0.19260861587157857,0.3265145594884313,0.10240299973115048,0.2865181945226637,0.18762217910491114,0.15489067869420176,0.09143597545417234,0.1049975986634977,0.27355489217746304,0.23608509599882152,0.18081933096814148,0.22347262929916062,0.24810604617204982,0.291086281355737,0.1012010213815188,0.04893448957969012,0.06845379082930719,0.06930281243881878,0.054189534459876135,0.2406738556790307,0.1205647359843387,0.12439040268363674,0.06747812804547342,0.10243793792382613,0.13863745872074115,0.08247204478808175,0.22927963867502443,0.17197585615466218,0.06804071048868846,0.1601791733198816,0.07210257856785487,0.10030487519853251,0.09610576074310487,0.14209071184125815,0.07090105516621441,0.05992301524665683,0.14459925686193464,0.37423674561191955
-41,0.049476479925027295,0.29021279364206487,0.11570947028556078,0.36106896911458825,0.10584623650627042,0.07723710587045077,0.19002312961819687,0.13315757656116795,0.3229192886911578,0.11961166843424187,0.05942339094432714,0.04033255421835249,0.15481661005086647,0.1240648601375149,0.09738483738031391,0.16093671450885744,0.04335876395393209,0.16306704543683864,0.17231188081192705,0.07332874823437861,0.11973864624689483,0.34930698379440406,0.17163356944049024,0.08655233805843052,0.20623145303618914,0.13835830504050903,0.23059835456969466,0.1397494250922014,0.250641131787288,0.18744261138679758,0.12112447859888413,0.2067482015130997,0.2620476124891327,0.13935406212179963,0.07523217232038507,0.20785820712628325,0.211211967205481,0.33434376939233645,0.10284856245250981,0.27828826554074704,0.17617871325703233,0.14677966332134235,0.10124306132458834,0.11352730176472403,0.2724533086860026,0.2558236492869378,0.17709161435178292,0.225405674831309,0.2618792656350059,0.30298702616105344,0.10904112432162771,0.05039441780871349,0.06376512147137284,0.07204176590914801,0.05477453996055588,0.25240453944091923,0.12235193482050244,0.12887321588494421,0.06956807612480696,0.09174061262857786,0.14455163084144845,0.09219602935786549,0.2178790231641236,0.16639332761443051,0.08528783482508152,0.15661551614551,0.07530144638157031,0.08615384583292704,0.09170822614664016,0.13864640687803143,0.07390042297045477,0.05488582526309891,0.1469302671859786,0.35191297942887245
-40,0.05067397015844995,0.2963053367767793,0.10198740609879006,0.3634497884505287,0.08766853885552958,0.09147616712460904,0.1989953305150815,0.13678811808205946,0.29433395756808245,0.13055541279322075,0.05010895541126571,0.04566989334780165,0.14368094850715954,0.10649307636345853,0.09799941069809426,0.16657416877447867,0.041257706373233186,0.15654617486230343,0.15695119956204806,0.08404575231145417,0.13053639476485976,0.36184366662222367,0.16535263182296714,0.09325785513746725,0.2043769998535462,0.14071181522754697,0.23890635077774966,0.15988455361448256,0.24284394651164404,0.1804765534841785,0.09855283594281654,0.2116299107739827,0.2672767732529819,0.14776188176417263,0.0644737274084182,0.21397317825567766,0.2334578660786919,0.3393440458259534,0.105317988442413,0.2677001446703886,0.16890367925827293,0.13975135237543207,0.1149666719188831,0.12268032417672203,0.27073357816512866,0.27503270880951153,0.17520232633392957,0.22162669053978248,0.2718381172466532,0.308984663108701,0.11863742657787495,0.052018595109499896,0.06175023390160508,0.07521183096208442,0.05831939314493444,0.26003907953051253,0.12261430997697025,0.12909243389197114,0.07461191485283407,0.07985597681451768,0.14692166431119866,0.10124771261801277,0.20483614674726236,0.1604023186905759,0.10452105456338094,0.15200975320008508,0.08419538254366711,0.07354447086994877,0.089180248043208,0.13428449843767815,0.07404737870989621,0.05009450592339533,0.15163310088835474,0.3274131496143867
-39,0.05457064877819732,0.2991522886686236,0.08674129732714228,0.3644613680629439,0.07131037445010568,0.10568825060503913,0.2042972758267807,0.13829663709691514,0.2590687470244456,0.14219557522388115,0.04304756224715721,0.053837413849888494,0.13226255601606976,0.08876483415923167,0.09831046964771803,0.17166400503007634,0.041405765733995674,0.1503339751048986,0.1425850804275707,0.09592522051453753,0.13881159609068638,0.37302444010213737,0.15931762572996572,0.101592071537986,0.20250207693724637,0.14201132390709778,0.24159820918815383,0.18142029180627453,0.22979348704530028,0.1697075027144232,0.07877998656357077,0.21748963759459422,0.26820142434798727,0.15710354951136238,0.057970873503577325,0.21512838631321674,0.25544342502777234,0.3389590886560322,0.10696511957946808,0.2538240425581233,0.16714754895709188,0.13438083553517144,0.13285896930057445,0.13119066362597603,0.26878970264419116,0.2916572605010683,0.17476845103266914,0.2120516555200763,0.27821660664177283,0.30987342736244605,0.12928806874353568,0.054068438929764887,0.06268120118098228,0.0781178799391722,0.0648796555995105,0.26216066292701434,0.11996698756122633,0.12461581849074277,0.08246210720753804,0.06830430944787955,0.14675767260786904,0.11028264815523196,0.19158765080444703,0.15464540881144276,0.12408216343619105,0.14798470975934605,0.09719172739981577,0.06304776386850995,0.08794709438213369,0.13000563920606342,0.07228905406997609,0.04594965099209856,0.15732985135282238,0.3011748745140551
-38,0.05899819566685692,0.29837817167890024,0.07074573717623446,0.36302177484347686,0.05696222669503931,0.1162084202212594,0.2057277144991417,0.13783014656285847,0.2229109704769293,0.15351045368245328,0.03928909193994448,0.06490261999875474,0.12114144710373653,0.07452428766015513,0.09682743615727513,0.17704975258078332,0.04279705346598329,0.14388932818132777,0.129136567739213,0.10726249493459569,0.14511068551635134,0.38203685534847065,0.15289876388526252,0.1095639749896085,0.1991954180474786,0.14250195541860178,0.23811931381602275,0.20086720058587262,0.21359317630010718,0.1562364630572019,0.0639081877509248,0.22201022473369608,0.2636181294444565,0.16559130353809332,0.05640984395309705,0.21102451760270363,0.2735453206331312,0.3326244244893758,0.10786392768937529,0.23512154468386637,0.16904677119310757,0.12846525233169379,0.15422656900120288,0.13584359103960805,0.2649971749661812,0.30309386015834117,0.17583633521212827,0.1966594778323195,0.2823323539039807,0.3056668027965461,0.13960662399095194,0.056475548331843706,0.06525609744306449,0.07934481845305183,0.07230040504442736,0.25694252886851027,0.11620630816096542,0.11565833843410592,0.091020975368761,0.05699640628929377,0.1462688723851313,0.11743344644834568,0.17796315819798095,0.14769227691933665,0.14307529518179501,0.1448189765626116,0.11316253557009744,0.05498913420598813,0.08748750203025465,0.12742201499670064,0.06982559880144225,0.04223071923118797,0.16335963167241124,0.273064745020383
-37,0.06389642085616508,0.29366064571348255,0.05609058010317873,0.359667550781836,0.04536381369893605,0.12307550050485376,0.20158821276086436,0.13771671559999882,0.19057094481279518,0.16458839792339963,0.03909538103989688,0.07886780556349296,0.10999275331733134,0.06385396867150553,0.09282448629524934,0.18261485904612682,0.04457988178871271,0.13665936825013106,0.11609854730137961,0.11818317483024712,0.1491577920690766,0.3865011440383382,0.14461707455319034,0.11527941444535102,0.19371767462290346,0.1417329467866318,0.2290519936891781,0.21419537242853726,0.19474420463529327,0.14067092921604255,0.05604875185008299,0.2219395206398127,0.254129985757663,0.1709843964103767,0.06037513171006159,0.2016137941598012,0.28520977776092055,0.32038681644330214,0.10706915206780168,0.21103312477672853,0.1738534297826988,0.12436456662509661,0.17607761900746768,0.13675763310332265,0.25727169478873924,0.30564391120883105,0.17910587387540244,0.17590568937242404,0.284275584066667,0.29617707158431,0.1476125495288843,0.060305235818261485,0.06812885238072734,0.07716778815870616,0.07598458131150528,0.24673398293002718,0.1116994930065427,0.10196221112716708,0.09952663719500351,0.04616621354526153,0.14641244144270868,0.12204471620643939,0.16261470275259862,0.1390746112966747,0.16128748141437993,0.14244185352002092,0.13038668268904202,0.04948143801801174,0.08887884648162,0.1277795250698836,0.06719986012764656,0.038655312568233215,0.16701138615464448,0.24491385057863577
-36,0.06787986765929047,0.28754239861231573,0.045981899066795236,0.3549907553102637,0.037239400341450506,0.12676062387715886,0.1939244322738699,0.1392028670051658,0.16375515624787718,0.1728467688560506,0.04241844787224393,0.09657864625351406,0.09804123437365944,0.05718397242864716,0.08747230333832931,0.1873018548695747,0.04592652710782135,0.12906714082626694,0.1052326869442675,0.12889578549871694,0.1485055907968546,0.38679384538470335,0.13354183232196348,0.11736471379443492,0.18968432555120235,0.13771729692394555,0.21481707763798955,0.2205160010081229,0.1730072685042262,0.1256855805859082,0.05592311917693822,0.21519216532875934,0.24227725059979938,0.17199387881126085,0.06958660112126892,0.1872415207003198,0.2898157058921672,0.3017785646148788,0.1065813329765499,0.182258616119028,0.18135890077585762,0.12216447242664677,0.19360881812742384,0.1347399107527481,0.24570618724476284,0.29815003064712053,0.18244720456294763,0.15361130431074504,0.284152407555219,0.2833410241838667,0.15112880809399648,0.06616458087522752,0.07313074915516705,0.07171099214248708,0.07792131304249503,0.2315480068836186,0.10612130769081651,0.08598109834438841,0.10836097224128198,0.03848545675172102,0.14713975682005637,0.1235601552780492,0.1469978129922128,0.12858004454501942,0.17842991957031723,0.13982591470047284,0.14560675342816382,0.046071803397628085,0.09353343929546341,0.12911480795720504,0.06398713123888708,0.0351482660533388,0.16605842945701535,0.21722093487002697
-35,0.07041159805016617,0.28083170782450384,0.04086925629958098,0.34656736023034374,0.033288919062070314,0.12627277038034468,0.18157580344050167,0.14314178124785415,0.14198799505318943,0.17758797274858934,0.04729474999269911,0.1186650009538142,0.08548316199568237,0.0546849860005267,0.08252231021430081,0.18991505586370763,0.047351692466719095,0.12266570833267024,0.09817585382506858,0.13850726394149984,0.14145612717345318,0.3812412065140636,0.12191781438046392,0.11539470237623362,0.18785972868971657,0.13084190663963605,0.19801564765175875,0.21941886937701266,0.15019774885705844,0.11212639707804224,0.061211339731401436,0.20088495524752664,0.23007688453639902,0.17000673330054947,0.08282170546723475,0.16949371248694942,0.288594637385489,0.27976887603677025,0.10783299453117372,0.1565062101646113,0.18978779578714333,0.12125801691841767,0.20696205085044145,0.129549039909512,0.23041281689513285,0.28134134598909805,0.18512993881334544,0.13314651229767369,0.28095532554963076,0.26868357248393776,0.15034693089870274,0.0735100214761973,0.08054762707964876,0.06439924170037709,0.07816407851050373,0.21115354561825486,0.10155496455280714,0.07070117032506315,0.11649799126447999,0.03459118739873511,0.14700257402524092,0.12282482554383851,0.1339801608007595,0.11615632727426968,0.19558702209864182,0.13666850381469248,0.15723190878472065,0.045885096293978175,0.103082927893371,0.1295813629385759,0.0598650654915255,0.03265599730711764,0.1605519132871492,0.19040661603573517
-34,0.07167928485528144,0.27166120661689713,0.041466430999288595,0.3346422329845746,0.03193766779789844,0.12132186357368076,0.165476957308775,0.14959611162945036,0.12533869048148433,0.1786062131500373,0.05348817854220907,0.1448219214402965,0.07332318819873836,0.05599978594756842,0.07809755937657711,0.18898190266599296,0.0486807377184913,0.11708159243483214,0.09481240606130914,0.1458614341100887,0.129164136160715,0.36897996928133114,0.11031600363328349,0.10913947202279502,0.18829177439113967,0.1219031586975476,0.1807365557822617,0.21224101082354602,0.12963740423242454,0.10079734662477513,0.06805004596704281,0.18064289488406976,0.21875839030199745,0.16810830269927285,0.09861799195568949,0.15264479199827014,0.2814614401252514,0.2574578456880001,0.11131444712818035,0.1370771065271271,0.1964732873475337,0.12081530739660265,0.2168387945329958,0.12034846112171929,0.21170658140039578,0.25802101126194577,0.1864359673058089,0.11512546272462473,0.2755913826291741,0.2528047863330075,0.14668882998035254,0.08266010929855283,0.08924991841834409,0.05783008791920345,0.07444693289170912,0.1897182539728231,0.09825100384564747,0.05691068661608737,0.1234260554110153,0.03441262518242731,0.14674128088048746,0.1201358227684451,0.12400003309398304,0.10564612496219991,0.2116286631315357,0.13246593166559295,0.16485049309288913,0.04811830447497057,0.11729309623069495,0.1283961166136197,0.054372817774086646,0.031974654944966034,0.15010201609100446,0.16340702852600136
-33,0.07203281306907548,0.2592907732623819,0.04750110298444386,0.3216662674863624,0.03200386436269233,0.11334202281485783,0.14743329937010208,0.15812213760264515,0.1143089734414499,0.17573150473238996,0.06227639813915529,0.1735861256669799,0.0624868136898354,0.06088556714283285,0.07324153371109611,0.18445830175762243,0.04927915520357384,0.11226004708433675,0.09411219073726819,0.15190827920985422,0.12077426621126494,0.34988904059452325,0.10063954863219222,0.09939589245917241,0.1893802724332984,0.11083284974955514,0.16672173925027378,0.20082064677172853,0.1130953971829439,0.0914042382953319,0.07548923755760575,0.1590581211148289,0.21028193440795362,0.16827122108782638,0.11646939321960166,0.13791139391177945,0.26962183572696297,0.23670223717230954,0.11722616801789083,0.12416113969209093,0.19793085871428243,0.12020691158052169,0.2232322351852989,0.10891580844788691,0.18959276540829603,0.23206713126830927,0.1875323155568394,0.09947196465416072,0.26938243216329855,0.23598815111882682,0.1417089417548366,0.09313017482013211,0.09907005280068437,0.05171169024720573,0.06749300706680131,0.16857305852911103,0.09587314221992985,0.04504088062758138,0.12966643258325256,0.039260437049076904,0.14929197194084703,0.11843783146344529,0.11702210925231737,0.09773458257413756,0.22419166449373934,0.12630974198050274,0.169054149747159,0.05302868959776489,0.13568787788366707,0.1252670596234646,0.05015573148060306,0.03272393102614264,0.1365130232712288,0.13611645966835353
-32,0.07187918361878863,0.24326426477062402,0.05781163989209901,0.3080051353862459,0.032279423043172516,0.10238566579796322,0.1309714455429009,0.16716164511091036,0.10725689669292238,0.1730343567867955,0.07171119326933863,0.20015746592002373,0.05321172430343145,0.06844816694047921,0.07018834477683453,0.1788090240783821,0.049529120513949906,0.10892656187583608,0.0972196223376513,0.15730188967707343,0.11596493960962242,0.32596255077721165,0.09399791650938696,0.08979821734180923,0.18909037675023352,0.09828615815901744,0.15543619475017817,0.1863068173429952,0.1006622985328565,0.08484415053998934,0.08417790922081404,0.13954243351917978,0.20594298872075983,0.1708402505356958,0.13546005712958323,0.12549276035639037,0.25394547414058444,0.2174578975956047,0.12555026020377713,0.11777358693532844,0.19423622854222183,0.11897668509087984,0.2250627788778626,0.0985180714643532,0.16509735957056543,0.20664289114521828,0.18858841442879495,0.08692356055749553,0.26374722137765916,0.21892279276171492,0.1370900922098745,0.10594559570413675,0.1107194200335635,0.045767792401527126,0.062976681222297,0.14893667098072771,0.09466302656208557,0.03615275828877799,0.13526659383455247,0.05028047938412585,0.15699818421050654,0.11754203052079795,0.11322283100581385,0.09281658653977945,0.2311730143378259,0.11870540834416551,0.1704084761995784,0.06014037145241332,0.15308045207549162,0.12057385773235803,0.048281079193989655,0.03377515031379597,0.11970488638962792,0.11176795994498509
-31,0.06964622314787582,0.22307887802278495,0.0722597492167427,0.2931161216786697,0.03198222749625566,0.08938558214457314,0.11791329146347047,0.1760121852808776,0.10300345367951805,0.17334732014121018,0.08264702489637904,0.22192881856999808,0.04465393799776794,0.07744332368442342,0.07011448706010105,0.17266130706716193,0.04953902140116535,0.10713884160204086,0.10348046858332793,0.16187554023018627,0.11434439997255785,0.3006056234265686,0.08990348790678028,0.08058099651844639,0.18713420803285932,0.0848913573460229,0.14631509660806946,0.16943599375661883,0.09187201312982894,0.08076837844702256,0.09468277243793247,0.12423482819621867,0.20336040182508106,0.1757774504262592,0.15358234465834036,0.11523416518799864,0.23316872713124312,0.19928315780553393,0.13449278758910416,0.11772475222440226,0.18661578567809273,0.11648332692661101,0.22392579999121226,0.09147610641668961,0.1409987429118859,0.18354210678644384,0.1863274063631563,0.07826106176949119,0.2594545637312925,0.20315835798518145,0.13429748985090914,0.11926251411873874,0.12101018603329783,0.040234074003720845,0.06132628616232734,0.13118370166252558,0.09484306257285882,0.03131558441138356,0.14006864025874072,0.0636873211108557,0.17041119167938143,0.11792676027036206,0.11043149693721266,0.09049484058327449,0.23390129762346884,0.11095704505677872,0.16944609208702166,0.06788951342407494,0.16623209765055633,0.11543030688049356,0.048551629579008805,0.03514215592484832,0.10174155567046642,0.09227412081384481
-30,0.06591248749870529,0.2008613358037524,0.09129198126124774,0.2777292281928686,0.0316048588963843,0.07560331932043256,0.10859987674548202,0.1850999172912963,0.10022821663423158,0.176479729778328,0.09376009004253427,0.23959001317837303,0.038368002721242585,0.0880835746403706,0.07316519312519161,0.16350909898556007,0.050077658158292016,0.10662958936940592,0.10970298467238988,0.1625551314287808,0.11612440201106669,0.27329819228962243,0.08868619857886995,0.07164583175948198,0.18493330458976076,0.07291419748368765,0.1397348665744896,0.15211274282876605,0.0861757978325664,0.07866627950081977,0.10693166774532936,0.11240784465024797,0.20206246856755133,0.18173985681689633,0.16847953912206046,0.10738619683225756,0.20704315915889154,0.18277403790974,0.14329450299414806,0.12362247343408124,0.1765306003583703,0.11315552645210344,0.21989106932204389,0.08906671649893391,0.11862871252061988,0.16262061768568375,0.17830423060748873,0.073448258080028,0.25553177451685516,0.1895638469472712,0.1341630617774514,0.1316392056330134,0.12870274629562717,0.03494114185639128,0.062386147877019106,0.11661384398582535,0.09395167727045521,0.030434289729815628,0.14301202440386196,0.07910473099598082,0.18866276792503262,0.11998515157584519,0.10822456842898795,0.09122149492061168,0.23350327914216593,0.10346321775050511,0.16750322120278396,0.07683117730859094,0.1754755931985902,0.11118158883056735,0.050842414052539364,0.03704477377639846,0.08634455655558965,0.07784995336952524
