,TTS_POS_1::NC_013691.1:415-515(+),TTS_POS_2::NC_013691.1:1484-1584(+),TTS_POS_3::NC_013691.1:2651-2751(+),TTS_POS_4::NC_013691.1:4049-4149(+),TTS_POS_5::NC_013691.1:4353-4453(+),TTS_POS_6::NC_013691.1:5568-5668(+),TTS_POS_7::NC_013691.1:6895-6995(+),TTS_POS_8::NC_013691.1:8773-8873(+),TTS_POS_9::NC_013691.1:9914-10014(+),TTS_POS_10::NC_013691.1:10461-10561(+),TTS_POS_11::NC_013691.1:11433-11533(+),TTS_POS_12::NC_013691.1:12691-12791(+),TTS_POS_13::NC_013691.1:17317-17417(+),TTS_POS_14::NC_013691.1:20134-20234(+),TTS_POS_15::NC_013691.1:21004-21104(+),TTS_POS_16::NC_013691.1:21152-21252(+),TTS_POS_17::NC_013691.1:22038-22138(+),TTS_POS_18::NC_013691.1:26268-26368(+),TTS_POS_19::NC_013691.1:26946-27046(+),TTS_POS_20::NC_013691.1:27806-27906(+),TTS_POS_21::NC_013691.1:28895-28995(+),TTS_POS_22::NC_013691.1:35254-35354(+),TTS_POS_23::NC_013691.1:39324-39424(+),TTS_POS_24::NC_013691.1:40088-40188(+),TTS_POS_25::NC_013691.1:40975-41075(+),TTS_POS_26::NC_013691.1:42179-42279(+),TTS_POS_27::NC_013691.1:42691-42791(+),TTS_POS_28::NC_013691.1:42861-42961(+),TTS_POS_29::NC_013691.1:42960-43060(+),TTS_POS_30::NC_013691.1:43576-43676(+),TTS_POS_31::NC_013691.1:43754-43854(+),TTS_POS_32::NC_013691.1:44836-44936(+),TTS_POS_33::NC_013691.1:47860-47960(+),TTS_POS_34::NC_013691.1:59924-60024(+),TTS_POS_35::NC_013691.1:65396-65496(+),TTS_NEG_1::NC_013691.1:3299-3399(-),TTS_NEG_2::NC_013691.1:11384-11484(-),TTS_NEG_3::NC_013691.1:12555-12655(-),TTS_NEG_4::NC_013691.1:12619-12719(-),TTS_NEG_5::NC_013691.1:27766-27866(-),TTS_NEG_6::NC_013691.1:28175-28275(-),TTS_NEG_7::NC_013691.1:33525-33625(-),TTS_NEG_8::NC_013691.1:36571-36671(-),TTS_NEG_9::NC_013691.1:38624-38724(-),TTS_NEG_10::NC_013691.1:40906-41006(-),TTS_NEG_11::NC_013691.1:53890-53990(-),TTS_NEG_12::NC_013691.1:55368-55468(-),TTS_NEG_13::NC_013691.1:55451-55551(-),TTS_NEG_14::NC_013691.1:59058-59158(-),TTS_NEG_15::NC_013691.1:59893-59993(-),TTS_NEG_16::NC_013691.1:61283-61383(-),TTS_NEG_17::NC_013691.1:62256-62356(-),TTS_NEG_18::NC_013691.1:65400-65500(-)
4,4.985,5.3549999999999995,5.495,4.99,4.115,6.0600000000000005,4.71,5.165,6.28,5.14,5.795,5.705,5.745,6.1499999999999995,4.9799999999999995,6.285,5.130000000000001,5.285,4.2299999999999995,5.46,5.57,6.3,4.925,4.63,6.09,5.055000000000001,4.84,6.4,5.42,5.925,5.505,5.32,5.970000000000001,5.895,5.025,6.1,5.65,4.56,5.0200000000000005,4.765000000000001,4.71,5.555000000000001,5.24,5.909999999999999,5.01,5.67,5.915,5.58,5.795,3.8050000000000006,5.949999999999999,6.135,3.875
5,4.970000000000001,5.42,5.52,5.119999999999999,4.069999999999999,6.24,4.635,5.01,6.3,5.115,5.9,5.68,5.965,6.02,4.705,6.0600000000000005,5.0600000000000005,5.595000000000001,4.3,5.415,5.875,6.43,4.715,4.67,6.095,5.035,5.0200000000000005,6.425,5.345,5.965,5.2700000000000005,5.319999999999999,6.29,5.95,4.709999999999999,6.055000000000001,5.63,4.475,4.915,4.825,4.74,5.545,5.235,5.764999999999999,5.12,5.67,6.2299999999999995,5.36,6.015,3.95,5.905,5.97,4.135
6,5.245,5.59,5.77,5.525,4.18,6.33,4.765000000000001,5.05,6.375,5.025,6.25,5.52,6.1899999999999995,6.0200000000000005,4.845000000000001,6.13,5.0649999999999995,5.58,4.49,5.625,5.825,6.3549999999999995,5.069999999999999,5.02,6.1499999999999995,5.029999999999999,5.01,6.425,5.035,5.994999999999999,5.194999999999999,4.885,6.459999999999999,6.1,4.3950000000000005,6.24,5.625,4.715,5.135,4.85,5.025,5.7299999999999995,5.285,5.36,5.13,5.705,6.205,5.39,6.249999999999999,4.085,5.88,6.075,4.1899999999999995
7,5.245,5.635,5.83,5.3950000000000005,4.29,6.225,4.82,5.084999999999999,6.38,5.075,6.4,5.595,6.3149999999999995,6.125,5.035,5.845000000000001,5.405,5.6,4.84,5.56,5.885,6.42,4.91,5.145,6.24,5.1,4.63,6.425,4.66,5.865,5.385,4.904999999999999,6.325,6.025,4.14,6.279999999999999,5.619999999999999,5.159999999999999,5.0200000000000005,4.605,5.33,5.555,5.32,5.35,5.355,5.880000000000001,5.865,5.325,6.404999999999999,4.235,5.705,6.26,4.319999999999999
8,5.5,5.85,5.845,5.67,4.63,6.299999999999999,4.615,4.8999999999999995,6.3149999999999995,4.765,6.55,5.635,6.3149999999999995,5.795,4.784999999999999,5.8149999999999995,5.404999999999999,5.64,4.859999999999999,5.175,6.015,6.36,4.885,5.3,6.205,5.0,4.6049999999999995,6.339999999999999,4.805,5.985,5.535,5.2,6.334999999999999,6.15,4.2,6.1,5.55,5.055,5.279999999999999,4.795,5.124999999999999,5.78,5.265,5.38,5.16,5.845000000000001,5.765,5.154999999999999,6.115,4.284999999999999,5.6899999999999995,6.185,4.07
9,5.555,5.84,6.09,5.534999999999999,4.999999999999999,6.475,4.5600000000000005,4.8100000000000005,6.409999999999999,4.545,6.640000000000001,5.4350000000000005,6.29,5.7700000000000005,4.77,6.045,5.54,5.744999999999999,4.765,5.02,5.805,6.584999999999999,5.15,5.7,6.095,5.1049999999999995,4.605,6.305,5.025,6.21,5.43,5.1049999999999995,6.209999999999999,6.08,4.285,5.92,5.654999999999999,5.205,5.37,4.51,4.8950000000000005,5.57,5.4399999999999995,5.51,5.345000000000001,5.619999999999999,5.695,4.779999999999999,6.220000000000001,3.9899999999999998,5.9,6.085,4.069999999999999
10,5.5600000000000005,6.05,5.944999999999999,5.385,5.06,6.425,4.73,4.875,6.56,4.615,6.445,5.515,6.11,5.725,4.79,6.13,5.48,5.944999999999999,4.79,4.995,5.674999999999999,6.425,5.325,5.55,6.265,4.96,4.7,6.15,4.955,6.235,5.694999999999999,4.965,6.244999999999999,5.995,4.16,5.63,5.744999999999999,5.58,5.395,4.380000000000001,4.485,5.7,5.2,5.529999999999999,5.31,5.595,5.835,4.55,5.8950000000000005,4.16,5.5649999999999995,6.175,4.159999999999999
11,5.584999999999999,6.1450000000000005,6.244999999999999,5.45,5.16,6.4449999999999985,4.975,5.0200000000000005,6.695,4.755000000000001,6.220000000000001,5.41,6.085,5.66,5.085,6.035,5.5,6.345000000000001,4.584999999999999,4.945,5.95,6.404999999999999,5.245,5.365,6.51,4.755,4.975,6.445,4.930000000000001,6.2,5.795,4.994999999999999,6.464999999999999,5.95,4.069999999999999,5.505,5.55,5.42,5.295,4.425,4.45,5.84,5.220000000000001,5.535,5.18,5.3999999999999995,5.915,4.725,5.819999999999999,4.2,5.2700000000000005,5.95,4.284999999999999
12,5.755,5.825,6.244999999999999,5.69,5.375,6.865,4.8149999999999995,4.715,6.584999999999999,4.705,6.165,5.6850000000000005,5.965,5.705,5.09,6.225,5.74,6.505,4.555,5.05,5.6899999999999995,6.225,5.165,5.425,6.2,4.73,5.125,6.324999999999999,4.930000000000001,6.44,5.545,4.865,6.63,6.05,4.069999999999999,5.54,5.4350000000000005,5.57,5.275,4.43,4.8,5.7299999999999995,5.225,5.3100000000000005,5.430000000000001,5.48,5.835,5.055,5.835,4.245,5.315,5.655,4.2
13,5.91,6.069999999999999,6.035,5.83,5.045,7.045,5.055000000000001,4.35,6.459999999999999,4.790000000000001,6.284999999999999,5.375,5.49,5.9799999999999995,5.125,6.255,5.734999999999999,6.734999999999999,4.6049999999999995,5.275,5.465,5.944999999999999,5.095,5.63,6.13,4.48,4.9,6.27,4.9,6.594999999999999,5.3,4.8950000000000005,6.755,6.33,4.32,5.485,5.08,5.6499999999999995,5.58,4.435,4.7,5.694999999999999,5.365,5.755,5.46,5.75,5.76,5.145,5.8950000000000005,4.245,5.425,5.63,4.14
14,5.755,6.17,6.199999999999999,5.64,5.09,6.9,5.119999999999999,4.505,6.58,4.615,6.319999999999999,5.63,5.470000000000001,6.38,5.275,6.275,5.71,6.720000000000001,4.56,5.63,5.415,5.914999999999999,5.109999999999999,5.635,6.385,4.654999999999999,5.029999999999999,6.38,4.6450000000000005,6.45,5.35,4.93,6.529999999999999,6.24,4.1899999999999995,5.444999999999999,5.209999999999999,5.68,5.65,4.405,4.385,5.5649999999999995,5.33,5.51,5.46,5.995,5.8149999999999995,5.209999999999999,5.935,4.345000000000001,5.355,5.46,4.395
15,5.76,6.075,6.584999999999999,5.84,5.085,6.710000000000001,5.07,4.725,6.475,4.925,6.464999999999999,6.13,5.65,6.45,5.319999999999999,5.989999999999999,5.46,6.709999999999999,4.895,5.3549999999999995,5.284999999999999,5.970000000000001,5.19,5.154999999999999,6.29,5.01,5.4,6.765000000000001,4.4399999999999995,6.26,5.33,4.9799999999999995,6.7299999999999995,6.244999999999999,4.135,5.445,4.92,5.945,5.585,4.355,3.905,5.529999999999999,5.130000000000001,5.455,5.485,5.885,5.805,5.27,6.06,4.595000000000001,5.355,5.635,4.71
16,5.68,5.76,6.81,5.895,4.79,6.595000000000001,4.87,4.665,6.58,5.255,6.029999999999999,6.0200000000000005,5.375,6.414999999999999,5.3149999999999995,5.984999999999999,5.86,6.890000000000001,5.15,5.14,5.225,6.02,5.465,4.7700000000000005,6.145,5.255,5.805,6.834999999999999,4.465,6.145,5.215,5.38,6.33,6.095,3.875,5.445,4.995,6.015,5.555,4.51,3.715,5.715,4.970000000000001,5.42,5.6899999999999995,5.775,5.5200000000000005,5.27,6.0600000000000005,4.59,5.25,5.7,5.025
17,5.625,5.65,7.18,5.72,4.99,6.265000000000001,4.970000000000001,4.380000000000001,6.4,5.035,6.215,5.705,5.4799999999999995,6.234999999999999,5.265,5.959999999999999,5.955,7.369999999999999,5.18,5.095000000000001,5.1049999999999995,6.3549999999999995,5.535,4.79,6.08,5.1850000000000005,5.835,6.790000000000001,4.29,6.055,5.01,5.51,6.17,6.01,3.9,5.335,5.25,5.91,5.404999999999999,4.79,3.935,5.985,5.1450000000000005,5.709999999999999,5.694999999999999,5.92,5.045,5.36,6.15,4.765,5.63,5.875,4.869999999999999
18,5.915,5.784999999999999,7.084999999999999,5.7700000000000005,5.115,6.4799999999999995,5.045,4.4,6.45,5.18,6.08,5.654999999999999,5.365,6.215,5.234999999999999,5.84,5.7,7.114999999999999,5.61,5.17,5.359999999999999,6.489999999999999,5.635,4.9799999999999995,5.680000000000001,5.005,5.905,6.869999999999999,4.235,6.209999999999999,5.26,5.515,6.324999999999999,5.880000000000001,3.79,5.3149999999999995,5.3149999999999995,5.88,5.655,5.095,4.005,5.965,4.965,5.795,5.705,6.22,4.7299999999999995,5.075,6.145,5.26,5.865,5.95,4.935
19,6.220000000000001,5.765,6.859999999999999,6.084999999999999,4.895,6.63,5.14,4.17,6.385,5.1,5.74,5.6850000000000005,5.555,5.95,5.699999999999999,5.82,5.575,6.925,5.68,5.165,5.16,6.1850000000000005,5.83,4.96,5.645,5.01,6.07,6.94,4.125,6.115,5.395,5.42,6.2299999999999995,5.84,3.7350000000000003,5.155,5.345000000000001,5.77,5.555,5.2700000000000005,4.029999999999999,5.75,5.095000000000001,5.765,5.904999999999999,5.944999999999999,4.515,5.225,5.825,5.205,5.8149999999999995,5.93,5.045
20,6.215,5.595000000000001,6.955,6.14,5.15,6.43,5.255,4.425,6.205,5.085,5.915,5.825,5.18,5.680000000000001,5.7,5.9399999999999995,5.83,6.4799999999999995,5.694999999999999,5.295,5.215,5.88,6.085,4.715,5.675,5.005000000000001,6.36,6.9399999999999995,4.1,6.1,5.415,5.7,6.33,5.904999999999999,3.9650000000000007,5.05,5.375,5.915,5.5200000000000005,5.445,4.15,5.720000000000001,5.055,5.785,6.24,5.995,4.619999999999999,5.39,5.775,4.845000000000001,5.930000000000001,6.12,5.3
21,6.445,5.355,6.995,6.06,5.225,6.43,5.180000000000001,4.71,6.215,5.529999999999999,5.66,6.095000000000001,5.215,5.61,5.91,6.35,6.034999999999999,6.529999999999999,6.025,5.220000000000001,5.145,5.8950000000000005,6.12,4.72,5.62,4.725,6.205,6.87,4.125,6.22,5.385,5.569999999999999,6.25,5.88,4.4399999999999995,5.11,5.775,6.02,5.484999999999999,5.75,4.455,5.9,4.875,5.585,6.3,6.045,4.765,5.449999999999999,5.970000000000001,4.845000000000001,6.305000000000001,6.075,5.445
22,6.334999999999999,5.175,6.765000000000001,5.955,5.15,6.35,5.3100000000000005,5.035,6.119999999999999,5.255,5.665,6.155,5.154999999999999,5.64,5.75,6.1499999999999995,6.1049999999999995,6.529999999999999,6.029999999999999,5.495,5.03,5.845,6.165,5.005,5.8100000000000005,4.695,6.095,6.789999999999999,4.17,6.2,4.9399999999999995,5.6450000000000005,6.225,5.9799999999999995,4.265,5.33,5.78,6.0649999999999995,5.4799999999999995,5.67,4.455,5.609999999999999,4.715000000000001,5.859999999999999,6.220000000000001,6.11,4.444999999999999,5.445,5.994999999999999,5.005000000000001,6.1850000000000005,6.159999999999999,5.369999999999999
23,6.34,5.395,6.769999999999999,5.89,4.895,6.045,5.71,5.13,6.069999999999999,5.1850000000000005,5.824999999999999,5.97,5.285,5.529999999999999,5.715,6.339999999999999,5.9350000000000005,6.455,6.115,5.515,4.7,5.359999999999999,6.115,5.284999999999999,5.665,4.595,6.5,6.744999999999999,4.119999999999999,6.175,5.139999999999999,5.695,6.45,6.115,4.2,5.475,5.495,5.7299999999999995,5.3,5.22,4.585,5.455,4.79,5.715,6.08,6.175,4.515,5.395,6.26,4.71,6.14,5.995,5.234999999999999
24,6.505,5.365,6.714999999999999,5.904999999999999,5.17,5.74,5.55,5.24,6.119999999999999,5.29,5.694999999999999,5.7,5.17,5.505000000000001,5.949999999999999,6.375,5.725,6.225,6.1450000000000005,5.65,4.75,4.880000000000001,6.365,5.545,5.64,4.484999999999999,6.58,6.705,4.11,6.225,5.0600000000000005,5.505,6.33,5.975,4.025,5.585,5.38,5.9399999999999995,5.14,5.17,4.609999999999999,5.585,4.73,5.56,6.095000000000001,6.01,4.785,5.319999999999999,6.174999999999999,4.834999999999999,6.135,6.1,5.08
25,6.529999999999999,5.415,6.38,5.615,4.7700000000000005,5.675,5.745,5.305,6.095,5.529999999999999,5.805,5.64,5.015,5.635,6.225,6.555,5.834999999999999,5.815,6.03,5.43,4.82,4.5200000000000005,6.764999999999999,5.55,5.665,4.529999999999999,6.395,6.625,4.165000000000001,6.305,5.27,5.15,6.14,5.865,4.275,5.47,5.555000000000001,5.9399999999999995,5.1899999999999995,4.85,4.645,5.51,4.735,5.56,6.205,5.95,4.505000000000001,5.3549999999999995,6.035,5.119999999999999,6.04,6.16,4.930000000000001
26,6.4449999999999985,5.195,6.375,5.21,4.645,5.83,5.795,5.3,6.02,5.464999999999999,5.625,5.715,4.8950000000000005,5.67,6.055,6.435,5.84,5.5,5.65,5.08,4.9399999999999995,4.3149999999999995,6.685,5.37,5.535,4.535,6.49,6.470000000000001,4.444999999999999,6.39,5.165,5.46,5.694999999999999,5.885,4.58,5.29,5.505000000000001,5.9399999999999995,4.970000000000001,4.845000000000001,4.79,5.4350000000000005,4.654999999999999,5.74,6.195,5.904999999999999,4.404999999999999,5.375,5.755,5.194999999999999,6.14,6.055,4.9
27,6.445,5.140000000000001,6.0200000000000005,5.284999999999999,4.6850000000000005,5.9399999999999995,5.74,5.24,5.749999999999999,5.18,5.449999999999999,5.6850000000000005,4.5649999999999995,5.895,5.765,6.5,5.725,5.175,5.43,5.135,4.8549999999999995,3.995,6.575,5.255,5.29,4.465,6.825,6.135,4.7299999999999995,6.675,5.075,5.525,5.8549999999999995,6.13,4.86,5.325,5.7,5.8950000000000005,5.015,5.109999999999999,4.915,5.71,4.8,5.51,6.015,5.779999999999999,4.55,5.63,5.6049999999999995,5.0649999999999995,6.245,5.895,4.725
28,6.445,5.1899999999999995,5.955,5.285,4.67,5.535,5.970000000000001,5.135,5.53,5.39,5.05,5.709999999999999,4.38,5.85,6.119999999999999,6.45,5.535,5.215,5.6,5.409999999999999,4.7,4.08,6.385,5.109999999999999,5.4,4.47,7.099999999999999,6.1850000000000005,4.48,6.265,5.015,5.525,5.8549999999999995,6.035,4.9350000000000005,5.725,5.475,6.095,4.859999999999999,5.11,5.285,5.265,4.835,5.529999999999999,5.99,6.015,4.42,5.470000000000001,5.85,5.105,5.970000000000001,5.74,5.0600000000000005
29,6.415000000000001,5.07,5.955,5.17,4.575,5.51,6.045,5.069999999999999,5.53,5.63,5.015,6.0,4.575,5.819999999999999,6.185,6.25,5.58,5.1450000000000005,5.8,5.59,5.01,4.1850000000000005,6.1850000000000005,4.92,5.51,4.605,7.18,6.279999999999999,4.55,6.145,5.3149999999999995,5.745,5.9799999999999995,6.034999999999999,4.9350000000000005,5.95,5.42,6.06,4.795,5.175,5.595,5.425,4.705,5.54,5.74,5.970000000000001,4.84,5.88,5.74,5.4,5.87,5.86,5.01
30,6.13,4.67,5.99,5.220000000000001,4.5200000000000005,5.895,5.645,4.9350000000000005,5.555,5.5600000000000005,5.09,6.025,4.459999999999999,5.465,6.06,5.845,5.58,4.76,6.025,5.615,5.33,4.115,6.36,4.8,5.1899999999999995,4.92,6.904999999999999,6.27,4.775,6.0,4.915,6.08,5.86,6.1,4.859999999999999,6.0200000000000005,5.455,5.965,4.635,5.234999999999999,5.924999999999999,5.225,4.915,5.55,5.89,5.9350000000000005,5.03,5.915,5.949999999999999,5.244999999999999,6.12,5.825,4.87
31,5.904999999999999,4.575,5.84,5.02,4.365,6.05,5.245,4.615,5.27,5.555,5.249999999999999,5.909999999999999,4.58,5.285,6.069999999999999,5.92,5.475,4.535,6.265,5.665,5.2,4.115,6.34,4.8100000000000005,4.71,5.1,6.87,6.2700000000000005,4.925,6.08,4.6850000000000005,6.16,5.59,6.03,4.83,5.970000000000001,5.555000000000001,6.295,4.6850000000000005,5.275,6.245,5.245,5.135,5.654999999999999,6.14,6.03,4.925,5.88,5.95,5.249999999999999,6.365,5.86,4.67
32,5.744999999999999,4.430000000000001,5.805,4.8100000000000005,4.4799999999999995,5.925,5.51,4.4350000000000005,5.375,5.445,5.045,5.75,4.7,5.235,5.8549999999999995,5.8149999999999995,5.305,4.345,6.299999999999999,5.3100000000000005,5.23,4.069999999999999,6.105,4.775,4.92,5.075,6.890000000000001,6.305000000000001,4.925,5.86,4.9350000000000005,6.215000000000001,5.59,5.91,5.0200000000000005,5.97,5.6850000000000005,6.180000000000001,4.7700000000000005,5.245,6.055,5.130000000000001,5.025,5.72,6.13,6.0,4.925,5.68,5.9350000000000005,5.21,6.3149999999999995,6.034999999999999,4.775
33,5.71,4.215,5.7749999999999995,4.765,4.9,5.865,5.51,4.92,5.66,5.255,4.925,5.9,5.005,5.34,6.12,5.9,5.35,4.05,6.33,5.165,5.37,4.545,6.279999999999999,4.825,4.615,5.52,6.970000000000001,6.525,4.925,5.715,5.3549999999999995,6.319999999999999,5.59,5.775,5.1049999999999995,6.14,5.925,6.18,4.944999999999999,4.99,5.825,5.1049999999999995,4.735,5.5600000000000005,6.1,5.67,4.790000000000001,5.595,5.959999999999999,5.265,6.3100000000000005,5.955,5.125
34,5.8149999999999995,4.165,5.55,5.1,4.92,6.025,5.48,4.875,5.7299999999999995,5.48,4.89,5.725,4.93,5.235,6.345000000000001,5.8999999999999995,5.3,3.995,6.584999999999999,4.99,5.325,4.615,6.44,5.109999999999999,4.61,5.459999999999999,6.81,6.24,5.175,5.795,5.435,6.404999999999999,5.59,5.5649999999999995,5.285,6.175,5.905,6.159999999999999,4.845000000000001,5.045,6.084999999999999,4.925,4.735,5.6450000000000005,6.24,5.46,4.725,5.654999999999999,6.1850000000000005,5.234999999999999,6.295,5.959999999999999,5.205
35,5.865,4.5,5.385,5.32,4.734999999999999,5.995,5.5600000000000005,4.654999999999999,5.81,5.15,4.715,5.565,4.88,5.285,6.31,6.125,5.5200000000000005,4.02,6.725,5.105,5.62,4.654999999999999,6.43,5.385,4.58,5.34,6.935,6.26,5.175,5.584999999999999,5.3,6.45,5.545,5.555000000000001,5.3100000000000005,6.29,6.35,6.145,4.91,4.835,6.3,5.01,4.965,5.645,6.135,5.46,4.790000000000001,5.495,6.0600000000000005,5.27,6.13,6.16,5.145
36,6.025,4.785,5.2700000000000005,5.265,5.09,6.0200000000000005,5.785,4.785,5.645,4.994999999999999,5.0,5.6,5.08,5.465,6.335,6.13,5.395,3.9199999999999995,6.5649999999999995,5.130000000000001,5.8,4.630000000000001,6.4399999999999995,5.64,4.825,5.32,6.865,6.345,5.205,5.33,5.42,6.26,5.625,5.33,5.395,6.4799999999999995,6.3,5.865,5.15,5.034999999999999,6.365,4.83,5.15,5.65,5.85,5.715,5.1,5.8950000000000005,5.895,5.58,6.01,6.119999999999999,5.0600000000000005
37,6.135,4.895,5.1850000000000005,5.12,5.140000000000001,5.975,5.51,5.069999999999999,6.09,5.25,4.87,5.675,4.91,5.87,6.414999999999999,6.05,5.109999999999999,3.5149999999999997,6.609999999999999,5.1,5.6899999999999995,4.55,6.425,5.535,4.855,5.3549999999999995,7.119999999999999,6.35,5.51,5.375,5.914999999999999,6.0,5.615,5.615,5.345,6.589999999999999,6.45,5.859999999999999,5.35,4.785,6.175,4.64,4.975,5.4350000000000005,5.9,5.89,5.305,5.85,5.779999999999999,5.48,5.84,5.9,5.290000000000001
38,5.975,4.98,5.3100000000000005,4.9399999999999995,5.1899999999999995,5.92,5.865,5.05,5.8149999999999995,5.075,4.835,5.720000000000001,4.99,5.93,6.5,5.970000000000001,5.335,3.8800000000000003,6.484999999999999,4.869999999999999,5.6899999999999995,4.13,6.115,5.445,5.084999999999999,5.425,7.025,6.209999999999999,5.49,5.305,6.14,6.029999999999999,5.46,5.3549999999999995,5.43,6.4799999999999995,6.540000000000001,5.859999999999999,5.244999999999999,4.76,5.845000000000001,4.885,5.154999999999999,5.33,6.08,5.665,5.5600000000000005,5.994999999999999,5.779999999999999,5.24,5.5600000000000005,6.3,5.1899999999999995
39,5.955,4.96,5.42,4.91,5.64,5.635,6.2,5.279999999999999,5.869999999999999,5.235,5.125,5.715,5.085,5.955,6.26,5.8,5.365,3.96,6.34,4.875,5.7,4.205,5.7299999999999995,5.51,4.91,5.41,6.83,6.035,5.62,5.33,5.875,6.295,5.625,5.33,5.4399999999999995,6.4,6.369999999999999,5.970000000000001,5.245,4.84,5.71,4.7,5.279999999999999,5.4,5.925,5.84,5.85,6.085,6.279999999999999,5.1450000000000005,5.585,6.244999999999999,5.16
40,6.389999999999999,4.9399999999999995,5.325,4.9799999999999995,5.8149999999999995,5.525,6.220000000000001,5.025,5.915,5.409999999999999,4.95,5.625,5.425,5.895,6.21,5.680000000000001,5.484999999999999,4.16,6.180000000000001,4.955,5.665,4.35,5.505,5.74,4.86,5.39,6.779999999999999,5.63,5.6450000000000005,5.279999999999999,5.945,6.215,5.345,5.3149999999999995,5.465,6.345,6.34,5.665,5.215,4.9399999999999995,5.625,4.71,5.495,5.475,5.675,5.79,5.635,6.08,6.325,5.549999999999999,5.205,6.025,5.18
41,6.085,5.05,5.37,4.95,6.025,5.619999999999999,6.185,4.74,5.8,5.11,5.255,5.380000000000001,5.2299999999999995,5.9,6.319999999999999,5.2700000000000005,5.590000000000001,4.285,6.14,4.975,5.404999999999999,4.24,5.779999999999999,5.5600000000000005,4.775,5.595000000000001,6.745,5.575,5.37,5.029999999999999,6.0,6.265,5.42,5.255,5.2,6.36,6.18,5.735,5.295,4.9399999999999995,5.6049999999999995,4.82,5.6,5.415,5.64,5.8149999999999995,5.5600000000000005,6.08,6.275,5.755,5.159999999999999,6.13,5.13
42,6.0200000000000005,5.295,5.75,5.025,6.34,5.635,6.055,4.62,5.845000000000001,5.255,5.47,5.275,5.115,5.909999999999999,6.385,5.215,5.745,4.1899999999999995,5.904999999999999,4.744999999999999,5.244999999999999,4.125,5.66,5.5600000000000005,4.705,5.845,7.045,5.654999999999999,5.35,5.1049999999999995,6.4449999999999985,5.9799999999999995,5.425,5.095,5.575,6.025,6.185,5.944999999999999,5.265,4.6899999999999995,5.855,5.035,5.53,5.365,5.79,5.755000000000001,5.695,6.14,6.215,5.7299999999999995,5.154999999999999,6.095000000000001,5.32
43,6.095,5.220000000000001,5.755,5.0,6.82,5.845,5.869999999999999,4.845000000000001,5.835,5.284999999999999,5.465000000000001,5.2700000000000005,4.885,6.125,6.37,5.234999999999999,5.705,4.195,5.785,4.515,5.425,4.385,5.425,5.715000000000001,4.985,5.925,6.875,5.76,5.25,5.194999999999999,6.385,5.9,5.42,4.904999999999999,5.6,5.87,6.069999999999999,6.164999999999999,5.615,4.995,5.8549999999999995,5.02,5.32,5.3549999999999995,5.869999999999999,5.6850000000000005,5.85,6.225,5.945,6.174999999999999,4.86,6.154999999999999,5.1000000000000005
44,6.04,5.090000000000001,5.6899999999999995,4.705,6.945,6.029999999999999,5.904999999999999,4.8549999999999995,5.785,5.095000000000001,5.39,5.095,4.93,6.075,6.464999999999999,5.17,5.885,4.51,5.975,4.59,5.5649999999999995,4.665,5.35,5.635,4.904999999999999,6.085,6.859999999999999,5.975,5.404999999999999,5.319999999999999,6.5200000000000005,6.09,5.529999999999999,5.005000000000001,5.555,5.869999999999999,6.0649999999999995,6.345000000000001,5.805,4.82,5.865,5.1899999999999995,5.319999999999999,5.575,5.75,5.6899999999999995,5.869999999999999,6.319999999999999,5.890000000000001,6.24,4.89,6.154999999999999,5.279999999999999
45,5.8,5.25,5.67,4.915,7.409999999999999,5.705,5.68,4.79,5.8100000000000005,5.005,5.235,5.1,5.1049999999999995,5.8950000000000005,6.239999999999999,5.165,6.065,4.83,6.074999999999999,4.86,5.305,4.695,5.175,5.6850000000000005,5.09,6.084999999999999,6.8549999999999995,5.92,5.47,5.1450000000000005,6.56,6.33,5.4799999999999995,5.084999999999999,5.78,5.8100000000000005,5.909999999999999,6.404999999999999,5.779999999999999,5.1049999999999995,5.82,5.455,5.305,5.720000000000001,5.505,5.475,6.115,6.085,5.859999999999999,6.0600000000000005,4.915,6.095,5.1
46,5.84,5.225,5.45,5.045,7.3549999999999995,5.66,5.37,4.6450000000000005,5.975,5.125,5.015,5.090000000000001,5.159999999999999,5.65,6.1450000000000005,5.1899999999999995,6.085,4.93,6.055,4.89,5.305000000000001,5.125,5.074999999999999,5.4,5.1899999999999995,6.295,6.56,5.67,5.5600000000000005,5.1,6.7,6.409999999999999,5.66,4.734999999999999,5.785,5.569999999999999,6.0,6.22,5.755,5.085,5.62,5.525,5.41,5.8950000000000005,5.484999999999999,5.475,6.0649999999999995,6.045,6.005000000000001,5.85,4.74,6.13,4.819999999999999
47,5.8100000000000005,5.234999999999999,5.45,5.105,7.1049999999999995,5.744999999999999,5.5,4.390000000000001,5.795,5.4799999999999995,5.035,5.33,5.29,5.48,6.5200000000000005,5.285,6.084999999999999,5.255,6.0649999999999995,4.87,5.4799999999999995,5.555,5.175,5.5600000000000005,4.9350000000000005,6.42,6.415000000000001,5.83,5.615,5.165,6.4399999999999995,6.36,5.715,4.515,5.91,5.535,5.7299999999999995,6.264999999999999,6.005,5.0649999999999995,5.445,5.3149999999999995,5.125,6.1049999999999995,5.695,5.665,6.119999999999999,6.234999999999999,6.18,5.859999999999999,4.795,6.025,5.040000000000001
