,TSS_POS_1::NC_013691.1:20-120(+),TSS_POS_2::NC_013691.1:731-831(+),TSS_POS_3::NC_013691.1:3602-3702(+),TSS_POS_4::NC_013691.1:8180-8280(+),TSS_POS_5::NC_013691.1:9464-9564(+),TSS_POS_6::NC_013691.1:9559-9659(+),TSS_POS_7::NC_013691.1:18051-18151(+),TSS_POS_8::NC_013691.1:35194-35294(+),TSS_POS_9::NC_013691.1:39296-39396(+),TSS_POS_10::NC_013691.1:66521-66621(+),TSS_POS_11::NC_013691.1:12047-12147(+),TSS_POS_12::NC_013691.1:23595-23695(+),TSS_POS_13::NC_013691.1:24066-24166(+),TSS_POS_14::NC_013691.1:26562-26662(+),TSS_POS_15::NC_013691.1:28756-28856(+),TSS_POS_16::NC_013691.1:28780-28880(+),TSS_POS_17::NC_013691.1:29126-29226(+),TSS_POS_18::NC_013691.1:35317-35417(+),TSS_POS_19::NC_013691.1:38763-38863(+),TSS_POS_20::NC_013691.1:42916-43016(+),TSS_POS_21::NC_013691.1:59681-59781(+),TSS_POS_22::NC_013691.1:60055-60155(+),TSS_POS_23::NC_013691.1:60211-60311(+),TSS_POS_24::NC_013691.1:62774-62874(+),TSS_POS_25::NC_013691.1:68409-68509(+),TSS_POS_26::NC_013691.1:68706-68806(+),TSS_POS_27::NC_013691.1:69104-69204(+),TSS_NEG_1::NC_013691.1:1913-2013(-),TSS_NEG_2::NC_013691.1:4676-4776(-),TSS_NEG_3::NC_013691.1:11324-11424(-),TSS_NEG_4::NC_013691.1:12456-12556(-),TSS_NEG_5::NC_013691.1:12974-13074(-),TSS_NEG_6::NC_013691.1:13026-13126(-),TSS_NEG_7::NC_013691.1:16339-16439(-),TSS_NEG_8::NC_013691.1:17052-17152(-),TSS_NEG_9::NC_013691.1:22314-22414(-),TSS_NEG_10::NC_013691.1:24691-24791(-),TSS_NEG_11::NC_013691.1:27872-27972(-),TSS_NEG_12::NC_013691.1:29025-29125(-),TSS_NEG_13::NC_013691.1:29667-29767(-),TSS_NEG_14::NC_013691.1:30970-31070(-),TSS_NEG_15::NC_013691.1:32636-32736(-),TSS_NEG_16::NC_013691.1:34403-34503(-),TSS_NEG_17::NC_013691.1:34427-34527(-),TSS_NEG_18::NC_013691.1:34916-35016(-),TSS_NEG_19::NC_013691.1:34959-35059(-),TSS_NEG_20::NC_013691.1:36525-36625(-),TSS_NEG_21::NC_013691.1:36951-37051(-),TSS_NEG_22::NC_013691.1:37009-37109(-),TSS_NEG_23::NC_013691.1:37304-37404(-),TSS_NEG_24::NC_013691.1:38390-38490(-),TSS_NEG_25::NC_013691.1:38887-38987(-),TSS_NEG_26::NC_013691.1:39220-39320(-),TSS_NEG_27::NC_013691.1:39458-39558(-),TSS_NEG_28::NC_013691.1:41097-41197(-),TSS_NEG_29::NC_013691.1:46686-46786(-),TSS_NEG_30::NC_013691.1:50259-50359(-),TSS_NEG_31::NC_013691.1:53044-53144(-),TSS_NEG_32::NC_013691.1:53212-53312(-),TSS_NEG_33::NC_013691.1:53424-53524(-),TSS_NEG_34::NC_013691.1:54009-54109(-),TSS_NEG_35::NC_013691.1:54033-54133(-),TSS_NEG_36::NC_013691.1:55012-55112(-),TSS_NEG_37::NC_013691.1:55791-55891(-),TSS_NEG_38::NC_013691.1:56112-56212(-),TSS_NEG_39::NC_013691.1:56256-56356(-),TSS_NEG_40::NC_013691.1:56349-56449(-),TSS_NEG_41::NC_013691.1:57285-57385(-),TSS_NEG_42::NC_013691.1:58238-58338(-),TSS_NEG_43::NC_013691.1:58260-58360(-),TSS_NEG_44::NC_013691.1:61240-61340(-),TSS_NEG_45::NC_013691.1:62480-62580(-),TSS_NEG_46::NC_013691.1:62798-62898(-),TSS_NEG_47::NC_013691.1:63998-64098(-),TSS_NEG_48::NC_013691.1:64715-64815(-),TSS_NEG_49::NC_013691.1:65024-65124(-),TSS_NEG_50::NC_013691.1:65649-65749(-),TSS_NEG_51::NC_013691.1:65694-65794(-),TSS_NEG_52::NC_013691.1:65869-65969(-),TSS_NEG_53::NC_013691.1:66013-66113(-),TSS_NEG_54::NC_013691.1:67269-67369(-),TSS_NEG_55::NC_013691.1:67420-67520(-),TSS_NEG_56::NC_013691.1:67983-68083(-),TSS_NEG_57::NC_013691.1:68635-68735(-),TSS_NEG_58::NC_013691.1:68846-68946(-),TSS_NEG_59::NC_013691.1:70272-70372(-)
-38,-1.4465,-1.294,-1.143,-1.365,-1.383,-1.2360000000000002,-1.499,-1.3969999999999998,-1.4445000000000001,-1.5930000000000002,-1.2745000000000002,-1.5990000000000002,-1.4689999999999999,-1.2935,-1.6285,-1.5755000000000001,-1.308,-1.291,-1.4440000000000002,-1.4655,-1.451,-1.6445,-1.6004999999999998,-1.4449999999999998,-1.3145,-1.4405,-1.3995,-1.3424999999999998,-1.4224999999999999,-1.6575,-1.4025,-1.2514999999999998,-1.4289999999999998,-1.4855,-1.4385,-1.4125,-1.6115,-1.5785,-1.447,-1.5955,-1.282,-1.645,-1.4655,-1.3539999999999999,-1.4255,-1.6435,-1.4505000000000001,-1.3465,-1.5695000000000001,-1.4899999999999998,-1.6225,-1.51,-1.336,-1.4460000000000002,-1.3855,-1.5130000000000001,-1.473,-1.5125,-1.444,-1.3045000000000002,-1.4535,-1.1425,-1.4355,-1.3024999999999998,-1.473,-1.395,-1.385,-1.5355,-1.5225,-1.473,-1.5965,-1.3595000000000002,-1.5495,-1.584,-1.3945,-1.426,-1.483,-1.3074999999999999,-1.27,-1.5050000000000001,-1.33,-1.3475,-1.4229999999999998,-1.425,-1.299,-1.3185
-37,-1.4195,-1.2309999999999999,-1.171,-1.3619999999999999,-1.41,-1.261,-1.5075,-1.386,-1.401,-1.6,-1.2685,-1.6469999999999998,-1.496,-1.2854999999999999,-1.6075,-1.5955000000000001,-1.2879999999999998,-1.3059999999999998,-1.481,-1.485,-1.389,-1.6525000000000003,-1.645,-1.4615,-1.3145,-1.4514999999999998,-1.3915000000000002,-1.3275,-1.4285,-1.6179999999999999,-1.4645000000000001,-1.2295000000000003,-1.393,-1.4715,-1.4385000000000001,-1.4395000000000002,-1.568,-1.5575,-1.4369999999999998,-1.5125000000000002,-1.2819999999999998,-1.687,-1.4725000000000001,-1.371,-1.3625,-1.6600000000000001,-1.4725,-1.3604999999999998,-1.5585,-1.482,-1.6225,-1.538,-1.3195000000000001,-1.474,-1.3855,-1.527,-1.49,-1.5025,-1.437,-1.3265,-1.4535,-1.1275,-1.4355,-1.2715,-1.488,-1.3925,-1.427,-1.5355,-1.4605000000000001,-1.473,-1.5965,-1.4075000000000002,-1.5130000000000001,-1.538,-1.417,-1.4345,-1.5310000000000001,-1.2875,-1.2785,-1.4849999999999999,-1.315,-1.3504999999999998,-1.4369999999999998,-1.4449999999999998,-1.307,-1.3195000000000001
-36,-1.383,-1.2385000000000002,-1.206,-1.341,-1.4265,-1.241,-1.544,-1.413,-1.404,-1.558,-1.2905,-1.6835,-1.5355,-1.2635,-1.5245000000000002,-1.5955000000000001,-1.246,-1.3,-1.4725000000000001,-1.5285,-1.3444999999999998,-1.6079999999999999,-1.672,-1.4815,-1.3295,-1.4244999999999999,-1.3835000000000002,-1.3275000000000001,-1.4289999999999998,-1.5735,-1.4994999999999998,-1.2725,-1.4100000000000001,-1.4645,-1.482,-1.479,-1.558,-1.5175,-1.484,-1.4925000000000002,-1.283,-1.7064999999999997,-1.472,-1.402,-1.3205000000000002,-1.6435,-1.4575,-1.3875,-1.536,-1.472,-1.6225,-1.5390000000000001,-1.3125,-1.5219999999999998,-1.3865,-1.512,-1.5,-1.4965000000000002,-1.44,-1.3345,-1.4595,-1.1425,-1.419,-1.2994999999999999,-1.5090000000000001,-1.4135,-1.4629999999999999,-1.58,-1.4689999999999999,-1.4365,-1.517,-1.4520000000000002,-1.473,-1.5155,-1.459,-1.418,-1.542,-1.2045,-1.3219999999999998,-1.4649999999999999,-1.288,-1.351,-1.457,-1.462,-1.2710000000000001,-1.3295000000000001
-35,-1.341,-1.2585,-1.234,-1.3125,-1.4064999999999999,-1.206,-1.544,-1.413,-1.404,-1.51,-1.33,-1.6835,-1.5355,-1.2414999999999998,-1.481,-1.5955,-1.226,-1.3219999999999998,-1.4795,-1.5565000000000002,-1.3444999999999998,-1.5610000000000002,-1.7029999999999998,-1.5235,-1.33,-1.4045,-1.4115,-1.4105,-1.446,-1.5115,-1.456,-1.2825,-1.4015,-1.4845000000000002,-1.5070000000000001,-1.506,-1.568,-1.5645000000000002,-1.437,-1.4845000000000002,-1.2630000000000001,-1.6629999999999998,-1.492,-1.3820000000000001,-1.2785,-1.6035,-1.4575,-1.424,-1.536,-1.4435,-1.6225,-1.4805,-1.2985,-1.537,-1.3664999999999998,-1.501,-1.458,-1.4955,-1.426,-1.3344999999999998,-1.4455,-1.1644999999999999,-1.4525,-1.3215,-1.5370000000000001,-1.3855,-1.4629999999999999,-1.6629999999999998,-1.497,-1.4565,-1.4775000000000003,-1.4155,-1.41,-1.5165000000000002,-1.5025,-1.3900000000000001,-1.4835,-1.2120000000000002,-1.332,-1.4760000000000002,-1.288,-1.387,-1.447,-1.483,-1.2785,-1.3145000000000002
-34,-1.319,-1.2725,-1.259,-1.3205,-1.3955,-1.2,-1.561,-1.413,-1.4049999999999998,-1.482,-1.33,-1.6634999999999998,-1.491,-1.2415,-1.518,-1.5755000000000001,-1.253,-1.3679999999999999,-1.5274999999999999,-1.5775000000000001,-1.3335,-1.534,-1.675,-1.5665,-1.32,-1.3895,-1.4395000000000002,-1.4104999999999999,-1.488,-1.4835,-1.4645,-1.2514999999999998,-1.365,-1.4955000000000003,-1.501,-1.506,-1.52,-1.5645000000000002,-1.437,-1.4575,-1.263,-1.641,-1.464,-1.3539999999999999,-1.2535,-1.5684999999999998,-1.4685000000000001,-1.486,-1.599,-1.4505000000000001,-1.639,-1.4705,-1.2985,-1.53,-1.3315,-1.5594999999999999,-1.4585,-1.4845000000000002,-1.4335,-1.393,-1.4455,-1.121,-1.4795,-1.3074999999999999,-1.5470000000000002,-1.3575000000000002,-1.4465,-1.6545,-1.497,-1.4285,-1.4765000000000001,-1.4125,-1.3665,-1.5415,-1.4855,-1.3619999999999999,-1.4765000000000001,-1.2269999999999999,-1.3325,-1.454,-1.325,-1.393,-1.468,-1.4769999999999999,-1.2705,-1.3045
-33,-1.2970000000000002,-1.3355000000000001,-1.259,-1.3684999999999998,-1.4105,-1.222,-1.6030000000000002,-1.4060000000000001,-1.453,-1.4899999999999998,-1.357,-1.6415,-1.4689999999999999,-1.2355,-1.545,-1.6025000000000003,-1.3210000000000002,-1.3679999999999999,-1.5524999999999998,-1.5995000000000001,-1.3535,-1.5375,-1.6469999999999998,-1.5455,-1.314,-1.3885,-1.484,-1.411,-1.487,-1.4835,-1.4645000000000001,-1.251,-1.385,-1.476,-1.5005000000000002,-1.475,-1.495,-1.5174999999999998,-1.499,-1.4295000000000002,-1.283,-1.613,-1.4629999999999999,-1.3539999999999999,-1.2610000000000001,-1.5695000000000001,-1.404,-1.5305,-1.6184999999999998,-1.4975,-1.639,-1.5125,-1.3455,-1.567,-1.332,-1.599,-1.4945,-1.5045000000000002,-1.4694999999999998,-1.404,-1.4875,-1.107,-1.4765,-1.3075,-1.568,-1.3094999999999999,-1.4185,-1.5915000000000001,-1.4895,-1.4175,-1.4765000000000001,-1.4375,-1.3665,-1.5565,-1.4635000000000002,-1.342,-1.4795,-1.242,-1.3684999999999998,-1.4545,-1.339,-1.3935,-1.468,-1.434,-1.2705,-1.3525
-32,-1.2690000000000001,-1.328,-1.274,-1.3955,-1.4104999999999999,-1.284,-1.6025000000000003,-1.421,-1.4529999999999998,-1.49,-1.357,-1.6415,-1.504,-1.2555,-1.535,-1.6495000000000002,-1.321,-1.3455,-1.5455,-1.6065,-1.412,-1.5305000000000002,-1.6835,-1.5305,-1.3135,-1.4220000000000002,-1.4875,-1.431,-1.459,-1.4615,-1.4445000000000001,-1.262,-1.375,-1.4325,-1.4805,-1.497,-1.5010000000000001,-1.5210000000000001,-1.498,-1.4295,-1.276,-1.613,-1.463,-1.3615,-1.2510000000000001,-1.553,-1.379,-1.5385,-1.6350000000000002,-1.514,-1.6055,-1.552,-1.3375,-1.581,-1.349,-1.598,-1.5155,-1.4965,-1.5175,-1.3395,-1.5070000000000001,-1.079,-1.5045,-1.366,-1.593,-1.3095,-1.4185,-1.5775000000000001,-1.4975,-1.4175,-1.4905000000000002,-1.445,-1.3935,-1.5765,-1.4645000000000001,-1.341,-1.48,-1.2615,-1.3744999999999998,-1.4465,-1.2955,-1.4300000000000002,-1.46,-1.427,-1.2355,-1.3525
-31,-1.2890000000000001,-1.2635,-1.302,-1.4434999999999998,-1.4505000000000001,-1.3425,-1.566,-1.484,-1.452,-1.4700000000000002,-1.3290000000000002,-1.658,-1.4955000000000003,-1.2565000000000002,-1.5275,-1.6385,-1.279,-1.3035,-1.5425,-1.5865,-1.4200000000000002,-1.5665,-1.7295000000000003,-1.5235,-1.3215,-1.4215,-1.4405000000000001,-1.384,-1.476,-1.4415,-1.4274999999999998,-1.2770000000000001,-1.375,-1.413,-1.4875,-1.5165000000000002,-1.5150000000000001,-1.514,-1.452,-1.473,-1.248,-1.6960000000000002,-1.4360000000000002,-1.3815000000000002,-1.251,-1.553,-1.393,-1.5385,-1.655,-1.4940000000000002,-1.5435,-1.552,-1.3805,-1.5585,-1.397,-1.605,-1.5635,-1.4765000000000001,-1.5375,-1.2935,-1.5150000000000001,-1.051,-1.5125,-1.394,-1.6015000000000001,-1.3375,-1.4815,-1.5555,-1.4754999999999998,-1.398,-1.482,-1.397,-1.4085,-1.5765,-1.468,-1.369,-1.472,-1.2715,-1.4105,-1.4355,-1.3030000000000002,-1.4929999999999999,-1.4520000000000002,-1.455,-1.2205000000000001,-1.2895
-30,-1.3255000000000001,-1.2525,-1.348,-1.4575,-1.4655,-1.4045,-1.549,-1.5110000000000001,-1.5165000000000002,-1.453,-1.315,-1.6215,-1.4955,-1.2355,-1.5755000000000001,-1.6455000000000002,-1.244,-1.2885,-1.52,-1.5695000000000001,-1.3755000000000002,-1.5735,-1.7369999999999997,-1.5435,-1.3435000000000001,-1.363,-1.4255,-1.3569999999999998,-1.4674999999999998,-1.4415,-1.3795,-1.2970000000000002,-1.3960000000000001,-1.3930000000000002,-1.5125,-1.5445,-1.5070000000000001,-1.529,-1.4805,-1.498,-1.248,-1.6875,-1.4360000000000002,-1.4235000000000002,-1.251,-1.533,-1.4125,-1.5305,-1.6280000000000001,-1.483,-1.5445000000000002,-1.532,-1.3875,-1.5585,-1.432,-1.585,-1.5470000000000002,-1.4765000000000001,-1.5545,-1.2935,-1.5230000000000001,-1.044,-1.4845,-1.401,-1.5735,-1.381,-1.5125,-1.5085000000000002,-1.4125,-1.3699999999999999,-1.4235000000000002,-1.355,-1.4295,-1.5765,-1.4600000000000002,-1.409,-1.432,-1.249,-1.4785,-1.4775,-1.3675000000000002,-1.541,-1.4300000000000002,-1.462,-1.2280000000000002,-1.27
-29,-1.3655000000000002,-1.2735,-1.327,-1.4655,-1.4435,-1.4405000000000001,-1.501,-1.5080000000000002,-1.5445,-1.411,-1.2730000000000001,-1.6015000000000001,-1.532,-1.2575,-1.5765,-1.6055,-1.2590000000000001,-1.2885,-1.4834999999999998,-1.5445,-1.3475,-1.5105,-1.689,-1.5435,-1.3865,-1.3519999999999999,-1.418,-1.364,-1.4535,-1.4045,-1.3165,-1.2970000000000002,-1.403,-1.3940000000000001,-1.52,-1.6065,-1.4449999999999998,-1.5710000000000002,-1.4735,-1.4755,-1.296,-1.629,-1.4360000000000002,-1.4164999999999999,-1.234,-1.47,-1.4405,-1.5305,-1.6010000000000002,-1.5030000000000001,-1.5475,-1.5100000000000002,-1.3795,-1.5725,-1.417,-1.6329999999999998,-1.519,-1.5165,-1.5815,-1.3205,-1.4865,-1.065,-1.468,-1.423,-1.5150000000000001,-1.428,-1.5055,-1.5565,-1.4055000000000002,-1.33,-1.4155,-1.3539999999999999,-1.4495,-1.5545,-1.482,-1.4455,-1.4155,-1.207,-1.4785,-1.4700000000000002,-1.3955,-1.569,-1.43,-1.4689999999999999,-1.181,-1.262
-28,-1.424,-1.317,-1.305,-1.4289999999999998,-1.4215,-1.4255,-1.476,-1.5070000000000001,-1.5715,-1.404,-1.2590000000000001,-1.6215,-1.529,-1.2770000000000001,-1.5495,-1.6045000000000003,-1.2870000000000001,-1.3255000000000001,-1.4835,-1.552,-1.3225,-1.4835,-1.6689999999999998,-1.5405,-1.386,-1.367,-1.401,-1.3204999999999998,-1.4455,-1.3905,-1.2805,-1.28,-1.403,-1.3880000000000001,-1.472,-1.6065,-1.403,-1.5740000000000003,-1.4265,-1.4335,-1.323,-1.609,-1.4435,-1.4064999999999999,-1.207,-1.4220000000000002,-1.4555,-1.5225,-1.611,-1.5030000000000001,-1.5055,-1.553,-1.3935,-1.5505,-1.397,-1.6469999999999998,-1.508,-1.5365000000000002,-1.5735000000000001,-1.3415000000000001,-1.4445000000000001,-1.0875,-1.4609999999999999,-1.4425000000000001,-1.487,-1.421,-1.5025,-1.5575,-1.4255,-1.358,-1.4075000000000002,-1.402,-1.4495,-1.5514999999999999,-1.4929999999999999,-1.5085000000000002,-1.4324999999999999,-1.208,-1.442,-1.434,-1.4035,-1.549,-1.4300000000000002,-1.4489999999999998,-1.161,-1.2970000000000002
-27,-1.486,-1.3085,-1.3050000000000002,-1.421,-1.444,-1.3835000000000002,-1.496,-1.5070000000000001,-1.591,-1.444,-1.251,-1.6215,-1.4855,-1.325,-1.5605,-1.6465,-1.315,-1.3245,-1.5205,-1.5885000000000002,-1.314,-1.5205,-1.6725,-1.54,-1.366,-1.3744999999999998,-1.359,-1.3205,-1.4175,-1.434,-1.2974999999999999,-1.252,-1.403,-1.374,-1.479,-1.5915000000000001,-1.361,-1.5430000000000001,-1.4535,-1.4065,-1.338,-1.589,-1.4769999999999999,-1.4485,-1.2269999999999999,-1.376,-1.4355,-1.5655,-1.611,-1.546,-1.466,-1.56,-1.3795,-1.5505,-1.3770000000000002,-1.6330000000000002,-1.4994999999999998,-1.4895,-1.6085,-1.35,-1.3615,-1.1015000000000001,-1.497,-1.4224999999999999,-1.459,-1.4360000000000002,-1.5095,-1.5365,-1.3855,-1.401,-1.3455,-1.402,-1.472,-1.551,-1.445,-1.5154999999999998,-1.4795,-1.248,-1.4389999999999998,-1.424,-1.4255,-1.5045,-1.4220000000000002,-1.4060000000000001,-1.1179999999999999,-1.324
-26,-1.486,-1.2735,-1.2770000000000001,-1.413,-1.472,-1.3525,-1.516,-1.5,-1.5545,-1.424,-1.244,-1.5385,-1.4929999999999999,-1.326,-1.5535,-1.639,-1.34,-1.3045,-1.5625,-1.6085,-1.3130000000000002,-1.5405000000000002,-1.6925000000000001,-1.567,-1.303,-1.3635,-1.339,-1.3275000000000001,-1.3755000000000002,-1.4255,-1.3125,-1.231,-1.425,-1.3809999999999998,-1.506,-1.591,-1.341,-1.5205,-1.4635,-1.4135,-1.3530000000000002,-1.569,-1.502,-1.451,-1.2730000000000001,-1.3685,-1.4155,-1.5850000000000002,-1.611,-1.5485,-1.5105,-1.4769999999999999,-1.3430000000000002,-1.6125,-1.424,-1.6130000000000002,-1.4795,-1.4685000000000001,-1.6010000000000002,-1.35,-1.3615,-1.093,-1.5390000000000001,-1.4295,-1.417,-1.439,-1.5125,-1.5365,-1.3925,-1.429,-1.3445,-1.41,-1.4709999999999999,-1.5310000000000001,-1.417,-1.4695,-1.4514999999999998,-1.238,-1.424,-1.4300000000000002,-1.4735,-1.4945,-1.4020000000000001,-1.4,-1.108,-1.276
-25,-1.444,-1.282,-1.249,-1.3880000000000001,-1.4285,-1.3515000000000001,-1.469,-1.5005000000000002,-1.5125,-1.397,-1.259,-1.5234999999999999,-1.535,-1.305,-1.5535,-1.6179999999999999,-1.318,-1.3075,-1.5550000000000002,-1.5685,-1.2695,-1.5265,-1.6925000000000001,-1.614,-1.289,-1.341,-1.374,-1.2855,-1.3755,-1.4324999999999999,-1.2974999999999999,-1.2535,-1.433,-1.391,-1.543,-1.5545000000000002,-1.352,-1.5005,-1.4535,-1.4355,-1.4,-1.549,-1.5020000000000002,-1.436,-1.2730000000000001,-1.3955,-1.3984999999999999,-1.613,-1.614,-1.5005000000000002,-1.5385,-1.4335,-1.363,-1.6324999999999998,-1.439,-1.641,-1.4875000000000003,-1.4965,-1.5859999999999999,-1.358,-1.3835000000000002,-1.1365,-1.564,-1.4364999999999999,-1.3889999999999998,-1.429,-1.5485000000000002,-1.5355,-1.3995000000000002,-1.4769999999999999,-1.3715000000000002,-1.421,-1.446,-1.5145000000000002,-1.444,-1.4695,-1.4264999999999999,-1.238,-1.4129999999999998,-1.423,-1.5005000000000002,-1.472,-1.403,-1.392,-1.1760000000000002,-1.2760000000000002
-24,-1.451,-1.2810000000000001,-1.25,-1.3519999999999999,-1.4185,-1.3315,-1.449,-1.5174999999999998,-1.4905,-1.355,-1.259,-1.5085,-1.549,-1.29,-1.5265,-1.6175000000000002,-1.3155,-1.33,-1.5130000000000001,-1.5685,-1.278,-1.4985,-1.634,-1.6030000000000002,-1.2975,-1.3130000000000002,-1.3655000000000002,-1.2425,-1.3975,-1.4595,-1.2725,-1.2545000000000002,-1.3745,-1.329,-1.5345,-1.5065,-1.3955,-1.467,-1.4929999999999999,-1.435,-1.3930000000000002,-1.524,-1.53,-1.451,-1.294,-1.415,-1.34,-1.6960000000000002,-1.614,-1.4805,-1.5465,-1.4335,-1.356,-1.5855,-1.433,-1.6809999999999998,-1.4445000000000001,-1.5385,-1.5859999999999999,-1.369,-1.3625,-1.1785,-1.5715,-1.3735,-1.406,-1.457,-1.5510000000000002,-1.4875000000000003,-1.3365,-1.4769999999999999,-1.3245,-1.401,-1.445,-1.4745,-1.4875,-1.4615,-1.4545,-1.2650000000000001,-1.4609999999999999,-1.4060000000000001,-1.5215,-1.473,-1.396,-1.3809999999999998,-1.2180000000000002,-1.339
-23,-1.4979999999999998,-1.2725000000000002,-1.244,-1.327,-1.4435,-1.3305000000000002,-1.427,-1.5595,-1.4905,-1.356,-1.266,-1.509,-1.5405,-1.248,-1.4845000000000002,-1.581,-1.3635,-1.358,-1.514,-1.5965,-1.3365,-1.542,-1.5710000000000002,-1.6019999999999999,-1.2810000000000001,-1.3139999999999998,-1.3655000000000002,-1.286,-1.3625000000000003,-1.4795000000000003,-1.301,-1.262,-1.3715,-1.3375,-1.476,-1.55,-1.3880000000000001,-1.4645000000000001,-1.466,-1.3765,-1.4365,-1.509,-1.5450000000000002,-1.476,-1.2855,-1.443,-1.3205,-1.6875,-1.6145,-1.4805,-1.5254999999999999,-1.4335,-1.35,-1.542,-1.3895000000000002,-1.6809999999999998,-1.425,-1.5865,-1.558,-1.363,-1.3415000000000001,-1.218,-1.5615,-1.3424999999999998,-1.4209999999999998,-1.435,-1.5090000000000001,-1.4675,-1.317,-1.492,-1.333,-1.423,-1.445,-1.4825000000000002,-1.4674999999999998,-1.4545,-1.4945,-1.285,-1.481,-1.3960000000000001,-1.5075,-1.484,-1.396,-1.3725,-1.219,-1.3305
-22,-1.487,-1.2725000000000002,-1.222,-1.3344999999999998,-1.4224999999999999,-1.3095,-1.379,-1.624,-1.4535,-1.3980000000000001,-1.246,-1.5370000000000001,-1.5125,-1.245,-1.4929999999999999,-1.5390000000000001,-1.3985,-1.4025,-1.554,-1.5965000000000003,-1.3645,-1.589,-1.5314999999999999,-1.554,-1.3175,-1.307,-1.424,-1.3295,-1.3265,-1.4315,-1.329,-1.283,-1.4195,-1.3515,-1.4280000000000002,-1.5695000000000001,-1.3235000000000001,-1.5065000000000002,-1.451,-1.3565,-1.48,-1.489,-1.5310000000000001,-1.4535,-1.3135,-1.506,-1.3095,-1.629,-1.5945,-1.4905,-1.5185,-1.462,-1.364,-1.562,-1.3625,-1.634,-1.397,-1.57,-1.5215,-1.363,-1.3135,-1.2189999999999999,-1.5615,-1.3565,-1.436,-1.432,-1.473,-1.4674999999999998,-1.29,-1.5115,-1.325,-1.434,-1.3980000000000001,-1.5305,-1.4244999999999999,-1.463,-1.4875,-1.299,-1.4529999999999998,-1.4060000000000001,-1.464,-1.442,-1.3989999999999998,-1.356,-1.2275,-1.3155
-21,-1.4929999999999999,-1.2725,-1.1969999999999998,-1.3265,-1.3805,-1.332,-1.351,-1.6350000000000002,-1.4385,-1.3980000000000001,-1.2530000000000001,-1.5379999999999998,-1.4705,-1.293,-1.494,-1.476,-1.4264999999999999,-1.4855,-1.5070000000000001,-1.5885,-1.3725,-1.589,-1.5150000000000001,-1.491,-1.3425,-1.324,-1.452,-1.3495,-1.3155,-1.4035,-1.3725,-1.283,-1.4415,-1.3515000000000001,-1.4725,-1.5805000000000002,-1.2985,-1.5055,-1.4285,-1.3365,-1.483,-1.449,-1.532,-1.462,-1.3054999999999999,-1.5254999999999999,-1.3085,-1.607,-1.5675000000000001,-1.483,-1.5015,-1.4620000000000002,-1.364,-1.551,-1.4095,-1.614,-1.375,-1.5665,-1.5415,-1.363,-1.2665,-1.24,-1.5615,-1.4045,-1.4755,-1.474,-1.49,-1.4945,-1.2505,-1.5385,-1.277,-1.392,-1.383,-1.5035,-1.4245,-1.4185,-1.4595,-1.3785,-1.442,-1.3780000000000001,-1.467,-1.4495,-1.4140000000000001,-1.345,-1.286,-1.3435000000000001
-20,-1.472,-1.2295,-1.2189999999999999,-1.3265,-1.3725,-1.359,-1.35,-1.6155000000000002,-1.4385,-1.3980000000000001,-1.238,-1.5465,-1.426,-1.355,-1.4745,-1.4365,-1.4465,-1.478,-1.5070000000000001,-1.5885,-1.3945,-1.5855000000000001,-1.5314999999999999,-1.476,-1.3435000000000001,-1.3519999999999999,-1.46,-1.3955,-1.293,-1.3599999999999999,-1.372,-1.2630000000000001,-1.4335,-1.3960000000000001,-1.4725,-1.6015000000000001,-1.298,-1.4655,-1.4285,-1.2734999999999999,-1.469,-1.407,-1.552,-1.4540000000000002,-1.2425,-1.5085,-1.3255,-1.607,-1.509,-1.4865,-1.4705000000000001,-1.4175,-1.349,-1.551,-1.4085,-1.614,-1.375,-1.5775000000000001,-1.5815,-1.3599999999999999,-1.208,-1.246,-1.5895,-1.4489999999999998,-1.492,-1.5210000000000001,-1.504,-1.5045000000000002,-1.2505000000000002,-1.5805,-1.3050000000000002,-1.4005,-1.383,-1.4555,-1.4105,-1.3725,-1.4345,-1.4035,-1.5005,-1.364,-1.4755,-1.4705,-1.4055,-1.33,-1.294,-1.3835000000000002
-19,-1.4725000000000001,-1.2269999999999999,-1.267,-1.3265,-1.4075,-1.348,-1.37,-1.5875,-1.4385,-1.423,-1.2815,-1.502,-1.418,-1.347,-1.4745000000000001,-1.4355,-1.4665000000000001,-1.451,-1.529,-1.5684999999999998,-1.4025,-1.569,-1.5514999999999999,-1.4475,-1.3905,-1.3739999999999999,-1.482,-1.3805,-1.3,-1.332,-1.358,-1.27,-1.3864999999999998,-1.416,-1.4614999999999998,-1.573,-1.3015,-1.4455,-1.4555,-1.2114999999999998,-1.449,-1.387,-1.512,-1.4120000000000001,-1.2175,-1.4815,-1.3735,-1.587,-1.502,-1.4595,-1.4695,-1.4345,-1.377,-1.5425,-1.3885,-1.614,-1.4195,-1.5705,-1.5535,-1.388,-1.2055,-1.282,-1.5815000000000001,-1.432,-1.475,-1.4929999999999999,-1.489,-1.485,-1.2295000000000003,-1.6275,-1.306,-1.4425000000000001,-1.383,-1.419,-1.418,-1.395,-1.4545,-1.4035,-1.503,-1.3359999999999999,-1.5025,-1.4505,-1.361,-1.33,-1.2790000000000001,-1.3735
