,TTS_1::Pseudomonas_phage_phiKZ:5490-5590(+),TTS_2::Pseudomonas_phage_phiKZ:19983-20083(+),TTS_3::Pseudomonas_phage_phiKZ:22385-22485(+),TTS_4::Pseudomonas_phage_phiKZ:23502-23602(+),TTS_5::Pseudomonas_phage_phiKZ:25192-25292(+),TTS_6::Pseudomonas_phage_phiKZ:27634-27734(+),TTS_7::Pseudomonas_phage_phiKZ:29324-29424(+),TTS_8::Pseudomonas_phage_phiKZ:33511-33611(+),TTS_9::Pseudomonas_phage_phiKZ:34892-34992(+),TTS_10::Pseudomonas_phage_phiKZ:39495-39595(+),TTS_11::Pseudomonas_phage_phiKZ:40356-40456(+),TTS_12::Pseudomonas_phage_phiKZ:42756-42856(+),TTS_13::Pseudomonas_phage_phiKZ:45794-45894(+),TTS_14::Pseudomonas_phage_phiKZ:47838-47938(+),TTS_15::Pseudomonas_phage_phiKZ:50149-50249(+),TTS_16::Pseudomonas_phage_phiKZ:50489-50589(+),TTS_17::Pseudomonas_phage_phiKZ:52600-52700(+),TTS_18::Pseudomonas_phage_phiKZ:53464-53564(+),TTS_19::Pseudomonas_phage_phiKZ:55119-55219(+),TTS_20::Pseudomonas_phage_phiKZ:57889-57989(+),TTS_21::Pseudomonas_phage_phiKZ:65621-65721(+),TTS_22::Pseudomonas_phage_phiKZ:68659-68759(+),TTS_23::Pseudomonas_phage_phiKZ:70248-70348(+),TTS_24::Pseudomonas_phage_phiKZ:76360-76460(+),TTS_25::Pseudomonas_phage_phiKZ:91673-91773(+),TTS_26::Pseudomonas_phage_phiKZ:97602-97702(+),TTS_27::Pseudomonas_phage_phiKZ:101320-101420(+),TTS_28::Pseudomonas_phage_phiKZ:101981-102081(+),TTS_29::Pseudomonas_phage_phiKZ:108929-109029(+),TTS_30::Pseudomonas_phage_phiKZ:114189-114289(+),TTS_31::Pseudomonas_phage_phiKZ:120579-120679(+),TTS_32::Pseudomonas_phage_phiKZ:133049-133149(+),TTS_33::Pseudomonas_phage_phiKZ:137140-137240(+),TTS_34::Pseudomonas_phage_phiKZ:142897-142997(+),TTS_35::Pseudomonas_phage_phiKZ:147129-147229(+),TTS_36::Pseudomonas_phage_phiKZ:149711-149811(+),TTS_37::Pseudomonas_phage_phiKZ:152913-153013(+),TTS_38::Pseudomonas_phage_phiKZ:158192-158292(+),TTS_39::Pseudomonas_phage_phiKZ:162400-162500(+),TTS_40::Pseudomonas_phage_phiKZ:166793-166893(+),TTS_41::Pseudomonas_phage_phiKZ:167818-167918(+),TTS_42::Pseudomonas_phage_phiKZ:172989-173089(+),TTS_43::Pseudomonas_phage_phiKZ:173100-173200(+),TTS_44::Pseudomonas_phage_phiKZ:177156-177256(+),TTS_45::Pseudomonas_phage_phiKZ:196037-196137(+),TTS_46::Pseudomonas_phage_phiKZ:199143-199243(+),TTS_47::Pseudomonas_phage_phiKZ:200511-200611(+),TTS_48::Pseudomonas_phage_phiKZ:202244-202344(+),TTS_49::Pseudomonas_phage_phiKZ:202294-202394(+),TTS_50::Pseudomonas_phage_phiKZ:206961-207061(+),TTS_51::Pseudomonas_phage_phiKZ:212951-213051(+),TTS_52::Pseudomonas_phage_phiKZ:221285-221385(+),TTS_53::Pseudomonas_phage_phiKZ:223881-223981(+),TTS_54::Pseudomonas_phage_phiKZ:224682-224782(+),TTS_55::Pseudomonas_phage_phiKZ:225743-225843(+),TTS_56::Pseudomonas_phage_phiKZ:227872-227972(+),TTS_57::Pseudomonas_phage_phiKZ:233251-233351(+),TTS_58::Pseudomonas_phage_phiKZ:235778-235878(+),TTS_59::Pseudomonas_phage_phiKZ:239082-239182(+),TTS_60::Pseudomonas_phage_phiKZ:243751-243851(+),TTS_61::Pseudomonas_phage_phiKZ:248180-248280(+),TTS_62::Pseudomonas_phage_phiKZ:248958-249058(+),TTS_63::Pseudomonas_phage_phiKZ:262710-262810(+),TTS_64::Pseudomonas_phage_phiKZ:263206-263306(+),TTS_65::Pseudomonas_phage_phiKZ:263242-263342(+),TTS_66::Pseudomonas_phage_phiKZ:267069-267169(+),TTS_1::Pseudomonas_phage_phiKZ:11961-12061(-),TTS_2::Pseudomonas_phage_phiKZ:12118-12218(-),TTS_3::Pseudomonas_phage_phiKZ:12536-12636(-),TTS_4::Pseudomonas_phage_phiKZ:34861-34961(-),TTS_5::Pseudomonas_phage_phiKZ:80263-80363(-),TTS_6::Pseudomonas_phage_phiKZ:114157-114257(-),TTS_7::Pseudomonas_phage_phiKZ:114216-114316(-),TTS_8::Pseudomonas_phage_phiKZ:114675-114775(-),TTS_9::Pseudomonas_phage_phiKZ:115893-115993(-),TTS_10::Pseudomonas_phage_phiKZ:117884-117984(-),TTS_11::Pseudomonas_phage_phiKZ:133015-133115(-),TTS_12::Pseudomonas_phage_phiKZ:158160-158260(-),TTS_13::Pseudomonas_phage_phiKZ:161541-161641(-),TTS_14::Pseudomonas_phage_phiKZ:171547-171647(-),TTS_15::Pseudomonas_phage_phiKZ:173747-173847(-),TTS_16::Pseudomonas_phage_phiKZ:178302-178402(-),TTS_17::Pseudomonas_phage_phiKZ:179921-180021(-),TTS_18::Pseudomonas_phage_phiKZ:181405-181505(-),TTS_19::Pseudomonas_phage_phiKZ:186296-186396(-),TTS_20::Pseudomonas_phage_phiKZ:209981-210081(-),TTS_21::Pseudomonas_phage_phiKZ:214041-214141(-),TTS_22::Pseudomonas_phage_phiKZ:265388-265488(-),TTS_23::Pseudomonas_phage_phiKZ:265434-265534(-),TTS_24::Pseudomonas_phage_phiKZ:266566-266666(-),TTS_25::Pseudomonas_phage_phiKZ:267040-267140(-),TTS_26::Pseudomonas_phage_phiKZ:267092-267192(-),TTS_27::Pseudomonas_phage_phiKZ:268718-268818(-),TTS_28::Pseudomonas_phage_phiKZ:269422-269522(-),TTS_29::Pseudomonas_phage_phiKZ:270435-270535(-),TTS_30::Pseudomonas_phage_phiKZ:271655-271755(-),TTS_31::Pseudomonas_phage_phiKZ:271690-271790(-),TTS_32::Pseudomonas_phage_phiKZ:271772-271872(-),TTS_33::Pseudomonas_phage_phiKZ:272819-272919(-),TTS_34::Pseudomonas_phage_phiKZ:273217-273317(-),TTS_35::Pseudomonas_phage_phiKZ:273957-274057(-),TTS_36::Pseudomonas_phage_phiKZ:276107-276207(-),TTS_37::Pseudomonas_phage_phiKZ:277779-277879(-)
4,0.1613513700319892,0.08523382896900829,0.1576400521630711,0.2033613680067483,0.14828293293801528,0.212092286122054,0.21092570574737962,0.13774287462882912,0.2272652370107838,0.26196588120175723,0.2158745776207681,0.18035925457495847,0.07509221126590246,0.24402264138895374,0.08803125858082965,0.31550200571758114,0.17749006234873743,0.12008583092010498,0.1363637165242894,0.1436035198578839,0.08749162421238905,0.19056687492363253,0.28800384932412776,0.13402703477642572,0.17072287468277858,0.046384103075221686,0.2633754602175825,0.19896509957576422,0.07542282006301779,0.2704210091020377,0.1539785859676565,0.1523315065080261,0.2397524440851755,0.1240885429208403,0.1393386752799665,0.20260669982354748,0.353493000171274,0.13330409688269557,0.08129396730369133,0.22425303016079753,0.13333069722948804,0.16600527572634521,0.2344902374245847,0.058818561826384216,0.1905811482643322,0.262114129771023,0.22741122462746932,0.288911576107031,0.07091685710422557,0.18963819786404393,0.134885300678144,0.11132774326217629,0.1623777703907396,0.17641038657519376,0.3019366356872761,0.22994553721376346,0.1847883324140711,0.2549103865670121,0.21796501384143005,0.2557738221860416,0.1428850292174574,0.08116896395282489,0.2831374740639002,0.11337061660265517,0.27736470953931147,0.07009507399084908,0.14338663941968277,0.11671314052474668,0.16924074662234437,0.20141198211943193,0.18842745389410193,0.25596317264290025,0.13248842815896764,0.09354016099639131,0.15391803344554753,0.21073896352402272,0.13036430912957853,0.14996521155853146,0.12810370303910645,0.16509622602612195,0.226635196985944,0.21067103988614502,0.2822813330853631,0.11433679616781209,0.10983257556441872,0.07657835028608721,0.05638026895147578,0.3221611636686898,0.15913878174429702,0.1413219518332719,0.06889209750288727,0.11496369596171425,0.172638517824375,0.06795846025655686,0.09739416995998332,0.12642139825430948,0.2052044571212423,0.2720454282926643,0.14374323573765066,0.15330886228292256,0.1263737206550975,0.18281562646013721,0.21322215352128743
5,0.1542064099546131,0.08415413687538903,0.15661367935104603,0.20802335863913451,0.1474699567312621,0.22302261445195581,0.21000445353923863,0.13358510113408065,0.22903176624624672,0.29131949299874993,0.1974943781987996,0.17711293590986657,0.07408190892098901,0.2480253479992142,0.09142897472524161,0.32776457268040765,0.1824925457117526,0.13177882601633453,0.1243145610573196,0.13020048544881804,0.09225491814574628,0.2071769061220184,0.29291480209662346,0.13002420552291236,0.1704111374313303,0.04756391144274978,0.2528082497942822,0.19444786342507442,0.07458460915058056,0.2538559341140084,0.1542629082708319,0.15486790819667012,0.22468442650980042,0.1466114696312076,0.1458646253340416,0.20692377930572223,0.3477727892831634,0.11534970444479845,0.0889444326004711,0.21409699964243006,0.128604378268197,0.15388410332929575,0.22766921980567,0.057527484966201956,0.17320348535948454,0.24120734133768104,0.22016492931806741,0.24967501211693782,0.08593443285140413,0.17619710796711605,0.14164913325433776,0.10228737854572978,0.15407305216415995,0.18037427341760887,0.30462327626898483,0.22800976071790457,0.1576610434800335,0.246972651060798,0.23297353020540137,0.24320995620665625,0.1416752922883315,0.0852078683610652,0.26805369049673056,0.11165281844887427,0.25558367100722085,0.06390434502814414,0.13965235324350747,0.11323131265248512,0.16767608821775334,0.1951278267393312,0.16485489347730947,0.24686860658744272,0.1197493569726747,0.09958988635198815,0.1506667236565357,0.19731912812089214,0.11339212491327151,0.14513592764466926,0.13089455955169513,0.16258234126475885,0.22419321974111167,0.19832063051281432,0.2853395553220606,0.11069823522776678,0.11226113758927395,0.07569523734194601,0.057681685350683146,0.32748889715587676,0.15617264353010674,0.14921361026285856,0.06429119819227602,0.12133084895383495,0.15729616044170736,0.06918916094209514,0.08534185424881839,0.12390805857603379,0.1938294525625594,0.2700905532466063,0.15274631658516408,0.14331329224873368,0.12880931923509828,0.17148450481709027,0.21721055357064228
6,0.14264610379326734,0.08390861866914151,0.15723796648749835,0.2120334700973192,0.1452459701513818,0.23490286126715182,0.21291726539112985,0.12735813907094734,0.22919689631405374,0.315499440934352,0.17847086273881957,0.17228825416128615,0.07501419424834188,0.24711213465974952,0.0957322319811633,0.3362370782680815,0.18456040898907314,0.14403592361619807,0.11623089778002713,0.11734324927455395,0.09538811949922422,0.22183969772159698,0.29235769043180754,0.12741784691284516,0.17065967499749896,0.04920043845651354,0.24188772031015482,0.1853797480727532,0.07988228478558565,0.23350115718083214,0.15776565822395155,0.1563824402766389,0.20847249892499042,0.16880747573925006,0.14960950411659052,0.2069610071697392,0.34058997559215404,0.10176293708533843,0.09628839160316907,0.20074243535553085,0.12412720249520379,0.13863973349750902,0.22058579657544136,0.061633065259462126,0.15409266582514108,0.2184037430368529,0.21157119945747596,0.21677265810028187,0.10338395459002833,0.1654764879773477,0.149740005404963,0.09514330982335209,0.14765554114806165,0.18058177341258874,0.3003894131826065,0.22230841997744116,0.133355477431833,0.2346903840493555,0.24808783399585121,0.22322095996289176,0.13832747035322174,0.08904879130168451,0.25007731249134896,0.1124287623356919,0.23979778298437812,0.05953242723153983,0.13348478700017383,0.11140219011358969,0.16776575488341774,0.18540178535886953,0.1451314021360474,0.23215679869941175,0.10965861889335633,0.10691026125039067,0.14625613137303722,0.1801119212298918,0.10040646067642414,0.13840102917840555,0.13042160614590922,0.15914113578005712,0.2189314831075866,0.18330265824833955,0.2841496790528483,0.11047163337199631,0.1117054594313289,0.07449458533906773,0.06290486483118575,0.3287115938409586,0.1549304413719389,0.15997584667175693,0.05694456619513812,0.12294108057824812,0.14692850905219892,0.07475860930091098,0.07475065215670876,0.12343759281445729,0.17901310115606112,0.2641416107300924,0.15791207862318618,0.13577429096359273,0.13398065130550293,0.1587319813104689,0.21918162138291067
7,0.1280317280042529,0.08550657418843054,0.15857693837875303,0.21646711996311468,0.1423918908027562,0.2460328667171932,0.2173813075273713,0.11988462925057468,0.22702307579212486,0.3350461442042571,0.16255721989223895,0.1641265627971696,0.07661255678232941,0.23993829718748513,0.09974325709876561,0.33889588314588803,0.1838046567364005,0.1563513618772709,0.11431439413458197,0.1091748994066499,0.09747946915728094,0.23205521368271542,0.2849249691370179,0.12729596905855065,0.17122235494539523,0.051415797834198015,0.23070637532590332,0.1753014855191432,0.09112260565286523,0.21045487410864946,0.1634232883943858,0.1551081653835995,0.19434786056570388,0.1891788441059901,0.15141024347807813,0.20209641213654095,0.33131231910564385,0.09173542902577782,0.10555057949131394,0.18336633014785672,0.12061486576425791,0.120773233970678,0.21215444805726422,0.07136793936625621,0.13620850986478317,0.1944528154718229,0.20224871067301647,0.19208413617491144,0.12069788781938592,0.1591640419334685,0.15874281503314996,0.09040858785975865,0.14320257241957002,0.1756073243864266,0.29074602113038567,0.2129041127711428,0.1132508269874691,0.2181106937756861,0.26228767646948736,0.19781633670969398,0.13262007513521312,0.09118194300671928,0.23214103130129896,0.1154447919579396,0.22978016301205914,0.05671993022289914,0.12754067194819813,0.11158732874430691,0.16930197240405026,0.17234209026829336,0.13062249372444446,0.2112559821749654,0.10293617738980358,0.1146339112333155,0.14240288061853096,0.16254988238292437,0.09316214601332251,0.13224858083571964,0.1288899111481902,0.1547198926867376,0.20947400037267955,0.17102943223025577,0.28059683421812726,0.11228207764887728,0.10884856280441466,0.07204299804941874,0.07327696357624891,0.32659907469586485,0.1538862121002761,0.17123919324380127,0.05068205678093687,0.12221260616016036,0.14085765058658045,0.08419019293451187,0.06594201286779389,0.12504849097570786,0.16344261488819933,0.2562258187314065,0.15746351969694738,0.13140045069799158,0.1401508215714568,0.14667874485610324,0.21784526408486352
8,0.11444155594715619,0.08864837985420049,0.16043535152796293,0.2213171250077425,0.13847466921903928,0.25344306203619116,0.2217478750861825,0.11318937755730593,0.22130445109051422,0.3495110966969724,0.15164927522907373,0.15209585459877206,0.07878582263540482,0.22589156894763507,0.1019151816283087,0.3354341165464686,0.1814895697852772,0.16644150280719888,0.11950049729927155,0.10588935288959,0.09864263160704015,0.23604747767321882,0.2695747555333784,0.1305847772786012,0.17034868781614007,0.0530305729233862,0.2198819720027713,0.1661627398170367,0.10699883359799414,0.1865859062468487,0.17190817510952766,0.15074919565101425,0.1834260776155048,0.20750878886095503,0.1526443040824031,0.19229165328282877,0.3214164930738067,0.08521321006530445,0.11863393713255052,0.16598995358217122,0.11772606021295151,0.10458818690538976,0.2028592651315714,0.08596433824390899,0.12189039869863924,0.17156179218106815,0.19384200260941503,0.17461628343522428,0.13797750198786904,0.15715169432906606,0.16704493909077314,0.08857333967828078,0.141132667196278,0.16412425686831683,0.2779359120691956,0.20248739550436107,0.09804246610341988,0.19736108115145554,0.27238450010358983,0.17405941590446897,0.12627399705073422,0.09131224313177395,0.21715824152649152,0.12083402394400541,0.2228502814681878,0.05510425068090512,0.12261576002389678,0.11398052398636607,0.17112520872338172,0.15619203266859763,0.12080550905572714,0.1874761386502953,0.1004647363128985,0.12109617340350498,0.13910712656584018,0.14734156553226474,0.090743956319336,0.12671034929302585,0.12830380693536012,0.15027906032778346,0.19512518883670166,0.1631056556774338,0.27558619379349275,0.1141453658286812,0.10503996634929966,0.06905982115129403,0.0887966898774542,0.320038703180639,0.15388202616360774,0.18201823208861198,0.04586887035743055,0.12089346841390744,0.13812162505274211,0.09679172786781731,0.05868782769305316,0.12824887650195488,0.14710297509909495,0.24611086410172614,0.15111590438278613,0.13083423631464802,0.14642351669725537,0.13515349099589982,0.21283749602179433
9,0.10340494711230333,0.09176709539513335,0.16362581536604298,0.22722520471231705,0.13312411413605643,0.25586188497547296,0.22562839027553627,0.10802783144954034,0.21192714890853,0.3587503198834377,0.14442081413565705,0.13740357323241453,0.08263000387232533,0.2065090345366683,0.10118957704373596,0.3267294185248446,0.17771021668969889,0.17383149845418924,0.1300484224055868,0.10763097522457458,0.09804867175334664,0.23188846141813366,0.2485568851785688,0.1369215100100115,0.1672994638938467,0.053712884302722294,0.21035334801735117,0.1590502944639895,0.12574097009070137,0.16280093312970106,0.18243876324623193,0.14481452348582552,0.17513938059077455,0.22422229777747077,0.15412371501108207,0.17711283397161137,0.3124415245359877,0.08325376387911951,0.13648928580873138,0.1529176936395038,0.11393840112035,0.09381559178507438,0.19295938182730635,0.10212708384090322,0.11199149221523164,0.15207030850533776,0.18761052054846364,0.16345564511645064,0.15429826373921945,0.15809864190200415,0.17342866343092267,0.09021837901324187,0.14251860468577401,0.14897078478246736,0.26544684161796905,0.19205901105906037,0.0884787421876865,0.1725544432177724,0.2763610855221875,0.1550917406456742,0.12114653375268569,0.08954710375596975,0.20537853450698842,0.12905239555996803,0.2174657259691492,0.05508145606354312,0.11888594754437964,0.11558595037248114,0.17231048849211872,0.13947612204311166,0.11377818779618334,0.1661075053235246,0.10181021420848704,0.12514304734256776,0.13702681953299337,0.13457225311010218,0.0915232291812227,0.12115675117922993,0.12904238198255605,0.14636414643116497,0.17790963103946758,0.15908265641643154,0.2686684521875162,0.11575176426625171,0.10102503725064552,0.06656757702465027,0.10939088580709452,0.3086623658662718,0.15529991702703,0.19163944637192418,0.04273943966724505,0.11878077222941737,0.137670396361895,0.10885455123693293,0.05216878528334641,0.13122455957613383,0.13103964804697174,0.23326920544001145,0.13927758222776349,0.13549372138231497,0.1535338898727045,0.12416013017602871,0.20473813993703507
10,0.09522825912566295,0.09496582742322489,0.16657652894775435,0.23501425292206787,0.12706997207150955,0.25462935690058874,0.22809858645676068,0.10481261355765788,0.20023061997702213,0.3630048658552484,0.1397877142843126,0.12480213653402039,0.08760149613410266,0.1884806897627611,0.09787554949768251,0.31599262834229724,0.17090130188028935,0.17738920254595894,0.14483552642335257,0.11387391575858048,0.09638154325823624,0.21917277104579408,0.22577283330113343,0.14480465628457972,0.16210422060867138,0.053367408143360474,0.20074738160797137,0.15405126829634794,0.14656555679479383,0.14137201362007218,0.19455996194523104,0.13823172247620874,0.16991460975433262,0.23675243596138018,0.15542180232479147,0.15809176207341696,0.3049576985140584,0.08449630236598996,0.15921036412042264,0.1453233548118381,0.1093937024206352,0.0886377028540709,0.18336310483980708,0.11835509721577564,0.1056118948314384,0.1374291063404019,0.18312146382084823,0.15832951751177743,0.16845004366861668,0.1615908637698085,0.17937473809107934,0.09596452223022965,0.1483322903280319,0.13664577140951878,0.2546550719763464,0.1827488986718601,0.084407999096143,0.14725687961469403,0.2735701266690256,0.1412999928035307,0.11789425431019376,0.0874444814778376,0.19636838919810112,0.1387745597125913,0.2148438479143747,0.057367486420478855,0.11654550688575363,0.11125911795338175,0.1713330610491744,0.12412674241941693,0.11028090152730892,0.14870416534716904,0.10605370061795275,0.12633059027899854,0.13616640977509714,0.12424246536612242,0.09460642922995535,0.11675492629849919,0.13166032529527416,0.1409634917368068,0.16157686262826296,0.15881149737959394,0.2588144271588132,0.11836223421898762,0.09628177038195342,0.06431835470384058,0.13417744102116652,0.2928053070837119,0.15657572720529514,0.20175705797892754,0.0410995289121298,0.11600235600726949,0.1398253644637075,0.11549635544664771,0.04624765750066006,0.13203716147504485,0.11531822982501005,0.21702944627908355,0.12436480454839767,0.1456172132076647,0.16138689004656942,0.11440093072752108,0.19315140270343983
11,0.09002315904798887,0.09935775377273265,0.1663522134870395,0.24357060177944515,0.1214784484423849,0.2505721258742873,0.22899094204830264,0.10337952991504547,0.18796269856223846,0.36399528709895057,0.13759888858088393,0.11482782536688643,0.09396346202700454,0.17464903669116638,0.09177628809760985,0.30564121160551727,0.16152997311979397,0.17682179014363386,0.16362957407425466,0.12562934784457486,0.09356517165744649,0.20030182562977572,0.20439456566065667,0.15221323797843492,0.154009896649861,0.053475758900326784,0.19112935632793276,0.15131727258461544,0.17020502866851098,0.12277065832009086,0.20718185291188213,0.13331859887462666,0.16894180578175733,0.24373244691583373,0.15748914657267019,0.1390589010711619,0.30005679637215915,0.0874329500317186,0.1833362218692077,0.14375594753137286,0.10306845283527392,0.08896093834674526,0.1753908739126233,0.1333985685233983,0.10331854507734899,0.12799946874537158,0.1799548050070761,0.15988328006006963,0.1782805279045368,0.16731767328253688,0.18684527347939067,0.1059273106313096,0.15858470579884598,0.12703389034223128,0.24591549978079436,0.17589915781170956,0.08552789291018734,0.12636900436961895,0.2654037327681455,0.13165407096021675,0.11792312960095128,0.08474133633699188,0.18916342293155947,0.15090585600826137,0.21479882815332668,0.06171264620546846,0.11486754911453145,0.10068719726210373,0.16674515114429464,0.11035945804604341,0.11018922676200713,0.135016969357036,0.10865212253728451,0.12652526812779089,0.1363996497296417,0.11820869413402879,0.09877048370665127,0.1124914894866845,0.13434468893194063,0.13194282445834815,0.14876431323434364,0.16204747075851497,0.24639317912342412,0.12153142587424923,0.09108021490276158,0.06358696041849635,0.16295728006228916,0.2741121647377478,0.1567974485270793,0.21177303586922366,0.03998589134354967,0.11180648669187761,0.14419812318714204,0.11662040462753638,0.0412679689838318,0.13021980945996584,0.10018797635678027,0.19831034148714408,0.1080823655318146,0.16012604496287713,0.16754830943900792,0.10757165016201273,0.17728477482673602
12,0.08803315736831767,0.10465526990118376,0.16129412467929843,0.2519968582123806,0.11807083649395089,0.2459809013815674,0.22685849805501107,0.10369998722809866,0.1746632601056862,0.36235152770647705,0.13764670078966046,0.10645736147478521,0.10125932638646258,0.16483703137745928,0.08274740844088899,0.2966099138351805,0.15109437869640432,0.17397177810856412,0.18589763051176833,0.14264283605970043,0.08887996417354377,0.1799135995002107,0.1856104849723474,0.15597038168701838,0.14395101359049056,0.054957897441544244,0.18170630535578608,0.15139774949720128,0.19622786151793345,0.10744245235086405,0.21810545150778884,0.13151218084886335,0.1723719936098704,0.24509273018150918,0.1602267110389211,0.12043199537379783,0.29638017182449355,0.09066452337779903,0.20302885645741914,0.1477524246743805,0.09615498272081269,0.09357421700336527,0.17031767768024425,0.1464616681174457,0.10540336323824304,0.12401142516570525,0.17840452773344956,0.1681074638684925,0.18334547384388658,0.1756195931645595,0.19593750666997334,0.11996570000459914,0.17292432539538946,0.11929799125590013,0.23830112558715863,0.17148062542667936,0.09178126901570424,0.11011382664714428,0.25209015107182176,0.12564990799140224,0.1200954193592425,0.08230142117390361,0.18463020322657492,0.1654146945234452,0.2167626571180608,0.06771683675804527,0.11352956000887053,0.08969477144470413,0.1577839569968739,0.098776368908207,0.11380108904778752,0.12450340649696848,0.10652087207507632,0.1256177988414911,0.1371219224329817,0.11814634877867639,0.10378638021259985,0.10704386561085408,0.13749890349405125,0.1181864902443168,0.1400456897473915,0.16797471564320388,0.23321432724192553,0.1238110522782643,0.08429753634550785,0.06435991417529838,0.19442054488293775,0.2562570146481576,0.15348970645584295,0.2206033261330127,0.039671908202485416,0.10700344046121821,0.1499794918780763,0.11360257752223804,0.03910695059864638,0.12653139200443658,0.0857529727502163,0.17901463635743714,0.0908420296617427,0.1764924742165763,0.1702697434037859,0.1043744937104383,0.15567581803404013
13,0.08987267824886205,0.11133926131800856,0.15569467152439484,0.25829444368532717,0.1167323473564793,0.2413213556132908,0.2200852561377013,0.104592576859065,0.16173789368212768,0.35960777224686113,0.1401270354360213,0.09997763606594239,0.10596729795068213,0.15934326306559693,0.0727149494900786,0.28778274673776405,0.13996759269421352,0.1696176880421578,0.20940669526355626,0.16444097400186103,0.082200003075265,0.16159311714670785,0.1698735227715804,0.15574284368791172,0.13160505023895475,0.05817786747933078,0.1730480659339933,0.1541616571146882,0.21752190736062177,0.09616269313012901,0.225826109875603,0.1324936522484883,0.17910251214948678,0.24104912025975458,0.16182403409130477,0.10199617064364466,0.2930714021534945,0.09237258844799309,0.21629176767375471,0.15691373202472653,0.08855563643459921,0.10034530791893184,0.16968324484851308,0.15663951976734988,0.11177628735780439,0.12537038137130044,0.17892519556808684,0.1831585417045933,0.18453439104067199,0.18488510176873899,0.20505565179236857,0.13774338437839037,0.18926459083988117,0.11262625457150481,0.23217323845178858,0.16863945840900932,0.1022621479784592,0.09806666534527694,0.2323019127968895,0.12287362765468098,0.12309555898190525,0.08012809488833257,0.1834273838499603,0.1743099754442475,0.217564194422809,0.07577938335586172,0.1133242325457231,0.07965270065262692,0.1451108734672939,0.09128362792534714,0.12181034419187528,0.11726332044980967,0.10156946131667248,0.12258511976940331,0.13698516757774098,0.12321673658187116,0.11007724879265054,0.10123787018224846,0.1407976709373121,0.1040197086587683,0.13568778915885005,0.17675494305697573,0.22080620457144118,0.1260502990685786,0.07618173584202516,0.06707273972774955,0.22539136970954665,0.23944452731112875,0.14768162973747231,0.2265031008007033,0.03784196013689825,0.10181320403650618,0.15502075642888383,0.11131891825043154,0.041568320229830404,0.12165282454958529,0.0718633802991279,0.15956717423356753,0.07466212734355991,0.1911176546097279,0.17041299352361483,0.10489889163110844,0.1370479479842877
14,0.09591686373524608,0.11938627882046267,0.15252881950890085,0.26264159226105965,0.116835931783191,0.23625355838363377,0.20873699605284718,0.10682971361009222,0.15015165603304492,0.35582570687121046,0.14514599434483044,0.09616465378087376,0.11068596554085341,0.15878310811657328,0.06315042665920526,0.2787370553763964,0.1277594974617982,0.1631895833137812,0.23016188903463042,0.19081450936645733,0.07459868826612447,0.14670373697325048,0.15760099761242782,0.150278647029135,0.11702665488214999,0.0638299771008199,0.1653710995747119,0.15995477184637485,0.2308203003103091,0.08809116720905233,0.2289879713679397,0.13494660793128505,0.18725106717188766,0.23190006286076978,0.1615058276482922,0.08484366410346691,0.2899745800781109,0.09179747914047545,0.22320258109281993,0.17012663200258177,0.081179601910449,0.1091108580265929,0.17357680291177974,0.1648420738292969,0.12246476808775701,0.13167635477696205,0.18025437401518096,0.20444342119880807,0.18312156043112704,0.19224729593443626,0.21209402051537593,0.1596943734500474,0.2062236603925336,0.10696139166211169,0.22963599876284121,0.16769627861693254,0.11454651134781053,0.08963341306311294,0.20877201237630855,0.12528420189475212,0.1267415232696657,0.07760945417372475,0.18449168119233295,0.17484372967672832,0.21266172434548145,0.08578481928157212,0.11553464151480883,0.07195453600004138,0.1317999056311821,0.08960458338102348,0.1339627395465034,0.11342633165981986,0.09621616775819208,0.11730425717482033,0.13541082464872528,0.131228989547339,0.11873952476318905,0.09977874002686811,0.14496840566002217,0.09376618229184058,0.1358848808961276,0.18928819121119994,0.21078203890485261,0.12799512036647312,0.06771541524603074,0.06845676840205625,0.2526823806951978,0.2237093855059189,0.1383957549212783,0.2293699653328133,0.0335087320297064,0.09455642094615244,0.15801626347093928,0.10992047923307843,0.04854667194165611,0.116893754586188,0.061602591534915686,0.14078847927233937,0.06023155531362197,0.20323767068448997,0.1665190089021398,0.10925459034991372,0.12219212100135315
